ipc4,naics07_6,probability_weight
"A47B","337214",.6663816
"A47B","337215",.0268262
"A47C","337122",.4151643
"A47C","337125",.4015345
"A47C","337910",.1833012
"A47D","337122",.4492846
"A47D","337125",.4551761
"A47D","337910",.0955394
"A47F","337214",.8858224
"A47F","337215",.1141776
"A47G","315228",.0005481
"A47G","315299",.0876582
"A47G","322121",.0334542
"A47G","326199",.0513911
"A47G","332211",.3761955
"A47G","332212",.2887523
"A47G","337214",.0356441
"A47G","337215",.025092
"A47G","337910",.0691474
"A47G","339993",.032117
"A47H","326199",.0517365
"A47H","332321",.0581094
"A47H","333612",.0417988
"A47H","334290",.0247035
"A47H","334419",.0342702
"A47H","337920",.7571261
"A47H","339993",.0322556
"A47J","332211",.0273764
"A47J","332214",.8067864
"A47J","333294",.1658372
"A47K","322121",.0770859
"A47K","322291",.7350117
"A47K","325611",.1834202
"A47K","327111",.0044822
"A47L","339994",1
"A61B","332212",.023036
"A61B","333314",.0271316
"A61B","334510",.2452735
"A61B","334517",.0485462
"A61B","339112",.4646256
"A61B","339113",.0210203
"A61B","339993",.1703669
"A61C","339114",1
"A61D","112111",.0366695
"A61D","112210",.0210392
"A61D","112410",.0405373
"A61D","112420",.0160147
"A61D","112920",.0480442
"A61D","112990",.0290342
"A61D","115210",.0480442
"A61D","311511",.0488569
"A61D","311612",.0941473
"A61D","311615",.1991887
"A61D","326199",.0305887
"A61D","326299",.0269954
"A61D","333613",.07953
"A61D","339993",.2813096
"A61F","315299",.1975874
"A61F","315991",.0350879
"A61F","325520",.2721887
"A61F","325998",.2239497
"A61F","326199",.0405341
"A61F","333314",.131289
"A61F","339112",.0302355
"A61F","339993",.0691278
"A61G","339995",1
"A61H","312112",.0357534
"A61H","315991",.0281377
"A61H","315992",.0514755
"A61H","326199",.036593
"A61H","326299",.0596837
"A61H","333513",.0299211
"A61H","333612",.0967526
"A61H","333911",.1160983
"A61H","334419",.0386368
"A61H","335312",.0270108
"A61H","339920",.0940354
"A61H","339993",.3330209
"A61H","339999",.0528807
"A61J","311511",.4813698
"A61J","312112",.183027
"A61J","326111",.0423952
"A61J","326160",.1617251
"A61J","326299",.0417213
"A61J","339993",.0897616
"A61K","112910",.0483354
"A61K","114119",.0369964
"A61K","311222",.0293216
"A61K","311511",.0513951
"A61K","311512",.1138529
"A61K","311615",.0511913
"A61K","311942",.0964037
"A61K","311999",.0886884
"A61K","325193",.0479919
"A61K","325520",.0383335
"A61K","325611",.0274802
"A61K","325998",.0392639
"A61K","339114",.3307459
"A61L","325181",.0589384
"A61L","325414",.0802601
"A61L","325520",.2268421
"A61L","325998",.2041035
"A61L","326199",.0441664
"A61L","327310",.0491589
"A61L","333314",.0299227
"A61L","333911",.0738729
"A61L","339112",.0784263
"A61L","339114",.1227857
"A61L","339993",.031523
"A61M","326299",.0459734
"A61M","333613",.0634365
"A61M","333911",.0756897
"A61M","339112",.0319404
"A61M","339993",.7829601
"A61N","334510",.9491832
"A61N","334517",.0234912
"A61N","339993",.0273256
"A61P","112120",.0305677
"A61P","112910",.0785399
"A61P","114119",.0542308
"A61P","311222",.039267
"A61P","311511",.060927
"A61P","311512",.0327543
"A61P","311615",.0882212
"A61P","311911",.028716
"A61P","311941",.0398324
"A61P","311942",.200767
"A61P","311999",.1461809
"A61P","312130",.0997981
"A61P","325193",.0704254
"A61P","327112",.0297721
"A61Q","112120",.0354043
"A61Q","311512",.3327575
"A61Q","311911",.060538
"A61Q","325411",.0322234
"A61Q","325611",.2219543
"A61Q","325613",.0322706
"A61Q","327123",.0347591
"A61Q","339114",.2500928
"A62B","315299",.0447096
"A62B","315991",.2752207
"A62B","316993",.3666684
"A62B","339999",.3134013
"A62C","236117",.0345378
"A62C","325998",.025156
"A62C","332420",.1455712
"A62C","333911",.0928478
"A62C","333924",.088609
"A62C","333999",.6132782
"A62D","113210",.0395483
"A62D","325181",.2911318
"A62D","325199",.0595643
"A62D","325320",.1916811
"A62D","325920",.037615
"A62D","325998",.0334399
"A62D","327112",.1644578
"A62D","327123",.0303318
"A62D","327310",.0286378
"A62D","327410",.0878181
"A62D","332117",.0357741
"A63B","339920",1
"A63C","316219",.1328001
"A63C","339920",.8672
"A63D","326199",.0280064
"A63D","333298",.8482379
"A63D","339920",.1237556
"A63F","339920",.0288788
"A63F","339932",.9711212
"A63G","333612",.0375979
"A63G","339920",.1203959
"A63G","339932",.8420061
"A63H","339932",1
"A63J","236117",.0468326
"A63J","315999",.3630502
"A63J","323110",.044502
"A63J","333921",.0303256
"A63J","334511",.0300012
"A63J","335129",.0626497
"A63J","339931",.0836861
"A63J","339932",.3389528
"A63K","322232",.0320591
"A63K","326121",.2010778
"A63K","326199",.3499226
"A63K","333997",.0588411
"A63K","335932",.0582196
"A63K","339920",.2998797
"B01B","236117",.0223174
"B01B","311421",.2632294
"B01B","325110",.1189045
"B01B","333120",.037796
"B01B","333414",.0514144
"B01B","333911",.02466
"B01B","333999",.2255839
"B01B","335999",.2560944
"B01D","114210",.04957
"B01D","221310",.0883508
"B01D","236117",.1917272
"B01D","311813",.1212131
"B01D","322110",.0283684
"B01D","325110",.0346082
"B01D","327410",.072878
"B01D","333911",.3288889
"B01D","333922",.0285073
"B01D","333999",.0558882
"B01F","236117",.1181144
"B01F","237120",.0055014
"B01F","322110",.0775099
"B01F","325510",.1824762
"B01F","327310",.0494127
"B01F","333612",.0810668
"B01F","333911",.3615551
"B01F","333922",.1243637
"B01J","324110",.179154
"B01J","325110",.1949493
"B01J","325181",.098772
"B01J","327123",.1871062
"B01J","327125",.1394921
"B01J","333911",.0303033
"B01J","333999",.0465717
"B01J","335991",.047378
"B01J","339911",.0762734
"B01L","236117",.0460836
"B01L","312112",.0658651
"B01L","326199",.0358335
"B01L","326299",.2607085
"B01L","327212",.2939352
"B01L","327213",.0356273
"B01L","333613",.084146
"B01L","333911",.0351651
"B01L","333999",.0712783
"B01L","334513",.0256412
"B01L","339993",.0457162
"B02B","311212",1
"B02C","236117",.0408359
"B02C","311211",.481992
"B02C","311822",.0302349
"B02C","333294",.1174447
"B02C","333513",.2509606
"B02C","333612",.0243546
"B02C","333922",.0541773
"B03B","212321",.1476255
"B03B","212322",.0908576
"B03B","212325",.018025
"B03B","213113",.1983956
"B03B","322110",.5091308
"B03B","333922",.0359656
"B03C","212210",.0196105
"B03C","236117",.0623275
"B03C","322110",.1517735
"B03C","327113",.208059
"B03C","332117",.3449732
"B03C","333922",.1832654
"B03C","335999",.0299909
"B03D","213113",.0682313
"B03D","322110",.9049789
"B03D","327992",.0267897
"B04B","311813",.0230639
"B04B","333999",.976936
"B04C","213113",.2395316
"B04C","236117",.3896558
"B04C","325110",.1588217
"B04C","327310",.0261996
"B04C","327910",.0627931
"B04C","333911",.0463919
"B04C","333922",.0383628
"B04C","333999",.0382436
"B05B","236117",.0495359
"B05B","325320",.0237553
"B05B","325510",.6708584
"B05B","333111",.0674559
"B05B","333613",.0454952
"B05B","333911",.1428994
"B05C","325510",.4782336
"B05C","325520",.0767397
"B05C","325998",.4018866
"B05C","333922",.0431401
"B05D","325510",.7390521
"B05D","325520",.0575612
"B05D","325998",.062308
"B05D","326150",.043952
"B05D","332117",.0316856
"B05D","332812",.0654411
"B06B","113310",.026411
"B06B","236117",.0606631
"B06B","311821",.0266479
"B06B","333995",.0402849
"B06B","334419",.0320449
"B06B","334510",.6919552
"B06B","335311",.0366307
"B06B","335312",.0440157
"B06B","335999",.0413467
"B07B","111199",.0427993
"B07B","115114",.0426057
"B07B","212311",.0094787
"B07B","212321",.0352579
"B07B","326291",.0434298
"B07B","333220",.0606752
"B07B","333294",.12912
"B07B","333922",.6366335
"B07C","322232",.0441233
"B07C","333922",.9314165
"B07C","334111",.0244602
"B08B","311821",.2364006
"B08B","312112",.1146624
"B08B","325611",.0269633
"B08B","335999",.051229
"B08B","339994",.5707446
"B09B","212312",.0190742
"B09B","221320",.0514686
"B09B","311423",.1347021
"B09B","326199",.0793242
"B09B","327123",.0853228
"B09B","327310",.1384188
"B09B","327390",.0478857
"B09B","327410",.1687905
"B09B","332420",.0756728
"B09B","333922",.1993403
"B09C","111940",.0676684
"B09C","112320",.0033405
"B09C","112512",.0039757
"B09C","212393",.02979
"B09C","325181",.0270156
"B09C","325199",.0451167
"B09C","327112",.0479938
"B09C","327123",.1364612
"B09C","327410",.1314757
"B09C","327992",.3947658
"B09C","333911",.0621387
"B09C","333922",.0502578
"B21B","331111",.2513246
"B21B","331221",.0204681
"B21B","333516",.7282072
"B21C","238220",.0013962
"B21C","331111",.0477946
"B21C","331210",.2474618
"B21C","331221",.0331095
"B21C","331222",.2732724
"B21C","331314",.0620715
"B21C","331319",.0385651
"B21C","331421",.035915
"B21C","331423",.0334224
"B21C","331492",.0573106
"B21C","332722",.0295952
"B21C","333511",.0041886
"B21C","333516",.0993237
"B21C","333992",.0365734
"B21D","331210",.0834095
"B21D","332313",.0722642
"B21D","332322",.3524404
"B21D","333514",.0431445
"B21D","333515",.043127
"B21D","333518",.3195838
"B21D","333613",.0451287
"B21D","336111",.0409018
"B21F","331222",.6477844
"B21F","332211",.064542
"B21F","332212",.0612621
"B21F","333120",.0332325
"B21F","333319",.0043437
"B21F","333612",.0578626
"B21F","333922",.0266236
"B21F","333992",.1043492
"B21G","331222",.1214807
"B21G","333220",.024923
"B21G","333518",.0406604
"B21G","333922",.0288411
"B21G","339993",.7840948
"B21H","331111",.0369739
"B21H","331491",.095464
"B21H","332322",.0318784
"B21H","332721",.0281287
"B21H","333516",.4017338
"B21H","333612",.1124744
"B21H","333999",.2933466
"B21J","331492",.0330149
"B21J","332722",.0313875
"B21J","333513",.2406449
"B21J","333514",.0532692
"B21J","333515",.0721372
"B21J","333518",.3479156
"B21J","333612",.0468182
"B21J","333613",.143192
"B21J","339993",.0316205
"B21K","331314",.0511217
"B21K","331492",.045854
"B21K","332212",.0358618
"B21K","332722",.172789
"B21K","333220",.0282346
"B21K","333513",.0880166
"B21K","333514",.0542239
"B21K","333515",.0790111
"B21K","333518",.1014089
"B21K","333611",.0662298
"B21K","333612",.1831414
"B21K","333613",.0302105
"B21K","333922",.0360612
"B21K","336111",.0278356
"B21L","332999",.304932
"B21L","333514",.0657579
"B21L","333613",.0394667
"B21L","333922",.2252907
"B21L","333992",.1341053
"B21L","336991",.0408553
"B21L","339911",.1895922
"B22C","327123",.0453539
"B22C","327124",.0251553
"B22C","327125",.7541957
"B22C","331314",.0499041
"B22C","331492",.0259379
"B22C","332117",.0297653
"B22C","332811",.025536
"B22C","335991",.0441517
"B22D","327125",.5391395
"B22D","331314",.0745545
"B22D","331423",.046437
"B22D","331492",.0772798
"B22D","332117",.0379038
"B22D","332431",.039217
"B22D","332811",.0665095
"B22D","332919",.053191
"B22D","335991",.0657679
"B22F","331492",.0290778
"B22F","332117",.9709222
"B23B","333512",.0432605
"B23B","333513",.8072308
"B23B","333514",.0243472
"B23B","333515",.1251615
"B23C","332211",.074286
"B23C","332212",.0751444
"B23C","333515",.7632223
"B23C","333612",.0564623
"B23C","339911",.0308849
"B23D","332211",.0284126
"B23D","332212",.2170442
"B23D","332213",.1524452
"B23D","332510",.3952661
"B23D","333512",.2068319
"B23F","333515",.035568
"B23F","333612",.9644319
"B23G","332211",.0610214
"B23G","332212",.055968
"B23G","332722",.0573141
"B23G","333513",.2194112
"B23G","333514",.0255893
"B23G","333515",.4117957
"B23G","333612",.1689003
"B23H","327910",.0853724
"B23H","331423",.0904552
"B23H","331492",.0250969
"B23H","332117",.0246671
"B23H","332618",.0177428
"B23H","333514",.1025719
"B23H","333515",.2233469
"B23H","333611",.0340482
"B23H","333612",.0314395
"B23H","334419",.0900518
"B23H","334511",.0639323
"B23H","334513",.056522
"B23H","334519",.0699846
"B23H","335991",.0554627
"B23H","339911",.0293057
"B23K","333992",1
"B23P","332212",.0455621
"B23P","333513",.0511481
"B23P","333514",.175261
"B23P","333515",.11732
"B23P","333518",.0937076
"B23P","333611",.0548915
"B23P","333612",.0613267
"B23P","333613",.1433425
"B23P","333922",.1027934
"B23P","333992",.1021984
"B23P","336111",.0524486
"B23Q","332211",.0363842
"B23Q","332212",.0530406
"B23Q","333513",.1105699
"B23Q","333514",.1186476
"B23Q","333515",.4766434
"B23Q","333612",.1035095
"B23Q","333613",.0711104
"B23Q","333922",.0300945
"B24B","327910",.8417556
"B24B","327999",.0406729
"B24B","333298",.0399717
"B24B","333515",.0240825
"B24B","339911",.0535174
"B24C","327910",.9779612
"B24C","333922",.0220388
"B24D","327910",.9170963
"B24D","327999",.0261789
"B24D","339911",.0567248
"B25B","332212",.1948218
"B25B","332510",.5952449
"B25B","333514",.0237885
"B25B","333515",.1247096
"B25B","333612",.0269672
"B25B","333991",.0344679
"B25C","333313",.6345961
"B25C","333613",.0689161
"B25C","333991",.1926403
"B25C","339993",.1038475
"B25D","333513",.8441232
"B25D","333613",.0279015
"B25D","333991",.1279753
"B25F","332212",.0386255
"B25F","332510",.0881928
"B25F","333512",.0358002
"B25F","333513",.0458312
"B25F","333515",.052907
"B25F","333991",.7386433
"B25G","332211",.0757087
"B25G","332212",.3162753
"B25G","332510",.4095795
"B25G","333513",.0715093
"B25G","333515",.0605081
"B25G","339994",.0664191
"B25H","332212",.0617572
"B25H","332510",.1382251
"B25H","333210",.0297983
"B25H","333513",.0457276
"B25H","333515",.3303977
"B25H","333991",.0808187
"B25H","337214",.0668044
"B25H","337215",.0330293
"B25H","339943",.2134417
"B25J","311821",.1013861
"B25J","315992",.0762737
"B25J","333514",.0238883
"B25J","333515",.0336816
"B25J","333612",.1718958
"B25J","333613",.0890453
"B25J","333922",.0319803
"B25J","333995",.2351994
"B25J","334111",.0279477
"B25J","334511",.0593418
"B25J","334513",.0504245
"B25J","334519",.0989355
"B26B","332211",.2438394
"B26B","332212",.4821295
"B26B","332510",.2740311
"B26D","322121",.0912777
"B26D","332211",.4168382
"B26D","332212",.3600996
"B26D","333220",.0337707
"B26D","333291",.0616431
"B26D","333922",.0363707
"B26F","322121",.256318
"B26F","322231",.0477227
"B26F","332211",.2376724
"B26F","332212",.2001269
"B26F","333220",.0529833
"B26F","333291",.0765358
"B26F","333513",.0697577
"B26F","333514",.0306697
"B26F","333518",.0282135
"B27B","113110",.0722319
"B27B","321113",.0756728
"B27B","321912",.4944836
"B27B","332212",.0272854
"B27B","332510",.0864578
"B27B","333210",.1248907
"B27B","333512",.1189778
"B27C","113110",.0312708
"B27C","321912",.040932
"B27C","333210",.9277973
"B27D","113110",.1667851
"B27D","321114",.2437264
"B27D","321211",.0235116
"B27D","321912",.330803
"B27D","321992",.1648504
"B27D","333210",.0294699
"B27D","337122",.0408536
"B27F","113110",.0457212
"B27F","321214",.3621027
"B27F","321912",.1474771
"B27F","321920",.0226959
"B27F","333210",.2690925
"B27F","333313",.1529106
"B27G","113110",.0246175
"B27G","321912",.1763515
"B27G","332211",.025918
"B27G","332212",.0718909
"B27G","332510",.0636032
"B27G","333210",.5043584
"B27G","333512",.1332605
"B27H","113110",.1106473
"B27H","321211",.4589562
"B27H","321214",.2852536
"B27H","321912",.0708261
"B27H","321918",.0221575
"B27H","333210",.0347583
"B27H","337110",.0174009
"B27J","321211",.0666099
"B27J","321918",.0745968
"B27J","331222",.0361031
"B27J","332211",.1593161
"B27J","332212",.1538182
"B27J","333220",.2962361
"B27J","333612",.0738271
"B27J","333922",.0455729
"B27J","337122",.0335402
"B27J","337125",.0263806
"B27J","339993",.033999
"B27K","113110",.7283737
"B27K","321114",.1399688
"B27K","321212",.0334358
"B27K","321912",.0516128
"B27K","321992",.0466089
"B27L","113110",.2431776
"B27L","321912",.4840269
"B27L","332211",.1365674
"B27L","332212",.110071
"B27L","333210",.026157
"B27M","113110",.2216581
"B27M","321114",.1481913
"B27M","321912",.3870054
"B27M","321918",.1374577
"B27M","321920",.0259166
"B27M","321992",.0375438
"B27M","333210",.0271245
"B27M","337121",.0151027
"B27N","113110",.2276158
"B27N","321114",.2251222
"B27N","321911",.0241153
"B27N","321912",.1237905
"B27N","321918",.0534873
"B27N","321992",.0578144
"B27N","323122",.1763447
"B27N","333210",.0630397
"B27N","333922",.0486701
"B28B","327121",.0394812
"B28B","327122",.037671
"B28B","327123",.042671
"B28B","327310",.1093004
"B28B","327331",.1036265
"B28B","327332",.1379229
"B28B","327390",.4624466
"B28B","327420",.0668805
"B28C","327310",.2233821
"B28C","327320",.0976309
"B28C","327390",.678987
"B28D","212313",.0056865
"B28D","212319",.0662606
"B28D","327122",.1792905
"B28D","327390",.0260106
"B28D","327910",.0515614
"B28D","327991",.1494622
"B28D","327999",.032637
"B28D","339911",.4890911
"B29B","325211",.0508497
"B29B","326160",.0320702
"B29B","326199",.3243451
"B29B","326211",.0458247
"B29B","326291",.1499318
"B29B","333220",.3351294
"B29B","333922",.0618492
"B29C","325211",.1072016
"B29C","325520",.0284172
"B29C","325998",.0426887
"B29C","326113",.0278269
"B29C","326122",.0313538
"B29C","326130",.0552025
"B29C","326199",.3822155
"B29C","326211",.0370568
"B29C","326299",.0281282
"B29C","333220",.2599088
"B29D","314992",.0005279
"B29D","326211",.969124
"B29D","326212",.0303481
"B29K","313230",.0369271
"B29K","325211",.0255068
"B29K","325520",.0640793
"B29K","325998",.0565611
"B29K","326130",.0278338
"B29K","326140",.0884988
"B29K","326150",.1712509
"B29K","326199",.1289149
"B29K","326211",.2507811
"B29K","326299",.1496461
"B29L","322221",.0250328
"B29L","325211",.0319754
"B29L","325520",.042939
"B29L","325998",.0456417
"B29L","326113",.0364981
"B29L","326122",.0514674
"B29L","326130",.0502708
"B29L","326160",.1185676
"B29L","326199",.1383071
"B29L","326211",.2712961
"B29L","326299",.0615984
"B29L","333220",.1264058
"B30B","333518",.8831541
"B30B","333612",.0270975
"B30B","333613",.0897484
"B31B","322121",.1303454
"B31B","322130",.0708456
"B31B","322221",.0345339
"B31B","322223",.0577962
"B31B","322224",.2998981
"B31B","322232",.0216989
"B31B","326111",.0880418
"B31B","326113",.0220079
"B31B","333220",.0273012
"B31B","333291",.1725249
"B31B","333922",.0361942
"B31B","333993",.0388117
"B31C","322121",.1663505
"B31C","322130",.0271278
"B31C","322214",.5819445
"B31C","333291",.2245772
"B31D","322121",.4654873
"B31D","322130",.1582757
"B31D","333291",.376237
"B31F","322121",.3938631
"B31F","322130",.3086548
"B31F","322214",.0255616
"B31F","333291",.2719204
"B32B","313230",.0435837
"B32B","313320",.0704833
"B32B","322121",.0592543
"B32B","322221",.0426349
"B32B","322222",.0746694
"B32B","322225",.0648422
"B32B","325520",.2710842
"B32B","325998",.2655633
"B32B","326113",.0330573
"B32B","331315",.0748274
"B41B","322121",.0334691
"B41B","322233",.1467869
"B41B","323111",.0939289
"B41B","323122",.2330872
"B41B","325992",.093758
"B41B","333293",.1059702
"B41B","333314",.160301
"B41B","333315",.1067882
"B41B","334111",.0259105
"B41C","323111",.7411231
"B41C","325910",.1153601
"B41C","333293",.1435168
"B41D","322121",.0238761
"B41D","325520",.3688711
"B41D","325998",.3997591
"B41D","326150",.0217953
"B41D","326291",.0963128
"B41D","333220",.056679
"B41D","333515",.0327065
"B41F","322121",.0311189
"B41F","323111",.0809137
"B41F","323112",.0002446
"B41F","325910",.0613773
"B41F","333293",.8263455
"B41G","322121",.0898291
"B41G","322225",.0458305
"B41G","333220",.0221636
"B41G","333291",.1362133
"B41G","333293",.3379478
"B41G","333518",.3680157
"B41J","322121",.8331865
"B41J","323114",.0007564
"B41J","333293",.0908949
"B41J","333995",.0450978
"B41J","339944",.0300644
"B41K","322121",.0440919
"B41K","332116",.5866753
"B41K","333291",.0293186
"B41K","333293",.1833739
"B41K","333518",.0862668
"B41K","339943",.0702734
"B41L","322121",.4236006
"B41L","325910",.0677294
"B41L","333291",.0612403
"B41L","333293",.4474298
"B41M","315191",.0137726
"B41M","322121",.4041891
"B41M","322221",.0310073
"B41M","322222",.0350774
"B41M","323111",.0839859
"B41M","325131",.1000487
"B41M","325520",.0762281
"B41M","325910",.1015524
"B41M","325991",.0001939
"B41M","325998",.0645713
"B41M","326113",.0246463
"B41M","332813",.0647269
"B41N","322121",.0880988
"B41N","323110",.0293081
"B41N","323111",.4686618
"B41N","325520",.043217
"B41N","325910",.1546679
"B41N","325998",.0347597
"B41N","326299",.0398333
"B41N","333293",.1414533
"B42B","322121",.1350084
"B42B","322231",.0760274
"B42B","333291",.0748283
"B42B","333293",.381803
"B42B","333313",.3323329
"B42C","322121",.2239606
"B42C","323117",.1821655
"B42C","333291",.0500579
"B42C","333293",.4580399
"B42C","333313",.0279764
"B42C","333922",.0577997
"B42D","322121",.6644661
"B42D","322231",.0273014
"B42D","322232",.2122432
"B42D","333315",.0592142
"B42D","337214",.0367751
"B42F","322121",.4864258
"B42F","322214",.0385587
"B42F","322231",.1329751
"B42F","322232",.0249942
"B42F","323118",.2436216
"B42F","326199",.0284543
"B42F","333315",.0449703
"B43K","321213",.0007802
"B43K","339941",.5595376
"B43K","339942",.0199143
"B43K","339994",.025549
"B43K","339999",.3942188
"B43L","333313",.9166998
"B43L","339994",.0271102
"B43L","339999",.0561901
"B43M","322121",.0336458
"B43M","322231",.0739141
"B43M","322232",.8216254
"B43M","325998",.0266828
