ipc4,naics07_3,probability_weight
"A61D","326",.1409802
"A61D","332",.0556778
"A61D","333",.1398156
"A61D","339",.3783334
"A61F","315",.2723712
"A61F","325",.483457
"A61F","326",.076128
"A61F","333",.0775117
"A61F","339",.0905321
"A61G","325",.031927
"A61G","326",.1329521
"A61G","332",.0381905
"A61G","333",.1868905
"A61G","334",.0611246
"A61G","335",.0265988
"A61G","339",.5223165
"A61H","315",.0931183
"A61H","325",.021596
"A61H","326",.1057564
"A61H","333",.2144394
"A61H","334",.0900448
"A61H","335",.0331469
"A61H","339",.4418982
"A61J","311",.1778028
"A61J","312",.099616
"A61J","325",.0264683
"A61J","326",.32864
"A61J","332",.0757582
"A61J","333",.0594244
"A61J","339",.2322903
"A61K","112",.0827236
"A61K","114",.0499898
"A61K","311",.5465543
"A61K","312",.0356823
"A61K","325",.2125064
"A61K","327",.0232998
"A61K","339",.0492438
"A61L","311",.0209427
"A61L","312",.0204492
"A61L","325",.5384477
"A61L","326",.0704651
"A61L","327",.0263312
"A61L","332",.0387041
"A61L","333",.1013081
"A61L","334",.039935
"A61L","335",.0385696
"A61L","339",.1048473
"A61M","325",.0363702
"A61M","326",.0896449
"A61M","333",.1303146
"A61M","339",.7436702
"A61N","315",.0448756
"A61N","325",.086222
"A61N","326",.0244738
"A61N","333",.0235112
"A61N","334",.5742404
"A61N","335",.10743
"A61N","339",.1392471
"A61P","112",.1145222
"A61P","114",.059636
"A61P","311",.6676129
"A61P","312",.0920538
"A61P","325",.0661751
"A61Q","112",.1185232
"A61Q","311",.4756365
"A61Q","325",.2658544
"A61Q","327",.0529785
"A61Q","339",.0870075
"A62B","236",.0418917
"A62B","315",.4111546
"A62B","316",.3890464
"A62B","333",.0350321
"A62B","334",.0218089
"A62B","339",.1010662
"A62C","236",.0926846
"A62C","325",.0480833
"A62C","332",.1013196
"A62C","333",.6630467
"A62C","334",.0704564
"A62C","335",.0244094
"A62D","325",.5606713
"A62D","327",.3491387
"A62D","332",.064454
"A62D","333",.025736
"A63B","315",.0802552
"A63B","326",.0408654
"A63B","339",.8788794
"A63C","236",.0221479
"A63C","316",.2413569
"A63C","326",.0456217
"A63C","339",.6908736
"A63D","236",.0972443
"A63D","321",.0772114
"A63D","326",.280382
"A63D","327",.0472264
"A63D","333",.1653917
"A63D","334",.0474512
"A63D","339",.285093
"A63F","236",.0394386
"A63F","334",.1666431
"A63F","339",.7939183
"A63G","236",.0405016
"A63G","316",.033029
"A63G","326",.0756213
"A63G","333",.1899385
"A63G","334",.0325881
"A63G","335",.0213149
"A63G","339",.6070065
"A63H","339",1
"A63J","236",.1333228
"A63J","315",.0377341
"A63J","316",.0352058
"A63J","322",.0377386
"A63J","326",.0252269
"A63J","333",.2229642
"A63J","334",.2571479
"A63J","335",.0232436
"A63J","339",.2274161
"A63K","313",.0368345
"A63K","322",.0252509
"A63K","326",.652488
"A63K","332",.0352995
"A63K","333",.0605031
"A63K","334",.0334939
"A63K","335",.057463
"A63K","339",.0986672
"B01B","236",.1446107
"B01B","312",.112515
"B01B","325",.0272714
"B01B","333",.4775058
"B01B","335",.2380971
"B01D","221",.1094179
"B01D","236",.3065359
"B01D","311",.0284231
"B01D","322",.0525584
"B01D","325",.0705103
"B01D","326",.0256357
"B01D","327",.0557432
"B01D","333",.3273104
"B01D","339",.0238652
"B01F","236",.1415488
"B01F","311",.0395549
"B01F","312",.0271298
"B01F","322",.0238568
"B01F","325",.1631719
"B01F","326",.0216277
"B01F","327",.0697292
"B01F","333",.4897297
"B01F","334",.0236512
"B01J","324",.404645
"B01J","325",.1671493
"B01J","327",.2426453
"B01J","333",.1197662
"B01J","335",.0357602
"B01J","339",.030034
"B01L","236",.1074818
"B01L","312",.0232357
"B01L","325",.0433778
"B01L","326",.3698556
"B01L","333",.2801156
"B01L","334",.0782145
"B01L","339",.0977189
"B02B","111",.2201748
"B02B","236",.0298955
"B02B","311",.6212815
"B02B","333",.1286482
"B02C","212",.1008397
"B02C","236",.1818537
"B02C","311",.1286954
"B02C","333",.5886112
"B03B","212",.5581821
"B03B","213",.1327267
"B03B","322",.1575539
"B03B","327",.0713066
"B03B","333",.0802307
"B03C","212",.0662306
"B03C","236",.1496689
"B03C","322",.0628025
"B03C","326",.0432226
"B03C","327",.04681
"B03C","331",.0420132
"B03C","332",.1683099
"B03C","333",.2158489
"B03C","334",.0271336
"B03C","335",.1359693
"B03C","339",.0419904
"B03D","212",.0735523
"B03D","213",.133157
"B03D","322",.7533403
"B03D","327",.0399504
"B04B","236",.1051866
"B04B","311",.0237382
"B04B","333",.8710752
"B04C","213",.0954512
"B04C","236",.6168364
"B04C","327",.113784
"B04C","332",.0320248
"B04C","333",.1419036
"B05B","236",.1315128
"B05B","325",.3816289
"B05B","326",.0248074
"B05B","332",.0243244
"B05B","333",.3868468
"B05B","339",.0508797
"B05C","325",.8703364
"B05C","333",.1077807
"B05C","339",.021883
"B05D","325",.8175082
"B05D","326",.0493487
"B05D","331",.0506548
"B05D","332",.0586471
"B05D","333",.0238412
"B06B","113",.0364631
"B06B","236",.2278795
"B06B","333",.2067902
"B06B","334",.1947625
"B06B","335",.3341046
"B07B","111",.0241898
"B07B","212",.1194165
"B07B","236",.0611802
"B07B","311",.0432197
"B07B","322",.0377921
"B07B","326",.1084016
"B07B","327",.0463811
"B07B","332",.0297175
"B07B","333",.5056779
"B07B","339",.0240236
"B07C","113",.0316793
"B07C","322",.0758346
"B07C","333",.7496854
"B07C","334",.1428008
"B08B","236",.0715591
"B08B","311",.0797884
"B08B","312",.1321879
"B08B","325",.0943386
"B08B","326",.079271
"B08B","334",.0671021
"B08B","335",.074443
"B08B","339",.40131
"B09B","236",.0420134
"B09B","311",.0451381
"B09B","322",.0549412
"B09B","325",.030559
"B09B","326",.1048627
"B09B","327",.429198
"B09B","332",.1135662
"B09B","333",.1797215
"B09C","111",.0355
"B09C","212",.0894782
"B09C","311",.0233936
"B09C","324",.0240403
"B09C","325",.0718827
"B09C","327",.5039184
"B09C","332",.0693994
"B09C","333",.1823874
"B21B","331",.8054231
"B21B","333",.1945768
"B21C","331",.848991
"B21C","332",.0598916
"B21C","333",.0911174
"B21D","331",.1817028
"B21D","332",.3660018
"B21D","333",.343508
"B21D","336",.1087873
"B21F","331",.4937182
"B21F","332",.2034524
"B21F","333",.3028294
"B21G","331",.1040986
"B21G","332",.0295125
"B21G","333",.0865359
"B21G","339",.779853
"B21H","331",.1737962
"B21H","332",.1531328
"B21H","333",.673071
"B21J","236",.0280026
"B21J","331",.108573
"B21J","332",.0891079
"B21J","333",.6721275
"B21J","336",.05275
"B21J","339",.0494389
"B21K","331",.1722684
"B21K","332",.2877084
"B21K","333",.4247175
"B21K","336",.0889953
"B21K","339",.0263104
"B21L","332",.1010134
"B21L","333",.7897244
"B21L","336",.0277042
"B21L","339",.081558
"B22C","327",.543576
"B22C","331",.1562224
"B22C","332",.0945704
"B22C","333",.1751211
"B22C","336",.0305101
"B22D","327",.2441849
"B22D","331",.4740926
"B22D","332",.2006132
"B22D","333",.0811093
"B22F","331",.2033845
"B22F","332",.7966155
"B23B","236",.0335727
"B23B","332",.1361776
"B23B","333",.8302497
"B23C","236",.0424856
"B23C","331",.0862186
"B23C","332",.3258353
"B23C","333",.4877989
"B23C","336",.0219893
"B23C","339",.0356724
"B23D","332",.9281169
"B23D","333",.0718831
"B23F","332",.032045
"B23F","333",.967955
"B23G","236",.0277401
"B23G","331",.0511722
"B23G","332",.2562932
"B23G","333",.6425701
"B23G","339",.0222244
"B23H","327",.0415278
"B23H","331",.1144444
"B23H","332",.0683634
"B23H","333",.3441212
"B23H","334",.2804452
"B23H","335",.1027334
"B23H","339",.0483647
"B23K","331",.3167931
"B23K","332",.1116761
"B23K","333",.424406
"B23K","334",.0541599
"B23K","335",.070797
"B23K","336",.0221679
"B23P","236",.0280096
"B23P","326",.0267069
"B23P","331",.0527814
"B23P","332",.1538659
"B23P","333",.5900757
"B23P","336",.1063347
"B23P","339",.0422257
"B23Q","236",.0482853
"B23Q","332",.1601086
"B23Q","333",.7467772
"B23Q","334",.044829
"B24B","236",.0234632
"B24B","327",.5552109
"B24B","331",.0209104
"B24B","332",.0865799
"B24B","333",.2431005
"B24B","339",.070735
"B24C","327",.8333712
"B24C","331",.0332831
"B24C","333",.1333457
"B24D","327",.9302112
"B24D","332",.0272622
"B24D","339",.0425266
"B25B","332",.6763068
"B25B","333",.2461408
"B25B","336",.0325781
"B25B","339",.0449743
"B25C","332",.0250693
"B25C","333",.6180695
"B25C","339",.3568612
"B25D","332",.034709
"B25D","333",.965291
"B25F","332",.5576947
"B25F","333",.420559
"B25F","339",.0217463
"B25G","326",.0280045
"B25G","332",.85976
"B25G","333",.0390829
"B25G","339",.0731526
"B25H","326",.0465806
"B25H","332",.2494442
"B25H","333",.2733295
"B25H","336",.1151211
"B25H","337",.2563682
"B25H","339",.0591563
"B25J","315",.0407342
"B25J","332",.0295297
"B25J","333",.6029059
"B25J","334",.301571
"B25J","335",.0252593
"B26B","332",1
"B26D","311",.0285587
"B26D","322",.2066165
"B26D","326",.0406233
"B26D","332",.6198139
"B26D","333",.1043876
"B26F","322",.4110169
"B26F","326",.1151645
"B26F","332",.2869672
"B26F","333",.1635636
"B26F","339",.0232879
"B27B","113",.1665
"B27B","321",.7524765
"B27B","332",.0810235
"B27C","113",.3325987
"B27C","321",.4348477
"B27C","332",.0793434
"B27C","333",.1532101
"B27D","113",.1786322
"B27D","321",.7677972
"B27D","337",.0535706
"B27F","113",.1568059
"B27F","321",.6674442
"B27F","332",.0279855
"B27F","333",.1477645
"B27G","113",.0880323
"B27G","321",.5096771
"B27G","332",.3444504
"B27G","333",.0578401
"B27H","113",.2956687
"B27H","321",.6822259
"B27H","337",.0221054
"B27J","321",.1283919
"B27J","331",.0342143
"B27J","332",.3546003
"B27J","333",.2794485
"B27J","337",.1379605
"B27J","339",.0653845
"B27K","113",.7146837
"B27K","321",.2853162
"B27L","113",.3423785
"B27L","321",.4645697
"B27L","332",.1930518
"B27M","113",.2356044
"B27M","321",.7358399
"B27M","337",.0285557
"B27N","113",.2861587
"B27N","321",.5963858
"B27N","322",.0383528
"B27N","333",.0409737
"B27N","337",.0381291
"B28B","327",1
"B28C","327",1
"B28D","212",.0678225
"B28D","325",.0213302
"B28D","327",.6112173
"B28D","339",.2996301
"B29B","325",.0535279
"B29B","326",.7809549
"B29B","332",.0503051
"B29B","333",.115212
"B29C","325",.1247294
"B29C","326",.7551758
"B29C","333",.1200947
"B29D","325",.0384093
"B29D","326",.9187764
"B29D","333",.0428143
"B29K","313",.0316272
"B29K","325",.1492762
"B29K","326",.7855381
"B29K","333",.0335585
"B29L","325",.1191588
"B29L","326",.7908886
"B29L","333",.0899526
"B30B","326",.0231907
"B30B","332",.0574057
"B30B","333",.8870897
"B30B","334",.0323139
"B31B","322",.8097987
"B31B","326",.0708127
"B31B","333",.1193886
"B31C","322",.974143
"B31C","333",.025857
"B31D","322",.9593922
"B31D","333",.0406077
"B31F","322",.9668337
"B31F","333",.0331662
"B32B","313",.1164139
"B32B","322",.1664844
"B32B","325",.6254221
"B32B","326",.0609801
"B32B","331",.0306995
"B33Y","236",.5604336
"B33Y","333",.4395665
"B41B","322",.113712
"B41B","323",.5838085
"B41B","325",.0327065
"B41B","333",.2037951
"B41B","334",.0659779
"B41C","323",.9736078
"B41C","325",.0263922
"B41D","322",.0341003
"B41D","325",.9290696
"B41D","326",.0368301
"B41F","322",.1980618
"B41F","323",.5524504
"B41F","325",.0290058
"B41F","333",.220482
"B41G","322",.6216519
"B41G","323",.0353894
"B41G","326",.0336025
"B41G","333",.3093563
"B41J","322",.8489487
"B41J","325",.0225648
"B41J","333",.0902436
"B41J","334",.0382429
"B41K","322",.4756717
"B41K","325",.0532822
"B41K","326",.0632421
"B41K","333",.3305654
"B41K","334",.0242968
"B41K","339",.0529418
"B41L","322",.9146418
"B41L","325",.0237902
"B41L","333",.061568
"B41M","322",.5977284
"B41M","323",.119005
"B41M","325",.2608514
"B41M","326",.0224152
"B41N","322",.1326165
"B41N","323",.6486008
"B41N","325",.1654458
"B41N","326",.0533369
"B42B","322",.6417001
"B42B","326",.0260022
"B42B","332",.0264354
"B42B","333",.2754897
"B42B","339",.0303726
"B42C","322",.7701952
"B42C","323",.042359
"B42C","333",.1874458
"B42D","322",.9720058
"B42D","326",.0279942
"B42F","322",.9417386
"B42F","326",.0582614
"B43K","322",.0448741
"B43K","326",.0372109
"B43K","339",.917915
"B43L","322",.1144345
"B43L","326",.0275653
"B43L","333",.3246892
"B43L","339",.5333109
"B43M","322",.7981656
"B43M","325",.1108363
"B43M","339",.090998
"B44B","322",.0437107
"B44B","323",.0489721
"B44B","326",.0299926
"B44B","332",.5441858
"B44B","333",.2046942
"B44B","334",.049245
"B44B","339",.0791996
"B44C","321",.0306545
"B44C","322",.2079444
"B44C","325",.7154582
"B44C","326",.0459429
"B44D","322",.1898757
"B44D","325",.7011713
"B44D","337",.0225012
"B44D","339",.0864518
"B44F","321",.0800161
"B44F","322",.2681321
"B44F","323",.0416468
"B44F","325",.5141822
"B44F","326",.0960229
"B60B","236",.0311055
"B60B","326",.3889257
"B60B","332",.036113
"B60B","333",.0259628
"B60B","336",.517893
"B60C","326",.9767663
"B60C","336",.0232337
"B60D","236",.2028054
"B60D","316",.0287026
"B60D","332",.034513
"B60D","333",.2785713
"B60D","336",.4554077
"B60F","333",.0777805
"B60F","336",.9222195
"B60G","236",.0328538
"B60G","326",.0366433
"B60G","333",.0929413
"B60G","336",.8375616
"B60H","236",.1005758
"B60H","332",.1116666
"B60H","333",.0558472
"B60H","334",.0502353
"B60H","336",.6816751
"B60J","316",.0325133
"B60J","325",.0293986
"B60J","326",.0291576
"B60J","336",.9089305
"B60K","236",.0381678
"B60K","333",.218686
"B60K","334",.0334764
"B60K","335",.0399466
"B60K","336",.6697232
"B60L","333",.0220588
"B60L","334",.1575548
"B60L","335",.388804
"B60L","336",.4315824
"B60M","331",.1339253
"B60M","334",.0241017
"B60M","335",.1545555
"B60M","336",.6874175
"B60N","316",.0523529
"B60N","336",.7391623
"B60N","337",.2084849
"B60P","236",.0267029
"B60P","316",.0403284
"B60P","333",.4682863
"B60P","336",.3941391
"B60P","337",.0705433
"B60Q","236",.0582254
"B60Q","334",.0421847
"B60Q","336",.8995899
"B60R","236",.0541166
"B60R","316",.1797774
"B60R","334",.0267087
"B60R","336",.7393973
"B60S","236",.0257713
"B60S","326",.0893856
"B60S","333",.0881602
"B60S","336",.7256266
"B60S","339",.0710563
"B60T","236",.0559512
"B60T","333",.2255915
"B60T","334",.0765417
"B60T","336",.6419156
"B60V","333",.0367592
"B60V","336",.9632408
"B60W","333",.1809219
"B60W","334",.3530779
"B60W","335",.0765782
"B60W","336",.3894219
"B61B","331",.2075463
"B61B","333",.5375788
"B61B","334",.0349945
"B61B","336",.2198804
"B61C","333",.1370962
"B61C","334",.0738945
"B61C","335",.1068181
"B61C","336",.6821912
"B61D","333",.0452496
"B61D","336",.9547504
"B61F","333",.1025534
"B61F","336",.8974466
"B61G","236",.1163872
"B61G","333",.0591609
"B61G","336",.824452
"B61H","333",.1254769
"B61H","336",.8745231
"B61J","331",.1009139
"B61J","333",.2147315
"B61J","336",.6843547
"B61K","331",.0437066
"B61K","333",.0517513
"B61K","334",.0491365
"B61K","336",.8554057
"B61L","334",.1898239
"B61L","335",.0500109
"B61L","336",.7601652
"B62B","326",.0423125
"B62B","332",.0631636
"B62B","333",.1049776
"B62B","336",.2908885
"B62B","337",.4457488
"B62B","339",.052909
"B62C","115",.0566056
"B62C","236",.0249809
"B62C","332",.5624042
"B62C","333",.1225224
"B62C","336",.1712602
"B62C","337",.0287038
"B62C","339",.0335231
"B62D","236",.0317418
"B62D","326",.0370295
"B62D","333",.1657129
"B62D","336",.7655158
"B62H","332",.0575638
"B62H","336",.9424362
"B62J","336",1
"B62K","332",.3224615
"B62K","336",.6775384
"B62L","332",.0677476
"B62L","333",.0333473
"B62L","336",.8989051
"B62M","332",.0375036
"B62M","333",.0641049
"B62M","336",.8983915
"B63B","333",.0516628
"B63B","335",.02772
"B63B","336",.9206172
"B63C","236",.0547031
"B63C","326",.0619206
"B63C","333",.0746263
"B63C","334",.0222347
"B63C","335",.0283285
"B63C","336",.4731113
"B63C","339",.2850755
"B63G","114",.0218793
"B63G","213",.0442985
"B63G","236",.0752217
"B63G","332",.1564381
"B63G","333",.1093256
"B63G","334",.0627627
"B63G","335",.2007809
"B63G","336",.3292931
"B63H","236",.0813221
"B63H","333",.1837013
"B63H","336",.7349766
"B63J","221",.1304416
"B63J","236",.0305063
"B63J","332",.0762167
"B63J","333",.3011302
"B63J","334",.0283981
"B63J","335",.1663792
"B63J","336",.2669277
"B64B","322",.5125467
"B64B","335",.0372623
"B64B","336",.4501911
"B64C","333",.0311952
"B64C","336",.9688048
"B64D","336",1
"B64F","333",.0269383
"B64F","336",.9730617
"B64G","336",1
"B65B","312",.0843217
"B65B","322",.2076608
"B65B","325",.0351096
"B65B","326",.0680325
"B65B","332",.0209626
"B65B","333",.5839127
"B65C","312",.0271685
"B65C","322",.1606993
"B65C","325",.6451278
"B65C","326",.0228035
"B65C","333",.144201
"B65D","311",.0232035
"B65D","312",.3940555
"B65D","322",.2995142
"B65D","325",.0956021
"B65D","326",.1592044
"B65D","332",.0284203
"B65F","322",.211255
"B65F","326",.4998191
"B65F","332",.0297851
"B65F","333",.1671083
"B65F","337",.0647996
"B65F","339",.0272329
"B65G","333",.9728585
"B65G","337",.0271415
"B65H","322",.8747817
"B65H","325",.031075
"B65H","333",.0941433
"B66B","331",.0476943
"B66B","333",.8864466
"B66B","334",.0658591
"B66C","331",.1979104
"B66C","333",.8020896
"B66D","113",.0236741
"B66D","331",.5099519
"B66D","333",.4663739
"B66F","332",.6411268
"B66F","333",.3345625
"B66F","336",.0243107
"B67B","312",.907271
"B67B","326",.0596026
"B67B","339",.0331264
"B67C","312",.9437068
"B67C","326",.032662
"B67C","339",.0236311
"B67D","312",.941911
"B67D","324",.0580891
"B68B","316",1
"B68C","313",.0866035
"B68C","315",.0233454
"B68C","316",.7870299
"B68C","337",.0257301
"B68C","339",.0772911
"B68F","316",.7469079
"B68F","333",.0249965
"B68F","336",.1162502
"B68F","339",.1118454
"B68G","313",.0703412
"B68G","333",.0246553
"B68G","337",.8787339
"B68G","339",.0262696
"B81B","325",.167898
"B81B","332",.026548
"B81B","333",.3021819
"B81B","334",.5033721
"B81C","325",.4139508
"B81C","326",.0367601
"B81C","332",.0296855
"B81C","333",.082375
"B81C","334",.4372288
"B82B","325",.1674175
"B82B","327",.155906
"B82B","332",.3011236
"B82B","334",.1870103
"B82B","335",.1573537
"B82B","339",.0311889
"B82Y","111",.0407068
"B82Y","325",.2506246
"B82Y","327",.0704911
"B82Y","332",.1440721
"B82Y","334",.3526842
"B82Y","335",.1414212
"C01B","111",.0726121
"C01B","324",.0411624
"C01B","325",.6135373
"C01B","333",.2285797
"C01B","339",.0441086
"C01C","325",.1682903
"C01C","333",.8317097
"C01D","111",.1890268
"C01D","325",.3177484
"C01D","326",.0528622
"C01D","333",.4403625
"C01F","111",.4046518
"C01F","324",.0216617
"C01F","325",.3231514
"C01F","333",.2505351
"C01G","111",.2313233
"C01G","324",.0273121
"C01G","325",.671011
"C01G","333",.0703536
"C02F","221",.8456666
"C02F","325",.0256367
"C02F","333",.1286967
"C03B","327",.9737805
"C03B","335",.0262195
"C03C","325",.5865189
"C03C","326",.0262893
"C03C","327",.3871918
"C04B","327",1
"C05B","111",.4295865
"C05B","312",.0280671
"C05B","325",.3383724
"C05B","327",.1762455
"C05B","333",.0277286
"C05C","111",.1497383
"C05C","325",.7551041
"C05C","327",.0654951
"C05C","333",.0296625
"C05D","111",.3722296
"C05D","113",.022679
"C05D","312",.0220855
"C05D","325",.0980157
"C05D","327",.4849903
"C05F","111",.8083786
"C05F","113",.022414
"C05F","325",.0405888
"C05F","327",.073004
"C05F","333",.0556145
"C05G","111",.8920292
"C05G","325",.0826795
"C05G","327",.0252914
"C06B","325",.9214529
"C06B","336",.0785471
"C06C","325",1
"C06D","236",.0446433
"C06D","325",.2012296
"C06D","333",.0230263
"C06D","336",.7311007
"C06F","321",.1573022
"C06F","325",.7473662
"C06F","327",.0247848
"C06F","339",.0705467
"C07B","324",.4048981
"C07B","325",.4744183
"C07B","326",.0268756
"C07B","327",.0938079
"C07C","311",.0253738
"C07C","312",.031635
"C07C","324",.539051
"C07C","325",.3536699
"C07C","327",.0228906
"C07C","333",.0273798
"C07D","111",.0268423
"C07D","211",.0378807
"C07D","311",.0716241
"C07D","312",.032715
"C07D","325",.8309379
"C07F","311",.0574623
"C07F","325",.9002603
"C07F","326",.0422774
"C07G","111",.1682418
"C07G","311",.3857212
"C07G","312",.0289319
"C07G","325",.3802399
"C07G","327",.0368651
"C07H","111",.1045079
"C07H","211",.0251641
"C07H","311",.6878343
"C07H","312",.0896258
"C07H","325",.0928679
"C07J","111",.0490306
"C07J","211",.6981984
"C07J","213",.0545943
"C07J","311",.0722792
"C07J","324",.0453093
"C07J","325",.0805882
"C07K","111",.0281544
"C07K","311",.9129913
"C07K","325",.0588543
"C08B","111",.4143226
"C08B","112",.0241351
"C08B","311",.3693826
"C08B","312",.04569
"C08B","325",.1185974
"C08B","333",.0278724
"C08C","325",.3601697
"C08C","326",.6398303
"C08F","325",.6783151
"C08F","326",.2758573
"C08F","327",.0458275
"C08G","325",.6357251
"C08G","326",.3642749
"C08H","111",.0985127
"C08H","212",.0700868
"C08H","311",.195852
"C08H","312",.0526779
"C08H","325",.4742479
"C08H","326",.0266932
"C08H","327",.0819295
"C08J","325",.4262066
"C08J","326",.5737934
"C08K","325",.4035451
"C08K","326",.5403357
"C08K","327",.0561192
"C08L","324",.0277488
"C08L","325",.4407095
"C08L","326",.5040771
"C08L","327",.0274645
"C09B","311",.113479
"C09B","322",.2696482
"C09B","323",.1972281
"C09B","325",.3616576
"C09B","326",.0322958
"C09B","332",.0256914
"C09C","322",.0707929
"C09C","325",.7449672
"C09C","326",.0369289
"C09C","327",.1042467
"C09C","332",.0430643
"C09D","322",.0296427
"C09D","323",.0353793
"C09D","325",.8583829
"C09D","326",.0529017
"C09D","327",.0236934
"C09F","211",.0265725
"C09F","321",.4812854
"C09F","322",.02771
"C09F","325",.4644321
"C09G","311",.0348842
"C09G","325",.1841317
"C09G","327",.7498818
"C09G","337",.0311022
"C09H","311",.2539621
"C09H","325",.6221544
"C09H","327",.0614733
"C09H","332",.0331865
"C09H","333",.0292238
"C09J","325",1
"C09K","212",.022513
"C09K","311",.0242919
"C09K","325",.132811
"C09K","326",.0283111
"C09K","327",.7651519
"C09K","332",.0269211
"C10B","213",.2171142
"C10B","236",.0292234
"C10B","325",.0220372
"C10B","326",.0316373
"C10B","327",.2674977
"C10B","333",.4073452
"C10B","339",.025145
"C10C","211",.0868961
"C10C","212",.2487357
"C10C","213",.1200028
"C10C","324",.4598068
"C10C","325",.0209189
"C10C","333",.0636398
"C10F","212",.1790401
"C10F","213",.752977
"C10F","333",.0679829
"C10G","211",.0530173
"C10G","324",.9469827
"C10H","236",.0623712
"C10H","324",.0312658
"C10H","325",.0375261
"C10H","327",.3971235
"C10H","333",.3679362
"C10H","339",.1037773
