ipc4,naics07_2,probability_weight
"B01J","32",.6802009
"B01J","33",.2291192
"B01L","23",.1421164
"B01L","32",.4177927
"B01L","33",.4400909
"B02B","11",.1646972
"B02B","23",.0498162
"B02B","31",.6832651
"B02B","33",.1022214
"B02C","21",.0664055
"B02C","23",.3410807
"B02C","31",.1709351
"B02C","33",.4215788
"B03B","21",.7308663
"B03B","32",.1882846
"B03B","33",.0808491
"B03C","21",.0475226
"B03C","23",.1940063
"B03C","32",.1756789
"B03C","33",.5827921
"B03D","21",.4430566
"B03D","32",.5238906
"B03D","33",.0330528
"B04B","23",.2245974
"B04B","31",.0357503
"B04B","33",.7396523
"B04C","21",.0762637
"B04C","23",.7081841
"B04C","32",.0922646
"B04C","33",.1232877
"B05B","22",.0248953
"B05B","23",.2112548
"B05B","32",.3821107
"B05B","33",.3817393
"B05C","32",.8345473
"B05C","33",.1654527
"B05D","32",.916625
"B05D","33",.083375
"B06B","23",.2656082
"B06B","32",.0620138
"B06B","33",.672378
"B07B","11",.0309759
"B07B","21",.1053434
"B07B","23",.0881993
"B07B","31",.0455543
"B07B","32",.2375452
"B07B","33",.4923819
"B07C","32",.062904
"B07C","33",.9370961
"B08B","23",.1217265
"B08B","31",.2502791
"B08B","32",.2754269
"B08B","33",.3525675
"B09B","22",.022428
"B09B","23",.0638067
"B09B","31",.0515966
"B09B","32",.6375597
"B09B","33",.2246089
"B09C","11",.0568759
"B09C","21",.1215923
"B09C","31",.0290229
"B09C","32",.5841115
"B09C","33",.2083975
"B21B","23",.0538115
"B21B","33",.9461884
"B21C","33",1
"B21D","23",.0210756
"B21D","33",.9789243
"B21F","33",1
"B21G","33",1
"B21H","23",.0310057
"B21H","33",.9689943
"B21J","23",.0484508
"B21J","33",.9515492
"B21K","23",.0373968
"B21K","33",.9626032
"B21L","33",1
"B22C","23",.0233515
"B22C","32",.2808438
"B22C","33",.6958047
"B22D","23",.0290254
"B22D","32",.1674814
"B22D","33",.8034933
"B22F","33",1
"B23B","23",.0559852
"B23B","33",.9440148
"B23C","23",.0618056
"B23C","32",.0267569
"B23C","33",.9114375
"B23D","23",.0370692
"B23D","33",.9629307
"B23F","33",1
"B23G","23",.0415872
"B23G","32",.0222783
"B23G","33",.9361345
"B23H","32",.0643577
"B23H","33",.9356423
"B23K","32",.0276865
"B23K","33",.9723135
"B23P","23",.0374274
"B23P","32",.0501323
"B23P","33",.9124403
"B23Q","23",.0655971
"B23Q","33",.9344029
"B24B","23",.0600531
"B24B","32",.369035
"B24B","33",.5709119
"B24C","23",.0665654
"B24C","32",.6476631
"B24C","33",.2857715
"B24D","32",.8967322
"B24D","33",.1032678
"B25B","33",1
"B25C","33",1
"B25D","33",1
"B25F","33",1
"B25G","32",.0426066
"B25G","33",.9573934
"B25H","32",.0327851
"B25H","33",.9672149
"B25J","31",.0279561
"B25J","33",.9720439
"B26B","33",1
"B26D","31",.0671386
"B26D","32",.3014496
"B26D","33",.6314119
"B26F","32",.5290744
"B26F","33",.4709256
"B27B","11",.1938398
"B27B","23",.0497603
"B27B","32",.1742005
"B27B","33",.5821993
"B27C","11",.1160276
"B27C","23",.0995464
"B27C","32",.0356606
"B27C","33",.7487653
"B27D","11",.1768994
"B27D","32",.4894229
"B27D","33",.3336777
"B27F","11",.060548
"B27F","23",.0825603
"B27F","32",.1154534
"B27F","33",.7414384
"B27G","11",.03657
"B27G","23",.0363404
"B27G","32",.0476608
"B27G","33",.8794289
"B27H","11",.4561534
"B27H","23",.0236587
"B27H","32",.2546898
"B27H","33",.265498
"B27J","32",.033189
"B27J","33",.966811
"B27K","11",.8269057
"B27K","32",.1231283
"B27K","33",.049966
"B27L","11",.2518692
"B27L","32",.0955207
"B27L","33",.6526101
"B27M","11",.3350855
"B27M","32",.3436122
"B27M","33",.3213023
"B27N","11",.1827405
"B27N","32",.4163027
"B27N","33",.4009568
"B28B","32",1
"B28C","32",1
"B28D","21",.1005646
"B28D","23",.0270657
"B28D","32",.7573668
"B28D","33",.115003
"B29B","23",.0215667
"B29B","32",.7976822
"B29B","33",.1807511
"B29C","32",.809661
"B29C","33",.190339
"B29D","32",.9332996
"B29D","33",.0667004
"B29K","32",.9333987
"B29K","33",.0666012
"B29L","32",.854836
"B29L","33",.145164
"B30B","31",.0405794
"B30B","32",.06005
"B30B","33",.8993706
"B31B","32",.8227759
"B31B","33",.1772241
"B31C","32",.9352075
"B31C","33",.0647925
"B31D","32",.8992531
"B31D","33",.1007469
"B31F","32",.9159686
"B31F","33",.0840314
"B32B","32",.9710044
"B32B","33",.0289956
"B41B","32",.3733448
"B41B","33",.6266552
"B41C","32",.8172262
"B41C","33",.1827738
"B41D","32",1
"B41F","32",.5112781
"B41F","33",.4887219
"B41G","32",.6131653
"B41G","33",.3868347
"B41J","32",.6797206
"B41J","33",.3202794
"B41K","32",.4929482
"B41K","33",.5070519
"B41L","32",.877281
"B41L","33",.122719
"B41M","32",1
"B41N","32",.9670825
"B41N","33",.0329175
"B42B","32",.4635642
"B42B","33",.5364358
"B42C","32",.5907702
"B42C","33",.4092298
"B42D","32",.9154691
"B42D","33",.084531
"B42F","32",.9253879
"B42F","33",.0746121
"B43K","32",.2669479
"B43K","33",.7330521
"B43L","32",.1820072
"B43L","33",.8179928
"B43M","32",.8737814
"B43M","33",.1262186
"B44B","23",.0209855
"B44B","32",.1250809
"B44B","33",.8539335
"B44C","32",.9491252
"B44C","33",.0508748
"B44D","32",.9328851
"B44D","33",.0671149
"B44F","32",.9541453
"B44F","33",.0458547
"B60B","23",.0906161
"B60B","32",.4364167
"B60B","33",.4729671
"B60C","32",.9761074
"B60C","33",.0238926
"B60D","23",.3510583
"B60D","33",.6489416
"B60F","33",1
"B60G","23",.098014
"B60G","32",.041719
"B60G","33",.860267
"B60H","22",.0324854
"B60H","23",.1945785
"B60H","33",.772936
"B60J","23",.042339
"B60J","32",.1869467
"B60J","33",.7707143
"B60K","23",.0736171
"B60K","33",.926383
"B60L","33",1
"B60M","32",.0246658
"B60M","33",.9753342
"B60N","23",.0647804
"B60N","32",.022798
"B60N","33",.9124216
"B60P","23",.0445178
"B60P","32",.0278344
"B60P","33",.9276478
"B60Q","23",.194364
"B60Q","33",.805636
"B60R","23",.1735535
"B60R","31",.0326086
"B60R","32",.0442076
"B60R","33",.7496303
"B60S","23",.0590458
"B60S","32",.1224354
"B60S","33",.8185188
"B60T","23",.1070887
"B60T","33",.8929114
"B60V","23",.086869
"B60V","32",.0299399
"B60V","33",.883191
"B60W","33",1
"B61B","23",.0260171
"B61B","33",.9739829
"B61C","23",.0338589
"B61C","33",.966141
"B61D","32",.050588
"B61D","33",.949412
"B61F","23",.0456336
"B61F","33",.9543664
"B61G","23",.3900784
"B61G","33",.6099216
"B61H","23",.058554
"B61H","33",.941446
"B61J","33",1
"B61K","23",.0214539
"B61K","33",.9785461
"B61L","33",1
"B62B","23",.0245894
"B62B","32",.0448449
"B62B","33",.9305657
"B62C","23",.0557143
"B62C","33",.9442858
"B62D","23",.0738887
"B62D","32",.0522866
"B62D","33",.8738247
"B62H","33",1
"B62J","33",1
"B62K","33",1
"B62L","23",.0341698
"B62L","33",.9658301
"B62M","33",1
"B63B","23",.0431681
"B63B","32",.0662251
"B63B","33",.8906068
"B63C","23",.0964095
"B63C","32",.0741271
"B63C","33",.8294635
"B63G","21",.0438419
"B63G","23",.1131638
"B63G","32",.0332067
"B63G","33",.8097876
"B63H","23",.1756354
"B63H","33",.8243646
"B63J","22",.1793551
"B63J","23",.0417338
"B63J","33",.7789112
"B64B","32",.435237
"B64B","33",.564763
"B64C","33",1
"B64D","23",.03351
"B64D","33",.96649
"B64F","33",1
"B64G","23",.029445
"B64G","32",.0225185
"B64G","33",.9480364
"B65B","31",.0908175
"B65B","32",.3311601
"B65B","33",.5780224
"B65C","32",.8116922
"B65C","33",.1883079
"B65D","31",.2692281
"B65D","32",.6535419
"B65D","33",.07723
"B65F","32",.6200209
"B65F","33",.3799791
"B65G","31",.0219699
"B65G","32",.0516188
"B65G","33",.9264114
"B65H","32",.7939106
"B65H","33",.2060893
"B66B","33",1
"B66C","33",1
"B66D","23",.0326916
"B66D","33",.9673084
"B66F","33",1
"B67B","31",.8416387
"B67B","32",.1583613
"B67C","31",.8761894
"B67C","32",.1238107
"B67D","31",.958295
"B67D","32",.041705
"B68B","31",1
"B68C","31",.7886608
"B68C","33",.2113392
"B68F","31",.3759773
"B68F","33",.6240227
"B68G","31",.038849
"B68G","33",.961151
"B81B","32",.1384623
"B81B","33",.8615376
"B81C","32",.3930068
"B81C","33",.6069932
"B82B","32",.3461711
"B82B","33",.6538289
"B82Y","11",.031988
"B82Y","32",.3169882
"B82Y","33",.6510237
"C01B","11",.0672222
"C01B","32",.679467
"C01B","33",.2533108
"C01C","32",.2367565
"C01C","33",.7632436
"C01D","11",.171108
"C01D","32",.4882028
"C01D","33",.3406892
"C01F","11",.3754107
"C01F","32",.4081993
"C01F","33",.2163901
"C01G","11",.1998816
"C01G","32",.7222887
"C01G","33",.0778297
"C02F","22",.9052652
"C02F","33",.0947348
"C03B","23",.0574273
"C03B","32",.9019869
"C03B","33",.0405858
"C03C","32",1
"C04B","32",1
"C05B","11",.3950019
"C05B","32",.5805957
"C05B","33",.0244024
"C05C","11",.1445324
"C05C","32",.8338407
"C05C","33",.0216268
"C05D","11",.4627592
"C05D","32",.5372408
"C05F","11",.8458676
"C05F","32",.1115328
"C05F","33",.0425996
"C05G","11",.8772248
"C05G","32",.1227752
"C06B","32",.9537024
"C06B","33",.0462975
"C06C","32",1
"C06D","23",.180045
"C06D","32",.4033736
"C06D","33",.4165814
"C06F","32",.9507079
"C06F","33",.0492921
"C07B","31",.0368155
"C07B","32",.9631845
"C07C","31",.1113192
"C07C","32",.8578217
"C07C","33",.0308591
"C07D","11",.0207838
"C07D","31",.1588954
"C07D","32",.8203208
"C07F","31",.085979
"C07F","32",.914021
"C07G","11",.1138383
"C07G","31",.535884
"C07G","32",.3502778
"C07H","11",.0589507
"C07H","31",.8416499
"C07H","32",.0993993
"C07J","11",.0822555
"C07J","21",.4979172
"C07J","31",.2248843
"C07J","32",.194943
"C07K","31",.9406497
"C07K","32",.0593503
"C08B","11",.3479573
"C08B","31",.532777
"C08B","32",.1192657
"C08C","32",1
"C08F","32",1
"C08G","32",1
"C08H","11",.0653004
"C08H","21",.0330012
"C08H","31",.3163308
"C08H","32",.5853676
"C08J","32",1
"C08K","32",1
"C08L","32",1
"C09B","31",.1519831
"C09B","32",.8166801
"C09B","33",.0313368
"C09C","32",.9790027
"C09C","33",.0209973
"C09D","32",1
"C09F","31",.0458479
"C09F","32",.9227492
"C09F","33",.0314029
"C09G","31",.0532041
"C09G","32",.8902828
"C09G","33",.0565132
"C09H","31",.30926
"C09H","32",.6364584
"C09H","33",.0542816
"C09J","32",1
"C09K","21",.038374
"C09K","31",.0439866
"C09K","32",.8527146
"C09K","33",.0649248
"C10B","21",.3399675
"C10B","23",.0530332
"C10B","32",.3020174
"C10B","33",.3049818
"C10C","21",.7903993
"C10C","32",.1471193
"C10C","33",.0624814
"C10F","21",.9730086
"C10F","33",.0269914
"C10G","21",.3840963
"C10G","32",.6159037
"C10H","23",.1354305
"C10H","32",.4339288
"C10H","33",.4306406
"C10J","21",.5283728
"C10J","22",.0304447
"C10J","23",.0377106
"C10J","32",.1388198
"C10J","33",.2646521
"C10K","21",.8408496
"C10K","22",.0225407
"C10K","32",.0391122
"C10K","33",.0974974
"C10L","21",.1795292
"C10L","32",.8001434
"C10L","33",.0203273
"C10M","32",.8767495
"C10M","33",.1232505
"C10N","32",.9078881
"C10N","33",.092112
"C11B","11",.3850583
"C11B","31",.6149417
"C11C","11",.284245
"C11C","31",.3970057
"C11C","33",.3187492
"C11D","31",.0237719
"C11D","32",.9762281
"C12C","11",.0213213
"C12C","31",.9786787
"C12F","11",.0735462
"C12F","31",.8940275
"C12F","32",.0324263
"C12G","11",.1412972
"C12G","31",.8587028
"C12H","31",1
"C12J","11",.1609881
"C12J","31",.8390119
"C12L","31",.9617767
"C12L","33",.0382233
"C12M","11",.0349013
"C12M","31",.1358869
"C12M","32",.0591478
"C12M","33",.770064
"C12N","11",.0810823
"C12N","31",.8858275
"C12N","32",.0330901
"C12P","11",.1766387
"C12P","31",.8233613
"C12Q","11",.1820896
"C12Q","31",.7441315
"C12Q","32",.0387214
"C12Q","33",.0350574
"C12R","11",.166663
"C12R","31",.8051856
"C12R","32",.0281513
"C12S","11",.3777655
"C12S","31",.4780481
"C12S","32",.1441864
"C13B","11",.0882744
"C13B","31",.9117255
"C13C","31",1
"C13D","11",.1328469
"C13D","31",.8671531
"C13F","11",1
"C13G","31",1
"C13K","11",.248141
"C13K","31",.751859
"C14B","31",.0594737
"C14B","32",.1390721
"C14B","33",.8014542
"C14C","11",.3734992
"C14C","31",.2011455
"C14C","32",.3325268
"C14C","33",.0928285
"C21B","21",.064556
"C21B","23",.0703144
"C21B","33",.8651296
"C21C","23",.0247379
"C21C","33",.9752621
"C21D","33",1
"C22B","21",.5529031
"C22B","32",.1041178
"C22B","33",.3429791
"C22C","33",1
"C22F","33",1
"C23C","32",.2122833
"C23C","33",.7877167
"C23D","32",.9325273
"C23D","33",.0674727
"C23F","22",.0572475
"C23F","32",.3810796
"C23F","33",.5616729
"C23G","32",.2373326
"C23G","33",.7626674
"C25B","23",.086867
"C25B","32",.4145426
"C25B","33",.4985904
"C25C","23",.0283062
"C25C","32",.2989041
"C25C","33",.6727898
"C25D","32",.2724379
"C25D","33",.7275622
"C25F","32",.2227664
"C25F","33",.7772337
"C30B","32",.116271
"C30B","33",.883729
"C40B","23",.1141355
"C40B","32",.1517226
"C40B","33",.7341419
"D01B","11",.258554
"D01B","32",.0362346
"D01B","33",.7052115
"D01C","31",.0437989
"D01C","32",.7520096
"D01C","33",.2041914
"D01D","31",.1606211
"D01D","32",.2440321
"D01D","33",.5953467
"D01F","31",.3515629
"D01F","32",.5714785
"D01F","33",.0769587
"D01G","32",.0366934
"D01G","33",.9633065
"D01H","31",.3618161
"D01H","32",.0582944
"D01H","33",.5798895
"D02G","31",.900079
"D02G","32",.0999209
"D02H","31",.2624142
"D02H","32",.0541782
"D02H","33",.6834076
"D02J","31",.8099968
"D02J","32",.0935832
"D02J","33",.09642
"D03C","31",.7010621
"D03C","32",.0792888
"D03C","33",.2196492
"D03D","31",.588258
"D03D","32",.1940536
"D03D","33",.2176884
"D03J","31",.4766854
"D03J","32",.0804016
"D03J","33",.442913
"D04B","31",.3741353
"D04B","33",.6258647
"D04C","31",.2545333
"D04C","32",.3624577
"D04C","33",.383009
"D04D","31",.1571534
"D04D","32",.8043287
"D04D","33",.038518
"D04G","31",.1660042
"D04G","32",.1212873
"D04G","33",.7127085
"D04H","31",.8211979
"D04H","32",.1249093
"D04H","33",.0538928
"D05B","31",.0475832
"D05B","33",.9524168
"D05C","31",.0761376
"D05C","32",.0561339
"D05C","33",.8677285
"D06B","31",.2609988
"D06B","32",.1013984
"D06B","33",.6376027
"D06C","31",.4113439
"D06C","32",.1870288
"D06C","33",.4016273
"D06F","31",.0618717
"D06F","32",.3678516
"D06F","33",.5702766
"D06G","31",.1050581
"D06G","32",.1749921
"D06G","33",.7199498
"D06H","31",.2348197
"D06H","32",.1794437
"D06H","33",.5857366
"D06J","31",.419228
"D06J","32",.4430836
"D06J","33",.1376885
"D06L","11",.0456601
"D06L","31",.091143
"D06L","32",.8631969
"D06M","11",.0218391
"D06M","31",.5968403
"D06M","32",.3813207
"D06N","31",.5173528
"D06N","32",.4826472
"D06P","11",.1311987
"D06P","31",.2736481
"D06P","32",.5560744
"D06P","33",.0390787
"D06Q","31",.2041672
"D06Q","32",.77435
"D06Q","33",.0214828
"D07B","32",.8876348
"D07B","33",.1123652
"D21B","32",1
"D21C","32",1
"D21D","32",1
"D21F","32",.9481893
"D21F","33",.0518107
"D21G","32",.9367942
"D21G","33",.0632058
"D21H","32",1
"D21J","32",1
"E01B","32",.2942054
"E01B","33",.7057946
"E01C","32",.859266
"E01C","33",.140734
"E01D","32",.8844907
"E01D","33",.1155093
"E01F","23",.0774056
"E01F","32",.7424809
"E01F","33",.1801135
"E01H","23",.0576076
"E01H","32",.0524744
"E01H","33",.889918
"E02B","21",.0442977
"E02B","22",.045822
"E02B","23",.0449742
"E02B","32",.1981025
"E02B","33",.6668036
"E02C","22",.0772656
"E02C","23",.0367181
"E02C","33",.8860163
"E02D","21",.0320158
"E02D","23",.0606095
"E02D","32",.2296793
"E02D","33",.6776955
"E02F","23",.0263667
"E02F","33",.9736333
"E03B","22",.338647
"E03B","23",.0996908
"E03B","33",.5616622
"E03C","22",.3005001
"E03C","23",.4838912
"E03C","33",.2156087
"E03D","22",.1349539
"E03D","23",.2083724
"E03D","33",.6566736
"E03F","22",.5033853
"E03F","23",.1980262
"E03F","33",.2985884
"E04B","23",.0782326
"E04B","32",.8926436
"E04B","33",.0291238
"E04C","32",1
"E04D","23",.0648914
"E04D","32",.8808092
"E04D","33",.0542994
"E04F","23",.0244162
"E04F","32",.9304638
"E04F","33",.04512
"E04G","32",.8801073
"E04G","33",.1198927
"E04H","23",.2958376
"E04H","32",.2925536
"E04H","33",.4116088
"E05B","23",.3472243
"E05B","33",.6527758
"E05C","23",.617553
"E05C","32",.0262545
"E05C","33",.3561925
"E05D","23",.2907262
"E05D","32",.0531685
"E05D","33",.6561053
"E05F","23",.1861111
"E05F","33",.8138888
"E05G","23",.1918082
"E05G","32",.1307273
"E05G","33",.6774645
"E06B","23",.1479639
"E06B","32",.5561706
"E06B","33",.2958654
"E06C","23",.1703875
"E06C","32",.1683963
"E06C","33",.6612163
"E21B","21",.2749596
"E21B","23",.097821
"E21B","33",.6272194
"E21C","21",.5958682
"E21C","33",.4041317
"E21D","21",.0563147
"E21D","23",.0588411
"E21D","33",.8848441
"E21F","21",.2588729
"E21F","33",.7411271
"F01B","23",.2312961
"F01B","33",.7687039
"F01C","23",.771845
"F01C","33",.2281549
"F01D","23",.1056366
"F01D","33",.8943633
"F01K","33",1
"F01L","23",.1398073
"F01L","33",.8601927
"F01M","23",.1830479
"F01M","32",.0262016
"F01M","33",.7907506
"F01N","23",.2147535
"F01N","32",.0202535
"F01N","33",.764993
"F01P","23",.1325356
"F01P","33",.8674644
"F02B","23",.12308
"F02B","33",.8769199
"F02C","23",.0388466
"F02C","33",.9611534
"F02D","33",1
"F02F","23",.0235223
"F02F","32",.024021
"F02F","33",.9524567
"F02G","23",.0921176
"F02G","33",.9078824
"F02K","23",.0501101
"F02K","33",.94989
"F02M","23",.1767473
"F02M","32",.0352674
"F02M","33",.7879853
"F02N","23",.0708926
"F02N","33",.9291074
"F02P","23",.0382311
"F02P","32",.0302051
"F02P","33",.9315638
"F03B","22",.0295958
"F03B","23",.0705629
"F03B","33",.8998413
"F03C","23",.4297618
"F03C","33",.5702383
"F03D","23",.0452731
"F03D","33",.9547269
"F03G","22",.0214723
"F03G","23",.0461159
"F03G","33",.9324118
"F03H","23",.1363337
"F03H","33",.8636664
"F04B","23",.1384955
"F04B","33",.8615045
"F04C","23",.4231575
"F04C","33",.5768424
"F04D","23",.3255979
"F04D","32",.0221977
"F04D","33",.6522043
"F04F","23",.1957643
"F04F","33",.8042357
"F15B","23",.1194186
"F15B","33",.8805814
"F15C","23",.6472231
"F15C","32",.0309666
"F15C","33",.3218103
"F15D","22",.0381922
"F15D","23",.5779358
"F15D","32",.0369594
"F15D","33",.3469126
"F16B","23",.0549857
"F16B","32",.2366329
"F16B","33",.7083814
"F16C","23",.4117483
"F16C","32",.0752489
"F16C","33",.5130028
"F16D","23",.2625836
"F16D","33",.7374163
"F16F","23",.1626418
"F16F","32",.1215811
"F16F","33",.7157771
"F16G","23",.0664568
"F16G","32",.3277953
"F16G","33",.6057479
"F16H","23",.0893625
"F16H","33",.9106374
"F16J","23",.1821141
"F16J","32",.0849365
"F16J","33",.7329494
"F16K","23",.406385
"F16K","32",.0490389
"F16K","33",.5445761
"F16L","23",.0900596
"F16L","32",.6312985
"F16L","33",.2786419
"F16M","23",.1712899
"F16M","32",.0565822
"F16M","33",.7721279
"F16N","23",.0745673
"F16N","33",.9254327
"F16P","23",.1923006
"F16P","32",.0214281
"F16P","33",.7862713
"F16S","32",.5988023
"F16S","33",.4011978
"F16T","23",.4041866
"F16T","33",.5958135
"F17B","32",.2544453
"F17B","33",.7455547
"F17C","23",.0749911
"F17C","32",.0962407
"F17C","33",.8287683
"F17D","32",.0238655
"F17D","33",.9761345
"F21H","32",.125445
"F21H","33",.874555
"F21K","23",.3262408
"F21K","32",.2901279
"F21K","33",.3836313
"F21L","23",.3847086
"F21L","33",.6152914
"F21S","23",.2116241
"F21S","32",.050277
"F21S","33",.7380989
"F21V","23",.2680787
"F21V","32",.0572387
"F21V","33",.6746826
"F21W","23",.1124161
"F21W","32",.0260879
"F21W","33",.8614959
"F21Y","23",.0980077
"F21Y","32",.063984
"F21Y","33",.8380083
"F22B","22",.0434632
"F22B","23",.1203151
"F22B","33",.8362216
"F22D","22",.1143515
"F22D","33",.8856485
"F22G","22",.0414719
"F22G","23",.1481097
"F22G","33",.8104184
"F23B","11",.0237935
"F23B","21",.5180859
"F23B","23",.1007408
"F23B","32",.0391199
"F23B","33",.31826
"F23C","21",.1069304
"F23C","23",.1778825
"F23C","32",.1351682
"F23C","33",.5800188
"F23D","23",.3513226
"F23D","32",.1855126
"F23D","33",.4631648
"F23G","23",.1137621
"F23G","32",.3308811
"F23G","33",.5553567
"F23H","11",.0319892
"F23H","21",.1160835
"F23H","23",.1433249
"F23H","32",.1921293
"F23H","33",.5164731
"F23J","21",.0207249
"F23J","23",.0832639
"F23J","32",.1715682
"F23J","33",.724443
"F23K","21",.0684364
"F23K","23",.08858
"F23K","32",.0404458
"F23K","33",.8025378
"F23L","23",.1865204
"F23L","32",.0616255
"F23L","33",.751854
"F23M","21",.0318191
"F23M","23",.103103
"F23M","32",.6059695
"F23M","33",.2591084
"F23N","23",.0755919
"F23N","33",.9244081
"F23Q","23",.3134841
"F23Q","31",.3404744
"F23Q","32",.0565504
"F23Q","33",.2894911
"F23R","23",.09388
"F23R","33",.90612
