ipc4,sitc_rev4_1,probability_weight
"A47G","5",.0312709
"A47G","6",.4729848
"A47G","8",.2363373
"A47H","6",1
"A47J","0",.5998046
"A47J","1",.1215401
"A47J","6",.2021849
"A47J","7",.0764704
"A47K","5",.4655965
"A47K","6",.1396931
"A47K","7",.0828788
"A47K","8",.3118316
"A47L","2",.049965
"A47L","5",.0440511
"A47L","6",.5150743
"A47L","7",.3568295
"A47L","8",.0340802
"A61B","5",.025719
"A61B","7",.1479445
"A61B","8",.8263365
"A61C","5",.2023892
"A61C","7",.1500698
"A61C","8",.647541
"A61D","0",.0374643
"A61D","5",.3869265
"A61D","7",.075848
"A61D","8",.4997611
"A61F","5",.2975384
"A61F","7",.0549367
"A61F","8",.6475249
"A61G","7",.3174737
"A61G","8",.6825263
"A61H","5",.0417279
"A61H","7",.3029462
"A61H","8",.6553258
"A61J","5",.6857001
"A61J","7",.0487517
"A61J","8",.2655483
"A61K","0",.0221733
"A61K","5",.9778267
"A61L","5",.8146318
"A61L","7",.1258045
"A61L","8",.0595637
"A61M","5",.1559869
"A61M","7",.0347411
"A61M","8",.8092721
"A61N","5",.0431622
"A61N","7",.1768012
"A61N","8",.7800366
"A61P","0",.0302459
"A61P","5",.9697541
"A61Q","0",.0300757
"A61Q","5",.9699243
"A62B","5",.1114133
"A62B","6",.512418
"A62B","7",.1168494
"A62B","8",.2593193
"A62C","5",.2367411
"A62C","6",.0621138
"A62C","7",.7011451
"A62D","5",1
"A63B","5",.0753717
"A63B","6",.1733931
"A63B","7",.1777335
"A63B","8",.5735017
"A63C","5",.0440215
"A63C","6",.0903862
"A63C","7",.0470637
"A63C","8",.8185286
"A63D","5",.0440088
"A63D","6",.3067364
"A63D","7",.0549644
"A63D","8",.5942905
"A63F","6",.1453218
"A63F","7",.2211756
"A63F","8",.6335027
"A63G","6",.0590079
"A63G","7",.1481961
"A63G","8",.792796
"A63H","6",.0817902
"A63H","7",.1561539
"A63H","8",.7620559
"A63J","6",.5696484
"A63J","7",.2703336
"A63J","8",.160018
"A63K","5",.2474292
"A63K","6",.4870035
"A63K","7",.1495833
"A63K","8",.1159841
"B01B","1",.1419927
"B01B","2",.0941229
"B01B","3",.0491205
"B01B","5",.3668093
"B01B","6",.2296776
"B01B","7",.0333332
"B01B","8",.0849438
"B01D","0",.0206361
"B01D","2",.1349366
"B01D","3",.0269176
"B01D","5",.4181041
"B01D","6",.3104232
"B01D","7",.0639858
"B01D","8",.0249966
"B01F","2",.0532681
"B01F","5",.362767
"B01F","6",.517491
"B01F","7",.0664739
"B01J","2",.067516
"B01J","5",.8107498
"B01J","6",.1217342
"B01L","2",.0275866
"B01L","5",.0754761
"B01L","6",.5796657
"B01L","7",.0436833
"B01L","8",.2735882
"B02B","0",.8610733
"B02B","7",.1389267
"B02C","0",.0523946
"B02C","2",.1385674
"B02C","7",.809038
"B03B","2",.6437607
"B03B","5",.0405376
"B03B","6",.1224025
"B03B","7",.0822068
"B03B","9",.1110924
"B03C","2",.190687
"B03C","5",.0375189
"B03C","6",.5549948
"B03C","7",.2167994
"B03D","2",.5274253
"B03D","5",.34695
"B03D","6",.0973919
"B03D","7",.0282328
"B04B","0",.0344845
"B04B","2",.0213708
"B04B","7",.9441447
"B04C","2",.3523511
"B04C","3",.1185476
"B04C","5",.1773649
"B04C","7",.3517364
"B05B","5",.4006742
"B05B","6",.1340983
"B05B","7",.4290902
"B05B","8",.0361373
"B05C","5",.4244945
"B05C","6",.3868683
"B05C","7",.1660855
"B05C","8",.0225517
"B05D","2",.023117
"B05D","5",.7377422
"B05D","6",.2149859
"B05D","7",.0241549
"B06B","6",.2114483
"B06B","7",.7885517
"B07B","0",.0433002
"B07B","2",.2425127
"B07B","5",.0313845
"B07B","6",.3033961
"B07B","7",.3794064
"B07C","2",.0254246
"B07C","6",.3606178
"B07C","7",.5777302
"B07C","9",.0362274
"B08B","2",.0412583
"B08B","5",.0454363
"B08B","6",.3532337
"B08B","7",.5308222
"B08B","8",.0292495
"B09B","2",.2932595
"B09B","5",.2730158
"B09B","6",.2977593
"B09B","7",.1359653
"B09C","0",.0214018
"B09C","2",.1343269
"B09C","3",.0397093
"B09C","5",.5866998
"B09C","6",.1288934
"B09C","7",.0889688
"B21B","6",.5244256
"B21B","7",.4409392
"B21B","8",.0346351
"B21C","6",.7384812
"B21C","7",.221555
"B21C","8",.0399639
"B21D","6",.1475694
"B21D","7",.8524305
"B21F","6",.7783694
"B21F","7",.2216306
"B21G","6",.4157632
"B21G","7",.5842369
"B21H","6",.1273132
"B21H","7",.8726868
"B21J","6",.3162677
"B21J","7",.6837323
"B21K","6",.1624425
"B21K","7",.8375575
"B21L","6",.1953214
"B21L","7",.7737718
"B21L","8",.0309068
"B22C","5",.058272
"B22C","6",.3826159
"B22C","7",.559112
"B22D","6",.7247918
"B22D","7",.2752082
"B22F","6",.5215521
"B22F","7",.1939468
"B22F","9",.2845011
"B23B","6",.1562833
"B23B","7",.8437167
"B23C","6",.0772788
"B23C","7",.9227212
"B23D","6",.690222
"B23D","7",.309778
"B23F","6",.0459373
"B23F","7",.9540628
"B23G","6",.12461
"B23G","7",.87539
"B23H","3",.0746308
"B23H","6",.2988169
"B23H","7",.6265523
"B23K","6",.2355002
"B23K","7",.5421192
"B23K","8",.2223805
"B23P","6",.2381563
"B23P","7",.7618437
"B23Q","6",.0696125
"B23Q","7",.9303875
"B24B","6",.1795822
"B24B","7",.8204178
"B24C","6",.361958
"B24C","7",.638042
"B24D","5",.0248037
"B24D","6",.6643528
"B24D","7",.3108435
"B25B","6",.8708046
"B25B","7",.1291953
"B25C","6",.6068228
"B25C","7",.3931772
"B25D","6",.9720105
"B25D","7",.0279895
"B25F","6",.6388513
"B25F","7",.3611487
"B25G","6",.9352089
"B25G","7",.0647911
"B25H","6",.5915126
"B25H","7",.3553162
"B25H","8",.0531713
"B25J","6",.1845198
"B25J","7",.735891
"B25J","8",.0795892
"B26B","6",.9478418
"B26B","7",.0521582
"B26D","6",.8673354
"B26D","7",.1326646
"B26F","5",.0218289
"B26F","6",.7043731
"B26F","7",.2737981
"B27B","6",.6870801
"B27B","7",.3129199
"B27C","6",.1212423
"B27C","7",.8539279
"B27C","8",.0248298
"B27D","5",.1023582
"B27D","6",.6976937
"B27D","7",.1642573
"B27D","8",.0356908
"B27F","6",.5666929
"B27F","7",.4333071
"B27G","2",.0205343
"B27G","6",.7410105
"B27G","7",.2384551
"B27H","1",.7766135
"B27H","6",.0900552
"B27H","7",.1333313
"B27J","2",.0828466
"B27J","5",.0264528
"B27J","6",.1685686
"B27J","7",.722132
"B27K","2",.0322314
"B27K","5",.583287
"B27K","6",.2089135
"B27K","7",.1449193
"B27K","8",.0306487
"B27L","6",.6855721
"B27L","7",.3144279
"B27M","5",.1113614
"B27M","6",.4075381
"B27M","7",.4051227
"B27M","8",.0759779
"B27N","2",.0489926
"B27N","5",.2441629
"B27N","6",.4231062
"B27N","7",.2837384
"B28B","2",.3865971
"B28B","6",.4862874
"B28B","7",.1271155
"B28C","2",.5167478
"B28C","6",.0658704
"B28C","7",.4173819
"B28D","2",.150001
"B28D","6",.7334669
"B28D","7",.1165321
"B29B","5",.8566486
"B29B","6",.0290707
"B29B","7",.1142808
"B29C","5",.7973047
"B29C","6",.0347657
"B29C","7",.1679296
"B29D","5",.5899743
"B29D","6",.2944955
"B29D","7",.1155302
"B29K","5",.9533344
"B29K","6",.0466656
"B29L","5",.881337
"B29L","6",.0470673
"B29L","7",.0715957
"B30B","6",.1710793
"B30B","7",.8289207
"B31B","6",.9145834
"B31B","7",.0854165
"B31C","6",.9617308
"B31C","7",.0382692
"B31D","6",.9755509
"B31D","7",.0244491
"B31F","6",1
"B32B","5",.4340018
"B32B","6",.5659982
"B41B","6",.072236
"B41B","7",.1288426
"B41B","8",.7989214
"B41C","5",.1692974
"B41C","6",.0519581
"B41C","7",.1131258
"B41C","8",.6656187
"B41D","5",.4367424
"B41D","6",.0848757
"B41D","7",.0817187
"B41D","8",.3966632
"B41F","5",.0436236
"B41F","6",.3328051
"B41F","7",.5913869
"B41F","8",.0321844
"B41G","6",.1017695
"B41G","7",.0307126
"B41G","9",.8675179
"B41J","6",.5176755
"B41J","7",.4375249
"B41J","8",.0447996
"B41K","5",.0345682
"B41K","6",.4406063
"B41K","7",.2339127
"B41K","8",.2304687
"B41K","9",.060444
"B41L","6",.8549244
"B41L","7",.1450756
"B41M","5",.6522887
"B41M","6",.3069063
"B41M","8",.040805
"B41N","5",.6636397
"B41N","6",.1127636
"B41N","7",.0786307
"B41N","8",.144966
"B42B","6",.8593145
"B42B","7",.1406855
"B42C","6",.914859
"B42C","7",.0605607
"B42C","8",.0245802
"B42D","5",.0295825
"B42D","6",.8816931
"B42D","8",.0887244
"B42F","5",.0280293
"B42F","6",.9719707
"B43K","5",.0208334
"B43K","6",.1017875
"B43K","8",.8773791
"B43L","6",.3304195
"B43L","7",.0271112
"B43L","8",.6424693
"B43M","6",.9133747
"B43M","8",.0866252
"B44B","6",.3695358
"B44B","7",.2355533
"B44B","8",.3949109
"B44C","5",.172556
"B44C","6",.7014287
"B44C","7",.0241907
"B44C","8",.0515824
"B44C","9",.0502422
"B44D","5",.4877348
"B44D","6",.2926749
"B44D","8",.2195903
"B44F","5",.2362014
"B44F","6",.7069786
"B44F","8",.05682
"B60B","5",.0208401
"B60B","6",.2178578
"B60B","7",.6323189
"B60B","8",.1289831
"B60C","6",.9599752
"B60C","7",.0400248
"B60D","7",1
"B60F","6",.0350388
"B60F","7",.9343923
"B60F","8",.0305688
"B60G","6",.0357717
"B60G","7",.8818902
"B60G","8",.082338
"B60H","7",.9633171
"B60H","8",.0366829
"B60J","5",.02037
"B60J","6",.5987461
"B60J","7",.3348309
"B60J","8",.0460529
"B60K","7",.9429356
"B60K","8",.0570644
"B60L","7",.9660199
"B60L","8",.0339801
"B60M","6",.635218
"B60M","7",.2424396
"B60M","8",.1223424
"B60N","7",.0790345
"B60N","8",.9209655
"B60P","6",.0538058
"B60P","7",.9249908
"B60P","8",.0212034
"B60Q","6",.0355473
"B60Q","7",.8641268
"B60Q","8",.1003259
"B60R","6",.1082262
"B60R","7",.5956531
"B60R","8",.2961208
"B60S","6",.1558771
"B60S","7",.8213702
"B60S","8",.0227527
"B60T","5",.0594882
"B60T","7",.902368
"B60T","8",.0381438
"B60V","6",.0935358
"B60V","7",.9064642
"B60W","7",1
"B61B","6",.6610984
"B61B","7",.2842192
"B61B","8",.0546823
"B61C","6",.0871433
"B61C","7",.8483837
"B61C","8",.064473
"B61D","6",.4049272
"B61D","7",.4796194
"B61D","8",.1154535
"B61F","6",.2222773
"B61F","7",.4808625
"B61F","8",.2968602
"B61G","6",.5268047
"B61G","7",.3156523
"B61G","8",.157543
"B61H","6",.5085506
"B61H","7",.4643844
"B61H","8",.027065
"B61J","6",.5570861
"B61J","7",.4429139
"B61K","5",.0276176
"B61K","6",.5689636
"B61K","7",.2942388
"B61K","8",.10918
"B61L","6",.0839185
"B61L","7",.7908044
"B61L","8",.125277
"B62B","6",.0783331
"B62B","7",.3160482
"B62B","8",.6056187
"B62C","6",.0438392
"B62C","7",.3214808
"B62C","8",.63468
"B62D","6",.03653
"B62D","7",.9022934
"B62D","8",.0611766
"B62H","6",.039706
"B62H","7",.9326631
"B62H","8",.0276308
"B62J","6",.0265796
"B62J","7",.6950308
"B62J","8",.2783895
"B62K","6",.0201606
"B62K","7",.7751871
"B62K","8",.2046523
"B62L","6",.1370314
"B62L","7",.7800022
"B62L","8",.0829664
"B62M","7",.9643397
"B62M","8",.0356603
"B63B","3",.0219954
"B63B","6",.1815866
"B63B","7",.6884477
"B63B","8",.1079703
"B63C","5",.0300694
"B63C","6",.1377286
"B63C","7",.7489556
"B63C","8",.0832464
"B63G","6",.032722
"B63G","7",.8099328
"B63G","8",.1573452
"B63H","6",.0891521
"B63H","7",.9108479
"B63J","3",.0840634
"B63J","6",.0294993
"B63J","7",.8537839
"B63J","8",.0326534
"B64B","7",1
"B64C","6",.022897
"B64C","7",.9771031
"B64D","7",.9735578
"B64D","8",.0264422
"B64F","7",1
"B64G","6",.0430501
"B64G","7",.8659913
"B64G","8",.0909586
"B65B","1",.132896
"B65B","5",.1070183
"B65B","6",.4040633
"B65B","7",.3560224
"B65C","1",.0747161
"B65C","5",.0591418
"B65C","6",.7124566
"B65C","7",.1536854
"B65D","1",.4507833
"B65D","5",.1705273
"B65D","6",.3500506
"B65D","7",.0286387
"B65F","5",.1714922
"B65F","6",.2636247
"B65F","7",.4672817
"B65F","8",.0976015
"B65G","6",.0721394
"B65G","7",.9278606
"B65H","6",.9612479
"B65H","7",.0387521
"B66B","6",.1026468
"B66B","7",.8973532
"B66C","6",.2536547
"B66C","7",.7463453
"B66D","6",.3959871
"B66D","7",.604013
"B66F","6",.3468795
"B66F","7",.6531205
"B67B","1",.8692027
"B67B","6",.1307973
"B67C","1",.6434141
"B67C","6",.0304995
"B67C","7",.3260864
"B67D","1",.9075242
"B67D","7",.0924758
"B68B","5",.1594203
"B68B","6",.1826482
"B68B","8",.6579315
"B68C","2",.0757888
"B68C","5",.1200571
"B68C","6",.672634
"B68C","8",.1315201
"B68F","5",.1791052
"B68F","6",.3732843
"B68F","7",.3256497
"B68F","8",.1219609
"B68G","2",.2360189
"B68G","5",.0468456
"B68G","6",.1316631
"B68G","7",.0404992
"B68G","8",.5449733
"B81B","5",.0550587
"B81B","6",.169792
"B81B","7",.6192609
"B81B","8",.1233467
"B81B","9",.0325417
"B81C","2",.0269889
"B81C","5",.1144192
"B81C","6",.2209964
"B81C","7",.4454854
"B81C","8",.0914818
"B81C","9",.1006284
"B82B","2",.0295059
"B82B","5",.7462078
"B82B","6",.1695844
"B82B","7",.029187
"B82B","8",.0255148
"B82Y","5",.8357443
"B82Y","6",.0996203
"B82Y","7",.0646354
"C01B","2",.0703749
"C01B","3",.0220816
"C01B","5",.9075434
"C01C","5",1
"C01D","2",.0954446
"C01D","5",.9045554
"C01F","2",.1246298
"C01F","5",.8753702
"C01G","5",1
"C02F","2",.2304535
"C02F","5",.6672724
"C02F","6",.0251439
"C02F","7",.0771302
"C03B","2",.1300987
"C03B","6",.8699014
"C03C","2",.0896976
"C03C","5",.0260057
"C03C","6",.8842967
"C04B","2",.609348
"C04B","5",.1561933
"C04B","6",.2344587
"C05B","5",1
"C05C","5",1
"C05D","0",.0283103
"C05D","2",.1156252
"C05D","5",.8560644
"C05F","0",.1922837
"C05F","2",.0609
"C05F","3",.0749444
"C05F","5",.671872
"C05G","0",.0987252
"C05G","2",.0495502
"C05G","5",.8517246
"C06B","5",1
"C06C","5",.8493242
"C06C","6",.0429391
"C06C","7",.0616613
"C06C","8",.0460754
"C06D","5",1
"C06F","2",.0772672
"C06F","5",.7031099
"C06F","6",.219623
"C07B","5",1
"C07C","5",1
"C07D","5",1
"C07F","5",1
"C07G","5",1
"C07H","5",1
"C07J","4",.0235341
"C07J","5",.9764659
"C07K","5",1
"C08B","5",1
"C08C","2",.690448
"C08C","5",.309552
"C08F","5",1
"C08G","5",1
"C08H","5",1
"C08J","5",1
"C08K","2",.053421
"C08K","5",.946579
"C08L","2",.042786
"C08L","5",.9572139
"C09B","2",.0394475
"C09B","5",.9331515
"C09B","6",.027401
"C09C","2",.0317079
"C09C","5",.8990287
"C09C","6",.0692634
"C09D","5",.9498304
"C09D","6",.0501696
"C09F","2",.0288209
"C09F","4",.103631
"C09F","5",.8269932
"C09F","6",.0405549
"C09G","4",.0797856
"C09G","5",.8439108
"C09G","6",.0763036
"C09H","2",.0220953
"C09H","5",.9779047
"C09J","2",.0348998
"C09J","5",.7687278
"C09J","6",.1963724
"C09K","2",.0624812
"C09K","5",.8698565
"C09K","6",.0676623
"C10B","3",1
"C10C","2",.1785145
"C10C","3",.8214856
"C10F","3",1
"C10G","2",.1316146
"C10G","3",.3971788
"C10G","5",.4712065
"C10H","2",.1405613
"C10H","5",.8594388
"C10J","2",.2839703
"C10J","3",.6880246
"C10J","5",.0280051
"C10K","3",.939307
"C10K","5",.0606931
"C10L","3",.7037702
"C10L","4",.0316869
"C10L","5",.264543
"C10M","5",1
"C10N","5",1
"C11B","0",.0620206
"C11B","2",.055722
"C11B","4",.8122672
"C11B","5",.0699902
"C11C","4",.7578181
"C11C","5",.1474695
"C11C","8",.0947124
"C11D","5",1
"C12C","0",.156075
"C12C","1",.843925
"C12F","0",.2004151
"C12F","1",.7170927
"C12F","5",.0824922
"C12G","0",.0596392
"C12G","1",.9403608
"C12H","1",1
"C12J","0",.976398
"C12J","1",.023602
"C12L","1",1
"C12M","0",.0296462
"C12M","5",.2738724
"C12M","6",.4373721
"C12M","7",.1604282
"C12M","8",.098681
"C12N","0",.0919161
"C12N","5",.9080839
"C12P","0",.3081198
"C12P","5",.6918802
"C12Q","0",.0261558
"C12Q","5",.9738442
"C12R","0",.3747505
"C12R","1",.1916581
"C12R","5",.4335914
"C12S","0",.127391
"C12S","1",.0285007
"C12S","4",.0350737
"C12S","5",.6623451
"C12S","6",.1466893
"C13B","0",.9633873
"C13B","5",.0366127
"C13D","0",.8552374
"C13D","2",.111997
"C13D","8",.0327656
"C13F","0",1
"C13G","1",.9769337
"C13G","5",.0230664
"C13K","0",.3870844
"C13K","2",.0280872
"C13K","5",.5848284
"C14B","2",.1141139
"C14B","5",.0581683
"C14B","7",.8277178
"C14C","2",.074976
"C14C","4",.1052826
"C14C","5",.8197414
"C21B","2",.0615772
"C21B","6",.4516407
"C21B","7",.486782
"C21C","6",.7451295
"C21C","7",.2548704
"C21D","6",.8189883
"C21D","7",.1810117
"C22B","2",.1004773
"C22B","6",.5563815
"C22B","7",.0857103
"C22B","9",.2574309
"C22C","6",.9125647
"C22C","7",.0386811
"C22C","8",.0232867
"C22C","9",.0254675
"C22F","6",.8367286
"C22F","7",.128205
"C22F","8",.0350664
"C23C","5",.3221056
"C23C","6",.5336075
"C23C","7",.0911048
"C23C","8",.0269841
"C23C","9",.026198
"C23D","5",.1121555
"C23D","6",.848493
"C23D","7",.0393515
"C23F","5",.6213387
"C23F","6",.3067082
"C23F","7",.0719532
"C23G","5",.5048317
"C23G","6",.4440691
"C23G","7",.0510993
"C25B","3",.0322457
"C25B","5",.6856709
"C25B","6",.1877326
"C25B","7",.0943508
"C25C","3",.0248557
"C25C","5",.0896824
"C25C","6",.7982998
"C25C","7",.0422345
"C25C","9",.0449277
"C25D","5",.2304109
"C25D","6",.5779534
"C25D","7",.0547133
"C25D","9",.1369224
"C25F","3",.0803909
"C25F","5",.2477309
"C25F","6",.4771062
"C25F","7",.1947721
"C30B","2",.5180563
"C30B","5",.2244405
"C30B","6",.093275
"C30B","7",.1322384
"C30B","8",.0319897
"C40B","5",.7532384
"C40B","6",.0680781
"C40B","7",.0520269
"C40B","8",.1266566
"D01B","2",.9708669
"D01B","7",.0291331
"D01C","2",.9267867
"D01C","5",.0732134
"D01D","2",.2528586
"D01D","5",.4183328
"D01D","6",.2908527
"D01D","7",.0379559
"D01F","2",.1206501
"D01F","5",.7345715
"D01F","6",.1447784
"D01G","2",.9685501
"D01G","7",.0314499
"D01H","2",.2575605
"D01H","6",.0540856
"D01H","7",.6883538
"D02G","2",.311904
"D02G","5",.0335048
"D02G","6",.6545911
"D02H","6",.1149694
"D02H","7",.8850306
"D02J","2",.3244506
"D02J","5",.0524964
"D02J","6",.5947297
"D02J","7",.0283234
"D03C","6",.0305126
"D03C","7",.9694874
"D03D","2",.1499614
"D03D","6",.6295062
"D03D","7",.2205323
"D03J","6",.0432767
"D03J","7",.9567233
"D04B","2",.0433075
"D04B","6",.3294539
"D04B","7",.5818782
"D04B","8",.0453603
"D04C","2",.0845826
"D04C","5",.0533074
"D04C","6",.4646316
"D04C","7",.3974784
"D04D","2",.042224
"D04D","5",.1103641
"D04D","6",.7492058
"D04D","7",.0658343
"D04D","8",.0323718
"D04G","2",.2072412
"D04G","6",.7473103
"D04G","7",.0454485
"D04H","2",.3098741
"D04H","5",.1480634
"D04H","6",.5420625
"D05B","7",1
"D05C","6",.3714672
"D05C","7",.6285328
"D06B","2",.197261
"D06B","5",.0691084
"D06B","6",.3170701
"D06B","7",.4165605
"D06C","2",.19976
"D06C","5",.027224
"D06C","6",.6289418
"D06C","7",.1127311
"D06C","8",.0313432
"D06F","7",.9592671
"D06F","8",.0407329
"D06G","2",.3082226
"D06G","6",.361677
"D06G","7",.1746211
"D06G","8",.1554793
"D06H","2",.0686783
"D06H","6",.2966158
"D06H","7",.5013714
"D06H","8",.1333345
"D06J","2",.222864
"D06J","5",.0654876
"D06J","6",.5450586
"D06J","7",.1454565
"D06J","8",.0211332
"D06L","2",.1883086
"D06L","5",.7485633
"D06L","6",.063128
"D06M","2",.2687276
"D06M","5",.5820584
"D06M","6",.149214
"D06N","2",.0568598
"D06N","5",.62942
"D06N","6",.3137203
"D06P","2",.2014247
"D06P","5",.6919539
"D06P","6",.1066214
"D06Q","2",.1587979
"D06Q","5",.1135173
"D06Q","6",.6323937
"D06Q","9",.0952912
"D07B","2",.4514991
"D07B","5",.1904594
"D07B","6",.1549168
"D07B","7",.2031247
"D21B","5",.0225819
"D21B","6",.9774181
"D21C","5",.4569096
"D21C","6",.5430904
"D21D","6",1
"D21F","6",.9596403
"D21F","7",.0403598
"D21G","6",.9748755
"D21G","7",.0251245
"D21H","5",.1142875
"D21H","6",.8857125
"D21J","6",.9515962
"D21J","7",.0484038
"E01B","6",.5619786
"E01B","7",.4380214
"E01C","2",.5500988
"E01C","6",.2727217
"E01C","7",.1771795
"E01D","6",.9106792
"E01D","7",.0893208
"E01F","6",.62247
"E01F","7",.37753
"E01H","6",.17522
"E01H","7",.82478
"E02B","2",.081968
"E02B","6",.4452375
"E02B","7",.4727944
"E02C","6",.4891385
"E02C","7",.5108615
"E02D","2",.0274031
"E02D","6",.7417254
"E02D","7",.2308715
"E02F","6",.0584023
"E02F","7",.9415977
"E03B","2",.0257589
"E03B","6",.4405705
"E03B","7",.4992036
"E03B","8",.034467
"E03C","6",.2722844
"E03C","7",.6494184
"E03C","8",.0782972
"E03D","6",.1337793
"E03D","7",.6625655
"E03D","8",.2036552
"E03F","2",.1093562
"E03F","6",.596611
"E03F","7",.268591
"E03F","8",.0254418
"E04B","2",.0927433
"E04B","5",.0424232
"E04B","6",.7922237
"E04B","7",.0726098
"E04C","2",.1126308
"E04C","5",.0535688
"E04C","6",.7637741
"E04C","7",.0700264
"E04D","2",.2159449
"E04D","5",.1428927
"E04D","6",.585598
"E04D","7",.0555645
"E04F","2",.2147135
"E04F","5",.1237208
"E04F","6",.6135241
"E04F","7",.0480416
"E04G","6",.8104009
"E04G","7",.1895991
"E04H","6",.8317303
"E04H","7",.1682697
"E05B","6",.5045937
"E05B","7",.3804674
"E05B","8",.1149388
"E05C","6",.7801578
"E05C","7",.1357877
"E05C","8",.0840546
"E05D","6",.615046
"E05D","7",.2123239
"E05D","8",.1726301
"E05F","6",.7098148
"E05F","7",.2542687
"E05F","8",.0359165
"E05G","6",.7936848
"E05G","7",.1651444
"E05G","8",.0411708
"E06B","6",.9687523
"E06B","7",.0312477
"E06C","6",.555203
"E06C","7",.4132722
"E06C","8",.0315249
"E21B","2",.0459884
"E21B","3",.0349745
"E21B","6",.5081526
"E21B","7",.4108844
"E21C","2",.0713668
"E21C","6",.1454647
"E21C","7",.7831686
"E21D","6",.4207441
"E21D","7",.5792559
"E21F","2",.0476875
"E21F","6",.4092403
"E21F","7",.5430722
"F01B","7",1
"F01C","5",.0308521
"F01C","6",.1471837
"F01C","7",.8004205
"F01C","8",.0215437
"F01D","6",.2762187
"F01D","7",.7237813
"F01K","3",.0685624
"F01K","7",.6903215
"F01K","8",.2411161
"F01L","7",1
"F01M","5",.159098
"F01M","6",.0281078
"F01M","7",.767373
