ipc4,sitc_rev4_45,probability_weight
"A23K","035.5",.0693254
"A23K","036.2",.0143719
"A23K","036.33",.0055955
"A23K","036.35",.0005386
"A23K","042.1",.0021959
"A23K","047.11",.0033804
"A23K","056.42",.0004013
"A23K","056.46",.0209063
"A23K","056.47",.0016333
"A23K","081.2",.0518248
"A23K","081.24",.0249526
"A23K","081.26",.0206814
"A23K","081.36",.0002708
"A23K","081.4",.0657039
"A23K","081.41",.0672771
"A23K","081.42",.0672771
"A23K","081.95",.0215772
"A23K","222.2",.071005
"A23K","222.6",.0812412
"A23K","222.61",.0828403
"A23K","223.9",.0524858
"A23K","515.44",.0174629
"A23K","541.1",.050961
"A23K","541.16",.0396775
"A23L","011.1",.0179508
"A23L","011.11",.0102859
"A23L","011.21",.0007436
"A23L","012.13",.0004051
"A23L","012.31",.000738
"A23L","012.51",.0000146
"A23L","012.52",.0000146
"A23L","012.9",.0031794
"A23L","012.91",.0031705
"A23L","012.99",.0001534
"A23L","016.81",.0000146
"A23L","034.15",.0022704
"A23L","034.5",.0040004
"A23L","034.51",.0040004
"A23L","035.12",.0008899
"A23L","041.2",.0477439
"A23L","045.9",.0028662
"A23L","046.1",.0350654
"A23L","054.4",.0481522
"A23L","054.5",.0696919
"A23L","054.51",.0133463
"A23L","054.52",.0242506
"A23L","054.53",.0136329
"A23L","054.55",.015881
"A23L","056.4",.1305542
"A23L","056.6",.0409703
"A23L","056.69",.0411486
"A23L","056.7",.073718
"A23L","056.71",.0412112
"A23L","056.72",.0330874
"A23L","056.73",.0330874
"A23L","056.79",.0412112
"A23L","057.6",.0000847
"A23L","057.94",.0000146
"A23L","075.1",.0961562
"A23L","075.2",.0427663
"A23L","075.23",.0031978
"A23L","075.26",.023059
"A23L","098.4",.072763
"A23L","098.41",.0085084
"A23N","056.1",.0352407
"A23N","056.12",.0185726
"A23N","056.19",.0202241
"A23N","057.7",.0109267
"A23N","057.76",.0098712
"A23N","057.78",.0060422
"A23N","057.99",.034456
"A23N","058.39",.0039152
"A23N","059.1",.0047869
"A23N","059.91",.0037626
"A23N","071.1",.0268906
"A23N","071.2",.0278316
"A23N","222.1",.152773
"A23N","222.11",.152773
"A23N","222.12",.152773
"A23N","222.4",.0147548
"A23N","223.1",.0023265
"A23N","291.1",.0536996
"A23N","292.59",.0064129
"A23N","723.9",.0362585
"A23N","723.99",.032422
"A23N","727.2",.0680521
"A23N","727.21",.0610114
"A23N","727.22",.0642228
"A23P","047.1",.0613364
"A23P","047.19",.062154
"A23P","048.12",.0034521
"A23P","048.4",.0832483
"A23P","048.49",.0876831
"A23P","072.5",.0017795
"A23P","081.29",.0543719
"A23P","292.95",.0029967
"A23P","592.1",.0635959
"A23P","592.15",.0459432
"A23P","727.2",.1979437
"A23P","727.21",.1315399
"A23P","727.22",.1300442
"A23P","727.29",.073911
"A24B","075.2",.0395568
"A24B","075.21",.0249234
"A24B","075.22",.0150353
"A24B","075.24",.0101621
"A24B","075.25",.0267348
"A24B","121.3",.2979471
"A24B","122.2",.0772124
"A24B","122.3",.0499927
"A24B","122.31",.01159
"A24B","122.32",.0259776
"A24B","122.39",.2088615
"A24B","541.49",.0004025
"A24B","728.43",.1764579
"A24B","728.53",.0351459
"A24C","121.2",.0345413
"A24C","122.2",.543447
"A24C","641.55",.1115019
"A24C","728.43",.2679091
"A24C","728.53",.0426006
"A24D","122.2",.7518696
"A24D","575.51",.0458451
"A24D","641.5",.0232681
"A24D","641.52",.023238
"A24D","641.55",.1272301
"A24D","642.4",.0074643
"A24D","642.41",.0210847
"A24F","122.1",.034443
"A24F","122.2",.523142
"A24F","831.91",.0400891
"A24F","899.3",.0719616
"A24F","899.37",.3303643
"A41B","841.4",.0069659
"A41B","841.5",.0004265
"A41B","841.59",.0004265
"A41B","841.6",.0461319
"A41B","841.61",.0461319
"A41B","842.22",.0002843
"A41B","842.6",.0053289
"A41B","842.8",.0008636
"A41B","842.81",.0010795
"A41B","845.12",.0004265
"A41B","845.23",.0001505
"A41B","845.61",.0007963
"A41B","845.62",.0007963
"A41B","846.2",.2902572
"A41B","846.24",.3096769
"A41B","846.25",.2902572
"A41C","842.82",.0007764
"A41C","845.5",.3208479
"A41C","845.51",.6783757
"A41D","841.1",.0682676
"A41D","841.12",.0078599
"A41D","841.19",.0028859
"A41D","841.3",.0005002
"A41D","842.19",.0040019
"A41D","842.3",.0009034
"A41D","842.5",.0012023
"A41D","842.7",.0003939
"A41D","845.4",.0001563
"A41D","845.6",.0184334
"A41D","845.63",.0027509
"A41D","845.64",.0027509
"A41D","845.8",.0034071
"A41D","846.1",.1568038
"A41D","846.12",.0275466
"A41D","846.14",.1361477
"A41D","846.19",.1573417
"A41D","846.9",.1319035
"A41D","846.91",.0003256
"A41D","846.92",.0008384
"A41D","848.1",.1303889
"A41D","848.12",.1319035
"A41D","848.2",.0066432
"A41D","848.22",.0066432
"A41F","611.7",.004548
"A41F","611.72",.0115973
"A41F","658.13",.003278
"A41F","845.5",.4165377
"A41F","845.51",.1936732
"A41F","845.52",.2279739
"A41F","845.81",.0038658
"A41F","848.11",.0045817
"A41F","848.13",.1339444
"A41G","899.2",.421114
"A41G","899.21",.0392769
"A41G","899.29",.4143997
"A41G","899.9",.0480911
"A41G","899.95",.0771184
"A41H","651.4",.0332567
"A41H","724.3",.0642475
"A41H","724.35",.0431171
"A41H","724.41",.0339644
"A41H","724.61",.0136375
"A41H","841.2",.0152309
"A41H","841.21",.014774
"A41H","841.22",.029548
"A41H","842.2",.0054867
"A41H","842.21",.0056846
"A41H","842.4",.0393973
"A41H","846.23",.0083543
"A41H","899.8",.1108267
"A41H","899.83",.0505944
"A41H","899.84",.0509448
"A41H","899.85",.0259256
"A41H","899.88",.4086738
"A41H","899.92",.0463358
"A42B","657.6",.0783275
"A42B","848.4",.3995773
"A42B","848.44",.5220952
"A42C","657.6",.0956164
"A42C","657.61",.2751812
"A42C","657.62",.007065
"A42C","848.4",.2686521
"A42C","848.42",.0678572
"A42C","848.44",.1512422
"A42C","848.45",.0230206
"A42C","848.48",.0589744
"A42C","848.49",.0523909
"A43B","851.2",.1292837
"A43B","851.23",.0074514
"A43B","851.24",.0074514
"A43B","851.25",.0090839
"A43B","851.3",.0377119
"A43B","851.31",.0025726
"A43B","851.32",.0352324
"A43B","851.4",.0145701
"A43B","851.41",.0145701
"A43B","851.48",.0145701
"A43B","851.49",.0145701
"A43B","851.5",.0247194
"A43B","851.51",.0037467
"A43B","851.59",.0231544
"A43B","851.7",.5598304
"A43B","851.9",.1014814
"A43C","575.52",.0003561
"A43C","851.2",.1412897
"A43C","851.3",.0250807
"A43C","851.32",.0262683
"A43C","851.7",.727443
"A43C","851.9",.0795622
"A43D","724.8",.3651375
"A43D","724.81",.0324894
"A43D","724.83",.3338599
"A43D","724.85",.0305954
"A43D","724.88",.0897513
"A43D","851.7",.1481665
"A44B","899.8",.2978196
"A44B","899.85",.6314671
"A44B","899.86",.0707133
"A44C","667.1",.0572134
"A44C","667.11",.0014783
"A44C","667.2",.0249907
"A44C","667.21",.0249907
"A44C","667.22",.0249907
"A44C","667.29",.0249907
"A44C","667.3",.3329134
"A44C","667.39",.0013053
"A44C","667.4",.0063896
"A44C","667.42",.0054128
"A44C","667.49",.0054128
"A44C","897.3",.2609508
"A44C","897.31",.0442153
"A44C","897.32",.0008127
"A44C","897.33",.1060004
"A44C","897.4",.0234928
"A44C","897.49",.0266339
"A44C","971.0",.0278058
"A45B","899.4",.4949184
"A45B","899.41",.3739433
"A45B","899.42",.0227892
"A45B","899.49",.108349
"A45C","658.19",.0285761
"A45C","831.1",.0934447
"A45C","831.11",.0142839
"A45C","831.19",.0787548
"A45C","831.2",.1610154
"A45C","831.22",.0102587
"A45C","831.29",.1353116
"A45C","831.9",.2322522
"A45C","831.91",.0586488
"A45C","831.99",.1874538
"A45D","553.1",.0462122
"A45D","553.2",.0449196
"A45D","553.3",.1030112
"A45D","553.59",.0289222
"A45D","741.8",.0263599
"A45D","831.3",.0004627
"A45D","899.8",.1985426
"A45D","899.82",.1299467
"A45D","899.89",.4216229
"A45F","658.1",.0031724
"A45F","658.19",.057602
"A45F","658.2",.0271793
"A45F","658.22",.0264504
"A45F","658.29",.0032047
"A45F","658.4",.0034775
"A45F","658.46",.0129482
"A45F","831.1",.0272391
"A45F","831.12",.0049703
"A45F","831.9",.3019881
"A45F","831.99",.5034772
"A45F","893.11",.0282907
"A46B","291.9",.847625
"A46B","554.3",.0693347
"A46B","554.31",.0819279
"A46B","697.43",.0011124
"A46D","266.69",.0702527
"A46D","291.9",.365799
"A46D","291.92",.5601428
"A46D","664.91",.0038056
"A47B","821.18",.0276232
"A47B","821.3",.0377566
"A47B","821.31",.0027617
"A47B","821.55",.0007288
"A47B","821.7",.760779
"A47B","821.8",.1703507
"A47C","658.24",.0019034
"A47C","658.43",.0006749
"A47C","821.1",.0229923
"A47C","821.14",.0289981
"A47C","821.17",.0027199
"A47C","821.18",.4279297
"A47C","821.2",.3794228
"A47C","821.23",.0407599
"A47C","821.25",.0407599
"A47C","821.7",.0538391
"A47D","821.18",.2859612
"A47D","821.2",.0727056
"A47D","821.21",.0308697
"A47D","845.1",.3031462
"A47D","845.11",.3073172
"A47F","098.99",.0110463
"A47F","122.2",.0640167
"A47F","583.9",.061226
"A47F","658.5",.0520229
"A47F","658.51",.0524965
"A47F","664.1",.0868562
"A47F","664.39",.0839969
"A47F","728.29",.0006367
"A47F","735.9",.0364095
"A47F","741.4",.0614786
"A47F","741.43",.0763527
"A47F","821.7",.0529679
"A47F","899.88",.3604929
"A47G","045.92",.0040471
"A47G","292.31",.0319763
"A47G","635.41",.0041421
"A47G","657.4",.0674829
"A47G","658.12",.0027569
"A47G","658.3",.0459876
"A47G","658.32",.0028883
"A47G","658.39",.0403121
"A47G","658.52",.0086108
"A47G","658.99",.019709
"A47G","659.5",.0430977
"A47G","659.53",.0384294
"A47G","659.59",.0413361
"A47G","659.6",.0430977
"A47G","659.69",.0430977
"A47G","666.11",.0010046
"A47G","697.8",.0043262
"A47G","697.82",.0043965
"A47G","821.2",.1423911
"A47G","821.27",.1046746
"A47G","821.29",.3016323
"A47G","893.32",.004603
"A47H","658.5",.4977345
"A47H","658.51",.5022655
"A47J","048.41",.0008296
"A47J","071.1",.3076415
"A47J","071.11",.3254194
"A47J","098.5",.0373486
"A47J","111.0",.0449014
"A47J","111.01",.0596149
"A47J","245.02",.0004987
"A47J","663.91",.0072837
"A47J","696.8",.028815
"A47J","697.3",.0662915
"A47J","697.31",.1110422
"A47J","741.87",.0071455
"A47J","743.62",.0031682
"A47K","554.1",.2788755
"A47K","554.11",.0241773
"A47K","554.15",.250866
"A47K","554.19",.2788755
"A47K","821.18",.0565546
"A47K","893.2",.0553255
"A47K","893.21",.0553255
"A47L","554.3",.044609
"A47L","554.31",.0508129
"A47L","554.34",.0002199
"A47L","575.53",.0292155
"A47L","658.9",.1112889
"A47L","658.92",.1702111
"A47L","659.5",.0534888
"A47L","659.53",.0498418
"A47L","659.59",.0548059
"A47L","659.6",.0534888
"A47L","659.69",.0534888
"A47L","697.53",.0004398
"A47L","745.2",.0624077
"A47L","745.21",.265681
"A61B","774.11",.0423839
"A61B","774.12",.0003443
"A61B","774.2",.1504404
"A61B","774.21",.1533861
"A61B","774.29",.1504404
"A61B","872.2",.2406346
"A61B","872.21",.1712809
"A61B","872.29",.0910894
"A61C","598.95",.0040889
"A61C","872.1",.3346273
"A61C","872.11",.0762988
"A61C","872.19",.3346273
"A61C","899.6",.0432645
"A61C","899.65",.2070932
"A61D","025.2",.0367161
"A61D","025.22",.0408799
"A61D","211.2",.0044858
"A61D","211.21",.0044858
"A61D","211.29",.0044858
"A61D","211.99",.0250056
"A61D","541.6",.0269208
"A61D","541.63",.0308054
"A61D","542.1",.0163329
"A61D","542.11",.0163329
"A61D","542.12",.0163329
"A61D","542.13",.0163329
"A61D","542.19",.0163329
"A61D","542.9",.0238743
"A61D","542.91",.0238743
"A61D","542.93",.0240414
"A61D","581.2",.0028368
"A61D","872.2",.2423406
"A61D","872.21",.2584227
"A61D","872.4",.1691604
"A61F","541.91",.3462237
"A61F","872.2",.2181409
"A61F","872.21",.2050567
"A61F","899.63",.0019192
"A61F","899.66",.1143297
"A61F","899.69",.1143297
"A61G","785.3",.2256434
"A61G","785.31",.4855797
"A61G","785.36",.098268
"A61G","821.18",.0328591
"A61G","821.2",.0372548
"A61G","872.4",.1203949
"A61H","821.18",.0892264
"A61H","872.3",.2847136
"A61H","872.31",.5709563
"A61H","899.42",.0551036
"A61J","541.31",.0262362
"A61J","541.9",.0829031
"A61J","542.9",.2185325
"A61J","542.91",.2185325
"A61J","542.93",.2199537
"A61J","583.9",.0376678
"A61J","872.2",.0729187
"A61J","872.21",.057602
"A61J","874.55",.039077
"A61J","874.61",.0265766
"A61K","035.4",.0000206
"A61K","512.24",.008807
"A61K","513.81",.0000412
"A61K","514.6",.0469648
"A61K","514.65",.041623
"A61K","541.1",.0456503
"A61K","541.13",.0023951
"A61K","541.33",.0031165
"A61K","541.44",.0010739
"A61K","541.45",.0019232
"A61K","541.46",.0000316
"A61K","541.5",.03709
"A61K","541.6",.0847329
"A61K","541.63",.0820988
"A61K","541.9",.1580344
"A61K","542.9",.1618982
"A61K","542.91",.1618982
"A61K","542.92",.0035002
"A61K","542.93",.1590588
"A61K","553.4",.0000412
"A61L","553.1",.0339006
"A61L","553.54",.0000783
"A61L","591.4",.1242422
"A61L","741.8",.1436424
"A61L","741.83",.4881504
"A61L","778.2",.0511666
"A61L","778.24",.1588194
"A61M","542.9",.0244723
"A61M","542.91",.0244723
"A61M","542.93",.0246388
"A61M","872.2",.4553903
"A61M","872.21",.4655099
"A61M","872.33",.0055164
"A61N","871.9",.0335673
"A61N","871.92",.0356353
"A61N","872.2",.0395634
"A61N","872.21",.0328352
"A61N","899.6",.1079636
"A61N","899.67",.7504352
"A61P","037.15",.0000226
"A61P","037.16",.0000226
"A61P","075.11",.0002491
"A61P","075.27",.0052144
"A61P","075.28",.0017847
"A61P","514.6",.0371068
"A61P","514.65",.0344598
"A61P","541.5",.0334242
"A61P","541.6",.0364822
"A61P","541.63",.0325505
"A61P","541.9",.2098166
"A61P","542.2",.0027826
"A61P","542.21",.0023759
"A61P","542.23",.0023759
"A61P","542.24",.0003688
"A61P","542.3",.0008943
"A61P","542.31",.0008943
"A61P","542.32",.0008943
"A61P","542.9",.2000713
"A61P","542.91",.2000713
"A61P","542.93",.198138
"A61Q","511.13",.0231273
"A61Q","512.2",.0239992
"A61Q","512.22",.0228963
"A61Q","512.25",.0074612
"A61Q","514.62",.0003481
"A61Q","514.89",.0001743
"A61Q","541.1",.0380288
"A61Q","541.12",.0104193
"A61Q","541.14",.0070337
"A61Q","541.15",.0152643
"A61Q","553.1",.0676077
"A61Q","553.2",.1686073
"A61Q","553.3",.3067683
"A61Q","553.5",.1508615
"A61Q","553.51",.0035212
"A61Q","553.52",.1357605
"A61Q","553.53",.0146151
"A61Q","592.26",.003506
"A62B","541.91",.0231447
"A62B","658.93",.0269118
"A62B","693.1",.0241256
"A62B","693.11",.0284624
"A62B","782.25",.1194872
"A62B","848.4",.0729413
"A62B","848.42",.0449854
"A62B","848.43",.0032883
"A62B","848.44",.0379759
"A62B","848.49",.0467022
"A62B","872.3",.110076
"A62B","872.35",.4618992
"A62C","598.9",.1848335
"A62C","598.94",.3442006
"A62C","782.2",.0123766
"A62C","782.25",.4585894
"A62D","511.32",.047496
"A62D","516.99",.0245112
"A62D","522.64",.0179944
"A62D","522.69",.0323201
"A62D","523.5",.0344187
"A62D","523.52",.0914681
"A62D","523.6",.0384939
"A62D","523.63",.0406608
"A62D","523.7",.0337883
"A62D","523.8",.0711987
"A62D","541.17",.0041603
"A62D","591.1",.0772029
"A62D","598.9",.0365403
"A62D","598.94",.0535075
"A62D","782.25",.3962389
"A63B","748.5",.0318243
"A63B","821.18",.0422347
"A63B","894.7",.1736954
"A63B","894.75",.0154527
"A63B","894.76",.5641648
"A63B","894.77",.0361245
"A63B","894.78",.1365037
"A63C","851.2",.2327302
"A63C","851.21",.0055403
"A63C","851.22",.0055403
"A63C","894.7",.1131646
"A63C","894.72",.6430246
"A63D","894.3",.1254819
"A63D","894.33",.8745182
"A63F","723.99",.0244606
"A63F","894.2",.1149877
"A63F","894.3",.3987427
"A63F","894.31",.2400447
"A63F","894.37",.158098
"A63F","894.39",.0636663
"A63G","699.2",.0146172
"A63G","699.22",.014859
"A63G","821.18",.4098771
"A63G","894.2",.2703656
"A63G","894.39",.0367308
"A63G","894.6",.2289838
"A63G","899.96",.0245666
"A63H","894.2",1
"A63J","658.5",.2355445
"A63J","658.51",.2376887
"A63J","776.11",.0110768
"A63J","846.11",.0438788
"A63J","894.2",.0293933
"A63J","894.37",.0668938
"A63J","894.4",.0199643
"A63J","894.49",.3318558
"A63J","899.72",.023704
"A63K","583.9",.0446539
"A63K","658.33",.1150113
"A63K","659.52",.0171362
"A63K","845.2",.0291287
"A63K","845.21",.0291287
"A63K","899.7",.0430573
"A63K","899.71",.7218839
"B01B","054.89",.0312157
"B01B","212.3",.2746407
"B01B","511.22",.0066599
"B01B","512.1",.1136818
"B01B","512.11",.1730821
"B01B","551.3",.0574829
"B01B","551.32",.057653
"B01B","689.84",.0824475
"B01B","692.1",.0416871
"B01B","692.11",.0427975
"B01B","742.9",.0179409
"B01B","742.91",.0179949
"B01B","812.1",.0430093
"B01B","812.11",.0397066
"B01D","081.37",.0002645
"B01D","522.6",.0677787
"B01D","522.61",.0827691
"B01D","598.6",.0972536
"B01D","598.64",.0993816
"B01D","641.56",.044976
"B01D","658.19",.0510034
"B01D","691.12",.0533005
"B01D","743.6",.1628352
"B01D","743.61",.172914
"B01D","743.67",.0008752
"B01D","743.9",.0463245
"B01D","743.95",.0538547
"B01D","747.8",.066469
"B01F","012.5",.0003011
"B01F","098.1",.0035216
"B01F","098.11",.0028604
"B01F","098.14",.0018744
"B01F","286.2",.0007151
"B01F","335.3",.0033899
"B01F","533.4",.0643771
"B01F","533.43",.0621789
"B01F","695.4",.4015784
"B01F","695.49",.4015784
"B01F","747.8",.0576245
"B01J","285.2",.182423
"B01J","523.8",.0596495
"B01J","598.8",.2823803
"B01J","598.81",.096199
"B01J","598.83",.1890777
"B01J","681.2",.0834373
"B01J","681.22",.0534166
"B01J","681.25",.0534166
"B01L","541.92",.0021368
"B01L","598.69",.0156235
"B01L","664.1",.1441526
"B01L","664.39",.0569492
"B01L","665.1",.0557861
"B01L","665.2",.0071743
"B01L","665.21",.0132051
"B01L","665.23",.0150954
