ipc4,sitc_rev4_45,probability_weight
"B01L","665.91",.0072551
"B01L","665.99",.0129988
"B01L","743.5",.1553463
"B01L","743.59",.1599697
"B01L","874.46",.125779
"B01L","874.49",.0185848
"B01L","874.55",.0465668
"B01L","874.6",.0788458
"B01L","874.61",.0845305
"B02B","042.2",.0047004
"B02B","042.3",.3833718
"B02B","042.31",.3197919
"B02B","042.32",.0950141
"B02B","048.1",.0267696
"B02B","081.2",.1241796
"B02B","277.22",.0177142
"B02B","731.54",.0284583
"B02C","048.15",.0026786
"B02C","723.9",.0568719
"B02C","723.99",.0486529
"B02C","727.1",.1220385
"B02C","727.11",.0922805
"B02C","727.19",.0373198
"B02C","728.3",.0271973
"B02C","728.32",.0269423
"B02C","728.39",.0271973
"B02C","731.54",.0693488
"B02C","735.9",.4894723
"B03B","273.3",.0918359
"B03B","273.39",.1946006
"B03B","278.99",.494873
"B03B","281.5",.0401546
"B03B","282.3",.005037
"B03B","287.84",.0017436
"B03B","287.92",.0181836
"B03B","289.1",.0767692
"B03B","289.11",.0068681
"B03B","289.19",.0699346
"B03C","278.6",.0316329
"B03C","278.62",.0316329
"B03C","278.99",.197747
"B03C","281.5",.2128958
"B03C","288.1",.0013525
"B03C","562.2",.0315069
"B03C","692.1",.0366547
"B03C","692.11",.0369628
"B03C","692.4",.1078569
"B03C","692.41",.1111744
"B03C","692.43",.1111744
"B03C","697.44",.0106773
"B03C","735.9",.0787314
"B03D","278.54",.0040401
"B03D","278.99",.6156036
"B03D","283.1",.0990983
"B03D","285.1",.002727
"B03D","287.4",.0206781
"B03D","287.5",.0379828
"B03D","287.6",.0137702
"B03D","287.8",.0353026
"B03D","287.82",.0394616
"B03D","287.85",.004435
"B03D","514.63",.0023426
"B03D","522.42",.0377375
"B03D","523.42",.0365105
"B03D","598.13",.0503101
"B04B","743.5",.4577175
"B04B","743.51",.0002766
"B04B","743.59",.4708672
"B04B","743.91",.0711386
"B04C","047.21",.0026526
"B04C","251.9",.0326832
"B04C","251.92",.0326832
"B04C","273.39",.0373814
"B04C","278.6",.0561106
"B04C","278.62",.0561106
"B04C","278.99",.0726275
"B04C","343.1",.0445771
"B04C","562.2",.0570577
"B04C","658.19",.0385787
"B04C","721.26",.0426525
"B04C","721.27",.0426525
"B04C","723.39",.0169593
"B04C","723.9",.0805505
"B04C","723.91",.1010327
"B04C","743.5",.0823533
"B04C","743.59",.0848043
"B04C","747.8",.0754181
"B04C","747.9",.0431144
"B05B","533.4",.0993178
"B05B","533.43",.1017026
"B05B","745.6",.3701051
"B05B","745.62",.3304721
"B05B","745.65",.0478556
"B05B","745.68",.0505468
"B05C","533.4",.2901019
"B05C","533.43",.2931421
"B05C","533.54",.0036466
"B05C","592.2",.3736613
"B05C","724.92",.0394481
"B05D","531.1",.032114
"B05D","531.17",.0340699
"B05D","533.4",.4044737
"B05D","533.43",.4906482
"B05D","533.44",.031879
"B05D","575.42",.003865
"B05D","686.3",.0003533
"B05D","821.53",.0025969
"B06B","663.9",.1297932
"B06B","663.99",.1300829
"B06B","735.9",.5093438
"B06B","737.1",.026661
"B06B","776.81",.1468668
"B06B","778.8",.0274157
"B06B","778.81",.0298365
"B07B","042.3",.0407515
"B07B","042.32",.0445099
"B07B","288.24",.0036153
"B07B","292.51",.0026183
"B07B","721.26",.2696
"B07B","721.27",.2696
"B07B","723.47",.0387784
"B07B","723.9",.0818546
"B07B","723.99",.0611706
"B07B","728.3",.036507
"B07B","728.31",.0752679
"B07B","728.39",.036507
"B07B","735.9",.0392197
"B07C","044.1",.0010107
"B07C","642.2",.0961456
"B07C","642.21",.1013844
"B07C","721.26",.1990914
"B07C","721.27",.1990914
"B07C","728.49",.0107112
"B07C","744.7",.1077819
"B07C","744.74",.1251116
"B07C","744.79",.0417156
"B07C","911.0",.1179563
"B08B","289.29",.0009744
"B08B","525.15",.0004292
"B08B","723.9",.0599634
"B08B","724.9",.2104909
"B08B","735.9",.3351751
"B08B","745.23",.2632134
"B08B","747.8",.0635697
"B08B","775.3",.0644606
"B08B","775.57",.0017233
"B09B","081.19",.0466781
"B09B","081.38",.0052134
"B09B","081.39",.0033569
"B09B","278.4",.0298528
"B09B","278.6",.1757299
"B09B","278.62",.1757299
"B09B","562.2",.164439
"B09B","562.99",.0628723
"B09B","599.1",.080882
"B09B","599.2",.1327044
"B09B","599.3",.0102741
"B09B","599.9",.0090236
"B09B","661.1",.0189114
"B09B","689.14",.0254847
"B09B","728.46",.0057348
"B09B","741.38",.0531127
"B09C","061.59",.0119064
"B09C","081.1",.031433
"B09C","081.12",.0331702
"B09C","081.53",.0554862
"B09C","287.91",.0031503
"B09C","322.3",.277678
"B09C","511.32",.170816
"B09C","522.69",.0576116
"B09C","524.91",.0599237
"B09C","524.96",.0203789
"B09C","661.11",.0110564
"B09C","689.82",.0972153
"B09C","689.95",.0853453
"B09C","735.9",.0663692
"B09C","874.65",.0184596
"B21B","672.81",.0039768
"B21B","673.2",.0278978
"B21B","673.21",.0278978
"B21B","673.24",.0278978
"B21B","673.27",.0278978
"B21B","673.29",.0278978
"B21B","673.4",.0278978
"B21B","673.41",.0278978
"B21B","673.46",.0278978
"B21B","673.49",.0278978
"B21B","673.5",.0278978
"B21B","673.51",.0278978
"B21B","673.52",.0278978
"B21B","673.53",.0278978
"B21B","674.4",.0027651
"B21B","674.44",.0027651
"B21B","675.3",.002117
"B21B","675.31",.002117
"B21B","675.32",.002117
"B21B","675.33",.002117
"B21B","675.34",.002117
"B21B","675.35",.002117
"B21B","675.36",.002117
"B21B","675.37",.002117
"B21B","675.38",.002117
"B21B","675.5",.002117
"B21B","675.51",.002117
"B21B","675.52",.002117
"B21B","675.53",.002117
"B21B","675.54",.002117
"B21B","675.55",.002117
"B21B","675.56",.002117
"B21B","679.1",.0543472
"B21B","679.14",.0513191
"B21B","735.9",.1407578
"B21B","737.21",.0337997
"B21B","737.29",.0055302
"B21B","745.9",.1857641
"B21B","745.91",.1224311
"B21C","684.21",.011443
"B21C","693.1",.0499303
"B21C","693.11",.0439946
"B21C","733.91",.0019072
"B21C","735.9",.0366008
"B21C","874.2",.1096947
"B21C","874.22",.7464294
"B21D","693.5",.000072
"B21D","731.71",.0090755
"B21D","733.1",.1555762
"B21D","733.12",.1424433
"B21D","733.13",.1424433
"B21D","733.16",.0302702
"B21D","733.17",.0302702
"B21D","735.9",.4545087
"B21D","735.95",.0242316
"B21D","749.12",.0111089
"B21F","676.1",.1646547
"B21F","676.11",.1646547
"B21F","676.12",.1646547
"B21F","676.4",.1645408
"B21F","676.44",.1646547
"B21F","678.1",.026058
"B21F","678.14",.02613
"B21F","678.19",.026058
"B21F","693.1",.028006
"B21F","693.11",.0297181
"B21F","693.2",.0034002
"B21F","735.9",.0374701
"B21G","678.14",.0339085
"B21G","694.1",.2173444
"B21G","699.3",.0676763
"B21G","699.31",.3864472
"B21G","724.3",.0275053
"B21G","724.39",.0402527
"B21G","731.66",.1053419
"B21G","735.9",.1215238
"B21H","735.9",.0239338
"B21H","745.9",.6298929
"B21H","745.91",.2077916
"B21H","745.93",.1383817
"B21J","676.29",.0070724
"B21J","676.34",.0017962
"B21J","695.4",.0497089
"B21J","695.42",.0864895
"B21J","695.48",.2059286
"B21J","695.49",.0497089
"B21J","695.7",.0774656
"B21J","731.41",.0011316
"B21J","733.1",.0612652
"B21J","733.11",.1965061
"B21J","735.9",.2629271
"B21K","676.3",.0177019
"B21K","676.33",.0177019
"B21K","676.39",.0214222
"B21K","676.43",.0171377
"B21K","676.46",.0214222
"B21K","724.6",.0425361
"B21K","731.73",.0056706
"B21K","733.1",.1010188
"B21K","733.11",.2178352
"B21K","735.9",.5375534
"B21L","695.62",.0244315
"B21L","735.9",.028409
"B21L","748.3",.3319668
"B21L","748.31",.3524329
"B21L","748.32",.041295
"B21L","748.39",.2214647
"B22C","575.44",.0212846
"B22C","598.3",.0023796
"B22C","598.39",.0040216
"B22C","671.31",.0003786
"B22C","699.69",.0004345
"B22C","749.1",.2028846
"B22C","749.11",.2342441
"B22C","749.14",.2671862
"B22C","749.15",.2671862
"B22D","672.4",.0334977
"B22D","672.41",.0335302
"B22D","696.6",.1246303
"B22D","696.61",.1246303
"B22D","696.62",.1246303
"B22D","696.63",.1246303
"B22D","696.69",.1246303
"B22D","737.1",.0328229
"B22D","737.12",.195921
"B22D","749.14",.0405384
"B22D","749.15",.0405384
"B22F","681.1",.0511605
"B22F","681.14",.12059
"B22F","682.1",.0283588
"B22F","682.6",.044051
"B22F","682.62",.1826666
"B22F","683.2",.0698885
"B22F","683.23",.1276289
"B22F","684.25",.0404113
"B22F","686.33",.0309426
"B22F","689.1",.0751812
"B22F","689.11",.0429556
"B22F","699.99",.0042401
"B22F","735.9",.0496305
"B22F","971.02",.1322944
"B23B","723.37",.0243582
"B23B","723.44",.0243582
"B23B","723.93",.011657
"B23B","731.3",.2737662
"B23B","731.37",.0072254
"B23B","731.39",.2595284
"B23B","731.4",.0803209
"B23B","731.43",.0559186
"B23B","731.45",.0230773
"B23B","731.46",.0260419
"B23B","735.1",.0784694
"B23B","735.11",.0833471
"B23B","735.9",.0268976
"B23B","778.41",.0250339
"B23C","727.1",.3147159
"B23C","727.11",.2444807
"B23C","727.19",.0750245
"B23C","731.52",.0009599
"B23C","731.53",.0006666
"B23C","731.54",.3221951
"B23C","735.9",.0419575
"B23D","676.17",.00028
"B23D","676.41",.00028
"B23D","695.2",.0242434
"B23D","695.23",.0195596
"B23D","695.5",.4595037
"B23D","695.51",.0459219
"B23D","695.52",.0539835
"B23D","695.53",.0539835
"B23D","695.55",.0009451
"B23D","695.59",.3215162
"B23D","733.14",.0098915
"B23D","733.15",.0098915
"B23F","727.1",.18312
"B23F","727.11",.1755572
"B23F","731.3",.0547114
"B23F","731.35",.0022868
"B23F","731.39",.0458579
"B23F","731.54",.184207
"B23F","731.67",.0069688
"B23F","731.75",.1257909
"B23F","735.15",.0133482
"B23F","735.9",.2081517
"B23G","695.41",.1159362
"B23G","724.6",.0339175
"B23G","731.3",.1621411
"B23G","731.39",.1507197
"B23G","731.5",.0475878
"B23G","731.57",.1775199
"B23G","735.9",.3041152
"B23G","735.91",.0080626
"B23H","351.0",.0593718
"B23H","689.1",.0341836
"B23H","689.12",.1262817
"B23H","723.9",.0371296
"B23H","723.99",.0450156
"B23H","728.11",.003442
"B23H","731.1",.0419458
"B23H","731.14",.4036996
"B23H","731.77",.0293117
"B23H","733.9",.0168202
"B23H","733.93",.0189227
"B23H","733.99",.0418127
"B23H","735.9",.142063
"B23K","687.2",.0027768
"B23K","737.3",.1645893
"B23K","737.31",.0157053
"B23K","737.32",.0045838
"B23K","737.33",.005225
"B23K","737.34",.005225
"B23K","737.35",.0164247
"B23K","737.36",.0164247
"B23K","737.37",.0997367
"B23K","737.39",.0272143
"B23K","737.4",.2463173
"B23K","737.42",.0291543
"B23K","737.43",.2382707
"B23K","737.49",.0392813
"B23K","871.9",.0432346
"B23K","871.92",.045836
"B23P","723.99",.039633
"B23P","727.1",.1272817
"B23P","727.11",.1013946
"B23P","731.3",.0519461
"B23P","731.39",.0421909
"B23P","731.54",.1219705
"B23P","735.9",.4268127
"B23P","737.4",.0457991
"B23P","737.43",.0429715
"B23Q","727.1",.1132401
"B23Q","727.11",.0930209
"B23Q","731.2",.1242058
"B23Q","731.21",.1240436
"B23Q","731.22",.0001836
"B23Q","731.3",.1554158
"B23Q","731.39",.1418666
"B23Q","731.54",.1194826
"B23Q","735.1",.0335773
"B23Q","735.11",.0295543
"B23Q","735.9",.0654092
"B24B","663.1",.0206366
"B24B","663.11",.016972
"B24B","663.12",.016972
"B24B","663.13",.0038101
"B24B","667.2",.0388181
"B24B","667.21",.0388181
"B24B","667.22",.0388181
"B24B","667.29",.0388181
"B24B","731.6",.0564683
"B24B","731.62",.0374035
"B24B","731.69",.0185378
"B24B","735.9",.6739274
"B24C","611.83",.0008579
"B24C","663.2",.0139328
"B24C","745.6",.1217425
"B24C","745.62",.0274741
"B24C","745.63",.8044748
"B24C","745.68",.0315178
"B24D","551.33",.0402378
"B24D","663.21",.0013467
"B24D","663.29",.0011783
"B24D","667.2",.2069688
"B24D","667.21",.2069688
"B24D","667.22",.2069688
"B24D","667.29",.2069688
"B24D","735.9",.1293621
"B25B","695.3",.6994203
"B25B","695.4",.0225856
"B25B","695.44",.1784405
"B25B","695.49",.0225856
"B25B","695.7",.0304521
"B25B","699.71",.0001222
"B25B","745.1",.0228894
"B25B","745.12",.0235044
"B25C","694.1",.2207366
"B25C","694.31",.0017834
"B25C","695.4",.0738729
"B25C","695.42",.1783516
"B25C","695.48",.1632121
"B25C","695.49",.0738729
"B25C","695.7",.1840623
"B25C","735.9",.0394605
"B25C","745.1",.0299079
"B25C","745.12",.0347398
"B25D","695.4",.0870509
"B25D","695.42",.4355892
"B25D","695.43",.042238
"B25D","695.49",.0870509
"B25D","695.7",.348071
"B25F","695.3",.0249777
"B25F","695.42",.0220138
"B25F","695.44",.0514976
"B25F","695.7",.0324806
"B25F","745.1",.0689672
"B25F","745.11",.0035289
"B25F","745.12",.0519355
"B25F","778.4",.327174
"B25F","778.41",.0413207
"B25F","778.45",.376104
"B25G","695.3",.0433803
"B25G","695.4",.0456444
"B25G","695.42",.0786114
"B25G","695.44",.1338879
"B25G","695.49",.0456444
"B25G","695.64",.0126766
"B25G","695.7",.0964499
"B25G","696.8",.0394733
"B25G","745.1",.2212356
"B25G","745.12",.2321219
"B25G","745.19",.0508745
"B25H","676.87",.0014487
"B25H","695.3",.0529782
"B25H","695.4",.0442596
"B25H","695.44",.171049
"B25H","695.45",.0079811
"B25H","695.49",.0442596
"B25H","735.1",.1204258
"B25H","735.11",.1242218
"B25H","735.9",.0397313
"B25H","745.1",.1236021
"B25H","745.12",.1402723
"B25H","745.19",.0448963
"B25H","778.4",.0521838
"B25H","778.45",.0326907
"B25J","695.1",.0652427
"B25J","695.47",.0473805
"B25J","699.51",.0206401
"B25J","735.1",.0734181
"B25J","735.11",.0645569
"B25J","735.13",.0138878
"B25J","735.9",.2336645
"B25J","748.4",.0901182
"B25J","748.5",.1053132
"B25J","748.9",.2210946
"B25J","831.29",.0646835
"B26B","696.3",.1416467
"B26B","696.31",.1468487
"B26B","696.35",.0328269
"B26B","696.38",.0139019
"B26B","696.4",.151592
"B26B","696.59",.0430057
"B26B","696.8",.1879791
"B26B","775.4",.1258969
"B26B","775.41",.11846
"B26B","775.42",.0074411
"B26B","775.49",.030401
"B26D","641.2",.040262
"B26D","641.26",.040262
"B26D","641.29",.040262
"B26D","641.5",.0436566
"B26D","641.59",.0454795
"B26D","642.43",.000908
"B26D","695.4",.0415738
"B26D","695.49",.0415738
"B26D","695.6",.0495543
"B26D","695.61",.0711216
"B26D","696.8",.3582872
"B26D","724.6",.0442881
"B26D","725.2",.0633242
"B26D","725.21",.0957939
"B26D","735.9",.023653
"B26F","641.2",.0889471
"B26F","641.26",.0889471
"B26F","641.29",.0889471
"B26F","641.5",.0974769
"B26F","641.59",.1007336
"B26F","642.45",.0010415
"B26F","695.48",.055964
"B26F","696.8",.1570875
"B26F","724.6",.043251
"B26F","735.9",.2776041
"B27B","695.21",.0114588
"B27B","695.5",.497631
"B27B","695.52",.0770873
"B27B","695.53",.0770873
"B27B","695.54",.0143583
"B27B","695.59",.2834781
"B27B","778.43",.0388992
"B27C","635.9",.2725358
"B27C","635.91",.278706
"B27C","727.1",.0748711
"B27C","727.11",.0610763
"B27C","728.1",.0454842
"B27C","728.12",.1098515
"B27C","728.19",.0045087
"B27C","731.3",.0244863
"B27C","731.39",.0232633
"B27C","731.54",.0732719
"B27C","735.9",.0319448
"B27D","634.1",.3577802
"B27D","634.12",.0155862
"B27D","634.3",.335772
"B27D","634.31",.0155862
"B27D","634.32",.1633568
"B27D","634.33",.0004697
"B27D","635.39",.0034439
"B27D","821.5",.0523858
"B27D","821.59",.0556192
"B27F","635.1",.0293505
"B27F","635.12",.0458147
"B27F","635.9",.1615809
"B27F","635.91",.1611421
"B27F","695.4",.0325203
"B27F","695.48",.0763137
"B27F","695.49",.0325203
"B27F","727.1",.1269316
"B27F","727.11",.1192077
"B27F","728.12",.0330756
"B27F","731.54",.1332104
"B27F","735.9",.0483323
"B27G","246.2",.1065584
"B27G","635.9",.2099297
"B27G","635.91",.2113966
"B27G","695.22",.0027438
"B27G","695.43",.0465809
"B27G","695.5",.1946475
"B27G","695.52",.0404308
"B27G","695.53",.0404308
"B27G","695.59",.0976657
"B27G","696.8",.0496157
"B27H","112.41",.0460886
"B27H","248.3",.0046052
"B27H","635.2",.9450116
"B27H","821.16",.0042947
"B27J","244.0",.1021379
"B27J","244.02",.210566
"B27J","244.03",.210566
"B27J","244.04",.008918
"B27J","633.11",.1090064
"B27J","633.21",.0131523
"B27J","724.5",.0815851
"B27J","724.51",.1030133
"B27J","724.52",.030723
"B27J","724.67",.0422976
"B27J","899.71",.0880344
"B27K","244.0",.0703893
"B27K","246.1",.0418393
"B27K","246.11",.0063854
"B27K","591.1",.066582
"B27K","591.2",.0374367
"B27K","591.4",.0940699
"B27K","633.11",.0611008
"B27K","634.1",.0488257
"B27K","634.3",.0481422
"B27K","635.3",.0334173
"B27K","635.99",.1199214
"B27K","741.85",.0172951
"B27K","821.5",.1670186
"B27K","821.59",.1875762
"B27L","246.1",.1160681
"B27L","246.2",.0358218
"B27L","634.9",.0304803
"B27L","634.93",.0270262
"B27L","635.9",.1631822
"B27L","635.91",.167466
"B27L","696.8",.279949
"B27L","731.3",.0691907
"B27L","731.39",.092434
"B27L","821.13",.0183817
"B27M","247.3",.0268648
"B27M","634.1",.0514595
"B27M","634.11",.0194995
"B27M","634.3",.0459488
"B27M","634.39",.0194995
"B27M","634.91",.0120105
"B27M","635.12",.0398773
"B27M","635.3",.0335181
"B27M","635.34",.0061649
"B27M","635.42",.0051353
"B27M","635.9",.0663962
"B27M","635.91",.0537593
"B27M","635.99",.0324228
"B27M","735.9",.0624465
"B27M","821.5",.2230036
"B27M","821.59",.23315
"B27M","821.7",.036214
"B27M","821.79",.0326296
"B27N","246.1",.0546924
"B27N","246.2",.0250184
"B27N","575.41",.0075861
"B27N","634.2",.1825733
"B27N","634.21",.0399313
"B27N","634.22",.1825733
"B27N","634.23",.1825733
"B27N","634.5",.1155884
"B27N","634.54",.0078336
"B27N","634.59",.1155884
"B27N","634.9",.0320061
"B27N","634.93",.0407502
"B27N","728.44",.0132852
"B28B","273.2",.1061066
"B28B","273.23",.0768946
"B28B","273.24",.0299892
"B28B","662.3",.0386166
"B28B","662.31",.0419122
"B28B","662.32",.0419122
"B28B","662.4",.060967
"B28B","662.41",.0611114
"B28B","662.44",.0621448
"B28B","663.3",.0689403
"B28B","663.31",.0255677
"B28B","663.32",.0638904
"B28B","663.34",.015573
"B28B","663.9",.1022024
"B28B","663.99",.1022517
"B28B","723.4",.0355513
"B28B","723.48",.0663687
"B28C","273.2",.0888453
"B28C","273.23",.0537118
"B28C","273.24",.0352573
"B28C","273.4",.0440733
"B28C","278.97",.0889351
"B28C","598.97",.0520502
"B28C","661.8",.1183726
"B28C","661.81",.1188478
"B28C","723.4",.0472396
"B28C","723.48",.0849856
"B28C","723.9",.0786375
"B28C","723.91",.0858621
"B28C","728.33",.0268899
"B28C","728.55",.0280638
"B28C","742.3",.0380173
"B28C","744.81",.0102109
"B28D","273.1",.0698923
"B28D","273.12",.0363186
"B28D","273.13",.0234479
"B28D","661.3",.0290989
"B28D","661.35",.0026126
"B28D","661.39",.0026126
"B28D","662.31",.025188
"B28D","662.32",.025188
"B28D","667.2",.1959614
"B28D","667.21",.1959614
"B28D","667.22",.1959614
"B28D","667.29",.1959614
"B28D","728.34",.0017956
"B29B","232.18",.0148446
"B29B","232.2",.1463404
"B29B","232.21",.1145617
"B29B","232.22",.0331318
"B29B","579.2",.000921
"B29B","579.9",.1271036
"B29B","582.2",.0002957
"B29B","582.29",.0005513
"B29B","583.9",.2232717
"B29B","728.4",.1305983
"B29B","728.42",.1418566
"B29B","728.5",.0282325
"B29B","728.52",.0382908
"B29C","583.9",.2488668
"B29C","728.4",.0792876
"B29C","728.42",.0859144
"B29C","749.1",.1564316
"B29C","749.18",.2078753
"B29C","749.19",.2078753
"B29C","846.93",.0001142
"B29C","893.9",.0136348
"B29D","583.9",.0308158
"B29D","625.5",.191737
"B29D","625.51",.191737
"B29D","625.59",.191737
"B29D","625.9",.1287413
"B29D","625.92",.050495
"B29D","625.93",.0173981
"B29D","625.94",.1048833
"B29D","657.9",.0272122
"B29D","657.93",.0376156
"B29D","723.48",.0276279
"B29K","511.1",.0401787
"B29K","511.11",.0306183
"B29K","571.1",.0759506
"B29K","571.11",.0759506
"B29K","571.12",.0759506
"B29K","574.3",.0470163
"B29K","574.33",.0340196
"B29K","575.1",.0747628
"B29K","575.11",.0689025
"B29K","575.3",.0333196
"B29K","575.31",.0333196
"B29K","575.39",.0333196
"B29K","575.4",.0614081
"B29K","575.45",.0586813
"B29K","579.3",.0013746
"B29K","581.1",.0004878
"B29K","583.1",.0057507
"B29K","583.9",.046114
"B29K","621.3",.0259891
"B29K","621.33",.0645642
"B29K","621.41",.0181808
"B29K","629.99",.0594592
"B29K","664.39",.0346814
"B29L","571.1",.0346675
"B29L","571.11",.0346675
"B29L","571.12",.0346675
"B29L","575.1",.0314703
"B29L","581.4",.0411774
"B29L","581.6",.0387692
"B29L","582.1",.0218406
"B29L","582.11",.0218406
"B29L","582.19",.0218406
"B29L","582.9",.0235281
"B29L","582.99",.0344788
"B29L","583.9",.1906989
"B29L","728.4",.0595658
"B29L","728.42",.0647007
"B29L","749.1",.086829
"B29L","749.18",.1296288
"B29L","749.19",.1296288
"B30B","599.4",.0156115
"B30B","721.9",.0080037
"B30B","721.91",.016735
"B30B","723.9",.0553448
"B30B","723.99",.0606376
"B30B","724.92",.0388981
"B30B","733.1",.0523631
"B30B","733.12",.0453881
"B30B","733.13",.0453881
"B30B","733.18",.0843948
"B30B","735.9",.3835517
"B30B","748.1",.0702517
"B30B","748.5",.0300288
"B30B","748.9",.0934028
"B31B","641.2",.0648242
"B31B","641.26",.0648242
"B31B","641.29",.0648242
"B31B","641.5",.0653046
"B31B","641.59",.0682147
"B31B","642.1",.0816737
"B31B","642.11",.079109
"B31B","642.12",.079109
"B31B","642.13",.0432071
"B31B","642.14",.0432071
"B31B","725.12",.0569651
"B31B","725.2",.1026228
"B31B","725.23",.1162907
"B31B","725.25",.0393648
"B31B","725.99",.0304586
"B31C","641.2",.0812696
"B31C","641.26",.0812696
"B31C","641.29",.0812696
"B31C","641.5",.0905745
"B31C","641.59",.0939035
"B31C","642.9",.1179053
"B31C","642.93",.1646415
"B31C","725.12",.0902007
"B31C","725.2",.0838945
"B31C","725.21",.0402008
"B31C","725.25",.0338056
"B31C","725.29",.0410647
"B31D","641.2",.1116953
"B31D","641.26",.1116953
"B31D","641.29",.1116953
"B31D","641.5",.1167232
"B31D","641.59",.115911
"B31D","641.63",.0553822
"B31D","641.7",.0297312
"B31D","641.78",.0281673
"B31D","642.9",.0572206
"B31D","642.93",.0513608
"B31D","642.94",.0102501
"B31D","725.12",.0760285
"B31D","725.2",.0389387
"B31D","725.21",.0410614
"B31D","725.29",.044139
"B31F","641.2",.1445329
"B31F","641.26",.1445329
"B31F","641.29",.1445329
"B31F","641.5",.1570615
"B31F","641.51",.0034656
"B31F","641.54",.0103125
"B31F","641.59",.1570514
"B31F","641.6",.0463457
"B31F","641.64",.029506
"B31F","641.69",.026932
"B31F","642.95",.0011074
"B31F","725.12",.0719654
"B31F","725.29",.0626538
"B32B","571.1",.074923
"B32B","571.11",.074923
"B32B","571.12",.074923
"B32B","575.1",.0665015
"B32B","575.11",.0626813
"B32B","641.4",.0533586
"B32B","641.41",.0533586
"B32B","641.46",.0533586
"B32B","641.47",.0533586
"B32B","641.48",.0533586
"B32B","641.7",.1110677
"B32B","641.79",.0659696
"B32B","641.9",.0690702
"B32B","653.8",.0001327
"B32B","653.81",.0001327
"B32B","654.6",.0028393
"B32B","663.36",.0001368
"B32B","664.1",.0595803
"B32B","664.39",.070326
"B41B","726.3",.4853694
"B41B","726.31",.4853694
"B41B","881.35",.0292613
"B41C","533.2",.0288596
"B41C","533.29",.0349608
"B41C","726.35",.2108289
"B41C","726.59",.0239486
"B41C","726.63",.1274558
"B41C","726.65",.120529
"B41C","871.9",.0405715
"B41C","871.92",.043486
"B41C","896.2",.3693597
"B41D","512.23",.1008474
"B41D","516.15",.0320629
"B41D","726.35",.0310967
"B41D","726.61",.2056687
"B41D","726.63",.4109097
"B41D","871.9",.0304981
"B41D","871.92",.0327648
"B41D","871.99",.0464655
"B41D","892.2",.0365621
"B41D","892.21",.0365621
"B41D","892.29",.0365621
"B41F","533.2",.0329717
"B41F","533.29",.0323083
"B41F","726.35",.1217767
"B41F","726.5",.1046444
"B41F","726.55",.0173166
"B41F","726.59",.088191
"B41F","726.6",.0314104
"B41F","726.63",.0252496
"B41F","726.65",.0282567
"B41F","726.69",.5023006
"B41F","726.9",.0073506
"B41F","726.99",.0082232
"B41G","251.1",.1254937
"B41G","251.19",.1277409
"B41G","641.2",.0513903
"B41G","641.26",.0513903
"B41G","641.29",.0513903
"B41G","641.59",.0252749
"B41G","725.12",.0542802
"B41G","725.29",.0511673
"B41G","725.9",.022119
"B41G","971.0",.2989556
"B41G","971.01",.0126999
"B41G","971.03",.1280978
"B41J","641.2",.0510876
"B41J","641.26",.0510876
"B41J","641.29",.0510876
"B41J","751.1",.0202596
"B41J","751.9",.375913
"B41J","751.95",.375913
"B41J","751.97",.0543919
"B41J","759.91",.0202596
"B41K","895.9",.0806161
"B41K","895.92",.0833015
"B41K","895.94",.8360825
"B41L","533.2",.0242059
"B41L","533.29",.0247541
"B41L","641.2",.0940424
"B41L","641.26",.0940424
"B41L","641.29",.0940424
"B41L","641.3",.2558526
"B41L","641.31",.0173526
"B41L","642.34",.0363527
"B41L","726.69",.23
"B41L","751.9",.0485055
"B41L","751.95",.0485055
"B41L","759.93",.0323439
"B41M","531.1",.1603948
"B41M","531.13",.1065177
"B41M","531.17",.1371035
"B41M","533.2",.0323241
"B41M","533.29",.0388851
"B41M","641.2",.0845172
"B41M","641.22",.0061938
"B41M","641.26",.0845172
"B41M","641.29",.0845172
"B41M","641.5",.0429446
"B41M","641.53",.0050851
"B41M","641.59",.0455093
"B41M","641.7",.0781829
"B41M","641.79",.0588553
"B41M","892.89",.0344521
"B41N","511.14",.0017162
"B41N","511.19",.0017162
"B41N","726.35",.0435819
"B41N","726.5",.4028105
"B41N","726.59",.4306008
"B41N","726.63",.0896997
"B41N","726.65",.0278695
"B41N","726.91",.002005
"B42B","726.8",.4651114
"B42B","726.81",.4651114
"B42B","726.89",.0697773
"B42C","642.3",.0316515
"B42C","642.39",.2504361
"B42C","726.8",.2427616
"B42C","726.81",.2427616
"B42C","726.89",.0271625
"B42C","892.1",.0346511
"B42C","892.12",.0583823
"B42C","892.15",.0560966
"B42C","892.19",.0560966
"B42D","641.2",.0343459
"B42D","641.26",.0343459
"B42D","641.29",.0343459
"B42D","641.5",.0258775
"B42D","641.59",.0280823
"B42D","642.2",.0351632
"B42D","642.22",.1272819
"B42D","642.3",.1252032
"B42D","642.31",.0461107
"B42D","642.32",.0131084
"B42D","642.34",.0410273
"B42D","642.39",.1036809
"B42D","892.1",.0265802
"B42D","892.12",.0369477
"B42D","892.15",.0392682
"B42D","892.19",.0392682
"B42D","892.4",.0979519
"B42D","892.42",.109563
"B42D","892.84",.0018478
"B42F","641.2",.0495745
"B42F","641.26",.0495745
"B42F","641.29",.0495745
"B42F","641.5",.0506199
"B42F","641.59",.0558655
"B42F","642.3",.1268133
"B42F","642.33",.5595829
"B42F","895.1",.0163725
