ipc4,sitc_rev4_2,probability_weight
"C01B","27",.0532298
"C01B","52",.9467701
"C01C","52",.7381403
"C01C","56",.2618597
"C01D","27",.0623925
"C01D","52",.8378197
"C01D","56",.0997878
"C01F","27",.0792472
"C01F","52",.8983377
"C01F","56",.0224151
"C01G","52",1
"C02F","27",.2075357
"C02F","52",.5285806
"C02F","56",.0413475
"C02F","59",.086964
"C02F","74",.1355722
"C03B","27",.0524465
"C03B","66",.9475535
"C03C","27",.033037
"C03C","53",.0321269
"C03C","66",.9123649
"C03C","68",.0224712
"C04B","27",.4359362
"C04B","28",.0602874
"C04B","52",.1485204
"C04B","66",.3305363
"C04B","68",.0247197
"C05B","52",.3750439
"C05B","56",.6249561
"C05C","52",.0572909
"C05C","56",.9427091
"C05D","27",.025895
"C05D","52",.1203507
"C05D","56",.8537543
"C05F","32",.0504887
"C05F","52",.0214544
"C05F","56",.9280569
"C05G","52",.0358989
"C05G","56",.9641011
"C06B","52",.3610876
"C06B","56",.6389124
"C06C","52",.1958595
"C06C","57",.0283281
"C06C","58",.2291697
"C06C","59",.3770227
"C06C","64",.0684334
"C06C","72",.0541883
"C06C","89",.0469984
"C06D","51",.026126
"C06D","52",.7529796
"C06D","56",.1992776
"C06D","74",.0216169
"C06F","27",.0565064
"C06F","52",.2331741
"C06F","55",.139621
"C06F","57",.0331701
"C06F","59",.2069726
"C06F","64",.3068469
"C06F","89",.0237089
"C07B","51",.6334956
"C07B","52",.3394197
"C07B","59",.0270847
"C07C","51",.7264695
"C07C","52",.2735305
"C07D","51",.4863285
"C07D","52",.2993853
"C07D","54",.2142863
"C07F","51",.2558297
"C07F","52",.7441704
"C07G","25",.0407789
"C07G","32",.0298544
"C07G","51",.2292429
"C07G","52",.1558519
"C07G","54",.4295739
"C07G","57",.043791
"C07G","59",.070907
"C07H","51",.356774
"C07H","52",.2506845
"C07H","54",.3925415
"C07J","51",.3764277
"C07J","52",.2394365
"C07J","54",.3841358
"C07K","51",.6548424
"C07K","54",.3451576
"C08B","51",.1029585
"C08B","52",.1232781
"C08B","57",.2514877
"C08B","59",.5222757
"C08C","23",1
"C08F","23",.024015
"C08F","51",.6530517
"C08F","52",.0934937
"C08F","57",.2294395
"C08G","51",.3310871
"C08G","52",.0589505
"C08G","57",.6099625
"C08H","32",.0385459
"C08H","51",.3154514
"C08H","52",.1763052
"C08H","56",.0459958
"C08H","57",.3030001
"C08H","59",.1207016
"C08J","23",.0389586
"C08J","51",.1893693
"C08J","52",.0587292
"C08J","57",.712943
"C08K","23",.1851674
"C08K","51",.2150294
"C08K","52",.1923907
"C08K","57",.4074125
"C08L","23",.1295618
"C08L","51",.2604418
"C08L","52",.0462118
"C08L","57",.5637845
"C09B","26",.0498411
"C09B","51",.0451587
"C09B","52",.0294037
"C09B","53",.8367046
"C09B","57",.038892
"C09C","52",.1374731
"C09C","53",.8625269
"C09D","51",.0628619
"C09D","52",.0293057
"C09D","53",.8333988
"C09D","57",.0744336
"C09F","23",.0285592
"C09F","41",.061885
"C09F","43",.0341017
"C09F","51",.0969972
"C09F","52",.1338488
"C09F","53",.2626796
"C09F","55",.2252066
"C09F","59",.1567218
"C09G","33",.0409392
"C09G","43",.1792821
"C09G","51",.1054091
"C09G","52",.297006
"C09G","55",.2238842
"C09G","57",.0432075
"C09G","66",.0360041
"C09G","68",.0742678
"C09H","21",.1616374
"C09H","59",.8383626
"C09J","23",.1217327
"C09J","51",.1957967
"C09J","52",.0387288
"C09J","57",.3858634
"C09J","59",.0401412
"C09J","64",.1787966
"C09J","66",.0389405
"C09K","27",.0647649
"C09K","51",.1630388
"C09K","52",.5270567
"C09K","56",.064721
"C09K","57",.0728917
"C09K","66",.0336621
"C09K","68",.0738646
"C10B","32",.8527886
"C10B","33",.1472113
"C10C","27",.0838011
"C10C","33",.9161988
"C10F","32",1
"C10G","27",.1444725
"C10G","32",.0365898
"C10G","33",.3307115
"C10G","34",.0504112
"C10G","51",.1575406
"C10G","52",.1675655
"C10G","59",.112709
"C10H","27",.0880688
"C10H","52",.8397244
"C10H","56",.0722068
"C10J","27",.2859606
"C10J","32",.1185257
"C10J","33",.1095527
"C10J","34",.2197359
"C10J","56",.2304223
"C10J","81",.0358028
"C10K","32",.104822
"C10K","33",.3892075
"C10K","34",.4354423
"C10K","52",.0705282
"C10L","32",.4442551
"C10L","33",.0933183
"C10L","34",.1709352
"C10L","51",.2023542
"C10L","52",.0470976
"C10L","59",.0420396
"C10M","51",.0760173
"C10M","52",.0473432
"C10M","55",.0312663
"C10M","59",.8453731
"C10N","51",.0759714
"C10N","52",.0536987
"C10N","55",.0371666
"C10N","59",.8331633
"C11B","22",.1363795
"C11B","29",.0343769
"C11B","41",.2679623
"C11B","42",.2478298
"C11B","43",.0266832
"C11B","51",.0224814
"C11B","55",.264287
"C11C","22",.0263332
"C11C","41",.188312
"C11C","42",.0652288
"C11C","43",.4533578
"C11C","51",.0950746
"C11C","89",.1716935
"C11D","51",.0859723
"C11D","52",.1077438
"C11D","55",.806284
"C12C","04",.0788214
"C12C","09",.1128734
"C12C","11",.8083053
"C12F","04",.0330988
"C12F","08",.2030789
"C12F","09",.1081992
"C12F","11",.5669484
"C12F","51",.0886749
"C12G","11",1
"C12H","11",1
"C12J","05",.2814144
"C12J","09",.7185856
"C12L","11",.9731448
"C12L","24",.0268552
"C12M","09",.0796973
"C12M","51",.0318318
"C12M","57",.0375175
"C12M","58",.0968139
"C12M","64",.0255649
"C12M","66",.1573415
"C12M","69",.234075
"C12M","74",.2172435
"C12M","87",.1199147
"C12N","09",.1112176
"C12N","22",.0478598
"C12N","51",.5907487
"C12N","52",.0234637
"C12N","54",.2012939
"C12N","59",.0254162
"C12P","05",.0891678
"C12P","06",.0605189
"C12P","08",.0249744
"C12P","09",.1499819
"C12P","51",.4191929
"C12P","52",.0380586
"C12P","54",.1708043
"C12P","59",.0473012
"C12Q","09",.0534799
"C12Q","22",.0214662
"C12Q","51",.4847322
"C12Q","52",.2335949
"C12Q","54",.2067268
"C12R","05",.048967
"C12R","06",.0267657
"C12R","08",.04332
"C12R","09",.3890008
"C12R","11",.1355927
"C12R","51",.2218193
"C12R","52",.0315182
"C12R","54",.0777606
"C12R","59",.0252556
"C12S","06",.070719
"C12S","08",.0451013
"C12S","09",.0427775
"C12S","21",.09701
"C12S","41",.0243999
"C12S","51",.2236855
"C12S","52",.1307182
"C12S","57",.0545297
"C12S","59",.0355343
"C12S","64",.2401375
"C12S","65",.035387
"C13B","06",1
"C13D","06",.0978482
"C13D","08",.9021518
"C13F","05",.3713219
"C13F","06",.6286781
"C13G","11",.9308109
"C13G","51",.0691891
"C13K","06",.8319076
"C13K","52",.0285494
"C13K","59",.139543
"C14B","21",.512478
"C14B","61",.1885201
"C14B","72",.2990019
"C14C","21",.3047688
"C14C","61",.6952312
"C21B","28",.2852976
"C21B","67",.2156795
"C21B","69",.0871087
"C21B","73",.0257488
"C21B","74",.3861654
"C21C","28",.022025
"C21C","67",.2135727
"C21C","68",.0229451
"C21C","69",.41226
"C21C","73",.2755664
"C21C","74",.0536308
"C21D","67",.6427873
"C21D","68",.047784
"C21D","69",.1695506
"C21D","73",.0825796
"C21D","74",.0572984
"C22B","28",.3458755
"C22B","68",.5314575
"C22B","69",.0252953
"C22B","74",.02915
"C22B","97",.0682216
"C22C","67",.2688122
"C22C","68",.6952333
"C22C","69",.0359544
"C22F","68",.8797042
"C22F","69",.0496453
"C22F","73",.0496509
"C22F","87",.0209997
"C23C","52",.4020494
"C23C","66",.12195
"C23C","68",.4336955
"C23C","69",.0423052
"C23D","28",.0696101
"C23D","52",.1625009
"C23D","66",.4728006
"C23D","67",.1480697
"C23D","68",.0717924
"C23D","69",.0541348
"C23D","73",.0210916
"C23F","51",.0603145
"C23F","52",.5476361
"C23F","68",.3033009
"C23F","69",.0613073
"C23F","73",.0274413
"C23G","51",.0540638
"C23G","52",.4311867
"C23G","59",.0316284
"C23G","67",.0219214
"C23G","68",.068911
"C23G","69",.3507891
"C23G","73",.0414997
"C25B","35",.0478986
"C25B","52",.7061222
"C25B","66",.0273445
"C25B","68",.1626404
"C25B","73",.0559943
"C25C","35",.0443402
"C25C","52",.1354445
"C25C","67",.0960188
"C25C","68",.4666677
"C25C","69",.2331816
"C25C","97",.0243473
"C25D","35",.0307154
"C25D","52",.1786183
"C25D","68",.6078942
"C25D","69",.0968919
"C25D","73",.0221219
"C25D","97",.0637582
"C25F","35",.1233684
"C25F","52",.2499346
"C25F","68",.2638955
"C25F","69",.1500975
"C25F","73",.212704
"C30B","27",.3903266
"C30B","52",.3096518
"C30B","66",.1686934
"C30B","77",.1016923
"C30B","87",.0296359
"C40B","51",.5670735
"C40B","52",.0407063
"C40B","54",.1059786
"C40B","57",.0305117
"C40B","66",.0838717
"C40B","73",.0516866
"C40B","87",.1201715
"D01B","26",.9572513
"D01B","65",.0216241
"D01B","72",.0211247
"D01C","26",1
"D01D","26",.234451
"D01D","57",.1574038
"D01D","65",.5766256
"D01D","72",.0315196
"D01F","26",.1720436
"D01F","51",.0369064
"D01F","57",.3267651
"D01F","65",.4642849
"D01G","26",.9440373
"D01G","65",.0289347
"D01G","72",.027028
"D01H","26",.2286854
"D01H","65",.0851268
"D01H","72",.6861878
"D02G","26",.1654298
"D02G","65",.8345702
"D02H","65",.1095954
"D02H","72",.8904046
"D02J","26",.1990038
"D02J","57",.0222721
"D02J","65",.7577929
"D02J","72",.0209311
"D03C","65",.0804473
"D03C","72",.9195526
"D03D","26",.0680123
"D03D","65",.7963837
"D03D","72",.135604
"D03J","65",.0808499
"D03J","72",.9191501
"D04B","26",.0229831
"D04B","65",.4217929
"D04B","72",.466171
"D04B","84",.089053
"D04C","26",.066442
"D04C","65",.5406731
"D04C","72",.3928848
"D04D","26",.0449711
"D04D","57",.0256943
"D04D","58",.0251074
"D04D","64",.0995459
"D04D","65",.7058486
"D04D","72",.0988327
"D04G","26",.1022789
"D04G","65",.8664643
"D04G","72",.0312568
"D04H","26",.2937941
"D04H","57",.0924878
"D04H","65",.6137181
"D05B","72",1
"D05C","65",.4794008
"D05C","72",.5205992
"D06B","26",.156857
"D06B","65",.5852474
"D06B","72",.2578956
"D06C","26",.1095726
"D06C","65",.8441852
"D06C","72",.0462422
"D06F","72",.8694581
"D06F","74",.1305419
"D06G","21",.5418103
"D06G","26",.0280493
"D06G","65",.2655751
"D06G","72",.0348195
"D06G","84",.1297457
"D06H","26",.0594527
"D06H","65",.5038981
"D06H","72",.3960452
"D06H","84",.040604
"D06J","26",.1244193
"D06J","61",.0305132
"D06J","65",.7781026
"D06J","72",.0669649
"D06L","26",.3536026
"D06L","51",.0833071
"D06L","52",.2541465
"D06L","65",.3089438
"D06M","26",.3552891
"D06M","51",.0392903
"D06M","52",.0282342
"D06M","57",.1090001
"D06M","65",.4681863
"D06N","26",.0391741
"D06N","57",.2393569
"D06N","65",.721469
"D06P","26",.2759146
"D06P","51",.0260075
"D06P","53",.2029627
"D06P","57",.1087197
"D06P","65",.3863955
"D06Q","26",.098992
"D06Q","65",.901008
"D07B","26",.5765606
"D07B","57",.0698096
"D07B","58",.0280111
"D07B","62",.1293396
"D07B","65",.0634446
"D07B","72",.0469795
"D07B","74",.0858549
"D21B","64",1
"D21C","25",.1907911
"D21C","52",.0893233
"D21C","57",.0702105
"D21C","64",.6496751
"D21D","64",1
"D21F","64",.8667383
"D21F","65",.0607926
"D21F","72",.0724691
"D21G","64",.9678834
"D21G","72",.0321166
"D21H","64",1
"D21J","64",.9511139
"D21J","72",.0488861
"E01B","67",.5540738
"E01B","69",.0972629
"E01B","72",.0823533
"E01B","73",.0496372
"E01B","78",.119254
"E01B","79",.0974188
"E01C","27",.5254413
"E01C","66",.2495013
"E01C","69",.0226725
"E01C","72",.0425377
"E01C","73",.021727
"E01C","78",.1381202
"E01D","67",.340251
"E01D","69",.5075774
"E01D","78",.1521716
"E01F","66",.1078302
"E01F","67",.2343973
"E01F","69",.2356542
"E01F","73",.0394521
"E01F","77",.0485686
"E01F","78",.307208
"E01F","79",.0268895
"E01H","69",.1764555
"E01H","71",.0238385
"E01H","72",.5779086
"E01H","73",.0674842
"E01H","74",.1024697
"E01H","78",.0518436
"E02B","27",.0563773
"E02B","67",.2055361
"E02B","69",.2038449
"E02B","72",.0249633
"E02B","73",.0288446
"E02B","74",.1161915
"E02B","78",.3057754
"E02B","79",.0584669
"E02C","67",.2328998
"E02C","69",.2623511
"E02C","74",.4103278
"E02C","78",.0695091
"E02C","79",.0249121
"E02D","67",.5438623
"E02D","69",.1924331
"E02D","72",.0245008
"E02D","78",.2392037
"E02F","69",.0239452
"E02F","72",.9479157
"E02F","74",.0281392
"E03B","67",.074995
"E03B","69",.2756523
"E03B","74",.6493527
"E03C","62",.0218229
"E03C","66",.0255139
"E03C","67",.0447485
"E03C","69",.0772736
"E03C","72",.0373941
"E03C","74",.7198873
"E03C","82",.0733597
"E03D","66",.0353895
"E03D","69",.0245805
"E03D","74",.6281967
"E03D","81",.0220044
"E03D","82",.289829
"E03F","27",.0908553
"E03F","62",.0270945
"E03F","66",.0382809
"E03F","67",.3621429
"E03F","69",.1285849
"E03F","72",.0408778
"E03F","74",.2779327
"E03F","82",.034231
"E04B","26",.0306681
"E04B","27",.035126
"E04B","57",.0260524
"E04B","65",.1794441
"E04B","66",.1089427
"E04B","67",.3225909
"E04B","69",.0663862
"E04B","78",.2307897
"E04C","27",.0557375
"E04C","57",.0245005
"E04C","66",.121231
"E04C","67",.5211107
"E04C","69",.0411283
"E04C","78",.236292
"E04D","26",.0278484
"E04D","27",.2029724
"E04D","57",.1040832
"E04D","58",.0777248
"E04D","65",.0616412
"E04D","66",.3370387
"E04D","67",.036348
"E04D","69",.0771068
"E04D","73",.0295611
"E04D","78",.0456753
"E04F","27",.1651608
"E04F","53",.0948553
"E04F","57",.0381174
"E04F","58",.0489279
"E04F","63",.0633041
"E04F","64",.0723204
"E04F","65",.0490374
"E04F","66",.3390802
"E04F","67",.02789
"E04F","69",.0368823
"E04F","73",.0288131
"E04F","78",.0356111
"E04G","67",.5772986
"E04G","69",.1580943
"E04G","78",.2646071
"E04H","65",.5310121
"E04H","67",.1661973
"E04H","69",.174598
"E04H","74",.0493556
"E04H","78",.0788369
"E05B","66",.0853251
"E05B","67",.0397372
"E05B","69",.2524611
"E05B","73",.0273773
"E05B","77",.0719682
"E05B","78",.2409653
"E05B","82",.0763944
"E05B","83",.1811564
"E05B","89",.0246149
"E05C","63",.0311382
"E05C","69",.6997266
"E05C","73",.0267519
"E05C","78",.0474226
"E05C","82",.157784
"E05C","83",.0371766
"E05D","66",.0564785
"E05D","69",.3573183
"E05D","73",.0277486
"E05D","74",.0922141
"E05D","78",.0534096
"E05D","82",.412831
"E05F","66",.1251292
"E05F","67",.0232198
"E05F","69",.5278206
"E05F","71",.0309574
"E05F","74",.1172584
"E05F","78",.0686281
"E05F","82",.0853669
"E05F","83",.0216197
"E05G","64",.1517084
"E05G","66",.0768189
"E05G","67",.0748448
"E05G","69",.4072435
"E05G","76",.0461233
"E05G","77",.0275675
"E05G","78",.1260328
"E05G","82",.025795
"E05G","83",.0638659
"E06B","63",.4872755
"E06B","66",.2036928
"E06B","69",.3090317
"E06C","53",.1023385
"E06C","67",.236231
"E06C","69",.2984902
"E06C","73",.1288297
"E06C","74",.0895387
"E06C","78",.1068762
"E06C","82",.0376958
"E21B","27",.0594069
"E21B","34",.0421024
"E21B","66",.0428407
"E21B","67",.0878213
"E21B","69",.3738454
"E21B","72",.0310782
"E21B","73",.1363957
"E21B","74",.2265093
"E21C","27",.047584
"E21C","69",.0672938
"E21C","72",.7956648
"E21C","73",.0470741
"E21C","74",.0423833
"E21D","67",.2514127
"E21D","69",.1623719
"E21D","72",.3682396
"E21D","73",.0656636
"E21D","74",.0410897
"E21D","78",.1112225
"E21F","27",.056673
"E21F","67",.2613167
"E21F","69",.241721
"E21F","72",.0750329
"E21F","73",.0373546
"E21F","74",.2626501
"E21F","78",.0652517
"F01B","71",.5943718
"F01B","74",.4056282
"F01C","59",.040933
"F01C","69",.0568782
"F01C","71",.7267951
"F01C","72",.0248788
"F01C","74",.1505149
"F01D","69",.0451079
"F01D","71",.9548922
"F01K","71",.8033355
"F01K","81",.1966645
"F01L","71",.4247697
"F01L","74",.5752302
"F01M","59",.3789933
"F01M","71",.2727734
"F01M","74",.3228717
"F01M","84",.0253615
"F01N","56",.1231552
"F01N","66",.0239064
"F01N","71",.730858
"F01N","73",.0615854
"F01N","74",.0280008
"F01N","78",.0324942
"F01P","71",.1890327
"F01P","74",.0628441
"F01P","81",.7223018
"F01P","87",.0258214
"F02B","71",.8315664
"F02B","74",.1684337
"F02C","71",.9388333
"F02C","79",.0611668
"F02D","71",.9413252
"F02D","74",.0586748
"F02F","59",.0273927
"F02F","67",.0226485
"F02F","71",.6421405
"F02F","74",.254159
"F02F","84",.0536592
"F02G","71",.7999689
"F02G","74",.1196198
"F02G","81",.0804113
"F02K","71",.4692333
"F02K","79",.5307667
"F02M","71",.671944
"F02M","74",.2903828
"F02M","82",.0376732
"F02N","71",.7437532
"F02N","74",.1695412
"F02N","77",.0661418
"F02N","78",.0205638
"F02P","71",.7682403
"F02P","77",.2317597
"F03B","69",.1761338
"F03B","71",.7438606
"F03B","74",.0800056
"F03C","71",.8332435
"F03C","74",.1667565
"F03D","69",.6961262
"F03D","71",.2427792
"F03D","74",.0610945
"F03G","69",.032867
"F03G","71",.5750465
"F03G","74",.2724152
"F03G","77",.0496379
"F03G","81",.0700334
"F03H","35",.2666975
"F03H","66",.0524582
"F03H","68",.035186
"F03H","69",.0656334
"F03H","71",.0948087
"F03H","73",.1731608
"F03H","74",.0286837
"F03H","77",.0807604
"F03H","87",.2026112
"F04B","59",.0323413
"F04B","71",.0233446
"F04B","74",.944314
"F04C","59",.1902142
"F04C","71",.0393222
"F04C","74",.7704635
"F04D","69",.5506984
"F04D","71",.1141418
"F04D","74",.3351597
"F04F","69",.0592459
"F04F","71",.0385807
"F04F","74",.8742945
"F04F","81",.0278789
"F15B","69",.0302274
"F15B","71",.0740483
"F15B","72",.0449865
"F15B","73",.0372176
"F15B","74",.8135202
"F15C","71",.0303051
"F15C","73",.0678943
"F15C","74",.81101
"F15C","77",.0907905
"F15D","69",.0486168
"F15D","71",.0622178
"F15D","73",.0571343
"F15D","74",.2261655
"F15D","77",.0222481
"F15D","79",.5836174
"F16B","58",.1376346
"F16B","67",.0587053
"F16B","69",.3278568
"F16B","73",.1219193
"F16B","74",.0290232
"F16B","78",.0815301
"F16B","79",.0233232
"F16B","82",.2200074
"F16C","59",.2232501
"F16C","74",.7064837
"F16C","82",.0225117
"F16C","89",.0477545
"F16D","59",.0280933
"F16D","69",.0411828
"F16D","71",.0384286
"F16D","73",.0504517
"F16D","74",.7316937
"F16D","78",.1101498
"F16F","67",.0299761
"F16F","69",.0450999
"F16F","71",.0246486
"F16F","73",.0370618
"F16F","74",.5824383
"F16F","78",.1588297
"F16F","79",.0375939
"F16F","82",.0843518
"F16G","26",.0229475
"F16G","62",.1091581
"F16G","65",.059088
"F16G","67",.1548888
"F16G","69",.3753562
"F16G","73",.0321165
"F16G","74",.2464449
"F16H","59",.0434316
"F16H","71",.0424528
"F16H","73",.0576218
"F16H","74",.8332528
"F16H","78",.0232411
"F16J","59",.164395
"F16J","62",.0898621
"F16J","66",.0356909
"F16J","67",.0311099
"F16J","69",.0549909
"F16J","71",.1143164
"F16J","72",.0388353
"F16J","73",.0651746
"F16J","74",.325367
"F16J","78",.0233622
"F16J","82",.0568956
"F16K","74",.8132651
"F16K","82",.1867349
"F16L","57",.0688207
"F16L","58",.2125306
"F16L","62",.0643831
"F16L","66",.0239032
"F16L","67",.4853061
"F16L","69",.0699504
"F16L","73",.0295763
"F16L","74",.0455297
"F16M","67",.0726138
"F16M","69",.0964199
"F16M","73",.0827325
"F16M","74",.1199194
"F16M","76",.0933462
"F16M","78",.0265007
"F16M","82",.4111024
"F16M","87",.028965
"F16M","89",.0683999
"F16N","59",.9270685
"F16N","74",.0729316
"F16P","65",.0586662
"F16P","67",.0507574
"F16P","69",.1099151
"F16P","72",.268105
"F16P","73",.2855556
"F16P","74",.078796
"F16P","77",.0635657
"F16P","87",.0846389
"F16S","58",.1281632
"F16S","66",.0507333
"F16S","67",.687802
"F16S","68",.0271796
"F16S","69",.0406254
"F16S","73",.0654965
"F16T","74",.6982229
"F16T","82",.3017771
"F17B","34",.1898773
"F17B","67",.155768
"F17B","69",.5880998
"F17B","74",.0662549
"F17C","34",.8244647
"F17C","69",.1031142
"F17C","74",.072421
"F17D","34",.8889518
"F17D","74",.1110482
"F21H","28",.2000101
"F21H","55",.2339623
"F21H","66",.1804903
"F21H","68",.1768133
"F21H","69",.0459081
"F21H","81",.0869122
"F21H","89",.0759037
"F21K","58",.0795052
"F21K","64",.0740527
"F21K","66",.2730921
"F21K","77",.4712668
"F21K","81",.0474542
"F21K","87",.0263111
"F21K","89",.0283179
"F21L","77",.2394011
"F21L","81",.7605989
"F21S","66",.0302642
"F21S","77",.3912244
"F21S","81",.5785114
"F21V","66",.0333131
"F21V","77",.3318312
"F21V","81",.6348557
"F21W","66",.0392671
"F21W","77",.5048833
"F21W","78",.0738269
"F21W","81",.3820226
"F21Y","77",.3569031
"F21Y","81",.6430969
"F22B","71",.0240668
"F22B","81",.9759331
"F22D","71",.0322097
"F22D","81",.9677903
"F22G","71",.0350345
"F22G","81",.9649656
"F23B","56",.0325159
"F23B","78",.0263697
"F23B","81",.9411144
"F23C","56",.0465971
"F23C","81",.9534029
"F23D","34",.2570332
"F23D","66",.1443098
"F23D","69",.0309046
"F23D","71",.0229916
"F23D","74",.0797472
"F23D","78",.1991372
"F23D","81",.2658765
"F23G","56",.1304914
"F23G","74",.6147405
"F23G","81",.2547681
"F23H","32",.0297703
"F23H","56",.0716613
"F23H","67",.0218404
"F23H","74",.0213191
"F23H","78",.0990481
"F23H","81",.7563608
"F23J","56",.1353523
"F23J","74",.0248303
"F23J","81",.8398175
"F23K","32",.0901402
"F23K","74",.0423041
"F23K","81",.8675557
"F23L","81",1
"F23M","66",.0343677
"F23M","81",.9656323
"F23N","74",.1681526
"F23N","77",.036056
"F23N","81",.7674884
"F23N","87",.028303
"F23Q","34",.0224462
"F23Q","59",.2179646
"F23Q","66",.1364281
"F23Q","69",.0590667
"F23Q","73",.0241005
"F23Q","74",.0546915
"F23Q","77",.0977783
"F23Q","78",.0747394
"F23Q","81",.0395096
"F23Q","89",.273275
"F23R","71",1
"F24B","32",.1727388
"F24B","56",.0472967
"F24B","63",.0372606
"F24B","67",.0250788
"F24B","69",.0690376
"F24B","78",.2739933
"F24B","81",.3745941
"F24C","34",.0581188
"F24C","66",.2451152
"F24C","69",.1794332
"F24C","73",.031845
"F24C","74",.1768836
"F24C","77",.0365669
"F24C","78",.192843
"F24C","81",.0791943
"F24D","74",.0806771
"F24D","81",.9193228
"F24F","74",1
"F24H","74",.0574872
"F24H","81",.9425128
"F24J","66",.4168853
"F24J","67",.0645574
"F24J","68",.0484049
"F24J","69",.2113073
"F24J","74",.1387879
"F24J","77",.0262406
"F24J","81",.0938165
"F25B","74",1
"F25C","69",.0284215
"F25C","72",.101602
"F25C","74",.8699765
"F25D","11",.0437169
"F25D","74",.9562831
"F25J","34",1
"F26B","27",.026807
"F26B","32",.0925426
"F26B","64",.0474546
"F26B","66",.0317019
"F26B","69",.0651432
"F26B","72",.0757128
"F26B","73",.0285336
"F26B","74",.5245605
"F26B","81",.1075438
"F27B","28",.0783401
"F27B","34",.0270566
"F27B","56",.0760579
"F27B","66",.1694276
"F27B","67",.0756418
"F27B","68",.0716287
"F27B","69",.0908951
"F27B","73",.0238882
"F27B","74",.387064
"F27D","28",.0387116
"F27D","52",.0240315
"F27D","56",.1233456
"F27D","66",.2224042
"F27D","67",.0893059
"F27D","68",.0416293
"F27D","69",.1269685
"F27D","73",.0381236
"F27D","74",.236606
"F27D","81",.0588738
"F28B","67",.02597
"F28B","69",.0317383
"F28B","71",.6235842
"F28B","74",.1067621
"F28B","81",.2119454
"F28C","66",.0314447
"F28C","67",.0307196
"F28C","69",.4826835
"F28C","71",.0332156
"F28C","74",.1837662
"F28C","81",.2381704
"F28D","67",.0410822
"F28D","69",.021713
"F28D","74",.0483223
"F28D","81",.8888825
"F28F","67",.0991194
"F28F","68",.0706084
"F28F","69",.0362155
"F28F","74",.0561727
"F28F","81",.737884
"F28G","69",.062736
"F28G","73",.0619822
"F28G","74",.2571869
"F28G","81",.6180949
"F41A","89",1
"F41B","69",.0853264
"F41B","74",.0632718
"F41B","89",.8514017
"F41C","89",1
"F41F","79",.2353058
"F41F","89",.7646942
"F41G","73",.0239269
"F41G","76",.0305738
"F41G","79",.085915
"F41G","87",.3172438
"F41G","88",.0277543
"F41G","89",.5145863
"F41H","57",.1035999
"F41H","66",.1904671
"F41H","69",.0349398
"F41H","76",.067005
"F41H","79",.0996577
"F41H","84",.3490868
"F41H","89",.1552437
"F41J","57",.0263662
"F41J","58",.0285066
"F41J","69",.0281183
"F41J","73",.037111
"F41J","76",.1781437
"F41J","79",.2175398
"F41J","87",.0991887
"F41J","89",.3850258
"F42B","59",.1236731
"F42B","69",.0224037
"F42B","79",.0317351
"F42B","89",.8221881
"F42C","59",.2399258
"F42C","69",.0304337
"F42C","77",.0723895
"F42C","79",.0307565
"F42C","89",.6264945
"F42D","52",.0359181
"F42D","57",.0516997
"F42D","58",.0842216
"F42D","59",.1749918
"F42D","67",.0621016
"F42D","69",.2871066
"F42D","72",.0349505
"F42D","73",.0620207
"F42D","74",.0341737
"F42D","77",.0649598
"F42D","89",.1078558
"G01B","73",.0919337
"G01B","87",.8666995
"G01B","88",.0413668
"G01C","73",.0651644
"G01C","79",.2201351
"G01C","87",.6782817
"G01C","88",.0364188
"G01D","64",.050448
"G01D","69",.0221059
"G01D","73",.1252055
"G01D","74",.027057
"G01D","75",.047493
"G01D","77",.1166719
"G01D","87",.3258061
"G01D","88",.2852127
"G01F","66",.0542724
"G01F","67",.0373286
"G01F","69",.1454223
"G01F","73",.1751317
"G01F","74",.1221514
"G01F","77",.0753761
"G01F","87",.3903174
"G01G","67",.0293396
"G01G","69",.0576561
"G01G","72",.0559454
"G01G","73",.0816834
"G01G","74",.2000969
"G01G","75",.0843209
"G01G","77",.0257577
"G01G","78",.0536518
"G01G","87",.2291145
"G01G","91",.1824337
"G01H","69",.0277371
"G01H","73",.1704441
"G01H","76",.4183204
"G01H","87",.2347916
"G01H","88",.1487068
"G01J","73",.0368186
"G01J","77",.0493437
"G01J","87",.7569442
"G01J","88",.1568935
"G01K","66",.0293162
"G01K","77",.0428672
"G01K","87",.8757734
"G01K","88",.0520433
"G01L","66",.135619
"G01L","67",.0409277
"G01L","69",.1108706
"G01L","71",.0366503
"G01L","73",.1332024
"G01L","74",.0848179
"G01L","77",.1700904
"G01L","79",.0314813
"G01L","87",.1872538
"G01L","88",.0690867
"G01M","67",.0256288
"G01M","69",.0711261
"G01M","71",.1239151
"G01M","73",.0754931
"G01M","74",.2970189
"G01M","78",.0786729
"G01M","79",.126142
"G01M","87",.1401305
"G01M","88",.0618725
"G01N","27",.0238783
"G01N","51",.0279473
"G01N","52",.065283
"G01N","64",.0674211
"G01N","66",.0656363
"G01N","68",.022014
"G01N","69",.0385452
"G01N","73",.1232464
"G01N","74",.0291934
"G01N","77",.0683448
"G01N","87",.4025871
"G01N","88",.0318165
"G01N","97",.0340867
"G01P","66",.0346256
"G01P","73",.1537046
"G01P","74",.0235118
"G01P","77",.1454205
"G01P","79",.1694066
"G01P","87",.3760639
"G01P","88",.097267
"G01Q","73",.0242345
"G01Q","75",.029221
"G01Q","87",.9218627
