ipc4,sitc_rev4_2,probability_weight
"A23P","59",.0428828
"A23P","72",.0920605
"A24B","07",.1066154
"A24B","12",.8688366
"A24B","29",.024548
"A24C","12",.9415815
"A24C","64",.0584185
"A24D","12",.9129446
"A24D","64",.0870554
"A24F","12",1
"A41B","26",.0391487
"A41B","65",.0640536
"A41B","84",.8967978
"A41C","84",1
"A41D","65",.0395156
"A41D","84",.9604844
"A41F","61",.0902224
"A41F","65",.0509563
"A41F","83",.0208669
"A41F","84",.8379544
"A41G","26",.0898289
"A41G","57",.0279727
"A41G","58",.0372066
"A41G","65",.0364883
"A41G","83",.4647207
"A41G","89",.3437828
"A41H","26",.0289216
"A41H","58",.0234886
"A41H","65",.2023927
"A41H","72",.4360898
"A41H","84",.1836574
"A41H","89",.1254499
"A42B","84",1
"A42C","65",.0635441
"A42C","84",.9364558
"A43B","85",1
"A43C","85",1
"A43D","72",.1536859
"A43D","85",.8463141
"A44B","58",.0405639
"A44B","65",.0519847
"A44B","69",.0335676
"A44B","73",.0414819
"A44B","84",.0357437
"A44B","89",.7966582
"A44C","66",.3121151
"A44C","69",.0364637
"A44C","73",.0410881
"A44C","84",.0607652
"A44C","89",.1925139
"A44C","97",.357054
"A45B","89",1
"A45C","83",1
"A45D","55",.6010317
"A45D","58",.0564105
"A45D","64",.0408218
"A45D","74",.0240518
"A45D","84",.0421169
"A45D","89",.2355673
"A45F","58",.033054
"A45F","65",.0608878
"A45F","83",.8394746
"A45F","84",.029882
"A45F","89",.0367016
"A46B","29",.3994905
"A46B","53",.2618076
"A46B","55",.2532693
"A46B","58",.0854326
"A46D","26",.245898
"A46D","29",.3364123
"A46D","53",.1107346
"A46D","57",.0507305
"A46D","58",.1114287
"A46D","65",.0239432
"A46D","69",.1208527
"A47B","11",.0511276
"A47B","63",.0267703
"A47B","66",.0284012
"A47B","67",.0218574
"A47B","69",.028055
"A47B","73",.0418358
"A47B","82",.7471064
"A47B","89",.0548462
"A47C","82",1
"A47D","82",.9678779
"A47D","84",.0321221
"A47F","11",.052782
"A47F","12",.1011903
"A47F","58",.1253498
"A47F","65",.1043225
"A47F","66",.1815124
"A47F","67",.0391811
"A47F","69",.0705912
"A47F","73",.0475017
"A47F","74",.0538491
"A47F","82",.0703376
"A47F","83",.0416816
"A47F","84",.0393318
"A47F","89",.0723688
"A47G","07",.0222704
"A47G","09",.0306906
"A47G","11",.0534259
"A47G","26",.0472193
"A47G","29",.0486904
"A47G","58",.0355838
"A47G","65",.4018646
"A47G","66",.0334632
"A47G","69",.0667438
"A47G","82",.208059
"A47G","84",.0301954
"A47G","89",.0217937
"A47H","65",1
"A47J","04",.0635128
"A47J","07",.5717836
"A47J","09",.0441286
"A47J","11",.0855391
"A47J","22",.0224674
"A47J","66",.0269376
"A47J","69",.1195645
"A47J","72",.0400428
"A47J","74",.0260235
"A47K","55",.9223467
"A47K","82",.0776533
"A47L","26",.0463299
"A47L","55",.0335139
"A47L","58",.0238317
"A47L","65",.568329
"A47L","66",.0294434
"A47L","69",.035175
"A47L","72",.1416393
"A47L","73",.0450187
"A47L","74",.0767191
"A61B","58",.0216817
"A61B","77",.1474501
"A61B","87",.7723674
"A61B","88",.0585008
"A61C","52",.022323
"A61C","58",.2095589
"A61C","72",.0410764
"A61C","74",.0607982
"A61C","77",.0552816
"A61C","87",.4251185
"A61C","89",.1858434
"A61D","02",.0845527
"A61D","21",.0998165
"A61D","54",.3824576
"A61D","58",.0571218
"A61D","74",.0364571
"A61D","87",.3395942
"A61F","54",.1298876
"A61F","57",.0642269
"A61F","58",.1340792
"A61F","74",.0425653
"A61F","84",.1806077
"A61F","87",.4486333
"A61G","78",.4365336
"A61G","82",.5311256
"A61G","87",.0323408
"A61H","58",.0289124
"A61H","72",.0390865
"A61H","74",.1255917
"A61H","77",.0561685
"A61H","82",.498753
"A61H","84",.1471947
"A61H","87",.0680051
"A61H","89",.0362881
"A61J","54",.8103317
"A61J","58",.0810127
"A61J","87",.1086556
"A61K","51",.12841
"A61K","52",.0433199
"A61K","54",.7785119
"A61K","55",.0242773
"A61K","57",.0254808
"A61L","51",.0825722
"A61L","52",.294933
"A61L","54",.0619278
"A61L","55",.0800703
"A61L","57",.1528281
"A61L","59",.124691
"A61L","74",.1116782
"A61L","77",.0502267
"A61L","87",.0410726
"A61M","54",.2967949
"A61M","74",.0215594
"A61M","87",.6816458
"A61N","54",.0671852
"A61N","77",.2708395
"A61N","84",.036406
"A61N","87",.5421075
"A61N","88",.0381306
"A61N","89",.0453311
"A61P","51",.076977
"A61P","54",.923023
"A61Q","51",.2249955
"A61Q","52",.0970469
"A61Q","54",.035001
"A61Q","55",.6035384
"A61Q","57",.0394182
"A62B","65",.0472374
"A62B","69",.2521404
"A62B","78",.1283106
"A62B","79",.04089
"A62B","84",.5314215
"A62C","59",.1642339
"A62C","78",.8357661
"A62D","51",.090136
"A62D","52",.7672975
"A62D","59",.0585361
"A62D","78",.0840304
"A63B","57",.0249582
"A63B","58",.0627628
"A63B","65",.0500719
"A63B","69",.0672124
"A63B","72",.0409659
"A63B","74",.0896585
"A63B","82",.2328599
"A63B","84",.2188099
"A63B","89",.2127004
"A63C","85",.8745035
"A63C","89",.1254965
"A63D","58",.0435681
"A63D","63",.0247897
"A63D","65",.087877
"A63D","66",.11435
"A63D","89",.7294152
"A63F","64",.0382599
"A63F","72",.273949
"A63F","89",.6877911
"A63G","74",.0458507
"A63G","79",.0400345
"A63G","82",.8237264
"A63G","89",.0903883
"A63H","79",.2511121
"A63H","89",.7488878
"A63J","64",.0554284
"A63J","65",.4603312
"A63J","69",.1189364
"A63J","74",.20744
"A63J","82",.0726283
"A63J","89",.0852357
"A63K","57",.0225666
"A63K","58",.4506148
"A63K","62",.0266725
"A63K","64",.0623182
"A63K","65",.1077121
"A63K","69",.1195059
"A63K","74",.0231008
"A63K","77",.0332819
"A63K","82",.1323572
"A63K","85",.0218701
"B01B","11",.070028
"B01B","21",.2746785
"B01B","24",.0331526
"B01B","34",.0371647
"B01B","51",.0851228
"B01B","52",.0627054
"B01B","55",.0327663
"B01B","69",.1003733
"B01B","74",.0501238
"B01B","81",.2538847
"B01D","04",.0372772
"B01D","27",.0897519
"B01D","51",.0302196
"B01D","52",.2268868
"B01D","56",.058395
"B01D","57",.033274
"B01D","59",.0621405
"B01D","64",.0325544
"B01D","65",.0366876
"B01D","66",.0557408
"B01D","68",.0237123
"B01D","69",.0724425
"B01D","74",.2007748
"B01D","81",.0401427
"B01F","27",.0298713
"B01F","51",.0350602
"B01F","52",.0384539
"B01F","53",.1857639
"B01F","56",.0240285
"B01F","59",.0301711
"B01F","66",.0258294
"B01F","69",.4597026
"B01F","74",.1711192
"B01J","28",.1629303
"B01J","51",.1718326
"B01J","52",.3907823
"B01J","59",.0993696
"B01J","68",.1750852
"B01L","58",.0729008
"B01L","62",.023519
"B01L","64",.0383256
"B01L","66",.3338714
"B01L","69",.0866623
"B01L","74",.1225788
"B01L","87",.3221422
"B02B","04",.3816333
"B02B","08",.5224614
"B02B","72",.0507341
"B02B","73",.0451713
"B02C","25",.0399154
"B02C","27",.063632
"B02C","72",.3140343
"B02C","73",.5824183
"B03B","27",.5890431
"B03B","28",.1834791
"B03B","69",.0383928
"B03B","72",.0455956
"B03B","73",.0338535
"B03B","74",.0296318
"B03B","97",.080004
"B03C","27",.140571
"B03C","28",.0924212
"B03C","56",.0224341
"B03C","66",.025182
"B03C","67",.0588972
"B03C","69",.3947943
"B03C","72",.0646129
"B03C","73",.1338481
"B03C","74",.0672394
"B03D","27",.3075308
"B03D","28",.2622629
"B03D","51",.0230298
"B03D","52",.2746286
"B03D","68",.1325479
"B04B","04",.0386447
"B04B","72",.0380403
"B04B","74",.923315
"B04C","25",.0345844
"B04C","27",.2359529
"B04C","28",.0317097
"B04C","34",.0987161
"B04C","56",.077809
"B04C","57",.0297818
"B04C","72",.2419841
"B04C","74",.2494619
"B05B","53",.7351537
"B05B","74",.2648463
"B05C","53",.6475671
"B05C","59",.1449006
"B05C","64",.0788438
"B05C","69",.0259493
"B05C","72",.0613967
"B05C","74",.0413424
"B05D","52",.0297474
"B05D","53",.855755
"B05D","57",.0503159
"B05D","66",.0336277
"B05D","68",.0305539
"B06B","66",.1629056
"B06B","69",.0417332
"B06B","73",.7508762
"B06B","77",.044485
"B07B","08",.0428535
"B07B","22",.0380123
"B07B","27",.1142713
"B07B","56",.0384515
"B07B","67",.0463804
"B07B","69",.1287691
"B07B","72",.4127725
"B07B","73",.0779476
"B07B","74",.1005417
"B07C","12",.0256961
"B07C","64",.2346827
"B07C","66",.073822
"B07C","69",.0255106
"B07C","72",.1210868
"B07C","73",.0630234
"B07C","74",.12848
"B07C","77",.1274781
"B07C","91",.2002203
"B08B","27",.0292929
"B08B","65",.0296239
"B08B","66",.0520904
"B08B","67",.0626379
"B08B","69",.1780673
"B08B","72",.1528731
"B08B","73",.2593271
"B08B","74",.2059976
"B08B","77",.0300898
"B09B","27",.2840616
"B09B","52",.1280459
"B09B","56",.1699473
"B09B","58",.0280733
"B09B","59",.0218911
"B09B","64",.0425239
"B09B","66",.0434535
"B09B","68",.0268185
"B09B","69",.0849608
"B09B","72",.0409658
"B09B","73",.0487777
"B09B","74",.0804808
"B09C","08",.0533454
"B09C","27",.1108963
"B09C","32",.0864089
"B09C","51",.0680262
"B09C","52",.3476605
"B09C","56",.1031319
"B09C","59",.0233907
"B09C","68",.0420557
"B09C","69",.0511156
"B09C","73",.0784772
"B09C","74",.0354918
"B21B","67",.4388236
"B21B","68",.0414103
"B21B","69",.1340681
"B21B","73",.2980548
"B21B","74",.0876433
"B21C","67",.4024268
"B21C","68",.0800228
"B21C","69",.268729
"B21C","72",.0455237
"B21C","73",.1477763
"B21C","74",.0235148
"B21C","87",.0320066
"B21D","67",.0503041
"B21D","69",.0540397
"B21D","72",.0490241
"B21D","73",.8226795
"B21D","74",.0239526
"B21F","67",.7133957
"B21F","69",.1194199
"B21F","72",.0216683
"B21F","73",.1455161
"B21G","67",.134922
"B21G","69",.2081825
"B21G","72",.2246131
"B21G","73",.4322823
"B21H","67",.1250702
"B21H","69",.0329542
"B21H","72",.0850788
"B21H","73",.5425451
"B21H","74",.2143517
"B21J","69",.2668237
"B21J","72",.0367616
"B21J","73",.6560587
"B21J","74",.0403559
"B21K","67",.0398634
"B21K","69",.0923464
"B21K","72",.0522701
"B21K","73",.7653941
"B21K","74",.050126
"B21L","67",.0315985
"B21L","69",.1689421
"B21L","72",.1533665
"B21L","73",.4961007
"B21L","74",.1211592
"B21L","82",.028833
"B22C","28",.0321253
"B22C","57",.0589812
"B22C","67",.1768699
"B22C","68",.0611955
"B22C","69",.1552892
"B22C","72",.0721899
"B22C","73",.1601747
"B22C","74",.2831744
"B22D","67",.1176421
"B22D","68",.0679132
"B22D","69",.5150726
"B22D","73",.2346368
"B22D","74",.0647352
"B22F","68",.7170668
"B22F","69",.0549897
"B22F","73",.102962
"B22F","74",.0216721
"B22F","97",.1033093
"B23B","69",.0825882
"B23B","72",.1415638
"B23B","73",.7552953
"B23B","74",.0205526
"B23C","69",.0352782
"B23C","72",.4247687
"B23C","73",.5399531
"B23D","67",.0337629
"B23D","69",.6204228
"B23D","72",.0815336
"B23D","73",.2642808
"B23F","69",.0248639
"B23F","72",.1873111
"B23F","73",.787825
"B23G","67",.0216642
"B23G","69",.0611742
"B23G","72",.1210763
"B23G","73",.7960853
"B23H","35",.1373656
"B23H","68",.1559313
"B23H","69",.1012898
"B23H","72",.1891502
"B23H","73",.3939866
"B23H","77",.0222765
"B23K","67",.0565013
"B23K","68",.0335193
"B23K","69",.0515899
"B23K","73",.6139204
"B23K","87",.2444692
"B23P","67",.0504442
"B23P","69",.1109657
"B23P","72",.1418599
"B23P","73",.6137943
"B23P","74",.082936
"B23Q","69",.0384154
"B23Q","72",.2468453
"B23Q","73",.6814711
"B23Q","74",.0332683
"B24B","66",.0876999
"B24B","72",.0540975
"B24B","73",.8582026
"B24C","66",.0750269
"B24C","67",.081182
"B24C","69",.1408473
"B24C","72",.1947144
"B24C","73",.2013544
"B24C","74",.306875
"B24D","66",.5767505
"B24D","73",.4232495
"B25B","69",.9282348
"B25B","73",.0356308
"B25B","74",.0361343
"B25C","69",.7245494
"B25C","72",.062484
"B25C","73",.138352
"B25C","74",.0746146
"B25D","69",1
"B25F","69",.820686
"B25F","73",.0302148
"B25F","74",.0373045
"B25F","77",.1117947
"B25G","69",.9780999
"B25G","74",.0219
"B25H","58",.025987
"B25H","63",.0383478
"B25H","67",.1767157
"B25H","69",.4192287
"B25H","72",.0436564
"B25H","73",.1922846
"B25H","74",.0765124
"B25H","89",.0272674
"B25J","66",.0306704
"B25J","67",.0274958
"B25J","69",.1336313
"B25J","72",.0641645
"B25J","73",.2769462
"B25J","74",.279267
"B25J","77",.0610209
"B25J","83",.0515431
"B25J","87",.0752608
"B26B","69",.9770873
"B26B","73",.0229128
"B26D","58",.0256257
"B26D","64",.4815062
"B26D","69",.2383982
"B26D","72",.1984987
"B26D","73",.0559712
"B26F","58",.0480093
"B26F","64",.4969477
"B26F","69",.0827095
"B26F","72",.0983776
"B26F","73",.2739559
"B27B","24",.1113241
"B27B","63",.0778491
"B27B","69",.6125842
"B27B","72",.0568108
"B27B","73",.1414318
"B27C","24",.0228994
"B27C","63",.4696046
"B27C","69",.0274711
"B27C","72",.1596158
"B27C","73",.3001636
"B27C","82",.0202455
"B27D","63",.9716192
"B27D","64",.0283808
"B27F","63",.3916831
"B27F","64",.0816621
"B27F","69",.1752959
"B27F","72",.1600369
"B27F","73",.191322
"B27G","24",.2169556
"B27G","63",.4572933
"B27G","69",.232877
"B27G","72",.0271325
"B27G","73",.0657417
"B27H","11",.2738432
"B27H","63",.5957956
"B27H","73",.1303612
"B27J","24",.6069645
"B27J","63",.0953396
"B27J","69",.0236313
"B27J","72",.2422203
"B27J","73",.0318443
"B27K","24",.2313633
"B27K","53",.0626676
"B27K","57",.056321
"B27K","59",.0411083
"B27K","63",.583874
"B27K","73",.0246657
"B27L","24",.2401987
"B27L","63",.3698032
"B27L","69",.2510692
"B27L","72",.0396235
"B27L","73",.0993054
"B27M","24",.0539109
"B27M","53",.0361591
"B27M","63",.7096565
"B27M","64",.0255195
"B27M","72",.0235192
"B27M","73",.1046593
"B27M","82",.0465755
"B27N","24",.1928855
"B27N","63",.7484767
"B27N","64",.0233188
"B27N","73",.035319
"B28B","27",.2439003
"B28B","66",.626193
"B28B","72",.0873246
"B28B","74",.0425821
"B28C","27",.4118389
"B28C","66",.098642
"B28C","72",.2396342
"B28C","74",.2498849
"B28D","27",.0819164
"B28D","66",.8312843
"B28D","72",.0867993
"B29B","23",.0773807
"B29B","57",.2579658
"B29B","58",.4684333
"B29B","72",.1665569
"B29B","74",.0296633
"B29C","57",.1406922
"B29C","58",.6366159
"B29C","66",.0242494
"B29C","72",.1273738
"B29C","74",.0710687
"B29D","57",.0684413
"B29D","58",.0741337
"B29D","62",.8106814
"B29D","72",.0467436
"B29K","51",.0756081
"B29K","57",.7601443
"B29K","58",.0696343
"B29K","62",.0563424
"B29K","66",.038271
"B29L","51",.0267172
"B29L","57",.3168299
"B29L","58",.4447334
"B29L","62",.0723703
"B29L","66",.0292578
"B29L","72",.07905
"B29L","74",.0310415
"B30B","69",.0657436
"B30B","72",.1622102
"B30B","73",.5987725
"B30B","74",.1732738
"B31B","64",.8907628
"B31B","72",.1092372
"B31C","64",.9441517
"B31C","72",.0558483
"B31D","64",.9640733
"B31D","72",.0359267
"B31F","64",.9705263
"B31F","72",.0294737
"B32B","26",.0232082
"B32B","51",.0279628
"B32B","53",.0289218
"B32B","57",.3330713
"B32B","58",.0864528
"B32B","64",.2353549
"B32B","65",.1317551
"B32B","66",.0932959
"B32B","68",.0399772
"B41B","64",.1344528
"B41B","72",.0442879
"B41B","75",.4188844
"B41B","87",.2671974
"B41B","88",.0623427
"B41B","89",.0728349
"B41C","53",.1151519
"B41C","64",.110118
"B41C","72",.1525104
"B41C","75",.0719723
"B41C","87",.49039
"B41C","89",.0598574
"B41D","51",.0669553
"B41D","53",.1055879
"B41D","57",.1430364
"B41D","64",.1764732
"B41D","72",.115504
"B41D","75",.0688836
"B41D","87",.2673652
"B41D","89",.0561944
"B41F","53",.0640891
"B41F","64",.3254223
"B41F","72",.457596
"B41F","75",.1528925
"B41G","25",.2088707
"B41G","64",.2464706
"B41G","72",.0889683
"B41G","97",.4556904
"B41J","64",.2120922
"B41J","75",.7879078
"B41K","53",.0211234
"B41K","64",.48283
"B41K","72",.0890303
"B41K","75",.11851
"B41K","89",.1819099
"B41K","91",.1065964
"B41L","64",.747985
"B41L","72",.0522887
"B41L","75",.1997262
"B41M","51",.0384417
"B41M","53",.3226641
"B41M","57",.0565904
"B41M","58",.0274042
"B41M","64",.5279984
"B41M","75",.0269012
"B41N","51",.0664795
"B41N","52",.14493
"B41N","53",.1030053
"B41N","57",.0547705
"B41N","58",.021734
"B41N","64",.2654909
"B41N","72",.2247957
"B41N","87",.1187941
"B42B","25",.0488319
"B42B","64",.7761453
"B42B","72",.1750228
"B42C","64",.9404426
"B42C","72",.0595573
"B42D","64",.9461787
"B42D","89",.0538213
"B42F","58",.0321806
"B42F","64",.9678193
"B43K","64",.0509985
"B43K","89",.9490016
"B43L","64",.2013673
"B43L","69",.0534744
"B43L","87",.0541148
"B43L","89",.6910435
"B43M","64",.9661705
"B43M","89",.0338295
"B44B","64",.0501503
"B44B","66",.0468684
"B44B","69",.1356575
"B44B","72",.1266585
"B44B","73",.2311432
"B44B","82",.0212787
"B44B","87",.0861447
"B44B","89",.3020987
"B44C","53",.2347874
"B44C","58",.0467653
"B44C","63",.0270938
"B44C","64",.437825
"B44C","66",.1625747
"B44C","73",.0299549
"B44C","89",.031993
"B44C","97",.029006
"B44D","53",.8170586
"B44D","64",.0794558
"B44D","89",.1034856
"B44F","53",.318032
"B44F","58",.097519
"B44F","64",.3147228
"B44F","66",.2436094
"B44F","89",.0261167
"B60B","62",.1480906
"B60B","67",.0303856
"B60B","69",.0369381
"B60B","74",.0665833
"B60B","78",.6004348
"B60B","82",.0869105
"B60B","83",.0306571
"B60C","62",1
"B60D","78",1
"B60F","74",.0289738
"B60F","78",.22949
"B60F","79",.7415362
"B60G","74",.0673502
"B60G","78",.8738015
"B60G","82",.0588482
"B60H","74",.9150338
"B60H","78",.0466711
"B60H","81",.0382951
"B60J","66",.2683107
"B60J","69",.0468524
"B60J","78",.5945581
"B60J","83",.0902788
"B60K","71",.2764823
"B60K","74",.2956683
"B60K","77",.062915
"B60K","78",.3085344
"B60K","81",.0563999
"B60L","71",.2242323
"B60L","73",.051101
"B60L","74",.0208616
"B60L","77",.6505713
"B60L","78",.0532338
"B60M","67",.1739947
"B60M","68",.0490677
"B60M","69",.5071747
"B60M","73",.040923
"B60M","74",.0223434
"B60M","77",.0940807
"B60M","87",.1124158
"B60N","78",.051682
"B60N","82",.948318
"B60P","74",.0937964
"B60P","78",.9062036
"B60Q","66",.0220245
"B60Q","76",.1031413
"B60Q","77",.2089512
"B60Q","78",.6282488
"B60Q","83",.0376342
"B60R","66",.0346307
"B60R","78",.5659456
"B60R","82",.2290534
"B60R","83",.1703703
"B60S","66",.1088563
"B60S","69",.0393408
"B60S","74",.0785814
"B60S","77",.1667093
"B60S","78",.6065122
"B60T","59",.1895735
"B60T","71",.0220962
"B60T","74",.2654841
"B60T","78",.4695288
"B60T","82",.0533174
"B60V","79",1
"B60W","71",.8814099
"B60W","74",.0767106
"B60W","77",.0418794
"B61B","67",.3480922
"B61B","69",.3639665
"B61B","74",.1459942
"B61B","78",.0259772
"B61B","79",.0312422
"B61B","82",.0847277
"B61C","67",.0303549
"B61C","69",.0627402
"B61C","71",.2206913
"B61C","73",.0627516
"B61C","74",.344388
"B61C","77",.1414114
"B61C","78",.0472144
"B61C","79",.0418738
"B61C","81",.0485745
"B61D","67",.0899561
"B61D","69",.1808358
"B61D","73",.0355654
"B61D","74",.2132334
"B61D","78",.2240962
"B61D","79",.03189
"B61D","82",.1603888
"B61D","83",.0640343
"B61F","67",.1109534
"B61F","69",.0591326
"B61F","73",.0345637
"B61F","74",.2316832
"B61F","78",.0455515
"B61F","79",.1736384
"B61F","82",.1526585
"B61F","89",.1918186
"B61G","67",.230505
"B61G","69",.271473
"B61G","73",.0532681
"B61G","74",.0840649
"B61G","78",.0692814
"B61G","82",.2914077
"B61H","67",.288402
"B61H","69",.2756147
"B61H","74",.3583071
"B61H","78",.0228488
"B61H","79",.025979
"B61H","82",.0288484
"B61J","67",.3664967
"B61J","69",.2229049
"B61J","74",.1344805
"B61J","76",.230656
"B61J","78",.0237541
"B61J","79",.0217078
"B61K","59",.1265386
"B61K","67",.4146631
"B61K","69",.2407586
"B61K","73",.0268771
"B61K","74",.0841742
"B61K","79",.0677783
"B61K","87",.0392101
"B61L","67",.0431628
"B61L","69",.0299092
"B61L","73",.0397944
"B61L","76",.1387656
"B61L","77",.2295074
"B61L","79",.4563674
"B61L","88",.0624932
"B62B","67",.024672
"B62B","69",.0211327
"B62B","73",.0656303
"B62B","78",.0866302
"B62B","82",.3793523
"B62B","83",.3316411
"B62B","89",.0909415
"B62C","78",.2893404
"B62C","82",.6868021
"B62C","83",.0238575
"B62D","74",.0546963
"B62D","78",.8982097
"B62D","83",.047094
"B62H","78",1
"B62J","78",.8519534
"B62J","82",.0833709
"B62J","83",.0646757
"B62K","78",.906582
"B62K","82",.0611399
"B62K","89",.032278
"B62L","69",.0232452
"B62L","78",.9767548
"B62M","74",.0716788
"B62M","78",.9283212
"B63B","67",.0229024
"B63B","69",.0860434
"B63B","74",.1153531
"B63B","79",.7155347
"B63B","82",.0229618
"B63B","89",.0372045
"B63C","58",.0460307
"B63C","67",.0493877
"B63C","69",.0876689
"B63C","74",.3144139
"B63C","77",.0302516
"B63C","78",.0300593
"B63C","79",.412185
"B63C","82",.030003
"B63G","74",.0641885
"B63G","76",.0240607
"B63G","79",.857685
"B63G","89",.0540658
"B63H","69",.030192
"B63H","71",.0709286
"B63H","74",.0424064
"B63H","79",.8564731
"B63J","34",.051225
"B63J","69",.0268991
"B63J","71",.2012281
"B63J","74",.328739
"B63J","79",.3526288
"B63J","81",.03928
"B64B","79",1
"B64C","79",1
"B64D","79",1
"B64F","79",1
"B64G","79",1
"B65B","12",.0924052
"B65B","58",.1400667
"B65B","64",.468224
"B65B","72",.1963542
"B65B","74",.1029498
"B65C","58",.0237079
"B65C","59",.0229031
"B65C","64",.8320044
"B65C","72",.1213846
"B65D","11",.1916684
"B65D","12",.0229221
"B65D","57",.0265354
"B65D","58",.2205763
"B65D","64",.5382978
"B65F","25",.0229953
"B65F","58",.2781087
"B65F","64",.3312017
"B65F","72",.0894638
"B65F","74",.0791262
"B65F","77",.0300199
"B65F","78",.0759786
"B65F","89",.0931058
"B65G","66",.0330513
"B65G","72",.1973046
"B65G","74",.7385561
"B65G","78",.0310879
"B65H","64",.9713528
"B65H","72",.0286472
"B66B","67",.032955
"B66B","69",.0338831
"B66B","74",.933162
"B66C","67",.0876496
"B66C","69",.1303798
"B66C","74",.5822564
"B66C","78",.1997141
"B66D","67",.138837
"B66D","69",.1883502
"B66D","74",.6728128
"B66F","67",.1323557
"B66F","69",.2212458
"B66F","72",.0353525
"B66F","74",.4920218
"B66F","78",.0814291
"B66F","82",.037595
"B67B","11",.5969833
"B67B","63",.3222478
"B67B","66",.0237507
"B67B","69",.0570183
"B67C","11",.4804973
"B67C","72",.1269803
"B67C","74",.3925223
"B67D","11",.7956027
"B67D","74",.2043973
"B68B","21",.0422345
"B68B","58",.0270274
"B68B","61",.68112
"B68B","84",.1860387
"B68B","89",.0635793
"B68C","61",1
"B68F","61",.9741202
"B68F","83",.0258798
"B68G","26",.2290698
"B68G","65",.1116873
"B68G","82",.659243
"B81B","52",.0761878
"B81B","66",.1885903
"B81B","73",.0924523
"B81B","76",.054843
"B81B","77",.4656453
"B81B","87",.0988777
"B81B","97",.0234037
"B81C","27",.0240963
"B81C","52",.1104252
"B81C","66",.2708635
"B81C","68",.0264226
"B81C","73",.2010606
"B81C","77",.2064022
"B81C","87",.0946083
"B81C","97",.0661213
"B82B","27",.0280129
"B82B","51",.0543222
"B82B","52",.5549329
"B82B","57",.0225476
"B82B","66",.026021
"B82B","68",.2533655
"B82B","77",.0336366
"B82B","87",.0271614
"B82Y","51",.0787059
"B82Y","52",.6672582
"B82Y","68",.1708575
"B82Y","77",.0831784
