ipc4,sitc_rev4_3,probability_weight
"A47J","696",.0440194
"A47J","697",.1422995
"A47K","554",.9069367
"A47K","821",.0511181
"A47K","893",.0419452
"A47L","263",.0257531
"A47L","658",.0606151
"A47L","659",.7272515
"A47L","723",.069995
"A47L","735",.0285704
"A47L","745",.0878148
"A61B","774",.4362714
"A61B","871",.034562
"A61B","872",.4779123
"A61B","874",.0268693
"A61B","884",.024385
"A61C","583",.087523
"A61C","778",.0391761
"A61C","872",.6291655
"A61C","899",.2441353
"A61D","025",.0918401
"A61D","211",.0458848
"A61D","541",.0640977
"A61D","542",.0918105
"A61D","872",.7063669
"A61F","541",.0575989
"A61F","582",.0430222
"A61F","583",.0318876
"A61F","747",.0309731
"A61F","845",.0687977
"A61F","848",.0451541
"A61F","871",.0331805
"A61F","872",.689386
"A61G","785",.7766291
"A61G","821",.1831019
"A61G","872",.040269
"A61H","723",.0373878
"A61H","743",.0618953
"A61H","747",.0330515
"A61H","748",.0608728
"A61H","778",.077729
"A61H","821",.3857532
"A61H","845",.0393958
"A61H","846",.0492447
"A61H","848",.0427558
"A61H","872",.1525645
"A61H","899",.0593495
"A61J","541",.0496821
"A61J","542",.707225
"A61J","583",.0410104
"A61J","872",.1496743
"A61J","874",.0524082
"A61K","512",.0276601
"A61K","513",.0253428
"A61K","514",.0723057
"A61K","523",.0374081
"A61K","541",.3846488
"A61K","542",.3928131
"A61K","553",.0345128
"A61K","592",.0253086
"A61L","522",.0359329
"A61L","523",.1147293
"A61L","524",.0489661
"A61L","541",.0321157
"A61L","551",.0804634
"A61L","553",.05276
"A61L","571",.0359388
"A61L","575",.0628131
"A61L","591",.2403662
"A61L","741",.1407403
"A61L","774",.0525602
"A61L","778",.0379872
"A61L","872",.0646268
"A61M","542",.0792085
"A61M","872",.9207916
"A61N","542",.0476716
"A61N","774",.1559476
"A61N","776",.0246375
"A61N","778",.107928
"A61N","871",.2508819
"A61N","872",.3025368
"A61N","899",.1103965
"A61P","514",.0669907
"A61P","541",.3133215
"A61P","542",.6196879
"A61Q","511",.0370903
"A61Q","512",.0457958
"A61Q","513",.0373115
"A61Q","514",.0254688
"A61Q","523",.0484448
"A61Q","541",.0317026
"A61Q","551",.0491264
"A61Q","553",.6774874
"A61Q","554",.0475723
"A62B","693",.1796575
"A62B","699",.0408812
"A62B","782",.1706942
"A62B","792",.0246625
"A62B","848",.5577665
"A62B","872",.0263379
"A62C","598",.2604994
"A62C","782",.7395005
"A62D","516",.0421158
"A62D","522",.1953569
"A62D","523",.4809706
"A62D","591",.0378261
"A62D","598",.0645408
"A62D","782",.1791898
"A63B","583",.0328534
"A63B","723",.02447
"A63B","748",.1257849
"A63B","821",.1294513
"A63B","846",.0621441
"A63B","848",.0824312
"A63B","894",.5428652
"A63C","851",.484782
"A63C","894",.515218
"A63D","661",.1131856
"A63D","894",.8868144
"A63F","723",.0968703
"A63F","894",.9031297
"A63G","748",.0552959
"A63G","792",.0280541
"A63G","821",.5541765
"A63G","894",.3624734
"A63H","792",.0484941
"A63H","894",.9515059
"A63J","641",.0227037
"A63J","658",.5997512
"A63J","693",.0810383
"A63J","744",.1056368
"A63J","748",.0686199
"A63J","821",.0307043
"A63J","894",.0915458
"A63K","583",.3921265
"A63K","621",.0496665
"A63K","641",.0289902
"A63K","642",.0340773
"A63K","657",.0911799
"A63K","658",.0539338
"A63K","659",.0285162
"A63K","693",.0703315
"A63K","695",.0661946
"A63K","778",.0417073
"A63K","821",.0986863
"A63K","845",.0445899
"B01B","212",.304686
"B01B","244",.0308613
"B01B","512",.1093792
"B01B","522",.0388221
"B01B","551",.1485741
"B01B","692",.1997927
"B01B","747",.03107
"B01B","812",.1368147
"B01D","048",.0442644
"B01D","278",.0491562
"B01D","522",.1526609
"B01D","523",.0580048
"B01D","562",.048419
"B01D","598",.1208769
"B01D","663",.0375194
"B01D","692",.0731019
"B01D","743",.2856691
"B01D","747",.0918504
"B01D","812",.038477
"B01F","533",.1497245
"B01F","692",.0770951
"B01F","695",.6326421
"B01F","747",.0877135
"B01F","748",.0528249
"B01J","285",.1442788
"B01J","511",.0536022
"B01J","512",.0372537
"B01J","513",.0242947
"B01J","522",.1524441
"B01J","523",.123496
"B01J","598",.2657234
"B01J","681",.107039
"B01J","686",.0233025
"B01J","689",.0685655
"B01L","583",.0405681
"B01L","621",.0340295
"B01L","664",.2698205
"B01L","665",.089935
"B01L","692",.0507087
"B01L","743",.107233
"B01L","747",.0439603
"B01L","872",.0843824
"B01L","874",.2793625
"B02B","042",.8912972
"B02B","081",.0630278
"B02B","727",.0456751
"B02C","251",.0290538
"B02C","278",.0395719
"B02C","723",.1304596
"B02C","727",.2558433
"B02C","728",.029303
"B02C","735",.5157685
"B03B","273",.1586966
"B03B","278",.1967782
"B03B","281",.0748861
"B03B","283",.0242874
"B03B","287",.150457
"B03B","289",.2788951
"B03B","692",.0432054
"B03B","723",.0259803
"B03B","971",.0468139
"B03C","278",.0955708
"B03C","281",.2474701
"B03C","692",.467069
"B03C","695",.0454348
"B03C","723",.051966
"B03C","735",.0924894
"B03D","278",.1669853
"B03D","281",.0392273
"B03D","283",.1973829
"B03D","287",.344387
"B03D","289",.0960718
"B03D","523",.1194216
"B03D","686",.0365241
"B04B","743",1
"B04C","251",.0280653
"B04C","273",.0544092
"B04C","278",.1408512
"B04C","343",.0739799
"B04C","345",.0261517
"B04C","562",.063142
"B04C","723",.2597351
"B04C","743",.1647806
"B04C","747",.188885
"B05B","533",.3653345
"B05B","745",.5868701
"B05B","747",.0477954
"B05C","533",.6564751
"B05C","592",.2398363
"B05C","641",.0544882
"B05C","723",.0242372
"B05C","745",.0249632
"B05D","531",.0679182
"B05D","533",.873623
"B05D","575",.0318467
"B05D","686",.0266121
"B06B","662",.0452566
"B06B","663",.252339
"B06B","695",.0339446
"B06B","735",.6024505
"B06B","737",.0660093
"B07B","042",.120879
"B07B","081",.0316474
"B07B","222",.0269109
"B07B","273",.0383209
"B07B","278",.0486235
"B07B","562",.0283965
"B07B","692",.0293157
"B07B","695",.0803395
"B07B","721",.027534
"B07B","723",.2950899
"B07B","728",.1014897
"B07B","735",.0588643
"B07B","744",.0564331
"B07B","748",.0561556
"B07C","641",.1185539
"B07C","642",.1395661
"B07C","664",.0398627
"B07C","723",.0872376
"B07C","735",.0531291
"B07C","744",.1714221
"B07C","774",.1384894
"B07C","778",.0895679
"B07C","911",.1621711
"B08B","278",.0295938
"B08B","658",.0387265
"B08B","664",.0423532
"B08B","678",.038406
"B08B","692",.1813408
"B08B","695",.033643
"B08B","723",.1041468
"B08B","728",.0397767
"B08B","735",.281004
"B08B","743",.0698874
"B08B","745",.0683408
"B08B","747",.072781
"B09B","273",.0294865
"B09B","278",.2158888
"B09B","522",.0543132
"B09B","523",.0451769
"B09B","562",.1377459
"B09B","579",.0281506
"B09B","599",.2254728
"B09B","641",.0346965
"B09B","661",.0307068
"B09B","692",.0971556
"B09B","735",.0444985
"B09B","741",.0567078
"B09C","081",.0393095
"B09C","272",.0258177
"B09C","273",.0271159
"B09C","278",.0457637
"B09C","322",.1225455
"B09C","516",.0347432
"B09C","522",.0756652
"B09C","523",.1392197
"B09C","524",.0427524
"B09C","562",.0759965
"B09C","598",.0296414
"B09C","689",.0372225
"B09C","692",.1161932
"B09C","735",.0789679
"B09C","743",.1090456
"B21B","597",.0293441
"B21B","672",.0366422
"B21B","673",.3616771
"B21B","674",.0379202
"B21B","675",.0337794
"B21B","676",.0792586
"B21B","679",.089688
"B21B","692",.0459025
"B21B","693",.0239399
"B21B","735",.1396773
"B21B","745",.0548723
"B21B","746",.0672984
"B21C","678",.1386938
"B21C","679",.2140835
"B21C","682",.0527939
"B21C","692",.146082
"B21C","693",.1947125
"B21C","733",.11363
"B21C","735",.0704593
"B21C","874",.069545
"B21D","679",.0325149
"B21D","723",.0264121
"B21D","733",.4166185
"B21D","735",.5244545
"B21F","676",.8126951
"B21F","678",.085461
"B21F","693",.0602844
"B21F","735",.0415595
"B21G","678",.19672
"B21G","693",.0840805
"B21G","694",.0287463
"B21G","699",.1736455
"B21G","723",.0364714
"B21G","724",.1197173
"B21G","728",.0269388
"B21G","733",.051502
"B21G","735",.2821782
"B21H","676",.0989527
"B21H","733",.0235161
"B21H","735",.1416653
"B21H","745",.7358659
"B21J","695",.3645706
"B21J","733",.148452
"B21J","735",.4869773
"B21K","676",.0233449
"B21K","695",.0668959
"B21K","724",.0285626
"B21K","733",.1938832
"B21K","735",.651098
"B21K","748",.0362154
"B21L","693",.0273406
"B21L","695",.1129823
"B21L","723",.1394664
"B21L","731",.0247623
"B21L","733",.0426963
"B21L","735",.2033083
"B21L","737",.0613156
"B21L","748",.2697014
"B21L","897",.1184267
"B22C","572",.0321336
"B22C","671",.251332
"B22C","692",.0503166
"B22C","723",.0320866
"B22C","735",.0510482
"B22C","749",.583083
"B22D","671",.0452762
"B22D","672",.0354403
"B22D","692",.0622671
"B22D","696",.6781692
"B22D","737",.1186237
"B22D","749",.0602235
"B22F","681",.138571
"B22F","682",.0918227
"B22F","683",.2221276
"B22F","686",.0317741
"B22F","689",.2407269
"B22F","692",.0949954
"B22F","733",.0266221
"B22F","735",.0784859
"B22F","971",.0748743
"B23B","695",.0355867
"B23B","723",.0279769
"B23B","731",.8683905
"B23B","735",.0680459
"B23C","727",.7799231
"B23C","731",.1477888
"B23C","735",.0722881
"B23D","667",.0413534
"B23D","695",.6424592
"B23D","696",.0760764
"B23D","724",.0307982
"B23D","731",.0253336
"B23D","733",.0617401
"B23D","735",.1222391
"B23F","723",.0216137
"B23F","727",.4103513
"B23F","731",.2660232
"B23F","735",.3020118
"B23G","695",.059439
"B23G","723",.0381368
"B23G","724",.0235142
"B23G","727",.0427279
"B23G","731",.3885642
"B23G","735",.4265974
"B23G","748",.0210205
"B23H","351",.1102301
"B23H","667",.0461419
"B23H","682",.0283395
"B23H","689",.1210603
"B23H","693",.0980526
"B23H","723",.1416172
"B23H","724",.0238586
"B23H","731",.107054
"B23H","733",.0408173
"B23H","735",.2828285
"B23K","679",.035407
"B23K","687",.0076692
"B23K","693",.0339098
"B23K","735",.0538778
"B23K","737",.6323182
"B23K","871",.2368179
"B23P","667",.0289341
"B23P","695",.0924964
"B23P","723",.0616394
"B23P","727",.15597
"B23P","731",.1958726
"B23P","733",.0532659
"B23P","735",.3367786
"B23P","737",.0323324
"B23P","748",.0427107
"B23Q","723",.0428724
"B23Q","727",.2153904
"B23Q","731",.647108
"B23Q","735",.0946292
"B24B","667",.1717524
"B24B","723",.0251024
"B24B","731",.0379819
"B24B","735",.7651632
"B24C","679",.0245631
"B24C","692",.0743301
"B24C","723",.0914705
"B24C","735",.0850963
"B24C","744",.0453377
"B24C","745",.6792024
"B24D","667",.8618004
"B24D","735",.1381996
"B25B","695",.9782715
"B25B","745",.0217285
"B25C","694",.0338897
"B25C","695",.793473
"B25C","723",.0335919
"B25C","735",.0904324
"B25C","747",.0486129
"B25D","695",1
"B25F","695",.7361479
"B25F","745",.1027754
"B25F","778",.1610767
"B25G","695",.7824063
"B25G","696",.0576948
"B25G","745",.1598989
"B25H","635",.0353384
"B25H","672",.1109552
"B25H","676",.0278151
"B25H","677",.0296837
"B25H","679",.0406263
"B25H","695",.4948435
"B25H","735",.1646083
"B25H","745",.0961294
"B25J","678",.0394666
"B25J","693",.0305866
"B25J","695",.087046
"B25J","716",.0347341
"B25J","723",.054103
"B25J","735",.1842913
"B25J","737",.0322972
"B25J","744",.0369387
"B25J","746",.0568174
"B25J","748",.2979122
"B25J","778",.0553021
"B25J","831",.0407128
"B25J","871",.0497917
"B26B","695",.1107536
"B26B","696",.8256798
"B26B","775",.0635665
"B26D","641",.3236922
"B26D","695",.1667008
"B26D","696",.2499989
"B26D","724",.0471732
"B26D","725",.1357898
"B26D","728",.0357141
"B26D","735",.040931
"B26F","582",.0290209
"B26F","641",.438673
"B26F","695",.0782568
"B26F","696",.0683731
"B26F","724",.0291053
"B26F","725",.0564695
"B26F","728",.026761
"B26F","735",.2733404
"B27B","246",.1134995
"B27B","635",.0400665
"B27B","695",.7647312
"B27B","735",.0817029
"B27C","635",.3408116
"B27C","727",.2980578
"B27C","731",.276556
"B27C","735",.0845745
"B27D","634",1
"B27F","635",.3164223
"B27F","641",.0396553
"B27F","695",.1743021
"B27F","723",.0223288
"B27F","727",.3120804
"B27F","731",.0573238
"B27F","735",.0778873
"B27G","246",.2971435
"B27G","634",.0396026
"B27G","635",.3040546
"B27G","695",.2596795
"B27G","696",.0561441
"B27G","735",.0433755
"B27H","112",.2491906
"B27H","248",.0930664
"B27H","635",.5460542
"B27H","735",.1116888
"B27J","244",.5799078
"B27J","633",.2360248
"B27J","724",.1541175
"B27J","728",.0299499
"B27K","244",.1355401
"B27K","246",.0365486
"B27K","247",.02608
"B27K","533",.0349314
"B27K","575",.034696
"B27K","591",.2418234
"B27K","633",.0905977
"B27K","634",.2377667
"B27K","635",.1374318
"B27K","735",.0245844
"B27L","246",.2307863
"B27L","247",.0274711
"B27L","634",.0518648
"B27L","635",.157528
"B27L","695",.1268059
"B27L","696",.2373382
"B27L","731",.1409991
"B27L","735",.0272065
"B27M","246",.0303102
"B27M","247",.0496065
"B27M","533",.0436975
"B27M","634",.2670793
"B27M","635",.4006775
"B27M","641",.0238011
"B27M","727",.0288123
"B27M","735",.11481
"B27M","821",.0412057
"B27N","246",.1525615
"B27N","634",.8201095
"B27N","735",.027329
"B28B","273",.2001501
"B28B","662",.3513603
"B28B","663",.3720421
"B28B","723",.0445682
"B28B","749",.0318792
"B28C","273",.2701634
"B28C","278",.0642242
"B28C","661",.1736488
"B28C","663",.0400832
"B28C","723",.2356082
"B28C","744",.1358854
"B28C","747",.0351978
"B28C","748",.0451889
"B28D","273",.0395167
"B28D","661",.0307704
"B28D","662",.1017301
"B28D","667",.8279828
"B29B","232",.051473
"B29B","571",.0552578
"B29B","572",.0357491
"B29B","575",.0555176
"B29B","579",.1529636
"B29B","582",.0382475
"B29B","583",.2705221
"B29B","728",.3402692
"B29C","571",.0384894
"B29C","575",.034206
"B29C","581",.0404627
"B29C","582",.0782935
"B29C","583",.298177
"B29C","723",.0238352
"B29C","728",.2053103
"B29C","749",.2812259
"B29D","575",.0259641
"B29D","583",.0337061
"B29D","625",.8718016
"B29D","728",.0404006
"B29D","749",.0281277
"B29K","511",.1044922
"B29K","571",.2304683
"B29K","572",.0704916
"B29K","573",.0271788
"B29K","574",.086041
"B29K","575",.3215177
"B29K","583",.0457934
"B29K","625",.0310876
"B29K","629",.0322454
"B29K","664",.0506841
"B29L","511",.0378326
"B29L","571",.1081841
"B29L","574",.0303711
"B29L","575",.1007106
"B29L","581",.0789953
"B29L","582",.1226584
"B29L","583",.1909706
"B29L","625",.0417065
"B29L","664",.0268624
"B29L","728",.120369
"B29L","749",.1413395
"B30B","692",.0308866
"B30B","695",.0274194
"B30B","723",.1240615
"B30B","733",.2035895
"B30B","735",.4135093
"B30B","748",.2005337
"B31B","641",.4430849
"B31B","642",.1995388
"B31B","725",.3073401
"B31B","728",.025216
"B31B","893",.0248202
"B31C","641",.6012384
"B31C","642",.0319027
"B31C","725",.3668589
"B31D","641",.7437358
"B31D","642",.0340087
"B31D","725",.2222556
"B31F","641",.8188537
"B31F","725",.1811463
"B32B","511",.0399499
"B32B","533",.0256428
"B32B","571",.1390752
"B32B","575",.1523005
"B32B","582",.0997427
"B32B","583",.0268023
"B32B","641",.2455497
"B32B","653",.0886303
"B32B","657",.0269601
"B32B","659",.025694
"B32B","664",.0814258
"B32B","684",.0482267
"B41B","641",.0697057
"B41B","726",.3182018
"B41B","751",.2112381
"B41B","871",.2205874
"B41B","881",.0705019
"B41B","892",.1097652
"B41C","726",.5625091
"B41C","871",.1422485
"B41C","896",.2952423
"B41D","531",.0388681
"B41D","575",.0580789
"B41D","641",.0732499
"B41D","726",.3203053
"B41D","728",.077343
"B41D","751",.0351165
"B41D","871",.1966846
"B41D","892",.2003537
"B41F","641",.0475428
"B41F","725",.0228463
"B41F","726",.9044744
"B41F","751",.0251365
"B41G","251",.173704
"B41G","641",.2172076
"B41G","725",.165206
"B41G","726",.0433375
"B41G","728",.0215772
"B41G","971",.3789677
"B41J","641",.1989633
"B41J","751",.8010367
"B41K","641",.1828581
"B41K","725",.0497695
"B41K","726",.0305248
"B41K","751",.0479121
"B41K","895",.650036
"B41K","911",.0388995
"B41L","641",.5241117
"B41L","725",.0718584
"B41L","726",.2466432
"B41L","751",.1573868
"B41M","531",.3268526
"B41M","533",.0486664
"B41M","575",.0243987
"B41M","582",.035266
"B41M","641",.4660383
"B41M","726",.0444332
"B41M","751",.0259796
"B41M","871",.0283653
"B41N","641",.0394887
"B41N","726",.9348092
"B41N","871",.0257021
"B42B","251",.0266533
"B42B","641",.4289429
"B42B","725",.0974805
"B42B","726",.4469233
"B42C","592",.0323025
"B42C","641",.5588366
"B42C","642",.1249404
"B42C","725",.0501522
"B42C","726",.1261929
"B42C","892",.1075753
"B42D","641",.3784848
"B42D","642",.4216008
"B42D","892",.1999144
"B42F","582",.0231636
"B42F","641",.6637577
"B42F","642",.3130787
"B43K","895",1
"B43L","641",.022436
"B43L","696",.0303449
"B43L","874",.0211375
"B43L","895",.9260816
"B43M","641",.1434845
"B43M","642",.7452801
"B43M","895",.1112355
"B44B","896",1
"B44C","533",.2095182
"B44C","582",.0286966
"B44C","641",.4069926
"B44C","664",.082884
"B44C","666",.0647187
"B44C","735",.0328695
"B44C","896",.1488974
"B44C","971",.025423
"B44D","531",.0272977
"B44D","533",.4245342
"B44D","641",.0379101
"B44D","895",.5102581
"B44F","531",.046361
"B44F","533",.2362615
"B44F","582",.0731258
"B44F","583",.033478
"B44F","641",.28104
"B44F","661",.0833251
"B44F","664",.1411218
"B44F","892",.0260295
"B44F","896",.0792574
"B60B","625",.12658
"B60B","746",.159635
"B60B","784",.2224725
"B60B","785",.4389093
"B60B","821",.0524031
"B60C","625",1
"B60D","786",1
"B60F","748",.0482672
"B60F","784",.1015394
"B60F","785",.0823736
"B60F","786",.1056115
"B60F","792",.6297709
"B60F","793",.0324374
"B60G","747",.0392446
"B60G","784",.7527257
"B60G","786",.1769189
"B60G","821",.0311108
"B60H","741",.967508
"B60H","784",.032492
"B60J","664",.2048414
"B60J","691",.1186789
"B60J","784",.6402318
"B60J","831",.0362479
"B60K","713",.0870354
"B60K","716",.0785142
"B60K","748",.345513
"B60K","778",.1062871
"B60K","784",.3495533
"B60K","812",.0330971
"B60L","716",.213219
"B60L","737",.0643469
"B60L","771",.0370706
"B60L","778",.6596687
"B60L","874",.0256948
"B60M","677",.1516505
"B60M","678",.0482801
"B60M","682",.0433307
"B60M","693",.3630975
"B60M","694",.0265264
"B60M","771",.1032325
"B60M","772",.0284088
"B60M","791",.0897233
"B60M","874",.1457503
"B60N","784",.1379013
"B60N","821",.8620987
"B60P","744",.0591116
"B60P","782",.0219101
"B60P","786",.9189783
"B60Q","664",.0223506
"B60Q","764",.058043
"B60Q","772",.0494526
"B60Q","776",.0367364
"B60Q","778",.0516474
"B60Q","784",.7244055
"B60Q","786",.0573646
"B60R","664",.0350622
"B60R","784",.7412251
"B60R","821",.1282902
"B60R","831",.0954225
"B60S","664",.1029236
"B60S","695",.0233742
"B60S","778",.3161078
"B60S","784",.4468916
"B60S","786",.1107029
"B60T","597",.267423
"B60T","747",.2227284
"B60T","784",.2409451
"B60T","786",.2434332
"B60T","821",.0254703
"B60V","714",.0409244
"B60V","792",.9590756
"B60W","713",.5930293
"B60W","716",.1875425
"B60W","737",.0253718
"B60W","748",.1024178
"B60W","778",.0916386
"B61B","677",.0883876
"B61B","678",.3000571
"B61B","693",.3516272
"B61B","744",.0649723
"B61B","748",.0904429
"B61B","791",.0651289
"B61B","821",.039384
"B61C","714",.0280842
"B61C","716",.1787583
"B61C","737",.0604302
"B61C","748",.1771486
"B61C","771",.0531916
"B61C","772",.0266941
"B61C","778",.0866123
"B61C","786",.0492168
"B61C","791",.3115142
"B61C","812",.0283497
"B61D","677",.0637337
"B61D","691",.0587221
"B61D","692",.0309992
"B61D","741",.0975489
"B61D","744",.0614785
"B61D","786",.4028137
"B61D","791",.1573859
"B61D","821",.0909905
"B61D","831",.0363274
"B61F","746",.0887155
"B61F","748",.0377978
"B61F","786",.0302223
"B61F","791",.4991671
"B61F","821",.0328318
"B61F","892",.3112655
"B61G","678",.1903185
"B61G","693",.1325164
"B61G","699",.2119329
"B61G","735",.044337
"B61G","744",.025965
"B61G","786",.1298842
"B61G","791",.0791178
"B61G","821",.1859281
"B61H","671",.0653987
"B61H","676",.0245997
"B61H","677",.1320747
"B61H","678",.0935078
"B61H","693",.1305835
"B61H","694",.0409577
"B61H","744",.0794931
"B61H","747",.139874
"B61H","748",.0583026
"B61H","791",.2352082
"B61J","677",.1410262
"B61J","678",.134435
"B61J","693",.0803541
"B61J","744",.0631995
"B61J","763",.4983412
"B61J","791",.082644
"B61K","597",.1085872
"B61K","677",.3236413
"B61K","678",.0908254
"B61K","693",.0709894
"B61K","744",.0249575
"B61K","791",.3809993
"B61L","677",.0223637
"B61L","791",.9776363
"B62B","735",.0608912
