ipc4,hs2007_2,probability_weight
"A61F","39",.0810573
"A61F","61",.0551903
"A61F","62",.0788441
"A61F","63",.0228308
"A61F","90",.1526403
"A61G","87",.1892978
"A61G","94",.8107022
"A61H","30",.0307851
"A61H","33",.0287738
"A61H","61",.0262602
"A61H","62",.092019
"A61H","82",.0750614
"A61H","85",.0689586
"A61H","90",.0476516
"A61H","94",.6022378
"A61H","96",.0282525
"A61J","30",.8089812
"A61J","39",.1114171
"A61J","45",.0310252
"A61J","90",.0485766
"A61K","28",.0387886
"A61K","29",.2769546
"A61K","30",.6106083
"A61K","33",.0477098
"A61K","35",.0259388
"A61L","05",.0674067
"A61L","28",.2352588
"A61L","29",.1075001
"A61L","30",.0581356
"A61L","33",.1006019
"A61L","35",.1615147
"A61L","38",.0899691
"A61L","39",.1129818
"A61L","90",.0666313
"A61M","30",.571743
"A61M","35",.0253336
"A61M","39",.023002
"A61M","90",.3799214
"A61N","30",.0901233
"A61N","35",.0627
"A61N","62",.0264666
"A61N","85",.1660158
"A61N","90",.6546944
"A61P","29",.1568241
"A61P","30",.8431759
"A61Q","28",.0384015
"A61Q","29",.1936425
"A61Q","33",.7318855
"A61Q","34",.0360704
"A62B","30",.0248464
"A62B","61",.024102
"A62B","62",.0709872
"A62B","65",.7819021
"A62B","87",.0432456
"A62B","88",.0549167
"A62C","38",.1494809
"A62C","87",.81199
"A62C","88",.0385291
"A62D","28",.6761107
"A62D","29",.0962108
"A62D","38",.1903967
"A62D","87",.0372818
"A63B","95",1
"A63C","64",.0884411
"A63C","95",.9115589
"A63D","57",.0448043
"A63D","59",.0256657
"A63D","68",.0563456
"A63D","95",.8731844
"A63F","84",.029717
"A63F","95",.970283
"A63G","84",.0331584
"A63G","88",.0319468
"A63G","94",.5425883
"A63G","95",.3923065
"A63H","88",.0384655
"A63H","95",.9615345
"A63J","63",.3154225
"A63J","84",.1013433
"A63J","85",.0301042
"A63J","94",.0509621
"A63J","95",.5021679
"A63K","39",.1685082
"A63K","41",.1743296
"A63K","56",.1438103
"A63K","57",.0329402
"A63K","59",.1093096
"A63K","62",.0228772
"A63K","84",.040575
"A63K","85",.048725
"A63K","89",.0815458
"A63K","94",.1264133
"A63K","95",.0509657
"B01B","22",.0560816
"B01B","27",.0300796
"B01B","28",.082943
"B01B","29",.0462771
"B01B","45",.2879188
"B01B","51",.0614108
"B01B","73",.4352891
"B01D","19",.0365759
"B01D","25",.2223195
"B01D","26",.0392875
"B01D","27",.0248613
"B01D","28",.2072541
"B01D","29",.024919
"B01D","38",.0603859
"B01D","39",.0288204
"B01D","48",.0423811
"B01D","59",.1087317
"B01D","69",.0522331
"B01D","71",.0244954
"B01D","73",.1277352
"B01F","19",.02857
"B01F","22",.0254326
"B01F","25",.1562068
"B01F","27",.0398671
"B01F","28",.0588824
"B01F","29",.0637742
"B01F","30",.0257305
"B01F","31",.036987
"B01F","32",.1987435
"B01F","34",.0670605
"B01F","35",.0454361
"B01F","38",.0829531
"B01F","39",.0238537
"B01F","68",.0497555
"B01F","73",.0967471
"B01J","25",.0406251
"B01J","28",.2907288
"B01J","29",.1291789
"B01J","38",.0419603
"B01J","71",.4062752
"B01J","75",.0239541
"B01J","79",.0278553
"B01J","81",.0394223
"B01L","25",.0387505
"B01L","35",.0277781
"B01L","39",.0994553
"B01L","45",.0410701
"B01L","48",.0359424
"B01L","70",.4939126
"B01L","73",.0970014
"B01L","90",.1660894
"B02B","10",.9329717
"B02B","11",.0249432
"B02B","23",.0420851
"B02C","25",.0480492
"B02C","48",.0535268
"B02C","82",.898424
"B03B","25",.7971758
"B03B","26",.0740491
"B03B","71",.074648
"B03B","84",.0541272
"B03C","25",.2816027
"B03C","26",.1450264
"B03C","72",.1039708
"B03C","73",.3379665
"B03C","82",.0284647
"B03C","84",.1029689
"B03D","25",.820568
"B03D","26",.0804608
"B03D","28",.0395066
"B03D","71",.0219254
"B03D","79",.0375393
"B04B","19",.0293417
"B04B","84",.9706583
"B04C","25",.2411643
"B04C","26",.0917157
"B04C","27",.0405073
"B04C","48",.046526
"B04C","69",.1995979
"B04C","84",.3804888
"B05B","32",.8289225
"B05B","35",.0478094
"B05B","38",.0313532
"B05B","61",.0253416
"B05B","73",.0333403
"B05B","94",.0332331
"B05C","32",.2145566
"B05C","35",.7396361
"B05C","96",.0458072
"B05D","25",.0236451
"B05D","28",.0246801
"B05D","32",.7008672
"B05D","35",.1023587
"B05D","39",.0723269
"B05D","76",.0377363
"B05D","79",.0383858
"B06B","19",.0725721
"B06B","34",.0262376
"B06B","83",.043946
"B06B","84",.5756663
"B06B","85",.281578
"B07B","25",.1740782
"B07B","59",.0367371
"B07B","72",.044749
"B07B","73",.0464415
"B07B","82",.0536176
"B07B","84",.6443766
"B07C","19",.0274206
"B07C","24",.0480742
"B07C","25",.0699813
"B07C","48",.1451477
"B07C","70",.0442843
"B07C","84",.6101925
"B07C","85",.0548993
"B08B","19",.0594371
"B08B","73",.0867075
"B08B","82",.0441919
"B08B","84",.2096815
"B08B","96",.599982
"B09B","25",.2535987
"B09B","26",.2948575
"B09B","28",.0489376
"B09B","38",.1234607
"B09B","47",.0330347
"B09B","73",.0256757
"B09B","81",.0321126
"B09B","82",.0401607
"B09B","84",.1481617
"B09C","25",.5685536
"B09C","27",.027715
"B09C","28",.1155768
"B09C","29",.0256809
"B09C","31",.0320144
"B09C","38",.0627819
"B09C","73",.0254321
"B09C","81",.0893012
"B09C","84",.0529441
"B21B","72",.6974825
"B21B","73",.2372232
"B21B","74",.0258575
"B21B","76",.0394368
"B21C","72",.2951737
"B21C","73",.5130227
"B21C","74",.0688223
"B21C","76",.1229813
"B21D","72",.1288559
"B21D","73",.2968026
"B21D","74",.0297224
"B21D","76",.0685145
"B21D","82",.1283616
"B21D","87",.2848946
"B21D","94",.0628485
"B21F","72",.9539876
"B21F","73",.0460124
"B21G","72",.6134028
"B21G","73",.2727709
"B21G","82",.1138264
"B21H","72",.7963761
"B21H","73",.1292924
"B21H","82",.0494995
"B21H","94",.024832
"B21J","72",.1098639
"B21J","73",.0627164
"B21J","82",.727455
"B21J","87",.0744364
"B21J","94",.0255283
"B21K","72",.3581901
"B21K","73",.2414477
"B21K","76",.0377117
"B21K","82",.2265348
"B21K","87",.1361157
"B21L","72",.1124389
"B21L","73",.6229656
"B21L","82",.1833621
"B21L","83",.0269981
"B21L","94",.0542353
"B22C","26",.0806902
"B22C","39",.0320818
"B22C","69",.2409561
"B22C","72",.2392113
"B22C","73",.1626673
"B22C","76",.1552226
"B22C","81",.0434015
"B22C","82",.0457692
"B22D","26",.0816553
"B22D","72",.2080326
"B22D","73",.1724266
"B22D","74",.0812394
"B22D","76",.0851797
"B22D","82",.3714664
"B22F","69",.0228414
"B22F","71",.2524339
"B22F","72",.0719155
"B22F","73",.0471887
"B22F","75",.1240483
"B22F","76",.0618468
"B22F","79",.0310688
"B22F","81",.3886566
"B23B","82",.6047464
"B23B","84",.3952536
"B23C","82",.1885033
"B23C","84",.8114967
"B23D","72",.0359523
"B23D","82",.890189
"B23D","84",.0738587
"B23F","82",.2227598
"B23F","84",.7772403
"B23G","72",.0795249
"B23G","73",.0741102
"B23G","78",.0438093
"B23G","82",.4317575
"B23G","84",.3707981
"B23H","71",.0569563
"B23H","72",.1454978
"B23H","73",.0845531
"B23H","74",.0372658
"B23H","79",.0417867
"B23H","81",.1616082
"B23H","82",.0303091
"B23H","83",.0883583
"B23H","84",.3119931
"B23H","85",.0416717
"B23K","72",.0976347
"B23K","73",.08305
"B23K","83",.6811193
"B23K","84",.0696421
"B23K","90",.0685538
"B23P","72",.0853427
"B23P","73",.0921704
"B23P","76",.0221133
"B23P","82",.2036679
"B23P","83",.0277505
"B23P","84",.5689552
"B23Q","82",.1938589
"B23Q","84",.8061411
"B24B","25",.0323676
"B24B","69",.0378346
"B24B","70",.0432287
"B24B","71",.3256562
"B24B","72",.042447
"B24B","73",.059805
"B24B","82",.3291711
"B24B","85",.0383894
"B24B","96",.0911003
"B24C","25",.1376852
"B24C","32",.0250738
"B24C","62",.0245918
"B24C","63",.0269859
"B24C","69",.0430522
"B24C","70",.0507177
"B24C","72",.1599138
"B24C","73",.4159062
"B24C","76",.0241518
"B24C","82",.0919215
"B24D","35",.0509231
"B24D","59",.0444049
"B24D","71",.8055568
"B24D","82",.0991152
"B25B","82",.9677671
"B25B","84",.0322329
"B25C","82",.8315535
"B25C","84",.1684465
"B25D","82",1
"B25F","82",.9307578
"B25F","84",.0692422
"B25G","82",.9686576
"B25G","96",.0313424
"B25H","72",.1390784
"B25H","73",.1267779
"B25H","82",.5271931
"B25H","83",.0286694
"B25H","84",.1782813
"B25J","42",.0766746
"B25J","72",.0280081
"B25J","73",.0596455
"B25J","78",.0495912
"B25J","82",.0627407
"B25J","84",.5722522
"B25J","85",.0992923
"B25J","90",.0517955
"B26B","82",1
"B26D","82",1
"B26F","39",.0635949
"B26F","82",.9364052
"B27B","44",.1760635
"B27B","82",.8239365
"B27C","44",.5916724
"B27C","82",.3550706
"B27C","94",.053257
"B27D","35",.3020025
"B27D","44",.6389
"B27D","48",.0590975
"B27F","44",.3610855
"B27F","48",.0474229
"B27F","82",.5914916
"B27G","35",.0214658
"B27G","44",.3213753
"B27G","82",.657159
"B27H","22",.167693
"B27H","44",.832307
"B27J","45",.8396502
"B27J","46",.123538
"B27J","82",.0368118
"B27K","32",.050401
"B27K","35",.0433155
"B27K","38",.0879983
"B27K","39",.0300421
"B27K","44",.4090187
"B27K","45",.3792243
"B27L","44",.1058506
"B27L","82",.8941494
"B27M","32",.0224155
"B27M","35",.1828844
"B27M","44",.7424902
"B27M","82",.0522099
"B27N","35",.095736
"B27N","44",.904264
"B28B","25",.2845509
"B28B","38",.3271108
"B28B","68",.0792088
"B28B","69",.3091296
"B28C","25",.1487402
"B28C","38",.8153404
"B28C","68",.0359194
"B28D","25",.4470187
"B28D","38",.0478292
"B28D","68",.1317844
"B28D","69",.3733678
"B29B","35",.0391674
"B29B","39",.5513797
"B29B","40",.0849879
"B29B","55",.0498824
"B29B","57",.0311538
"B29B","82",.2434289
"B29C","35",.1300466
"B29C","39",.8699534
"B29D","35",.0678186
"B29D","39",.1300888
"B29D","40",.6726751
"B29D","54",.0212311
"B29D","55",.0478162
"B29D","59",.0603703
"B29K","29",.0604428
"B29K","35",.0442003
"B29K","39",.69287
"B29K","40",.0948117
"B29K","55",.0482363
"B29K","59",.0213303
"B29K","70",.0381087
"B29L","35",.0808236
"B29L","39",.8472526
"B29L","40",.0479245
"B29L","55",.0239993
"B30B","26",.0521809
"B30B","39",.026153
"B30B","48",.0834759
"B30B","72",.0763441
"B30B","73",.2426312
"B30B","74",.0267577
"B30B","76",.092255
"B30B","78",.0262212
"B30B","82",.373981
"B31B","35",.0885476
"B31B","48",.9114524
"B31C","35",.0310766
"B31C","47",.0321448
"B31C","48",.9367787
"B31D","35",.1282854
"B31D","48",.8717147
"B31F","35",.0708401
"B31F","48",.9291599
"B32B","35",.2227986
"B32B","39",.2739967
"B32B","48",.1277809
"B32B","54",.0701301
"B32B","55",.124957
"B32B","59",.1056206
"B32B","70",.0317979
"B32B","76",.0429182
"B41B","37",.8865975
"B41B","48",.0236981
"B41B","49",.0603389
"B41B","90",.0293656
"B41C","29",.0232135
"B41C","32",.116714
"B41C","35",.0625251
"B41C","39",.0558021
"B41C","48",.3666262
"B41C","49",.0604627
"B41C","90",.3146563
"B41D","35",.5863957
"B41D","48",.0834508
"B41D","49",.2828586
"B41D","90",.0472949
"B41F","32",.0522098
"B41F","48",.801919
"B41F","49",.1458711
"B41G","47",.240086
"B41G","48",.759914
"B41J","48",1
"B41K","48",.6719146
"B41K","96",.3280854
"B41L","48",1
"B41M","29",.0384554
"B41M","32",.1918568
"B41M","35",.0597252
"B41M","39",.1078495
"B41M","48",.6021131
"B41N","28",.0922029
"B41N","29",.0576313
"B41N","32",.0768546
"B41N","35",.1256213
"B41N","39",.16721
"B41N","48",.3672441
"B41N","49",.0660037
"B41N","90",.0472321
"B42B","47",.0207556
"B42B","48",.9161668
"B42B","49",.0630776
"B42C","35",.3815761
"B42C","48",.396556
"B42C","49",.2218679
"B42D","35",.098881
"B42D","48",.5190904
"B42D","49",.3820286
"B42F","35",.0331621
"B42F","39",.0299294
"B42F","48",.8983442
"B42F","49",.0385643
"B43K","96",1
"B43L","96",1
"B43M","96",1
"B44B","68",.0254698
"B44B","70",.0469015
"B44B","71",.2126406
"B44B","72",.0432294
"B44B","73",.0575521
"B44B","76",.0823125
"B44B","78",.0788548
"B44B","90",.2197452
"B44B","94",.1925644
"B44B","96",.0407297
"B44C","32",.2017997
"B44C","35",.4782197
"B44C","39",.1079681
"B44C","59",.0425029
"B44C","69",.0338287
"B44C","70",.0747572
"B44C","71",.0609237
"B44D","32",.4918909
"B44D","96",.5081092
"B44F","32",.3060652
"B44F","35",.199549
"B44F","39",.1685335
"B44F","49",.0628137
"B44F","68",.0693928
"B44F","69",.0378544
"B44F","70",.1557913
"B60B","40",.0237517
"B60B","87",.9543123
"B60B","94",.0219359
"B60C","40",.9749823
"B60C","87",.0250177
"B60D","87",1
"B60F","84",.0332435
"B60F","86",.0233154
"B60F","87",.3374709
"B60F","88",.6059701
"B60G","87",1
"B60H","84",.3020501
"B60H","87",.6979499
"B60J","70",.0445567
"B60J","87",.9554433
"B60K","84",.0805101
"B60K","87",.9194899
"B60L","84",.0226732
"B60L","85",.2962053
"B60L","86",.0275364
"B60L","87",.6535851
"B60M","72",.1698847
"B60M","73",.1530088
"B60M","74",.0753722
"B60M","76",.0528438
"B60M","85",.0416234
"B60M","86",.5072671
"B60N","87",.5021349
"B60N","94",.4978651
"B60P","73",.0221794
"B60P","84",.0864083
"B60P","86",.0329807
"B60P","87",.8584316
"B60Q","87",1
"B60R","87",.966429
"B60R","94",.033571
"B60S","85",.0232643
"B60S","87",.8428698
"B60S","96",.1338658
"B60T","84",.0668667
"B60T","87",.9331332
"B60V","61",.3671219
"B60V","62",.3374999
"B60V","88",.2953781
"B60W","84",.0777399
"B60W","85",.0829373
"B60W","87",.8393228
"B61B","72",.0929935
"B61B","73",.3878154
"B61B","84",.1193183
"B61B","86",.2980169
"B61B","87",.0238714
"B61B","94",.0779845
"B61C","84",.035168
"B61C","86",.9648321
"B61D","86",1
"B61F","86",1
"B61G","86",1
"B61H","73",.0282255
"B61H","84",.0273192
"B61H","86",.9444553
"B61J","73",.0684857
"B61J","86",.9315143
"B61K","73",.0694957
"B61K","86",.9305043
"B61L","86",1
"B62B","42",.2273647
"B62B","73",.0292532
"B62B","84",.0219576
"B62B","87",.1887417
"B62B","94",.5326828
"B62C","87",.2641452
"B62C","94",.7358549
"B62D","87",1
"B62H","87",1
"B62J","42",.0747577
"B62J","87",.7689664
"B62J","94",.1562758
"B62K","87",.9197664
"B62K","94",.0802335
"B62L","73",.0362323
"B62L","87",.9637676
"B62M","84",.0852778
"B62M","87",.9147221
"B63B","89",1
"B63C","73",.0542467
"B63C","84",.1241605
"B63C","88",.0632283
"B63C","89",.7583645
"B63G","84",.0468718
"B63G","88",.8005752
"B63G","89",.0647839
"B63G","93",.0877691
"B63H","84",.0465389
"B63H","88",.6958687
"B63H","89",.2575925
"B63J","27",.0220878
"B63J","73",.0212275
"B63J","84",.1868015
"B63J","88",.0480528
"B63J","89",.7218305
"B64B","88",1
"B64C","88",1
"B64D","88",1
"B64F","88",1
"B64G","88",1
"B65B","24",.1229736
"B65B","35",.0586508
"B65B","39",.1678881
"B65B","48",.5389358
"B65B","82",.1115517
"B65C","35",.6447827
"B65C","48",.3221454
"B65C","82",.0330719
"B65D","22",.170925
"B65D","35",.0683626
"B65D","39",.2494673
"B65D","45",.0275889
"B65D","48",.3161126
"B65D","61",.0881153
"B65D","62",.0794283
"B65F","39",.2339117
"B65F","47",.2802906
"B65F","48",.2860598
"B65F","82",.0257148
"B65F","86",.0445704
"B65F","87",.1294528
"B65G","19",.0681488
"B65G","24",.0982429
"B65G","35",.0630592
"B65G","40",.1521051
"B65G","48",.0465192
"B65G","59",.031337
"B65G","61",.026862
"B65G","62",.0331698
"B65G","69",.0265427
"B65G","70",.0481041
"B65G","82",.1220273
"B65G","85",.0384335
"B65G","86",.1066816
"B65G","87",.1387668
"B65H","48",.97742
"B65H","59",.02258
"B66B","72",.2592922
"B66B","73",.69526
"B66B","85",.0454478
"B66C","72",.1682111
"B66C","73",.417256
"B66C","83",.1051556
"B66C","87",.3093773
"B66D","72",.1916815
"B66D","73",.7857664
"B66D","83",.0225521
"B66F","72",.1033494
"B66F","73",.3408183
"B66F","78",.0228215
"B66F","82",.0350421
"B66F","85",.0214939
"B66F","87",.405543
"B66F","94",.0709318
"B67B","22",.6895768
"B67B","82",.3104232
"B67C","22",.9631675
"B67C","94",.0368325
"B67D","22",1
"B68B","41",.8975209
"B68B","66",.1024791
"B68C","41",1
"B68F","35",.1671346
"B68F","42",.3024952
"B68F","58",.1521688
"B68F","59",.1448564
"B68F","63",.0341334
"B68F","87",.1992116
"B68G","35",.0402492
"B68G","52",.1684039
"B68G","54",.0506285
"B68G","55",.1767938
"B68G","56",.035146
"B68G","58",.0264508
"B68G","59",.2531533
"B68G","87",.027075
"B68G","94",.2220995
"B81B","28",.0491875
"B81B","35",.0840262
"B81B","70",.1516531
"B81B","71",.1296524
"B81B","78",.0762919
"B81B","83",.0750598
"B81B","85",.3458498
"B81B","90",.0882794
"B81C","28",.1156004
"B81C","35",.1233675
"B81C","70",.2055138
"B81C","71",.152561
"B81C","78",.033046
"B81C","83",.0558266
"B81C","85",.1405658
"B81C","90",.0716136
"B81C","97",.1019054
"B82B","28",.5244066
"B82B","29",.0541403
"B82B","68",.0247955
"B82B","75",.0309797
"B82B","76",.0495272
"B82B","79",.246269
"B82B","81",.0698817
"B82Y","28",.615715
"B82Y","29",.0651208
"B82Y","79",.210822
"B82Y","81",.0704016
"B82Y","85",.0379406
"C01B","28",1
"C01C","28",.797805
"C01C","31",.202195
"C01D","28",.8657845
"C01D","31",.1342155
"C01F","28",1
"C01G","28",.9756275
"C01G","29",.0243725
"C02F","25",.5388116
"C02F","26",.0385146
"C02F","28",.2757702
"C02F","38",.1469035
"C03B","70",1
"C03C","69",.0212915
"C03C","70",.9552302
"C03C","79",.0234783
"C04B","26",.0697491
"C04B","28",.1966588
"C04B","38",.0988146
"C04B","68",.0882311
"C04B","69",.4335475
"C04B","76",.0394154
"C04B","81",.0735835
"C05B","28",.3179384
"C05B","31",.6820616
"C05C","28",.0814697
"C05C","31",.9185303
"C05D","28",.0977326
"C05D","31",.9022674
"C05F","31",.951946
"C05F","38",.048054
"C05G","28",.0303052
"C05G","31",.9696949
"C06B","28",.4799654
"C06B","29",.0230316
"C06B","31",.331319
"C06B","36",.0817988
"C06B","81",.0237948
"C06B","93",.0600905
"C06C","28",.0212936
"C06C","36",.9506943
"C06C","93",.0280121
"C06D","28",.6106896
"C06D","29",.0271486
"C06D","31",.0886216
"C06D","36",.2397576
"C06D","81",.0337826
"C06F","28",.2965239
"C06F","33",.0622757
"C06F","34",.0484765
"C06F","35",.3631565
"C06F","36",.0633886
"C06F","44",.0418469
"C06F","81",.1243319
"C07B","27",.0231357
"C07B","28",.1785094
"C07B","29",.7983549
"C07C","27",.0511752
"C07C","28",.162039
"C07C","29",.7867857
"C07D","28",.1158003
"C07D","29",.7941223
"C07D","30",.0900774
"C07F","28",.5099648
"C07F","29",.4900352
"C07G","21",.04407
"C07G","27",.0412695
"C07G","28",.0860534
"C07G","29",.5923702
"C07G","32",.0283687
"C07G","34",.104876
"C07G","38",.0737675
"C07G","48",.0292246
"C07H","21",.0344118
"C07H","28",.1448403
"C07H","29",.7334624
"C07H","30",.0586868
"C07H","35",.0285987
"C07J","28",.1307442
"C07J","29",.7760491
"C07J","30",.0932067
"C07K","21",.065722
"C07K","29",.6693459
"C07K","30",.2064599
"C07K","35",.0584721
"C08B","07",.0283502
"C08B","13",.0999496
"C08B","28",.2008301
"C08B","29",.3569223
"C08B","35",.0426037
"C08B","39",.2309126
"C08B","48",.0404313
"C08C","27",.0515727
"C08C","28",.1902879
"C08C","29",.6389588
"C08C","35",.082608
"C08C","39",.0365726
"C08F","28",.0612028
"C08F","29",.7404226
"C08F","39",.1983746
"C08G","27",.0400277
"C08G","28",.0220785
"C08G","29",.6910331
"C08G","39",.2468608
"C08H","27",.0558426
"C08H","28",.079336
"C08H","29",.3702477
"C08H","31",.028813
"C08H","35",.0860228
"C08H","38",.1120263
"C08H","39",.0996754
"C08H","44",.0262763
"C08H","47",.09681
"C08H","48",.0449499
"C08J","28",.0386477
"C08J","29",.2662531
"C08J","35",.0329564
"C08J","39",.6621428
"C08K","27",.0387304
"C08K","28",.1426589
"C08K","29",.4391959
"C08K","32",.0218567
"C08K","39",.3575581
"C08L","27",.0559607
"C08L","28",.0303849
"C08L","29",.4282632
"C08L","35",.021404
"C08L","39",.4639872
"C09B","29",.0882026
"C09B","32",.718222
"C09B","51",.0548827
"C09B","55",.1386927
"C09C","28",.1100342
"C09C","32",.8274052
"C09C","79",.0368795
"C09C","81",.0256811
"C09D","29",.1367245
"C09D","32",.7812062
"C09D","39",.0501353
"C09D","79",.031934
"C09F","15",.0481634
"C09F","28",.0322857
"C09F","29",.0763115
"C09F","32",.0735237
"C09F","34",.0276746
"C09F","35",.0219379
"C09F","38",.7201032
"C09G","15",.0551795
