ipc4,hs2007_5,probability_weight
"A01N","29035",.0101517
"A01N","29062",.0054295
"A01N","29163",.0423135
"A01N","29181",.1147782
"A01N","29189",.0788192
"A01N","29201",.0083675
"A01N","29241",.0043334
"A01N","29252",.0015748
"A01N","29302",.088321
"A01N","29305",.0638128
"A01N","29375",.056487
"A01N","31021",.0751271
"A01N","84659",.0718867
"A01P","03072",.0022571
"A01P","03073",.0022571
"A01P","03079",.0022571
"A01P","07011",.0039944
"A01P","07070",.0342628
"A01P","08081",.01192
"A01P","09042",.0303649
"A01P","09061",.0233455
"A01P","11063",.0571427
"A01P","12010",.07515
"A01P","12141",.0288841
"A01P","23024",.1010812
"A01P","24011",.082549
"A01P","28131",.0044693
"A01P","28275",.0773295
"A01P","28432",.0579409
"A01P","29142",.0303548
"A01P","29181",.0854744
"A01P","29189",.0604146
"A01P","29212",.0245877
"A01P","29331",.0342297
"A01P","29333",.0507781
"A01P","29341",.0146098
"A01P","29412",.0193164
"A01P","52010",.0850289
"A21B","12074",.0458316
"A21B","15179",.0075981
"A21B","19012",.1298603
"A21B","19053",.0842965
"A21B","19059",.7324135
"A21C","19021",.4642309
"A21C","19022",.0610215
"A21C","19023",.2014714
"A21C","19024",.0015154
"A21C","19059",.2717609
"A21D","07052",.1603096
"A21D","07123",.0495965
"A21D","08054",.0115194
"A21D","08140",.0097585
"A21D","09011",.0773427
"A21D","09050",.0142035
"A21D","09094",.0046808
"A21D","10011",.000952
"A21D","10019",.0677446
"A21D","11010",.2715857
"A21D","11021",.025645
"A21D","11051",.0032623
"A21D","11063",.0349927
"A21D","12089",.0486293
"A21D","18010",.0024224
"A21D","19052",.0106647
"A21D","19053",.1061044
"A21D","19059",.0938777
"A21D","21023",.0067082
"A22B","02042",.0222263
"A22B","02044",.0301602
"A22B","02064",.0217514
"A22B","02071",.0770924
"A22B","02072",.0770924
"A22B","02073",.0648692
"A22B","02109",.0019449
"A22B","05021",.0499271
"A22B","05029",.0499271
"A22B","15010",.0285905
"A22B","16030",.0042877
"A22B","82111",.12302
"A22B","82119",.4294965
"A22B","96019",.0196142
"A22C","02032",.0029042
"A22C","02050",.0005666
"A22C","02071",.0641716
"A22C","02072",.0641716
"A22C","02073",.0570224
"A22C","03061",.0482451
"A22C","03062",.0915187
"A22C","16010",.6181123
"A22C","82119",.0532874
"A23B","02021",.0042099
"A23B","02022",.0042099
"A23B","02023",.0042099
"A23B","02043",.0013441
"A23B","02073",.0370704
"A23B","02101",.0231824
"A23B","03021",.0769008
"A23B","03023",.0149996
"A23B","03025",.002047
"A23B","03026",.0818132
"A23B","03031",.0033317
"A23B","03032",.0041791
"A23B","03034",.0244316
"A23B","03035",.002738
"A23B","03037",.0782098
"A23B","03041",.0081116
"A23B","03042",.0063804
"A23B","03049",.0139779
"A23B","03053",.0753136
"A23B","03054",.1027512
"A23B","03055",.1021558
"A23B","03056",.0225607
"A23B","03074",.0089606
"A23B","03075",.0089606
"A23B","04070",.0091469
"A23B","04081",.0367401
"A23B","04089",.0367401
"A23B","07041",.0005787
"A23B","07101",.0051005
"A23B","07102",.003103
"A23B","07104",.0008401
"A23B","07108",.0035311
"A23B","08045",.0006082
"A23B","08052",.0013277
"A23B","08094",.0037794
"A23B","08119",.0358526
"A23B","12129",.0878342
"A23B","14049",.0127245
"A23B","15180",.0028343
"A23B","16043",.0038777
"A23B","20054",.0047726
"A23B","20071",.0016802
"A23B","21039",.0015334
"A23B","29033",.0011054
"A23B","29155",.0342396
"A23C","04021",.0487952
"A23C","04022",.0975903
"A23C","04029",.0975903
"A23C","04031",.0625152
"A23C","04039",.0108033
"A23C","04041",.1124715
"A23C","04049",.0104777
"A23C","04059",.0652014
"A23C","04062",.0116102
"A23C","04063",.2867385
"A23C","04064",.001637
"A23C","04069",.1799138
"A23C","13019",.0122883
"A23C","35071",.0023672
"A23D","04051",.0456963
"A23D","04052",.0028529
"A23D","09093",.0008879
"A23D","12040",.0231394
"A23D","12051",.0390126
"A23D","12059",.0390126
"A23D","15079",.0068893
"A23D","15121",.017985
"A23D","15152",.0229809
"A23D","15155",.0586017
"A23D","15159",.0538409
"A23D","15171",.2921251
"A23D","15220",.0662205
"A23D","23062",.0373277
"A23D","23063",.0460155
"A23D","23066",.1858956
"A23D","29157",.0359069
"A23D","38231",.0256092
"A23F","08021",.0203239
"A23F","08051",.0126745
"A23F","08061",.0072338
"A23F","08062",.003956
"A23F","08082",.0195308
"A23F","08093",.0198348
"A23F","08135",.000419
"A23F","09011",.1987551
"A23F","09012",.0280227
"A23F","09019",.0172112
"A23F","09021",.0889998
"A23F","09022",.0889998
"A23F","09023",.1059226
"A23F","09024",.1059226
"A23F","09081",.004136
"A23F","09082",.0014147
"A23F","09091",.004052
"A23F","10020",.0190786
"A23F","10030",.0485936
"A23F","10040",.0050428
"A23F","10059",.0485936
"A23F","12119",.0035449
"A23F","13021",.0036501
"A23F","21011",.0938847
"A23F","21012",.0252405
"A23F","29393",.0249622
"A23G","05119",.2181634
"A23G","07019",.0136893
"A23G","08092",.0024479
"A23G","17041",.0946248
"A23G","17049",.0032126
"A23G","18031",.0006551
"A23G","18032",.0006551
"A23G","18040",.0105032
"A23G","18050",.007695
"A23G","18062",.1514708
"A23G","18063",.2911159
"A23G","18069",.0130264
"A23G","21050",.1927405
"A23J","02085",.0006866
"A23J","04041",.2836204
"A23J","04081",.0767039
"A23J","04089",.0767039
"A23J","11090",.0814109
"A23J","12010",.0811605
"A23J","12099",.007736
"A23J","12149",.0036297
"A23J","21061",.1980973
"A23J","29232",.018687
"A23J","35011",.1283454
"A23J","35019",.0405755
"A23J","35022",.0026428
"A23K","01059",.0002959
"A23K","02041",.0023996
"A23K","02071",.0416095
"A23K","02072",.0416095
"A23K","02073",.0491317
"A23K","02102",.0008823
"A23K","03021",.0499983
"A23K","03026",.0463362
"A23K","03027",.0054145
"A23K","03038",.016628
"A23K","03051",.0568234
"A23K","03052",.016628
"A23K","04081",.0278094
"A23K","04089",.0278094
"A23K","05059",.0034087
"A23K","07096",.0223285
"A23K","08106",.0002959
"A23K","10061",.0017999
"A23K","11031",.0230966
"A23K","11032",.0073833
"A23K","11052",.0003256
"A23K","11061",.0171151
"A23K","11062",.0013514
"A23K","12010",.0582001
"A23K","12051",.067901
"A23K","12059",.067901
"A23K","12081",.0517499
"A23K","23011",.0551445
"A23K","23012",.0551445
"A23K","23021",.0204527
"A23K","23023",.0169518
"A23K","23064",.0004439
"A23K","23091",.017686
"A23K","29231",.0693461
"A23K","29304",.0143137
"A23K","29362",.0442842
"A23L","02011",.0237865
"A23L","02012",.0237865
"A23L","02013",.0237865
"A23L","02031",.0245438
"A23L","02061",.0000193
"A23L","02073",.0394103
"A23L","02081",.0051623
"A23L","03022",.0003109
"A23L","03024",.002956
"A23L","03033",.0002218
"A23L","03036",.0003087
"A23L","04051",.0387202
"A23L","07020",.0636702
"A23L","07031",.0176474
"A23L","07032",.027013
"A23L","07039",.0051369
"A23L","07049",.0180263
"A23L","07051",.0417805
"A23L","07061",.0143282
"A23L","07069",.0067981
"A23L","07081",.0383147
"A23L","07082",.0012117
"A23L","07092",.0030164
"A23L","07094",.0046925
"A23L","07097",.0004019
"A23L","07103",.0007614
"A23L","07129",.02847
"A23L","08042",.000112
"A23L","08102",.0000193
"A23L","08132",.0006637
"A23L","09062",.0042284
"A23L","09092",.0329907
"A23L","09109",.0066787
"A23L","10019",.0631302
"A23L","10082",.0016759
"A23L","11010",.0463633
"A23L","12101",.0000109
"A23L","19059",.0391481
"A23L","20019",.0417109
"A23L","20021",.0437504
"A23L","20029",.0437504
"A23L","20032",.0000193
"A23L","20049",.0544095
"A23L","20055",.0416967
"A23L","20059",.0410309
"A23L","21031",.0112503
"A23L","21041",.0396149
"A23L","25010",.0334633
"A23N","07122",.0193518
"A23N","08022",.0198782
"A23N","08023",.0198782
"A23N","08024",.0040484
"A23N","08025",.0062957
"A23N","08026",.0067411
"A23N","08091",.00161
"A23N","08131",.0014986
"A23N","08134",.0359016
"A23N","09011",.025394
"A23N","09070",.0074741
"A23N","12021",.1591825
"A23N","12022",.1591825
"A23N","12030",.0024241
"A23N","12060",.0153738
"A23N","12079",.0007757
"A23N","20091",.0097834
"A23N","20092",.0011794
"A23N","20094",.007841
"A23N","82059",.0478565
"A23N","82089",.1289016
"A23N","82111",.0637183
"A23N","82119",.1888062
"A23N","96031",.0408157
"A23N","96035",.0260874
"A23P","02084",.0026494
"A23P","04069",.0362196
"A23P","04081",.0328322
"A23P","04089",.0328322
"A23P","07109",.0020459
"A23P","07133",.0026153
"A23P","07142",.0204067
"A23P","07149",.0204067
"A23P","08105",.0016972
"A23P","10081",.0077158
"A23P","11022",.00452
"A23P","11029",.1312784
"A23P","11081",.169874
"A23P","12112",.0133813
"A23P","18020",.0031524
"A23P","18061",.0027153
"A23P","18062",.032045
"A23P","18063",.0579306
"A23P","19021",.0874973
"A23P","19023",.031547
"A23P","19041",.0061345
"A23P","19042",.0061345
"A23P","19049",.0066987
"A23P","19054",.0010162
"A23P","19059",.1553319
"A23P","23024",.0963206
"A23P","82119",.0350012
"A24B","09083",.0068306
"A24B","09095",.0061074
"A24B","24011",.7811138
"A24B","24013",.0600434
"A24B","24029",.0023357
"A24B","24031",.0052351
"A24B","24039",.0841811
"A24B","28112",.0541529
"A24C","24011",.3530693
"A24C","24012",.0386614
"A24C","24022",.6082693
"A24D","24011",.2337006
"A24D","24022",.7223548
"A24D","39121",.0439446
"A24F","24011",.0449327
"A24F","24021",.0364211
"A24F","24022",.5531867
"A24F","29399",.016122
"A24F","96140",.3493376
"A41B","61052",.0036225
"A41B","61061",.0069346
"A41B","61062",.0035773
"A41B","61069",.1070449
"A41B","61072",.0092943
"A41B","61082",.3659665
"A41B","61083",.0022225
"A41B","61112",.0004084
"A41B","61123",.0007625
"A41B","61152",.0444683
"A41B","61153",.2779368
"A41B","61159",.0980366
"A41B","62046",.0052903
"A41B","62059",.000484
"A41B","62061",.003362
"A41B","62062",.0008168
"A41B","62069",.0029947
"A41B","62071",.0441737
"A41B","62081",.0008721
"A41B","62082",.0091684
"A41B","62089",.0090807
"A41B","62103",.0001441
"A41B","62105",.0001441
"A41B","62132",.0025814
"A41B","62139",.0006126
"A41C","62121",1
"A41D","40151",.0067332
"A41D","40159",.034
"A41D","41044",.0003199
"A41D","41071",.0004799
"A41D","41079",.0004799
"A41D","42032",.1634975
"A41D","59061",.0505321
"A41D","61042",.0592541
"A41D","61046",.0099102
"A41D","61069",.0320407
"A41D","61099",.00016
"A41D","61121",.0045436
"A41D","61124",.0026244
"A41D","61161",.0003332
"A41D","62011",.0128139
"A41D","62021",.0148685
"A41D","62029",.0042302
"A41D","62032",.0098599
"A41D","62042",.0159514
"A41D","62043",.0825864
"A41D","62053",.00016
"A41D","62063",.0003599
"A41D","62072",.0003455
"A41D","62111",.0030402
"A41D","62113",.0014049
"A41D","62114",.001907
"A41D","62143",.0001843
"A41D","62149",.025852
"A41D","62152",.00016
"A41D","62160",.1393295
"A41D","62171",.1610189
"A41D","62179",.1610189
"A41F","41012",.0016117
"A41F","42031",.0036399
"A41F","42033",.1306459
"A41F","59061",.0350769
"A41F","61042",.0377186
"A41F","61069",.0523068
"A41F","62043",.0387329
"A41F","62112",.0030711
"A41F","62121",.1538617
"A41F","62122",.1811115
"A41F","62123",.1811115
"A41F","62129",.1811115
"A41G","62144",.0011512
"A41G","67021",.0539664
"A41G","67029",.6253754
"A41G","67041",.2006287
"A41G","67042",.0155413
"A41G","67049",.1033369
"A41H","54012",.0058878
"A41H","59061",.2598572
"A41H","61034",.0081775
"A41H","61042",.0562917
"A41H","61069",.0648694
"A41H","61151",.0052022
"A41H","62031",.0275992
"A41H","62041",.0033773
"A41H","62043",.0771011
"A41H","62044",.0488517
"A41H","67010",.0784699
"A41H","96061",.0314833
"A41H","96062",.0466284
"A41H","96063",.0317232
"A41H","96180",.2544802
"A42B","65040",.0454317
"A42B","65061",.9096649
"A42B","65069",.0449034
"A42C","65010",.3024791
"A42C","65020",.0137334
"A42C","65040",.1485337
"A42C","65059",.0504132
"A42C","65061",.2231289
"A42C","65069",.1375684
"A42C","65070",.1241433
"A43B","64019",.0390265
"A43B","64021",.0088129
"A43B","64022",.1983608
"A43B","64029",.0011825
"A43B","64031",.0088129
"A43B","64041",.0094876
"A43B","64052",.0171277
"A43B","64059",.4141162
"A43B","64061",.2060579
"A43B","64062",.0072611
"A43B","64069",.0895787
"A43B","68128",.0001752
"A43C","64022",.081823
"A43C","64059",.7029641
"A43C","64061",.1408571
"A43C","64069",.0743558
"A43D","64011",.007511
"A43D","64022",.1442928
"A43D","64032",.0243063
"A43D","64034",.007511
"A43D","64035",.0486126
"A43D","64039",.0486126
"A43D","64051",.0243063
"A43D","64059",.4083255
"A43D","64061",.2212199
"A43D","64069",.0653021
"A44B","96071",.9095346
"A44B","96072",.0904654
"A44C","71011",.0018361
"A44C","71012",.006052
"A44C","71021",.0259878
"A44C","71023",.0519755
"A44C","71031",.2875115
"A44C","71042",.006066
"A44C","71049",.006066
"A44C","71081",.038903
"A44C","71131",.0906777
"A44C","71132",.0453388
"A44C","71159",.0281085
"A44C","71161",.0202813
"A44C","71162",.1084366
"A44C","71171",.0233345
"A44C","91021",.0331341
"A44C","91022",.0331341
"A44C","91131",.0023566
"A44C","91132",.0579124
"A44C","91139",.1328874
"A45B","66011",.0013623
"A45B","66019",.5574292
"A45B","66020",.0544558
"A45B","66032",.0986898
"A45B","66039",.288063
"A45C","42021",.3453337
"A45C","42022",.1642103
"A45C","42023",.1242562
"A45C","42029",.3221275
"A45C","63059",.0436494
"A45C","96050",.000423
"A45D","33043",.04998
"A45D","33049",.0266729
"A45D","33051",.0341126
"A45D","33052",.0689457
"A45D","33079",.0118856
"A45D","55061",.0012023
"A45D","82142",.2984147
"A45D","96032",.0279503
"A45D","96033",.0333589
"A45D","96039",.0248164
"A45D","96151",.1959931
"A45D","96159",.1732659
"A45D","96162",.0534016
"A45F","39232",.0382619
"A45F","42021",.0370113
"A45F","42022",.0422829
"A45F","42029",.7563476
"A45F","59061",.0326461
"A45F","61012",.0015588
"A45F","61022",.0015588
"A45F","62019",.0039525
"A45F","63059",.0752768
"A45F","63069",.000668
"A45F","95071",.0104353
"A46B","96032",.5024842
"A46B","96039",.4975157
"A46D","34042",.0061607
"A46D","39162",.0003608
"A46D","39169",.0139559
"A46D","55014",.0117634
"A46D","55019",.0117634
"A46D","96032",.4476995
"A46D","96035",.1152429
"A46D","96039",.3930534
"A47B","22042",.0555823
"A47B","39263",.2717499
"A47B","83013",.0026605
"A47B","83040",.0061436
"A47B","94018",.0637223
"A47B","94031",.0063707
"A47B","94032",.0074314
"A47B","94033",.0097003
"A47B","94035",.0016813
"A47B","94036",.0413423
"A47B","94037",.028759
"A47B","94039",.3929715
"A47B","96100",.0530591
"A47B","96110",.0588259
"A47C","94013",.0504342
"A47C","94015",.0343665
"A47C","94018",.7442654
"A47C","94041",.0291529
"A47C","94042",.141781
"A47D","59061",.0471188
"A47D","61119",.0049762
"A47D","62092",.0121174
"A47D","62099",.0049762
"A47D","94018",.8128904
"A47D","94041",.0877521
"A47D","94049",.030169
"A47F","22042",.0650068
"A47F","24022",.0967452
"A47F","39209",.0415422
"A47F","39211",.041666
"A47F","63039",.078552
"A47F","70049",.1258956
"A47F","78060",.005798
"A47F","96180",.5447943
"A47G","05051",.0056167
"A47G","21041",.0282705
"A47G","39241",.0054554
"A47G","39249",.0001755
"A47G","44140",.0057553
"A47G","44211",.0046998
"A47G","57023",.0547247
"A47G","57024",.0523535
"A47G","57025",.046606
"A47G","57029",.0523535
"A47G","57050",.0521447
"A47G","58110",.0796835
"A47G","63011",.0282989
"A47G","63013",.0029031
"A47G","63019",.0335176
"A47G","63041",.0170606
"A47G","63080",.022314
"A47G","69111",.0011358
"A47G","82159",.0307244
"A47G","94043",.1226825
"A47G","94049",.3535239
"A47H","63031",.0222794
"A47H","63039",.9777206
"A47J","09011",.4895839
"A47J","12010",.0269344
"A47J","19051",.001247
"A47J","19059",.0358047
"A47J","21041",.0561369
"A47J","21069",.0134098
"A47J","22011",.0896044
"A47J","22019",.0896044
"A47J","44021",.0007495
"A47J","44029",.0007495
"A47J","73219",.0259742
"A47J","82083",.0117891
"A47J","82111",.0357683
"A47J","82119",.1226439
"A47K","34011",.3656854
"A47K","34012",.3744439
"A47K","39221",.0452264
"A47K","39222",.0562185
"A47K","39229",.0824903
"A47K","94018",.0759355
"A47L","34051",.0327281
"A47L","57023",.0340799
"A47L","57024",.0354892
"A47L","57025",.0332184
"A47L","57029",.0354892
"A47L","57050",.0355653
"A47L","59061",.0230543
"A47L","63071",.0988817
"A47L","76152",.0002832
"A47L","96032",.320518
"A47L","96035",.0421875
"A47L","96039",.3085052
"A61B","05069",.064834
"A61B","82058",.0661162
"A61B","82059",.0392362
"A61B","82119",.0841092
"A61B","90111",.0000282
"A61B","90181",.0663338
"A61B","90183",.2003369
"A61B","90189",.106544
"A61B","90221",.210368
"A61B","90229",.1620934
"A61C","28439",.0082153
"A61C","30061",.0093283
"A61C","33062",.2986395
"A61C","33069",.0381377
"A61C","34049",.0005013
"A61C","34070",.0033138
"A61C","90184",.3125037
"A61C","90212",.3293604
"A61D","01021",.0158483
"A61D","04081",.0433062
"A61D","04089",.0433062
"A61D","05040",.0613775
"A61D","05079",.0333103
"A61D","05111",.0780861
"A61D","16025",.0365996
"A61D","30031",.0188854
"A61D","30032",.0188854
"A61D","30039",.0276053
"A61D","30041",.0188854
"A61D","30042",.0188854
"A61D","30049",.0277986
"A61D","60033",.0055562
"A61D","61143",.0204592
"A61D","90183",.2988028
"A61D","94029",.2324021
"A61F","05069",.0269686
"A61F","30051",.0446896
"A61F","30059",.2124597
"A61F","30065",.03608
"A61F","30066",.0820428
"A61F","35061",.0837282
"A61F","35069",.0842817
"A61F","40141",.0103098
"A61F","61081",.0123881
"A61F","61082",.0423307
"A61F","62093",.0007552
"A61F","63051",.0003515
"A61F","63052",.0055513
"A61F","63053",.0047903
"A61F","90183",.1424207
"A61F","90211",.0081923
"A61F","90213",.1213292
"A61F","90219",.0810078
"A61F","96011",.0003222
"A61G","44209",.0031967
"A61G","87131",.3614188
"A61G","87139",.3614188
"A61G","87142",.0731413
"A61G","94018",.0244572
"A61G","94021",.070205
"A61G","94029",.1061622
"A61H","90191",.8648459
"A61H","94018",.1351541
"A61J","29411",.0274894
"A61J","30039",.2162553
"A61J","30049",.2176616
"A61J","30069",.0820392
"A61J","39233",.2286002
"A61J","39235",.049921
"A61J","70101",.0199943
"A61J","90183",.0570006
"A61J","90251",.0360688
"A61J","90258",.0386698
"A61J","90321",.0262996
"A61K","29054",.0334424
"A61K","29224",.0707788
"A61K","29263",.000511
"A61K","29362",.076539
"A61K","29371",.0870793
"A61K","29391",.0177055
"A61K","29394",.0072894
"A61K","29395",.0027363
"A61K","29413",.0042429
"A61K","30023",.0094688
"A61K","30039",.2315962
"A61K","30045",.005007
"A61K","30049",.2275344
"A61K","30069",.226069
"A61L","05061",.0560448
"A61L","28352",.1993515
"A61L","28353",.0415608
"A61L","28443",.0003604
"A61L","28470",.0500567
"A61L","30059",.0331193
"A61L","30067",.0030625
"A61L","33030",.0682668
"A61L","38089",.150249
"A61L","85394",.3327328
"A61L","85399",.0303156
"A61L","90182",.0348798
"A61M","30039",.0470505
"A61M","30049",.0473707
"A61M","90183",.894973
"A61M","90192",.0106058
"A61N","90132",.0435796
"A61N","90183",.0401543
"A61N","90215",.9162661
"A61P","09041",.0006709
"A61P","09101",.0070224
"A61P","09102",.0024035
"A61P","09103",.0104584
"A61P","16041",.0000304
"A61P","16042",.0000304
"A61P","29224",.0515225
"A61P","29371",.0704235
"A61P","29372",.0293945
"A61P","30033",.0031998
"A61P","30034",.0012043
"A61P","30039",.2694441
"A61P","30043",.0035819
"A61P","30044",.0012043
"A61P","30049",.2668404
"A61P","30069",.2825685
"A61Q","05010",.1428289
"A61Q","29299",.0001722
"A61Q","29362",.0408612
"A61Q","33012",.003866
"A61Q","33030",.0668153
"A61Q","33041",.0118919
"A61Q","33042",.0270478
"A61Q","33049",.2382302
"A61Q","33051",.2527717
"A61Q","33053",.0005422
"A61Q","33059",.0506119
"A61Q","33061",.004841
"A61Q","33071",.0034799
"A61Q","33072",.1341692
"A61Q","33073",.0144438
"A61Q","38246",.0074268
"A62B","30059",.0286768
"A62B","63072",.026048
"A62B","63079",.026048
"A62B","65040",.1013961
"A62B","65061",.0576915
"A62B","65069",.1020836
"A62B","87053",.1352444
"A62B","90200",.5228116
"A62C","38130",.4287555
"A62C","87053",.5712445
"A62D","28152",.0140483
"A62D","28153",.0078558
"A62D","28191",.0030949
"A62D","28275",.0515322
"A62D","28341",.0342664
"A62D","28342",.0316093
"A62D","28352",.0337703
"A62D","29034",.0147502
"A62D","29036",.02666
"A62D","29221",.0174844
"A62D","29369",.0040576
"A62D","29420",.0244027
"A62D","38085",.0768613
"A62D","38089",.0309543
"A62D","38130",.0532707
"A62D","38254",.0884003
"A62D","38256",.0924957
"A62D","87053",.3944856
"A63B","95063",.7242083
"A63B","95064",.0856879
"A63B","95065",.0645492
"A63B","95066",.1001939
"A63B","95069",.0253608
"A63C","61122",.0012878
"A63C","95061",.1274942
"A63C","95062",.0107545
"A63C","95067",.8604637
"A63D","95042",1
"A63F","84314",.0441707
"A63F","84424",.0001058
"A63F","95030",.2386236
"A63F","95041",.3475478
"A63F","95043",.0003506
"A63F","95044",.2477155
"A63F","95049",.0903874
"A63F","95059",.0310986
"A63G","84281",.0031644
"A63G","88052",.015448
"A63G","94018",.2258927
"A63G","95030",.2416986
"A63G","95049",.0224641
"A63G","95089",.4913321
"A63H","95030",1
"A63J","63039",.1662466
"A63J","84251",.0418107
"A63J","84835",.034225
"A63J","85408",.0263593
"A63J","95030",.0433143
"A63J","95044",.0744276
"A63J","95051",.0061842
"A63J","95059",.6074323
"A63K","39172",.0376927
"A63K","41069",.1289829
"A63K","41139",.0429943
"A63K","56031",.11196
"A63K","56039",.11196
"A63K","59039",.0151629
"A63K","62101",.0798723
"A63K","63014",.2608399
"A63K","88032",.039645
"A63K","89039",.0485387
"A63K","94018",.0430738
"A63K","95061",.0792774
"B01B","12129",.0592442
"B01B","22042",.0331142
"B01B","28041",.0404449
"B01B","28142",.044963
"B01B","29022",.0113004
"B01B","29051",.2326077
"B01B","39259",.0395569
"B01B","45031",.0428791
"B01B","45039",.0453375
"B01B","73043",.0282388
"B01B","73090",.0761033
"B01B","73101",.0484469
"B01B","73102",.0444649
"B01B","73110",.0484469
"B01B","73221",.0649557
"B01B","81093",.1398955
"B01D","19059",.053204
"B01D","25030",.0065952
"B01D","25152",.0502835
"B01D","25201",.0498938
"B01D","25210",.1028983
"B01D","25222",.0193738
"B01D","28112",.1043521
"B01D","28142",.1276433
"B01D","38021",.1532625
"B01D","48054",.156571
"B01D","59061",.0917265
"B01D","73082",.084196
"B01F","16021",.0110368
"B01F","21042",.0072322
"B01F","25309",.0682093
"B01F","26122",.0027592
"B01F","27149",.1016937
"B01F","29144",.0013796
"B01F","32100",.2399137
"B01F","34013",.0794505
"B01F","34022",.0794505
"B01F","35052",.0248095
"B01F","38085",.0496274
"B01F","68071",.063047
"B01F","68079",.063047
"B01F","71141",.0051433
"B01F","71142",.0025717
"B01F","73090",.050314
"B01F","73101",.0501316
"B01F","73102",.0500515
"B01F","73110",.0501316
"B01J","25041",.0042407
"B01J","25049",.0042407
"B01J","25112",.0009336
"B01J","25181",.005813
"B01J","25182",.005813
"B01J","25183",.005813
"B01J","25199",.0019313
"B01J","28182",.1144023
"B01J","38151",.255191
"B01J","71101",.1570922
"B01J","71102",.0797856
"B01J","71103",.1570922
"B01J","71104",.1570922
"B01J","71110",.0505593
"B01L","30062",.0023422
"B01L","38220",.0171251
"B01L","70022",.1998143
"B01L","70023",.0341759
"B01L","70049",.0619089
"B01L","70102",.0067649
"B01L","70131",.0144743
"B01L","70132",.1122725
"B01L","70133",.1122725
"B01L","70134",.0297352
"B01L","70172",.0063325
"B01L","70179",.0063325
"B01L","70200",.0136101
"B01L","78020",.0017875
"B01L","90183",.0318605
"B01L","90251",.0472551
"B01L","90258",.0510423
"B01L","90278",.1378677
"B01L","90279",.020371
"B01L","90321",.0926548
"B02B","10062",.0108067
"B02B","10063",.7352278
"B02B","10064",.2184453
"B02B","11042",.0079036
"B02B","11043",.0012743
"B02B","25132",.0263424
"B02C","08012",.0009461
"B02C","25231",.0451343
"B02C","48026",.024419
"B02C","82052",.2832907
"B02C","82059",.1934716
"B02C","82060",.2172045
"B02C","82089",.0733344
"B02C","82111",.0407645
"B02C","82119",.121435
"B03B","25059",.2537473
"B03B","25171",.0318014
"B03B","25174",.0317662
"B03B","25253",.0089419
"B03B","25309",.4249188
"B03B","26011",.0282671
"B03B","26110",.0130517
"B03B","26151",.0012515
"B03B","26169",.0494953
"B03B","71081",.1028646
"B03B","84798",.0538944
