ipc4,hs2007_6,probability_weight
"A41D","621490",.0257142
"A41D","621520",.0001591
"A41D","621600",.138587
"A41D","621710",.1601608
"A41D","621790",.1601608
"A41F","410120",.001596
"A41F","420310",.0036045
"A41F","420330",.1293784
"A41F","590610",.0347366
"A41F","610429",.0374887
"A41F","610469",.004562
"A41F","610690",.0517993
"A41F","620439",.0384025
"A41F","621120",.0030413
"A41F","621210",.1523689
"A41F","621220",.1793543
"A41F","621230",.1793543
"A41F","621290",.1793543
"A41F","960622",.0049587
"A41G","621440",.0011512
"A41G","670210",.0539664
"A41G","670290",.6253754
"A41G","670411",.1003143
"A41G","670419",.1003143
"A41G","670420",.0155413
"A41G","670490",.1033369
"A41H","540120",.005765
"A41H","590610",.2544374
"A41H","610349",.008007
"A41H","610429",.0555918
"A41H","610690",.0635164
"A41H","611510",.0050937
"A41H","620311",.0090078
"A41H","620319",.0180157
"A41H","620413",.0240209
"A41H","620439",.0752908
"A41H","620449",.0491616
"A41H","670100",.0768332
"A41H","960610",.0308267
"A41H","960621",.0047746
"A41H","960629",.0394234
"A41H","960630",.0310615
"A41H","961800",.2491725
"A42B","650400",.045591
"A42B","650610",.9128544
"A42B","650699",.0415546
"A42C","650100",.2991795
"A42C","650200",.0135836
"A42C","650400",.1469134
"A42C","650590",.0498633
"A42C","650610",.2206948
"A42C","650691",.0326957
"A42C","650699",.1142805
"A42C","650700",.1227891
"A43B","640192",.0196388
"A43B","640199",.0196388
"A43B","640219",.0055474
"A43B","640220",.1996374
"A43B","640291",.0003967
"A43B","640299",.0007934
"A43B","640319",.0055474
"A43B","640411",.0067627
"A43B","640419",.0027893
"A43B","640520",.017238
"A43B","640590",.4167814
"A43B","640610",.207384
"A43B","640620",.0073078
"A43B","640691",.0146334
"A43B","640699",.0755507
"A43B","681280",.0001763
"A43B","681291",.0001763
"A43C","640220",.0816166
"A43C","640590",.7011907
"A43C","640610",.1405018
"A43C","640699",.0766909
"A43D","640110",.0075659
"A43D","640220",.1453483
"A43D","640320",.0244841
"A43D","640340",.0075659
"A43D","640351",.0244841
"A43D","640359",.0244841
"A43D","640391",.0244841
"A43D","640399",.0244841
"A43D","640510",.0244841
"A43D","640590",.4113126
"A43D","640610",.2228383
"A43D","640699",.0584643
"A44B","960711",.2041066
"A44B","960719",.706989
"A44B","960720",.0889044
"A44C","710110",.0019091
"A44C","710121",.0062924
"A44C","710210",.0270199
"A44C","710231",.0270199
"A44C","710239",.0270199
"A44C","710310",.2989303
"A44C","710420",.0063069
"A44C","710490",.0063069
"A44C","711311",.0471395
"A44C","711319",.0471395
"A44C","711320",.0471395
"A44C","711590",.0292249
"A44C","711610",.0210868
"A44C","711620",.1127433
"A44C","711719",.0242612
"A44C","910219",.0348045
"A44C","910229",.0348275
"A44C","911310",.0024502
"A44C","911320",.0602125
"A44C","911390",.1381652
"A45B","660110",.0013623
"A45B","660199",.5574293
"A45B","660200",.0544558
"A45B","660320",.0986898
"A45B","660390",.288063
"A45C","420211",.0296825
"A45C","420212",.0212603
"A45C","420219",.3010652
"A45C","420221",.0240915
"A45C","420229",.1331681
"A45C","420231",.0112027
"A45C","420232",.0167912
"A45C","420239",.0988015
"A45C","420291",.0327622
"A45C","420292",.0379223
"A45C","420299",.2500855
"A45C","630590",.0427526
"A45C","960500",.0004143
"A45D","330430",.0510757
"A45D","330510",.0348605
"A45D","330520",.0704573
"A45D","330790",.0121462
"A45D","550610",.0012286
"A45D","821420",.3049572
"A45D","960329",.0281941
"A45D","960330",.0340902
"A45D","960390",.0253604
"A45D","961511",.0289282
"A45D","961519",.1770646
"A45D","961590",.1770646
"A45D","961620",.0545724
"A45F","392329",.0372875
"A45F","420219",.0344392
"A45F","420222",.0072258
"A45F","420229",.0347206
"A45F","420292",.1144913
"A45F","420299",.6420928
"A45F","590610",.0318147
"A45F","610120",.0015191
"A45F","610220",.0015191
"A45F","620112",.0017056
"A45F","620199",.0040849
"A45F","620212",.0010127
"A45F","630590",.0733598
"A45F","630699",.0045572
"A45F","950710",.0101696
"A46B","960321",.2001711
"A46B","960329",.3530932
"A46B","960390",.4467357
"A46D","340420",.006084
"A46D","391620",.0003563
"A46D","391690",.0137822
"A46D","550140",.011617
"A46D","550190",.011617
"A46D","960321",.0587259
"A46D","960329",.3958476
"A46D","960350",.1138086
"A46D","960390",.3881613
"A47B","220421",.0275687
"A47B","220429",.0275687
"A47B","392630",.2695748
"A47B","701399",.0073689
"A47B","761519",.0006354
"A47B","830130",.0026392
"A47B","830400",.0060944
"A47B","940180",.0632122
"A47B","940310",.0063197
"A47B","940320",.0073719
"A47B","940330",.0096226
"A47B","940350",.0016678
"A47B","940360",.0410114
"A47B","940370",.0285288
"A47B","940390",.3898261
"A47B","961000",.0526344
"A47B","961100",.058355
"A47C","940130",.050434
"A47C","940151",.0304139
"A47C","940159",.0039571
"A47C","940180",.7442619
"A47C","940410",.0291528
"A47C","940421",.0708902
"A47C","940429",.0708902
"A47D","590610",.0471188
"A47D","611190",.0049762
"A47D","620920",.0121174
"A47D","620990",.0049762
"A47D","940180",.8128904
"A47D","940410",.087752
"A47D","940490",.030169
"A47F","240220",.1030105
"A47F","392099",.0443302
"A47F","392111",.0027374
"A47F","392119",.0440029
"A47F","630399",.0856207
"A47F","700490",.1340488
"A47F","780600",.0061735
"A47F","961800",.5800759
"A47G","050510",.0058192
"A47G","210410",.0292896
"A47G","392410",.005652
"A47G","392490",.0001818
"A47G","441400",.0059628
"A47G","442110",.0048692
"A47G","570239",.051863
"A47G","570249",.051863
"A47G","570250",.0482861
"A47G","570299",.051863
"A47G","570500",.0540245
"A47G","581100",.082556
"A47G","630110",.0293191
"A47G","630130",.0030078
"A47G","630190",.0347259
"A47G","630411",.0088378
"A47G","630419",.0088378
"A47G","630800",.0231184
"A47G","691110",.0011767
"A47G","830629",.0053732
"A47G","940430",.127105
"A47G","940490",.3662679
"A47H","630312",.0166039
"A47H","630392",.0166039
"A47H","630399",.9667922
"A47J","090111",.4965033
"A47J","090112",.000712
"A47J","120100",.0273408
"A47J","190510",.0012658
"A47J","190590",.036345
"A47J","210410",.056984
"A47J","210690",.0136122
"A47J","220110",.0909564
"A47J","220190",.0909564
"A47J","440210",.0007608
"A47J","440290",.0007608
"A47J","460192",.0002373
"A47J","732190",.0263662
"A47J","820830",.011967
"A47J","821110",.036308
"A47J","821191",.036308
"A47J","821192",.036308
"A47J","821193",.036308
"A47K","340111",.0323458
"A47K","340119",.3356231
"A47K","340120",.3730959
"A47K","392210",.0450636
"A47K","392220",.0560161
"A47K","392290",.0821934
"A47K","940180",.0756621
"A47L","340510",.0322512
"A47L","570239",.0359424
"A47L","570249",.0359424
"A47L","570250",.0327343
"A47L","570299",.0359424
"A47L","570500",.035047
"A47L","590610",.0227184
"A47L","630710",.0974408
"A47L","761520",.0002791
"A47L","960329",.3261194
"A47L","960350",.0415728
"A47L","960390",.3040098
"A61B","050690",.0648063
"A61B","820580",.066088
"A61B","820590",.0392195
"A61B","901110",.0000282
"A61B","901811",.0496057
"A61B","901813",.0318794
"A61B","901819",.0004026
"A61B","901832",.2321884
"A61B","901890",.1064985
"A61B","902212",.0315233
"A61B","902213",.0120393
"A61B","902214",.0637456
"A61B","902219",.1399512
"A61B","902290",.1620241
"A61C","284390",.0077978
"A61C","300610",.0088542
"A61C","330620",.2834629
"A61C","330690",.0361996
"A61C","340490",.0004758
"A61C","340700",.0031454
"A61C","901841",.0551064
"A61C","901849",.2416828
"A61C","902121",.1563113
"A61C","902129",.1563113
"A61C","960321",.0506526
"A61D","010210",.014265
"A61D","040819",.0425464
"A61D","040899",.0425464
"A61D","050400",.0552458
"A61D","050790",.0299826
"A61D","051110",.0702852
"A61D","160250",.0329432
"A61D","300310",.0169987
"A61D","300320",.0169987
"A61D","300410",.0169987
"A61D","300420",.0169987
"A61D","300490",.0250215
"A61D","600330",.0050011
"A61D","611430",.0184153
"A61D","901831",.3412235
"A61D","901832",.0453443
"A61D","940290",.2091849
"A61F","050690",.0257076
"A61F","300510",.0426
"A61F","300590",.2025254
"A61F","300650",.034393
"A61F","300660",.0782066
"A61F","350610",.0798132
"A61F","350699",.0798132
"A61F","401410",.0098277
"A61F","610819",.0118115
"A61F","610821",.0003072
"A61F","610829",.0396436
"A61F","620411",.0001536
"A61F","620930",.0007199
"A61F","630510",.0003351
"A61F","630520",.0052917
"A61F","630532",.0023939
"A61F","630539",.0023939
"A61F","901832",.1804692
"A61F","902110",.0078093
"A61F","902131",.0410372
"A61F","902139",.07722
"A61F","902190",.07722
"A61F","960110",.0003072
"A61G","442090",.0031967
"A61G","871310",.3614188
"A61G","871390",.3614188
"A61G","871420",.0731413
"A61G","940180",.0244572
"A61G","940210",.070205
"A61G","940290",.1061622
"A61H","901910",.8648459
"A61H","940180",.1351541
"A61J","294110",.0266968
"A61J","300390",.2100194
"A61J","300490",.2113852
"A61J","300692",.0796736
"A61J","391722",.0001536
"A61J","392330",.2220083
"A61J","392350",.0484815
"A61J","701010",.0194178
"A61J","901831",.0939649
"A61J","902511",.025103
"A61J","902580",.0375547
"A61J","903210",.0255413
"A61K","010611",.0002555
"A61K","010631",.0000301
"A61K","290543",.0128631
"A61K","290544",.0083066
"A61K","290611",.010444
"A61K","291714",.0000602
"A61K","292146",.0015376
"A61K","292231",.0005776
"A61K","292244",.0005003
"A61K","292249",.0607924
