ipc4,hs2007_1,probability_weight
"A61Q","2",.6811792
"A61Q","3",.2715071
"A62B","3",.1444194
"A62B","6",.5791636
"A62B","8",.220146
"A62B","9",.056271
"A62C","3",.1180115
"A62C","6",.0222525
"A62C","8",.8597361
"A62D","2",.8339303
"A62D","3",.1447434
"A62D","8",.0213263
"A63B","5",.0881421
"A63B","6",.053156
"A63B","8",.0591348
"A63B","9",.7995671
"A63C","3",.0570029
"A63C","5",.1059398
"A63C","6",.2123118
"A63C","8",.0723094
"A63C","9",.5524362
"A63D","3",.0350055
"A63D","5",.4025941
"A63D","6",.2135461
"A63D","8",.0807987
"A63D","9",.2680555
"A63F","6",.0387139
"A63F","7",.03264
"A63F","8",.3340307
"A63F","9",.5946155
"A63G","8",.1428768
"A63G","9",.8571232
"A63H","6",.0465471
"A63H","8",.1198641
"A63H","9",.8335887
"A63J","5",.0363506
"A63J","6",.3001123
"A63J","8",.3853354
"A63J","9",.2782016
"A63K","3",.2287879
"A63K","5",.3752245
"A63K","6",.1078914
"A63K","8",.1828328
"A63K","9",.1052635
"B01B","2",.4121655
"B01B","3",.0620931
"B01B","7",.5257414
"B01D","1",.0218463
"B01D","2",.3879254
"B01D","3",.1223009
"B01D","4",.0565592
"B01D","5",.1728919
"B01D","6",.0285657
"B01D","7",.2099106
"B01F","1",.0508953
"B01F","2",.3119928
"B01F","3",.391162
"B01F","4",.021444
"B01F","6",.02825
"B01F","7",.1735109
"B01F","9",.022745
"B01J","2",.7363492
"B01J","3",.0464926
"B01J","7",.2171582
"B01L","3",.1831721
"B01L","4",.073494
"B01L","7",.5539383
"B01L","9",.1893956
"B02B","1",1
"B02C","1",.0209975
"B02C","4",.4267657
"B02C","8",.5522369
"B03B","2",.5204529
"B03B","3",.0384735
"B03B","7",.2887304
"B03B","8",.1523433
"B03C","2",.1036758
"B03C","7",.7759397
"B03C","8",.1203845
"B03D","1",.0201071
"B03D","2",.8217412
"B03D","3",.0241574
"B03D","7",.0958289
"B03D","8",.0381654
"B04B","1",.0359829
"B04B","8",.9640171
"B04C","1",.0232535
"B04C","2",.2336693
"B04C","3",.0762214
"B04C","4",.1224842
"B04C","6",.2206881
"B04C","8",.3236834
"B05B","3",.7157615
"B05B","6",.0952168
"B05B","7",.1269685
"B05B","9",.0620531
"B05C","3",.8485531
"B05C","5",.0291566
"B05C","7",.0730501
"B05C","9",.0492402
"B05D","2",.1111059
"B05D","3",.6761398
"B05D","5",.0214704
"B05D","7",.191284
"B06B","1",.0267494
"B06B","3",.04579
"B06B","8",.9274606
"B07B","1",.0401874
"B07B","2",.0541093
"B07B","3",.0255571
"B07B","4",.024749
"B07B","5",.057516
"B07B","7",.1956977
"B07B","8",.6021836
"B07C","1",.0243737
"B07C","4",.2520076
"B07C","6",.0316195
"B07C","7",.1123729
"B07C","8",.5796262
"B08B","1",.0319611
"B08B","2",.0285088
"B08B","3",.0432689
"B08B","5",.0334003
"B08B","6",.0252321
"B08B","7",.2346292
"B08B","8",.349007
"B08B","9",.2539925
"B09B","2",.4214696
"B09B","3",.2050359
"B09B","7",.1170297
"B09B","8",.2564648
"B09C","2",.7380623
"B09C","3",.1025836
"B09C","7",.073222
"B09C","8",.0861321
"B21B","7",1
"B21C","7",1
"B21D","7",.6963077
"B21D","8",.2711654
"B21D","9",.032527
"B21F","7",1
"B21G","7",.9788196
"B21G","8",.0211804
"B21H","7",.9576522
"B21H","8",.0423479
"B21J","7",.4564981
"B21J","8",.5179541
"B21J","9",.0255478
"B21K","7",.7849886
"B21K","8",.2150114
"B21L","7",.8909308
"B21L","8",.0834645
"B21L","9",.0256048
"B22C","3",.0392281
"B22C","6",.131778
"B22C","7",.8289939
"B22D","7",.9145322
"B22D","8",.0854678
"B22F","7",.9730163
"B22F","8",.0269837
"B23B","7",.104102
"B23B","8",.895898
"B23C","7",.0647207
"B23C","8",.9352793
"B23D","7",.2716547
"B23D","8",.7283453
"B23F","7",.073214
"B23F","8",.926786
"B23G","7",.3289853
"B23G","8",.6710147
"B23H","7",.4999669
"B23H","8",.5000331
"B23K","7",.5085525
"B23K","8",.3956665
"B23K","9",.095781
"B23P","7",.3736941
"B23P","8",.6263059
"B23Q","7",.0877284
"B23Q","8",.9122716
"B24B","3",.024949
"B24B","6",.1078681
"B24B","7",.6599025
"B24B","8",.1776212
"B24B","9",.0296591
"B24C","3",.0500312
"B24C","6",.1168388
"B24C","7",.7949146
"B24C","8",.0382154
"B24D","3",.1393994
"B24D","5",.0585411
"B24D","6",.06384
"B24D","7",.6849076
"B24D","8",.0533119
"B25B","7",.157635
"B25B","8",.842365
"B25C","7",.1131828
"B25C","8",.8868172
"B25D","8",1
"B25F","7",.0370108
"B25F","8",.9629892
"B25G","7",.0396243
"B25G","8",.9092851
"B25G","9",.0510906
"B25H","3",.0223818
"B25H","7",.4502265
"B25H","8",.5009651
"B25H","9",.0264267
"B25J","7",.1974538
"B25J","8",.7403041
"B25J","9",.0622421
"B26B","8",1
"B26D","3",.0383474
"B26D","7",.0394611
"B26D","8",.9221915
"B26F","3",.1810977
"B26F","5",.0627573
"B26F","6",.0344715
"B26F","7",.1546576
"B26F","8",.5670159
"B27B","4",.0605541
"B27B","8",.8984153
"B27B","9",.0410305
"B27C","4",.2324304
"B27C","8",.5911474
"B27C","9",.1764222
"B27D","3",.4681811
"B27D","4",.5318189
"B27F","3",.0260091
"B27F","4",.5518807
"B27F","8",.3891126
"B27F","9",.0329975
"B27G","3",.0821485
"B27G","4",.1243808
"B27G","8",.7934707
"B27H","2",.1832534
"B27H","3",.1882535
"B27H","4",.6284931
"B27J","3",.1653758
"B27J","4",.5752466
"B27J","5",.1153948
"B27J","8",.1184463
"B27J","9",.0255364
"B27K","3",.7332001
"B27K","4",.2667998
"B27L","4",.0774498
"B27L","8",.9225503
"B27M","3",.4959852
"B27M","4",.4428847
"B27M","8",.0308504
"B27M","9",.0302798
"B27N","3",.4144583
"B27N","4",.5855417
"B28B","2",.0404854
"B28B","3",.2657515
"B28B","6",.6937631
"B28C","2",.062611
"B28C","3",.8375309
"B28C","6",.0998582
"B28D","2",.0578983
"B28D","3",.0616261
"B28D","6",.8492374
"B28D","9",.0312381
"B29B","2",.0210782
"B29B","3",.7830997
"B29B","5",.1589796
"B29B","8",.0368424
"B29C","3",.8948609
"B29C","5",.0673113
"B29C","6",.0378277
"B29D","3",.4343231
"B29D","4",.1892842
"B29D","5",.3475935
"B29D","6",.0287992
"B29K","2",.078305
"B29K","3",.7914174
"B29K","5",.1302776
"B29L","2",.0217939
"B29L","3",.9058478
"B29L","5",.0723583
"B30B","3",.0527604
"B30B","4",.1394337
"B30B","5",.0636155
"B30B","6",.0277004
"B30B","7",.6553538
"B30B","8",.0611362
"B31B","3",.022936
"B31B","4",.977064
"B31C","4",1
"B31D","3",.0348191
"B31D","4",.9651809
"B31F","4",1
"B32B","3",.4122585
"B32B","4",.1327914
"B32B","5",.3985557
"B32B","7",.0563943
"B41B","3",.3679191
"B41B","4",.4064912
"B41B","9",.2255898
"B41C","2",.0341025
"B41C","3",.2038364
"B41C","4",.508903
"B41C","9",.2531582
"B41D","2",.0219456
"B41D","3",.575875
"B41D","4",.318528
"B41D","9",.0836514
"B41F","3",.0302791
"B41F","4",.9697209
"B41G","4",1
"B41J","4",1
"B41K","3",.0339221
"B41K","4",.8812467
"B41K","9",.0848311
"B41L","4",1
"B41M","2",.0421148
"B41M","3",.2809022
"B41M","4",.676983
"B41N","2",.1452748
"B41N","3",.3555659
"B41N","4",.4590803
"B41N","9",.040079
"B42B","4",1
"B42C","3",.1758133
"B42C","4",.8241867
"B42D","3",.0801187
"B42D","4",.9198813
"B42F","3",.0513803
"B42F","4",.9486197
"B43K","9",1
"B43L","9",1
"B43M","7",.0619355
"B43M","9",.9380645
"B44B","3",.0436146
"B44B","6",.0615421
"B44B","7",.4839469
"B44B","9",.4108964
"B44C","3",.6650288
"B44C","5",.1218378
"B44C","6",.0560777
"B44C","7",.1570558
"B44D","3",.4123108
"B44D","5",.0344086
"B44D","9",.5532806
"B44F","3",.6686364
"B44F","5",.0613009
"B44F","6",.1158732
"B44F","7",.13342
"B44F","9",.0207695
"B60B","7",.0922598
"B60B","8",.9077402
"B60C","4",.9036192
"B60C","8",.0963808
"B60D","8",1
"B60F","8",1
"B60G","8",1
"B60H","8",1
"B60J","7",.0616733
"B60J","8",.9383267
"B60K","8",1
"B60L","8",1
"B60M","7",.7913036
"B60M","8",.1695017
"B60M","9",.0391947
"B60N","8",.6151661
"B60N","9",.3848338
"B60P","7",.0512339
"B60P","8",.9487662
"B60Q","8",1
"B60R","8",.9737269
"B60R","9",.0262731
"B60S","7",.0211094
"B60S","8",.9129173
"B60S","9",.0659733
"B60T","8",1
"B60V","6",.9408969
"B60V","8",.0591031
"B60W","8",1
"B61B","7",.6746399
"B61B","8",.2811249
"B61B","9",.0442353
"B61C","7",.096368
"B61C","8",.903632
"B61D","7",.3206826
"B61D","8",.6307471
"B61D","9",.0485702
"B61F","6",.0327818
"B61F","7",.1648162
"B61F","8",.7423918
"B61F","9",.0600101
"B61G","7",.3468153
"B61G","8",.5898427
"B61G","9",.0633421
"B61H","7",.4369292
"B61H","8",.5630708
"B61J","7",.5187725
"B61J","8",.4812275
"B61K","7",.6136015
"B61K","8",.3311039
"B61K","9",.0552946
"B61L","7",.0706553
"B61L","8",.9293447
"B62B","4",.0400115
"B62B","7",.1554126
"B62B","8",.431155
"B62B","9",.3734208
"B62C","7",.0334319
"B62C","8",.450206
"B62C","9",.5163621
"B62D","8",1
"B62H","7",.0410092
"B62H","8",.9589908
"B62J","7",.05343
"B62J","8",.8489561
"B62J","9",.0976139
"B62K","7",.0295584
"B62K","8",.9245758
"B62K","9",.0458658
"B62L","7",.1015127
"B62L","8",.8984873
"B62M","8",1
"B63B","3",.0223939
"B63B","7",.382399
"B63B","8",.5376788
"B63B","9",.0575283
"B63C","3",.0437183
"B63C","7",.2880313
"B63C","8",.6075202
"B63C","9",.0607301
"B63G","7",.0759505
"B63G","8",.8070924
"B63G","9",.1169571
"B63H","8",1
"B63J","7",.0964922
"B63J","8",.9035078
"B64B","6",.0417045
"B64B","7",.029356
"B64B","8",.9289395
"B64C","8",1
"B64D","8",.9777867
"B64D","9",.0222134
"B64F","8",1
"B64G","6",.1136111
"B64G","7",.087419
"B64G","8",.7642707
"B64G","9",.0346993
"B65B","3",.2487423
"B65B","4",.7239795
"B65B","8",.0272782
"B65C","3",.3792498
"B65C","4",.6207502
"B65D","3",.3717391
"B65D","4",.5005651
"B65D","6",.1276958
"B65F","3",.2989642
"B65F","4",.5558097
"B65F","8",.145226
"B65G","1",.0453533
"B65G","3",.1266205
"B65G","4",.2360852
"B65G","5",.1176658
"B65G","6",.1692772
"B65G","8",.3049981
"B65H","4",.9747211
"B65H","5",.025279
"B66B","7",.9164466
"B66B","8",.0835534
"B66C","7",.7159987
"B66C","8",.2840013
"B66D","7",.9651626
"B66D","8",.0348374
"B66F","7",.575247
"B66F","8",.400479
"B66F","9",.024274
"B67B","2",.4929425
"B67B","8",.4683047
"B67B","9",.0387529
"B67C","2",.6260563
"B67C","3",.1949561
"B67C","9",.1789876
"B67D","2",.8958784
"B67D","3",.0579449
"B67D","9",.0461768
"B68B","3",.029482
"B68B","4",.0887625
"B68B","5",.5698423
"B68B","6",.2753071
"B68B","7",.0366061
"B68C","3",.020909
"B68C","4",.1827136
"B68C","5",.6331342
"B68C","6",.1338725
"B68C","9",.0293708
"B68F","3",.3188876
"B68F","4",.0510533
"B68F","5",.4390535
"B68F","8",.1910056
"B68G","3",.0352087
"B68G","5",.9150251
"B68G","9",.0497662
"B81B","2",.0324853
"B81B","3",.0613061
"B81B","7",.3795946
"B81B","8",.4286678
"B81B","9",.0979462
"B81C","2",.094812
"B81C","3",.1107447
"B81C","7",.4886455
"B81C","8",.2173418
"B81C","9",.088456
"B82B","2",.7482942
"B82B","3",.055653
"B82B","6",.0254514
"B82B","7",.1084506
"B82B","8",.0385476
"B82B","9",.0236032
"B82Y","2",.8402856
"B82Y","3",.0441472
"B82Y","7",.0591922
"B82Y","8",.0563751
"C01B","2",1
"C01C","2",.9724188
"C01C","3",.0275811
"C01D","2",.9699331
"C01D","3",.0300669
"C01F","2",1
"C01G","2",1
"C02F","2",.8440505
"C02F","3",.130458
"C02F","5",.0254915
"C03B","7",1
"C03C","3",.0561602
"C03C","6",.049434
"C03C","7",.8944059
"C04B","2",.2574026
"C04B","3",.1148439
"C04B","6",.5868589
"C04B","7",.0408946
"C05B","2",.8704305
"C05B","3",.1295695
"C05C","2",.6220351
"C05C","3",.3779649
"C05D","2",.6786881
"C05D","3",.3213119
"C05F","0",.0525943
"C05F","1",.065762
"C05F","2",.1990537
"C05F","3",.68259
"C05G","0",.0330927
"C05G","1",.0524882
"C05G","2",.3662655
"C05G","3",.5481536
"C06B","2",.8266406
"C06B","3",.1733594
"C06C","2",.1898794
"C06C","3",.7786155
"C06C","9",.031505
"C06D","2",.909156
"C06D","3",.0908439
"C06F","2",.3544193
"C06F","3",.6455808
"C07B","2",1
"C07C","2",1
"C07D","2",.9557515
"C07D","3",.0442485
"C07F","2",.9717513
"C07F","3",.0282487
"C07G","2",.7641131
"C07G","3",.1984123
"C07G","4",.0374746
"C07H","2",.9215903
"C07H","3",.0784097
"C07J","2",.9529624
"C07J","3",.0470376
"C07K","2",.8390498
"C07K","3",.1609503
"C08B","2",.602481
"C08B","3",.3502333
"C08B","4",.0472856
"C08C","2",.8524508
"C08C","3",.1475492
"C08F","2",.7466336
"C08F","3",.2533664
"C08G","2",.6954794
"C08G","3",.3045206
"C08H","2",.5238814
"C08H","3",.395909
"C08H","4",.0802096
"C08J","2",.3137427
"C08J","3",.6862572
"C08K","2",.5943001
"C08K","3",.4056999
"C08L","2",.4955149
"C08L","3",.5044851
"C09B","2",.2676967
"C09B","3",.3091993
"C09B","5",.423104
"C09C","2",.383233
"C09C","3",.4260354
"C09C","4",.0889374
"C09C","6",.0205031
"C09C","7",.081291
"C09D","2",.3407775
"C09D","3",.5931967
"C09D","4",.0255341
"C09D","7",.0404916
"C09F","2",.2725017
"C09F","3",.6751578
"C09F","4",.0523404
"C09G","2",.654117
"C09G","3",.2229622
"C09G","7",.0691465
"C09G","8",.0537743
"C09H","0",.1208958
"C09H","2",.0946232
"C09H","3",.7844809
"C09J","2",.065582
"C09J","3",.8799715
"C09J","4",.0544465
"C09K","2",.7693675
"C09K","3",.1574312
"C09K","7",.0460098
"C09K","8",.0271915
"C10B","2",.8620195
"C10B","8",.1379805
"C10C","2",1
"C10F","2",.950469
"C10F","8",.049531
"C10G","2",.9451794
"C10G","3",.0548206
"C10H","2",.9585799
"C10H","8",.0414201
"C10J","2",.7704398
"C10J","8",.2295602
"C10K","2",.9697376
"C10K","8",.0302624
"C10L","2",.8699799
"C10L","3",.1300201
"C10M","2",.33457
"C10M","3",.6654301
"C10N","2",.3391182
"C10N","3",.6608818
"C11B","0",.0525099
"C11B","1",.791618
"C11B","2",.1254288
"C11B","3",.0304432
"C11C","1",.6438706
"C11C","2",.1690218
"C11C","3",.1871076
"C11D","1",.0397948
"C11D","2",.585249
"C11D","3",.3749562
"C12C","0",.0259132
"C12C","1",.6120158
"C12C","2",.3620709
"C12F","1",.1508086
"C12F","2",.8491914
"C12G","0",.0946201
"C12G","1",.0904603
"C12G","2",.8149196
"C12H","1",.0614408
"C12H","2",.9385592
"C12J","0",.0355837
"C12J","1",.1164486
"C12J","2",.8479676
"C12L","2",.9198958
"C12L","3",.0329596
"C12L","4",.0219888
"C12L","8",.0251558
"C12M","1",.0372424
"C12M","2",.1614941
"C12M","3",.420675
"C12M","7",.0211899
"C12M","8",.2985388
"C12M","9",.0608597
"C12N","1",.2174227
"C12N","2",.612062
"C12N","3",.1705153
"C12P","0",.0296699
"C12P","1",.290597
"C12P","2",.5917646
"C12P","3",.0879685
"C12Q","1",.1795045
"C12Q","2",.4606239
"C12Q","3",.3598717
"C12R","1",.2321523
"C12R","2",.6850557
"C12R","3",.082792
"C12S","1",.258202
"C12S","2",.2923555
"C12S","3",.4494426
"C13B","1",.9523039
"C13B","2",.0476961
"C13D","2",.9629527
"C13D","3",.0370472
"C13F","0",.6966816
"C13F","1",.3033185
"C13G","2",1
"C13K","1",.9566205
"C13K","2",.0433796
"C14B","3",.0358547
"C14B","4",.0487971
"C14B","5",.7996949
"C14B","6",.1156533
"C14C","2",.7770782
"C14C","3",.100163
"C14C","4",.0436444
"C14C","5",.0435586
"C14C","6",.0355558
"C21B","2",.1384871
"C21B","7",.5577799
"C21B","8",.303733
"C21C","2",.0411342
"C21C","7",.7844599
"C21C","8",.1744059
"C21D","7",.9517708
"C21D","8",.0482292
"C22B","2",.0800406
"C22B","7",.8380233
"C22B","8",.0819361
"C22C","7",.9671358
"C22C","8",.0328643
"C22F","7",.9579709
"C22F","8",.0420291
"C23C","2",.15751
"C23C","7",.7856823
"C23C","8",.0568078
"C23D","2",.0681489
"C23D","6",.0418969
"C23D","7",.8669539
"C23D","8",.0230004
"C23F","2",.4231628
"C23F","3",.0539148
"C23F","7",.4935003
"C23F","8",.0294221
"C23G","2",.3059743
"C23G","3",.0440552
"C23G","7",.6499705
"C25B","2",.4391716
"C25B","7",.4930761
"C25B","8",.0677523
"C25C","2",.047666
"C25C","7",.9266957
"C25C","8",.0256383
"C25D","2",.0956436
"C25D","7",.8644499
"C25D","8",.0399065
"C25F","2",.1064611
"C25F","7",.860899
"C25F","8",.0326399
"C30B","2",.4832985
"C30B","6",.1386592
"C30B","7",.250134
"C30B","8",.0721304
"C30B","9",.0557779
"C40B","2",.3788778
"C40B","3",.2863969
"C40B","6",.0500803
"C40B","7",.0632356
"C40B","8",.0831223
"C40B","9",.1382871
"D01B","5",1
"D01C","5",1
"D01D","5",1
"D01F","5",1
"D01G","5",1
"D01H","5",1
"D02G","5",1
"D02H","5",1
"D02J","5",1
"D03C","5",1
"D03D","5",1
"D03J","5",1
"D04B","5",.9343629
"D04B","6",.065637
"D04C","5",1
"D04D","5",1
"D04G","5",1
"D04H","5",1
"D05B","5",.9760851
"D05B","6",.0239149
"D05C","5",1
"D06B","5",1
"D06C","5",1
"D06F","3",.0380991
"D06F","5",.5708678
"D06F","6",.2386241
"D06F","8",.037186
"D06F","9",.115223
"D06G","5",.9017616
"D06G","6",.0255538
"D06G","9",.0726846
"D06H","5",1
"D06J","5",.9691443
"D06J","6",.0308556
"D06L","2",.0508698
"D06L","5",.9491302
"D06M","5",1
"D06N","5",1
"D06P","5",1
"D06Q","5",1
"D07B","3",.03048
"D07B","4",.0378523
"D07B","5",.8718149
"D07B","6",.0598527
"D21B","4",1
"D21C","2",.0462331
"D21C","3",.0232163
"D21C","4",.9305505
"D21D","4",1
"D21F","4",.907284
"D21F","5",.092716
"D21G","4",1
"D21H","4",1
"D21J","4",1
"E01B","7",.7128179
"E01B","8",.2871821
"E01C","6",.7225435
"E01C","7",.058587
"E01C","8",.2188695
"E01D","7",.9504709
"E01D","8",.0495291
"E01F","7",.5957025
"E01F","8",.4042974
"E01H","7",.0435252
"E01H","8",.4235121
"E01H","9",.5329627
"E02B","7",.6425897
"E02B","8",.3574103
"E02C","7",.6806899
"E02C","8",.3193102
"E02D","7",.8731368
"E02D","8",.1268632
"E02F","7",.0319887
"E02F","8",.9680113
"E03B","7",.5179982
"E03B","8",.4820018
"E03C","6",.0370612
"E03C","7",.240216
"E03C","8",.6657639
"E03C","9",.0569588
"E03D","6",.1054546
"E03D","7",.0461346
"E03D","8",.6592153
"E03D","9",.1891955
"E03F","7",.7492028
"E03F","8",.2201355
"E03F","9",.0306616
"E04B","3",.1728007
"E04B","5",.0208753
"E04B","6",.1068478
"E04B","7",.6554964
"E04B","8",.0439798
"E04C","3",.1656778
"E04C","6",.0959101
"E04C","7",.7018822
"E04C","8",.0365299
"E04D","3",.2548458
"E04D","5",.0757437
"E04D","6",.2563943
"E04D","7",.3819876
"E04D","8",.0310285
"E04F","3",.202293
"E04F","5",.0756091
"E04F","6",.4070006
"E04F","7",.2601206
"E04F","8",.0549768
"E04G","3",.1490617
"E04G","7",.7596552
"E04G","8",.0912831
"E04H","3",.0561026
"E04H","5",.0479033
"E04H","6",.027302
"E04H","7",.6183216
"E04H","8",.2503705
"E05B","6",.0675371
"E05B","7",.1593273
"E05B","8",.7731355
"E05C","7",.5060937
"E05C","8",.4441018
"E05C","9",.0498045
"E05D","7",.3119675
"E05D","8",.6242979
"E05D","9",.0637347
"E05F","7",.1208386
"E05F","8",.8791614
"E05G","7",.7119313
"E05G","8",.2880687
"E06B","6",.0550782
"E06B","7",.8903784
"E06B","8",.0545434
"E06C","7",.772616
"E06C","8",.2273839
"E21B","2",.0547051
"E21B","7",.4875922
"E21B","8",.4577026
"E21C","2",.2074988
"E21C","7",.1092114
"E21C","8",.6832898
"E21D","7",.6543533
"E21D","8",.3456467
"E21F","7",.6147183
"E21F","8",.3852818
"F01B","6",.0354956
"F01B","8",.9645044
"F01C","3",.0642594
"F01C","4",.0425702
"F01C","6",.0796748
"F01C","7",.0447372
"F01C","8",.7687585
"F01D","6",.0496575
"F01D","8",.9503424
"F01K","2",.035781
"F01K","7",.0861541
"F01K","8",.8780649
"F01L","8",1
"F01M","3",.1971125
"F01M","4",.0512317
"F01M","6",.0260198
"F01M","7",.0260179
"F01M","8",.699618
"F01N","6",.0922153
"F01N","7",.0786529
"F01N","8",.8291318
"F01P","6",.1777455
"F01P","7",.1408138
"F01P","8",.6543418
"F01P","9",.0270989
"F02B","6",.0437946
"F02B","8",.9562054
"F02C","8",1
"F02D","8",1
"F02F","6",.7336941
"F02F","7",.0365164
"F02F","8",.2297895
"F02G","6",.0908755
"F02G","7",.0289844
"F02G","8",.8801401
"F02K","6",.1076211
"F02K","8",.8923789
"F02M","7",.0262103
"F02M","8",.9458203
"F02M","9",.0279694
"F02N","8",1
"F02P","8",1
"F03B","7",.0466533
"F03B","8",.9533467
"F03C","8",1
"F03D","7",.1751259
"F03D","8",.8248741
"F03G","2",.0260598
"F03G","7",.0867966
"F03G","8",.8871436
"F03H","2",.0365873
"F03H","7",.1896889
"F03H","8",.6884995
"F03H","9",.0852242
"F04B","3",.0356478
"F04B","7",.0366312
"F04B","8",.927721
"F04C","3",.1027732
"F04C","7",.0480711
"F04C","8",.8491556
"F04D","3",.0284877
"F04D","7",.0836676
"F04D","8",.8878447
"F04F","7",.0658304
"F04F","8",.9341696
"F15B","7",.0465573
"F15B","8",.9534426
"F15C","3",.0225009
"F15C","8",.9774991
"F15D","3",.1337359
"F15D","6",.0223781
"F15D","7",.0281805
"F15D","8",.8157055
"F16B","3",.1379782
