ipc4,isic_rev4_2,probability_weight
"B01L","20",.2110799
"B01L","21",.0407
"B01L","22",.3654901
"B01L","23",.1479691
"B01L","28",.0891784
"B01L","36",.1455825
"B02B","10",1
"B02C","10",.2118617
"B02C","20",.0224313
"B02C","25",.2251185
"B02C","28",.4781601
"B02C","33",.040515
"B02C","38",.0219133
"B03B","05",.3437368
"B03B","07",.3226947
"B03B","23",.0303082
"B03B","28",.0258121
"B03B","36",.2774482
"B03C","07",.1362452
"B03C","20",.0520886
"B03C","23",.107939
"B03C","25",.0692674
"B03C","27",.0799649
"B03C","28",.1602764
"B03C","33",.0235563
"B03C","36",.3706622
"B03D","05",.4195001
"B03D","07",.3651408
"B03D","20",.104414
"B03D","36",.110945
"B04B","10",.027151
"B04B","28",.9481855
"B04B","36",.0246635
"B04C","20",.0858543
"B04C","23",.0903844
"B04C","24",.0690894
"B04C","28",.0867395
"B04C","35",.0957496
"B04C","36",.5487818
"B04C","38",.0234011
"B05B","20",.2070358
"B05B","28",.122925
"B05B","36",.6700393
"B05C","20",.722109
"B05C","22",.0463903
"B05C","23",.0266149
"B05C","25",.0336061
"B05C","28",.1423248
"B05C","32",.0289549
"B05D","20",.758907
"B05D","23",.0444497
"B05D","25",.1601373
"B05D","36",.036506
"B06B","02",.0257027
"B06B","20",.0436109
"B06B","23",.2453924
"B06B","24",.0669041
"B06B","26",.239895
"B06B","27",.1506868
"B06B","28",.1759605
"B06B","71",.0518476
"B07B","01",.1444587
"B07B","05",.036454
"B07B","10",.1997105
"B07B","16",.0219135
"B07B","22",.0678638
"B07B","23",.0542526
"B07B","24",.1542326
"B07B","28",.293672
"B07B","38",.0274425
"B07C","10",.1434094
"B07C","23",.0253312
"B07C","26",.3236561
"B07C","28",.4864355
"B07C","52",.0211678
"B08B","20",.0567665
"B08B","23",.0220497
"B08B","28",.0924549
"B08B","32",.1520788
"B08B","36",.4738762
"B08B","49",.0375939
"B08B","81",.1651801
"B09B","10",.0225587
"B09B","20",.0760927
"B09B","23",.1221717
"B09B","28",.0990755
"B09B","36",.3313131
"B09B","37",.0316453
"B09B","38",.1418352
"B09B","43",.1753078
"B09C","08",.0216167
"B09C","10",.03029
"B09C","20",.2062486
"B09C","23",.0341509
"B09C","36",.6383235
"B09C","43",.0693704
"B21B","24",.9121697
"B21B","28",.0878303
"B21C","24",.7167487
"B21C","25",.1603583
"B21C","28",.1228931
"B21D","24",.3781163
"B21D","25",.2714781
"B21D","28",.2784263
"B21D","29",.0719793
"B21F","24",.7576233
"B21F","25",.1080265
"B21F","28",.1343502
"B21G","24",.4722036
"B21G","25",.2800474
"B21G","28",.247749
"B21H","24",.1734555
"B21H","25",.096745
"B21H","28",.7297994
"B21J","24",.1874608
"B21J","25",.1180761
"B21J","28",.6645593
"B21J","29",.0299038
"B21K","24",.2591869
"B21K","25",.3279701
"B21K","28",.3775027
"B21K","29",.0353402
"B21L","24",.2306182
"B21L","25",.1645276
"B21L","28",.4649174
"B21L","30",.0399463
"B21L","32",.0674125
"B21L","33",.0325779
"B22C","20",.1129198
"B22C","23",.109738
"B22C","24",.5015803
"B22C","25",.1418607
"B22C","28",.112159
"B22C","29",.0217421
"B22D","24",.8270035
"B22D","25",.075625
"B22D","28",.0973715
"B22F","20",.0562157
"B22F","23",.0330386
"B22F","24",.6572458
"B22F","25",.2090571
"B22F","28",.0444428
"B23B","24",.0585899
"B23B","25",.0761302
"B23B","28",.8652799
"B23C","24",.1041111
"B23C","25",.240703
"B23C","28",.6551859
"B23D","24",.1229266
"B23D","25",.704479
"B23D","28",.1725945
"B23F","28",1
"B23G","24",.1682579
"B23G","25",.0773744
"B23G","28",.7543677
"B23H","24",.1445785
"B23H","25",.1868394
"B23H","28",.5949058
"B23H","32",.0503961
"B23H","33",.0232802
"B23K","24",.632691
"B23K","25",.3151383
"B23K","28",.0521708
"B23P","24",.169284
"B23P","25",.1073216
"B23P","28",.6115483
"B23P","29",.0852565
"B23P","33",.0265896
"B23Q","24",.0386218
"B23Q","25",.0289922
"B23Q","28",.932386
"B24B","20",.0362816
"B24B","23",.0749776
"B24B","24",.0811352
"B24B","25",.0962388
"B24B","26",.0382131
"B24B","27",.1206508
"B24B","28",.4187342
"B24B","32",.1337687
"B24C","20",.0456972
"B24C","23",.0336643
"B24C","24",.243039
"B24C","28",.1177433
"B24C","43",.5598562
"B24D","20",.110029
"B24D","23",.0856467
"B24D","24",.0715398
"B24D","25",.3145293
"B24D","32",.4182553
"B25B","24",.1060356
"B25B","25",.4662061
"B25B","28",.3607359
"B25B","29",.0389467
"B25B","33",.0280756
"B25C","16",.0221977
"B25C","24",.0336526
"B25C","28",.9441497
"B25D","23",.025222
"B25D","24",.0625504
"B25D","25",.0447635
"B25D","28",.8674641
"B25F","24",.0209474
"B25F","25",.5127051
"B25F","26",.0314995
"B25F","27",.1526586
"B25F","28",.2446931
"B25F","32",.0374964
"B25G","16",.0547217
"B25G","24",.0411776
"B25G","25",.7931033
"B25G","32",.1109974
"B25H","16",.0577761
"B25H","22",.0524477
"B25H","23",.0325888
"B25H","24",.160025
"B25H","25",.1101838
"B25H","28",.0765129
"B25H","29",.1326707
"B25H","33",.0346064
"B25H","45",.2574123
"B25H","95",.0857763
"B25J","24",.0346724
"B25J","26",.336413
"B25J","27",.0435749
"B25J","28",.5853397
"B26B","25",1
"B26D","17",.3410302
"B26D","22",.0639774
"B26D","25",.4279237
"B26D","28",.1670685
"B26F","17",.5138626
"B26F","22",.138
"B26F","24",.0283486
"B26F","25",.1925057
"B26F","28",.127283
"B27B","16",.8585431
"B27B","25",.1018657
"B27B","28",.0395912
"B27C","16",.9523816
"B27C","28",.0476185
"B27D","16",.977245
"B27D","20",.022755
"B27F","16",.7271698
"B27F","17",.0238072
"B27F","25",.0295133
"B27F","28",.2195098
"B27G","16",.8589122
"B27G","25",.1410878
"B27H","16",1
"B27J","16",.3440992
"B27J","22",.1579153
"B27J","25",.085108
"B27J","28",.3791436
"B27J","31",.0337339
"B27K","16",.654461
"B27K","20",.2824891
"B27K","35",.0630499
"B27L","16",.9020181
"B27L","25",.075202
"B27L","28",.0227799
"B27M","16",.9655559
"B27M","31",.0344441
"B27N","02",.0215247
"B27N","16",.8928007
"B27N","20",.0631334
"B27N","35",.0225412
"B28B","23",.9631556
"B28B","28",.0368444
"B28C","23",.9726344
"B28C","28",.0273656
"B28D","23",.3510653
"B28D","25",.2055117
"B28D","28",.1135871
"B28D","32",.3298358
"B29B","13",.0207814
"B29B","20",.1763724
"B29B","22",.6757388
"B29B","28",.1271074
"B29C","13",.0227356
"B29C","20",.1309882
"B29C","22",.7511503
"B29C","28",.0951259
"B29D","13",.1186368
"B29D","20",.1454533
"B29D","22",.6226878
"B29D","26",.0519559
"B29D","28",.0612663
"B29K","13",.0382447
"B29K","20",.6548476
"B29K","22",.3069077
"B29L","20",.2329623
"B29L","22",.7059984
"B29L","28",.0610392
"B30B","24",.0379907
"B30B","25",.0347777
"B30B","28",.891014
"B30B","33",.0362176
"B31B","17",.7402266
"B31B","22",.1527931
"B31B","28",.1069803
"B31C","17",.9634615
"B31C","28",.0365386
"B31D","17",.9412678
"B31D","20",.0355112
"B31D","28",.023221
"B31F","17",.9533451
"B31F","20",.0205813
"B31F","28",.0260737
"B32B","13",.2424424
"B32B","17",.1122062
"B32B","20",.4574596
"B32B","22",.049987
"B32B","23",.0790423
"B32B","24",.0377954
"B32B","25",.0210671
"B33Y","28",1
"B41B","17",.1469219
"B41B","18",.4702409
"B41B","26",.3609138
"B41B","28",.0219234
"B41C","18",1
"B41D","13",.125067
"B41D","17",.0323773
"B41D","18",.6093564
"B41D","20",.1502219
"B41D","23",.0215281
"B41D","90",.0614493
"B41F","13",.0541571
"B41F","17",.2607297
"B41F","18",.605217
"B41F","28",.0798961
"B41G","17",.7217286
"B41G","18",.0908998
"B41G","22",.0400461
"B41G","28",.1473255
"B41J","17",.9745706
"B41J","26",.0254294
"B41K","17",.5203539
"B41K","18",.1619116
"B41K","22",.04843
"B41K","28",.1614646
"B41K","69",.1078399
"B41L","17",.9592152
"B41L","18",.0407848
"B41M","17",.6603451
"B41M","18",.0552223
"B41M","20",.2844326
"B41N","13",.0244136
"B41N","18",.9755864
"B42B","17",.2937383
"B42B","18",.4891201
"B42B","28",.0750412
"B42B","69",.1421004
"B42C","17",.2003976
"B42C","18",.7659982
"B42C","20",.0336041
"B42D","17",.8199712
"B42D","18",.1232352
"B42D","20",.0567936
"B42F","17",.8725758
"B42F","18",.0411562
"B42F","22",.0486314
"B42F","69",.0237114
"B42F","70",.0139252
"B43K","17",.0664564
"B43K","22",.0248014
"B43K","27",.0213735
"B43K","32",.8873687
"B43L","17",.1354796
"B43L","22",.0250164
"B43L","28",.3429225
"B43L","32",.4965815
"B43M","17",.6216881
"B43M","20",.0629805
"B43M","28",.0291582
"B43M","32",.2861733
"B44B","16",.305646
"B44B","17",.0331025
"B44B","23",.030355
"B44B","25",.2435454
"B44B","26",.0351547
"B44B","28",.1346915
"B44B","32",.0380786
"B44B","90",.1794262
"B44C","13",.0423999
"B44C","16",.0435875
"B44C","17",.3576896
"B44C","20",.2848118
"B44C","22",.045433
"B44C","23",.1770086
"B44C","25",.0490697
"B44D","17",.146204
"B44D","20",.186207
"B44D","32",.0867724
"B44D","90",.5808165
"B44F","13",.0251266
"B44F","16",.0268942
"B44F","17",.3322602
"B44F","20",.2059498
"B44F","22",.0686457
"B44F","23",.2936106
"B44F","25",.0223558
"B44F","26",.0251571
"B60B","24",.1076417
"B60B","28",.0751878
"B60B","29",.4337555
"B60B","30",.359042
"B60B","45",.0243729
"B60C","22",.8728753
"B60C","24",.0441381
"B60C","29",.0541612
"B60C","30",.0288254
"B60D","29",1
"B60F","28",.0705688
"B60F","29",.0690399
"B60F","30",.7110968
"B60F","36",.1492945
"B60G","28",.0474801
"B60G","29",.9525199
"B60H","27",.0320731
"B60H","28",.0283119
"B60H","29",.8397706
"B60H","35",.0434458
"B60H","36",.0563986
"B60J","22",.0318474
"B60J","23",.0975175
"B60J","29",.8706352
"B60K","27",.0832823
"B60K","28",.3753596
"B60K","29",.5413581
"B60L","26",.0731642
"B60L","27",.6834237
"B60L","29",.1754946
"B60L","30",.0679174
"B60M","24",.077982
"B60M","27",.0275247
"B60M","29",.1357889
"B60M","30",.7587044
"B60N","15",.0246261
"B60N","29",.8991896
"B60N","31",.0761843
"B60P","28",.1171069
"B60P","29",.7865271
"B60P","30",.0676551
"B60P","31",.028711
"B60Q","26",.0855973
"B60Q","27",.0302015
"B60Q","29",.8842012
"B60R","15",.0519004
"B60R","26",.032895
"B60R","29",.9152045
"B60S","22",.0327508
"B60S","23",.0340356
"B60S","27",.0385038
"B60S","28",.0390506
"B60S","29",.5856238
"B60S","32",.0744809
"B60S","36",.1113982
"B60S","45",.0841563
"B60T","26",.0297084
"B60T","28",.2079669
"B60T","29",.7360545
"B60T","30",.0262703
"B60V","30",.917171
"B60V","36",.082829
"B60W","26",.0978431
"B60W","27",.159985
"B60W","28",.4037412
"B60W","29",.3384308
"B61B","28",.358909
"B61B","29",.2091072
"B61B","30",.3657663
"B61B","33",.0254729
"B61B","49",.0407446
"B61C","27",.0371907
"B61C","28",.0766401
"B61C","30",.7742563
"B61C","33",.1119129
"B61D","30",1
"B61F","30",1
"B61G","28",.0401322
"B61G","30",.9598678
"B61H","28",.0531785
"B61H","30",.9468215
"B61J","28",.1129198
"B61J","29",.0344368
"B61J","30",.8200234
"B61J","33",.0326201
"B61K","28",.0250065
"B61K","30",.9358755
"B61K","33",.039118
"B61L","26",.0669322
"B61L","30",.9100157
"B61L","33",.0230521
"B62B","15",.065846
"B62B","29",.4018544
"B62B","30",.4643706
"B62B","31",.0679289
"B62C","15",.9030962
"B62C","29",.0969038
"B62D","28",.1203965
"B62D","29",.8796035
"B62H","30",1
"B62J","30",1
"B62K","25",.0578196
"B62K","30",.9421803
"B62L","30",1
"B62M","28",.097593
"B62M","30",.902407
"B63B","30",.7895424
"B63B","36",.1644439
"B63B","50",.0460137
"B63C","22",.0299741
"B63C","28",.024574
"B63C","30",.3920458
"B63C","32",.1097044
"B63C","36",.4437018
"B63G","25",.0555825
"B63G","26",.0338829
"B63G","27",.0397508
"B63G","28",.0492022
"B63G","30",.3658071
"B63G","36",.3682632
"B63G","50",.0875113
"B63H","28",.1089513
"B63H","30",.7469405
"B63H","36",.1131396
"B63H","50",.0309685
"B63J","27",.0415653
"B63J","28",.0681417
"B63J","30",.2191603
"B63J","33",.0667329
"B63J","35",.1577975
"B63J","36",.4003653
"B63J","50",.046237
"B64B","30",1
"B64C","30",1
"B64D","30",1
"B64F","30",1
"B64G","30",.6942068
"B64G","51",.3057931
"B65B","10",.0272189
"B65B","17",.2357144
"B65B","22",.1859692
"B65B","28",.5510975
"B65C","11",.0309363
"B65C","17",.492519
"B65C","20",.2121166
"B65C","22",.0412241
"B65C","28",.223204
"B65D","10",.0324389
"B65D","11",.2744231
"B65D","17",.2772135
"B65D","20",.0568916
"B65D","22",.3361391
"B65D","23",.0228938
"B65F","17",.0436536
"B65F","22",.2462208
"B65F","28",.0568707
"B65F","38",.6532549
"B65G","22",.0646734
"B65G","28",.90524
"B65G","29",.0300865
"B65H","17",.9299747
"B65H","28",.0700253
"B66B","23",.0488278
"B66B","24",.2115584
"B66B","26",.0967323
"B66B","27",.021214
"B66B","28",.4420479
"B66B","31",.02831
"B66B","32",.0337513
"B66B","33",.0862371
"B66B","43",.0313213
"B66C","23",.0215122
"B66C","24",.1889965
"B66C","28",.7894913
"B66D","24",.123878
"B66D","28",.8761221
"B66F","24",.0790843
"B66F","25",.4011397
"B66F","28",.4860994
"B66F","33",.0336766
"B67B","11",.8053463
"B67B","21",.0354577
"B67B","22",.0603209
"B67B","25",.0512916
"B67B","28",.0475835
"B67C","11",.5459846
"B67C","20",.0233681
"B67C","21",.0572659
"B67C","22",.0914294
"B67C","28",.2201752
"B67C","36",.0349827
"B67C","49",.0267941
"B67D","11",.7897844
"B67D","19",.0809898
"B67D","28",.0524759
"B67D","36",.07675
"B68B","15",1
"B68C","13",.6709691
"B68C","14",.1040101
"B68C","15",.1888498
"B68C","22",.036171
"B68F","13",.1667096
"B68F","14",.0688194
"B68F","15",.2931258
"B68F","20",.1155057
"B68F","25",.081895
"B68F","29",.2253763
"B68F","32",.0485683
"B68G","13",.3318608
"B68G","31",.6681392
"B81B","20",.2256655
"B81B","23",.2592683
"B81B","25",.2198209
"B81B","26",.1136202
"B81B","43",.1816252
"B81C","20",.2695805
"B81C","23",.2267034
"B81C","25",.3356332
"B81C","26",.041951
"B81C","43",.1261319
"B82B","20",.6144444
"B82B","23",.0364213
"B82B","25",.2291113
"B82B","36",.1200231
"B82Y","20",.613042
"B82Y","23",.0256501
"B82Y","25",.0849578
"B82Y","27",.0379151
"B82Y","36",.2384351
"C01B","19",.0322845
"C01B","20",.4428354
"C01B","25",.0241407
"C01B","28",.0497859
"C01B","35",.1886174
"C01B","36",.2623362
"C01C","19",.0212824
"C01C","20",.728515
"C01C","35",.1250586
"C01C","36",.125144
"C01D","11",.5356737
"C01D","20",.2332791
"C01D","35",.039211
"C01D","36",.1918362
"C01F","01",.1074768
"C01F","10",.0958805
"C01F","11",.071854
"C01F","20",.3915595
"C01F","35",.0496812
"C01F","36",.283548
"C01G","01",.0301752
"C01G","20",.5527317
"C01G","25",.0768741
"C01G","27",.0268116
"C01G","36",.3134073
"C02F","20",.0367031
"C02F","36",.7990561
"C02F","37",.1642408
"C03B","23",.9327326
"C03B","28",.0672675
"C03C","20",.0533841
"C03C","23",.9466158
"C04B","20",.0617311
"C04B","23",.8952529
"C04B","24",.043016
"C05B","08",.0335493
"C05B","20",.9288269
"C05B","36",.0376238
"C05C","20",.956728
"C05C","36",.0432719
"C05D","01",.0517855
"C05D","08",.0808319
"C05D","20",.7654642
"C05D","36",.1019184
"C05F","01",.1835559
"C05F","02",.0409589
"C05F","20",.5801935
"C05F","36",.1952917
"C05G","01",.214813
"C05G","02",.0506559
"C05G","20",.6804662
"C05G","36",.0540649
"C06B","20",1
"C06C","20",.9462659
"C06C","22",.0537341
"C06D","20",.9280024
"C06D","28",.0719976
"C06F","16",.2941281
"C06F","17",.0676087
"C06F","19",.5123034
"C06F","20",.1259599
"C07B","19",.0478329
"C07B","20",.8955491
"C07B","36",.056618
"C07C","19",.1002267
"C07C","20",.7314747
"C07C","21",.0485929
"C07C","35",.0218571
"C07C","36",.0978486
"C07D","20",.178727
"C07D","21",.8212729
"C07F","20",.8700497
"C07F","21",.0834861
"C07F","36",.0464642
"C07G","01",.0276268
"C07G","02",.0379967
"C07G","08",.2735844
"C07G","10",.0791126
"C07G","20",.1855536
"C07G","21",.2926003
"C07G","36",.1035256
"C07H","10",.2475627
"C07H","20",.1360493
"C07H","21",.5807325
"C07H","36",.0356554
"C07J","02",.0361349
"C07J","06",.0419057
"C07J","20",.1325294
"C07J","21",.7518703
"C07J","36",.0375596
"C07K","10",.0463682
"C07K","20",.0329622
"C07K","21",.9206696
"C08B","01",.0208113
"C08B","10",.4722781
"C08B","20",.3576968
"C08B","21",.0327525
"C08B","36",.1164612
"C08C","20",.914719
"C08C","22",.0568202
"C08C","36",.0284609
"C08F","20",.9793282
"C08F","36",.0206718
"C08G","20",.9758016
"C08G","36",.0241983
"C08H","02",.025882
"C08H","10",.1016221
"C08H","20",.6899477
"C08H","35",.0258231
"C08H","36",.1567252
"C08J","20",.9590133
"C08J","36",.0409866
"C08K","20",.9569495
"C08K","23",.0430505
"C08L","20",.9766474
"C08L","23",.0233526
"C09B","10",.0539042
"C09B","13",.1255823
"C09B","14",.0363253
"C09B","17",.0716085
"C09B","20",.7125797
"C09C","17",.0880667
"C09C","20",.7269925
"C09C","23",.0633968
"C09C","25",.1215439
"C09D","20",.9466773
"C09D","23",.02575
"C09D","25",.0275726
"C09F","10",.0299355
"C09F","17",.0488576
"C09F","20",.6352534
"C09F","35",.2859534
"C09G","20",.9405843
"C09G","31",.0237944
"C09G","95",.0356213
"C09H","10",.1303554
"C09H","20",.6351842
"C09H","35",.2344604
"C09J","20",1
"C09K","20",.9044989
"C09K","23",.0955011
"C10B","19",1
"C10C","05",.0350731
"C10C","06",.0247013
"C10C","08",.112555
"C10C","19",.363042
"C10C","20",.0237648
"C10C","23",.3483572
"C10C","35",.0539867
"C10C","36",.0385199
"C10F","05",.4762397
"C10F","28",.0323678
"C10F","35",.294901
"C10F","36",.1665907
"C10F","38",.029901
"C10G","06",.0303204
"C10G","19",.9324484
"C10G","35",.0372312
"C10H","20",.0383831
"C10H","28",.0377335
"C10H","33",.0253913
"C10H","36",.898492
"C10J","05",.1414732
"C10J","19",.1106745
"C10J","28",.2288075
"C10J","35",.3539956
"C10J","36",.1650492
"C10K","05",.1478067
"C10K","19",.4814357
"C10K","20",.0310804
"C10K","28",.023039
"C10K","35",.1050864
"C10K","36",.1088532
"C10K","49",.1026988
"C10L","05",.0368451
"C10L","19",.8381357
"C10L","20",.0585769
"C10L","35",.035755
"C10L","36",.0306874
"C10M","19",.1079442
"C10M","20",.8093837
"C10M","28",.0292604
"C10M","36",.0534116
"C10N","19",.0858286
"C10N","20",.848038
"C10N","28",.0270113
"C10N","36",.0391221
"C11B","01",.3293143
"C11B","06",.0752826
"C11B","10",.3538851
"C11B","20",.095425
"C11B","35",.1460931
"C11C","10",.152357
"C11C","19",.2154889
"C11C","20",.074547
"C11C","32",.5576072
"C11D","20",1
"C12C","10",.0652639
"C12C","11",.9347361
"C12F","10",.1590394
"C12F","11",.7765064
"C12F","35",.0208664
"C12F","36",.0435877
"C12G","01",.0392804
"C12G","10",.1464952
"C12G","11",.8142244
"C12H","11",1
"C12J","01",.1368866
"C12J","10",.8631134
"C12L","11",1
"C12M","01",.0335816
"C12M","10",.0469363
"C12M","20",.1225192
"C12M","21",.0353063
