ipc4,isic_rev4_1,probability_weight
"B81B","F",.2757948
"B81C","C",.7750059
"B81C","F",.2249941
"B82B","C",.753021
"B82B","E",.246979
"B82Y","C",.5957626
"B82Y","E",.4042374
"C01B","C",.3412476
"C01B","D",.2749794
"C01B","E",.383773
"C01C","C",.4183566
"C01C","D",.2892141
"C01C","E",.2924294
"C01D","B",.0285439
"C01D","C",.3109666
"C01D","D",.1112754
"C01D","E",.5492141
"C01F","A",.1432803
"C01F","B",.1443838
"C01F","C",.203539
"C01F","D",.0757557
"C01F","E",.4330412
"C01G","A",.0442518
"C01G","C",.4070584
"C01G","D",.0216224
"C01G","E",.5270673
"C02F","C",.0254477
"C02F","E",.9745523
"C03B","C",1
"C03C","C",1
"C04B","C",1
"C05B","A",.0405162
"C05B","C",.7885421
"C05B","E",.1709417
"C05C","A",.0502827
"C05C","C",.7655648
"C05C","E",.1841525
"C05D","A",.1695359
"C05D","C",.5131191
"C05D","E",.317345
"C05F","A",.3647025
"C05F","C",.2865479
"C05F","E",.3487495
"C05G","A",.5621364
"C05G","C",.3171143
"C05G","E",.1207494
"C06B","C",1
"C06C","C",1
"C06D","C",1
"C06F","C",1
"C07B","C",.7768911
"C07B","E",.2231089
"C07C","C",.6092769
"C07C","D",.0713758
"C07C","E",.3193473
"C07D","B",.0250837
"C07D","C",.8801565
"C07D","E",.0947597
"C07F","C",.8165202
"C07F","E",.1834798
"C07G","A",.1330553
"C07G","B",.2701033
"C07G","C",.244099
"C07G","D",.05002
"C07G","E",.3027224
"C07H","A",.058753
"C07H","B",.6277985
"C07H","C",.2241682
"C07H","E",.0892803
"C07J","A",.1066208
"C07J","B",.1142637
"C07J","C",.5599951
"C07J","E",.2191204
"C07K","A",.0639974
"C07K","B",.3853971
"C07K","C",.5177553
"C07K","E",.0328502
"C08B","A",.0381919
"C08B","B",.6701131
"C08B","C",.1270166
"C08B","E",.1646783
"C08C","C",.8262726
"C08C","D",.058353
"C08C","E",.1153744
"C08F","C",.9030977
"C08F","E",.0969023
"C08G","C",.8882758
"C08G","E",.1117242
"C08H","A",.0480857
"C08H","B",.2198953
"C08H","C",.335461
"C08H","D",.0559271
"C08H","E",.340631
"C08J","C",.8472107
"C08J","E",.1527893
"C08K","C",.9434479
"C08K","E",.0565521
"C08L","C",.9498685
"C08L","E",.0501315
"C09B","B",.1836005
"C09B","C",.8163996
"C09C","B",.0218719
"C09C","C",.9550835
"C09C","D",.0230446
"C09D","C",1
"C09F","B",.0562223
"C09F","C",.3983772
"C09F","D",.5454005
"C09G","B",.0311279
"C09G","C",.9395143
"C09G","F",.0293578
"C09H","B",.2332236
"C09H","C",.3407744
"C09H","D",.4260019
"C09J","C",1
"C09K","B",.0572073
"C09K","C",.9427928
"C10B","C",.7380478
"C10B","D",.1257463
"C10B","E",.1362059
"C10C","C",.5759166
"C10C","D",.2460482
"C10C","E",.1780352
"C10F","C",.0447089
"C10F","D",.6046131
"C10F","E",.3506781
"C10G","C",.3595198
"C10G","D",.4381762
"C10G","E",.202304
"C10H","C",.049241
"C10H","E",.950759
"C10J","C",.1744734
"C10J","D",.5630936
"C10J","E",.262433
"C10K","C",.170359
"C10K","D",.4084294
"C10K","E",.4212116
"C10L","C",.3969887
"C10L","D",.3243372
"C10L","E",.2786741
"C10M","C",.8528326
"C10M","E",.1471674
"C10N","C",.8888195
"C10N","E",.1111805
"C11B","A",.3448195
"C11B","B",.4357465
"C11B","C",.0444645
"C11B","D",.1749695
"C11C","A",.0346217
"C11C","B",.5312694
"C11C","C",.40355
"C11C","D",.0305589
"C11D","B",.0491304
"C11D","C",.9508697
"C12C","A",.0468929
"C12C","B",.7075791
"C12C","C",.0517443
"C12C","E",.1937836
"C12F","A",.0442412
"C12F","B",.6333139
"C12F","C",.0572423
"C12F","D",.084384
"C12F","E",.1808186
"C12G","A",.1816991
"C12G","B",.7646288
"C12G","C",.0226374
"C12G","E",.0310347
"C12H","A",.0448445
"C12H","B",.5339606
"C12H","C",.2582851
"C12H","D",.0362694
"C12H","E",.1266405
"C12J","A",.1232012
"C12J","B",.8767988
"C12L","B",.0627303
"C12L","C",.3832898
"C12L","E",.55398
"C12M","A",.035288
"C12M","B",.0559304
"C12M","C",.3134441
"C12M","D",.1314277
"C12M","E",.4639097
"C12N","A",.1223468
"C12N","B",.7952795
"C12N","C",.0823737
"C12P","A",.0702691
"C12P","B",.8466102
"C12P","C",.042919
"C12P","E",.0402017
"C12Q","A",.0376571
"C12Q","B",.7002836
"C12Q","C",.2186513
"C12Q","E",.0434081
"C12R","A",.1962879
"C12R","B",.7325306
"C12R","C",.0377117
"C12R","E",.0334698
"C12S","A",.1085755
"C12S","B",.3478298
"C12S","C",.1896627
"C12S","D",.0266251
"C12S","E",.3273069
"C13B","A",.054522
"C13B","B",.945478
"C13C","B",.6783552
"C13C","C",.0381484
"C13C","D",.2401056
"C13C","E",.0433909
"C13D","B",.9429035
"C13D","E",.0570965
"C13F","B",.966861
"C13F","E",.033139
"C13G","B",.1788433
"C13G","C",.2514384
"C13G","D",.5697183
"C13K","A",.0298631
"C13K","B",.9106102
"C13K","D",.024437
"C13K","E",.0350896
"C14B","B",.0310568
"C14B","C",.9689432
"C14C","A",.0215894
"C14C","B",.1859791
"C14C","C",.7924316
"C21B","C",.9683833
"C21B","D",.0316167
"C21C","C",1
"C21D","C",1
"C22B","C",.9787045
"C22B","D",.0212955
"C22C","C",1
"C22F","C",1
"C23C","C",1
"C23D","C",1
"C23F","C",1
"C23G","C",.9254062
"C23G","D",.0745938
"C25B","C",.9794427
"C25B","D",.0205573
"C25C","C",1
"C25D","C",1
"C25F","C",1
"C30B","C",1
"C40B","C",.8944981
"C40B","F",.1055019
"D01B","C",1
"D01C","C",1
"D01D","C",1
"D01F","C",1
"D01G","C",1
"D01H","C",1
"D02G","C",1
"D02H","C",1
"D02J","C",1
"D03C","C",1
"D03D","C",1
"D03J","C",1
"D04B","C",1
"D04C","C",1
"D04D","C",1
"D04G","C",1
"D04H","C",1
"D05B","C",1
"D05C","C",1
"D06B","C",1
"D06C","C",1
"D06F","C",1
"D06G","C",1
"D06H","C",1
"D06J","C",1
"D06L","C",1
"D06M","C",1
"D06N","C",1
"D06P","C",1
"D06Q","C",1
"D07B","C",1
"D21B","B",.036707
"D21B","C",.7053126
"D21B","D",.2579803
"D21C","B",.0493626
"D21C","C",.8274029
"D21C","D",.1232345
"D21D","C",.9487659
"D21D","D",.0512341
"D21F","C",.9155295
"D21F","D",.0844704
"D21G","C",.8988575
"D21G","D",.1011425
"D21H","B",.0498194
"D21H","C",.9501805
"D21J","B",.0216111
"D21J","C",.9579985
"D21J","D",.0203903
"E01B","C",1
"E01C","C",.8105011
"E01C","E",.1486788
"E01C","F",.0408201
"E01D","C",.7867234
"E01D","E",.0234293
"E01D","F",.1898474
"E01F","C",.794411
"E01F","E",.070141
"E01F","F",.1354481
"E01H","C",.6532791
"E01H","E",.3467209
"E02B","C",.0946903
"E02B","E",.8839338
"E02B","F",.021376
"E02C","C",.112173
"E02C","E",.887827
"E02D","C",.3634864
"E02D","E",.177803
"E02D","F",.4587106
"E02F","C",.2550309
"E02F","E",.0299848
"E02F","F",.7149844
"E03B","E",1
"E03C","E",1
"E03D","E",1
"E03F","C",.0406172
"E03F","E",.9070858
"E03F","F",.052297
"E04B","C",.8895759
"E04B","E",.0357128
"E04B","F",.0747112
"E04C","C",.9737678
"E04C","F",.0262323
"E04D","C",.447632
"E04D","E",.5221149
"E04D","F",.0302531
"E04F","C",.8795297
"E04F","E",.0745981
"E04F","F",.0458722
"E04G","C",.3299394
"E04G","F",.6700606
"E04H","C",.6237837
"E04H","E",.285808
"E04H","F",.0904083
"E05B","C",1
"E05C","C",.9391771
"E05C","F",.0608229
"E05D","C",.8677875
"E05D","F",.1322125
"E05F","C",1
"E05G","C",1
"E06B","C",.9105641
"E06B","F",.0894358
"E06C","C",.7688685
"E06C","F",.2311315
"E21B","B",.027053
"E21B","C",.4716666
"E21B","D",.1355467
"E21B","E",.3375452
"E21B","F",.0281885
"E21C","C",.3428954
"E21C","E",.1329113
"E21C","F",.5241933
"E21D","C",.2663302
"E21D","E",.0368773
"E21D","F",.6967925
"E21F","C",.3141472
"E21F","E",.5747178
"E21F","F",.111135
"F01B","C",.9096903
"F01B","D",.0903097
"F01C","C",.8858172
"F01C","D",.1141828
"F01D","C",.3564826
"F01D","D",.6435174
"F01K","C",.0516938
"F01K","D",.9011301
"F01K","E",.0471761
"F01L","C",1
"F01M","C",.9589128
"F01M","E",.0410872
"F01N","C",.8991451
"F01N","E",.1008549
"F01P","C",.2427579
"F01P","E",.7572421
"F02B","C",.9392863
"F02B","D",.0230691
"F02B","E",.0376446
"F02C","C",.6318104
"F02C","D",.3430462
"F02C","E",.0251434
"F02D","C",1
"F02F","C",.8728632
"F02F","E",.1271368
"F02G","C",.4510188
"F02G","D",.4296592
"F02G","E",.119322
"F02K","C",.9742609
"F02K","D",.0257391
"F02M","C",.8682255
"F02M","D",.0777805
"F02M","E",.053994
"F02N","C",1
"F02P","C",1
"F03B","C",.2381452
"F03B","E",.7618548
"F03C","C",1
"F03D","C",.9384549
"F03D","D",.0298776
"F03D","E",.0316675
"F03G","C",.3633685
"F03G","D",.539155
"F03G","E",.0974764
"F03H","C",.700862
"F03H","D",.2560356
"F03H","E",.0431025
"F04B","C",.8388957
"F04B","E",.1611043
"F04C","C",.9644059
"F04C","E",.0355941
"F04D","C",.3795337
"F04D","E",.6204663
"F04F","C",.1446635
"F04F","D",.2259842
"F04F","E",.6293523
"F15B","C",1
"F15C","C",.880967
"F15C","E",.119033
"F15D","C",.3249115
"F15D","D",.0731794
"F15D","E",.6019091
"F16B","C",1
"F16C","C",1
"F16D","C",1
"F16F","C",1
"F16G","C",1
"F16H","C",1
"F16J","C",.9401005
"F16J","E",.0598995
"F16K","C",.2919571
"F16K","D",.1266986
"F16K","E",.5813443
"F16L","C",.717418
"F16L","D",.0288545
"F16L","E",.230042
"F16L","F",.0236856
"F16M","C",1
"F16N","C",1
"F16P","C",1
"F16S","C",1
"F16T","D",.9139563
"F16T","E",.0860437
"F17B","C",.8281695
"F17B","E",.1718305
"F17C","C",.2831582
"F17C","D",.6777341
"F17C","E",.0391077
"F17D","C",.1759964
"F17D","D",.5586461
"F17D","E",.2653575
"F21H","C",1
"F21K","C",1
"F21L","C",1
"F21S","C",1
"F21V","C",1
"F21W","C",1
"F21Y","C",1
"F22B","C",.0262934
"F22B","D",.8616108
"F22B","E",.1120958
"F22D","D",.7629207
"F22D","E",.2370792
"F22G","D",.9419033
"F22G","E",.0580967
"F23B","C",.2436726
"F23B","D",.3892274
"F23B","E",.3671
"F23C","C",.3140764
"F23C","D",.4943699
"F23C","E",.1915537
"F23D","C",.4410689
"F23D","D",.4868643
"F23D","E",.0720667
"F23G","C",.4394347
"F23G","D",.3573988
"F23G","E",.2031665
"F23H","C",.4673232
"F23H","D",.1434783
"F23H","E",.3891985
"F23J","C",.2372263
"F23J","D",.2398067
"F23J","E",.522967
"F23K","C",.3990871
"F23K","D",.3826177
"F23K","E",.2182952
"F23L","C",.2575147
"F23L","D",.5446261
"F23L","E",.1978591
"F23M","C",.4888661
"F23M","D",.2140357
"F23M","E",.2970982
"F23N","C",.2707577
"F23N","D",.5626312
"F23N","E",.166611
"F23Q","C",.9573309
"F23Q","D",.0426691
"F23R","C",.8362046
"F23R","D",.1637953
"F24B","C",.2249614
"F24B","D",.3365438
"F24B","E",.4384948
"F24C","C",.6960295
"F24C","D",.1698172
"F24C","E",.1341532
"F24D","C",.0329315
"F24D","D",.6053588
"F24D","E",.3617097
"F24F","C",.1065154
"F24F","D",.1780778
"F24F","E",.7154068
"F24H","C",.0466606
"F24H","D",.472618
"F24H","E",.4807214
"F24J","C",.1096695
"F24J","D",.3760263
"F24J","E",.5143042
"F25B","C",.1736447
"F25B","D",.467011
"F25B","E",.3593443
"F25C","C",.1058402
"F25C","E",.8941597
"F25D","C",.7062207
"F25D","D",.1272757
"F25D","E",.1665036
"F25J","C",.0973716
"F25J","D",.9026284
"F26B","B",.0211005
"F26B","C",.3178328
"F26B","D",.4226074
"F26B","E",.2384593
"F27B","C",.9782298
"F27B","D",.0217703
"F27D","C",.9211379
"F27D","D",.0788621
"F28B","C",.0249942
"F28B","D",.7835407
"F28B","E",.1914651
"F28C","C",.0310893
"F28C","D",.4715292
"F28C","E",.4973814
"F28D","C",.1772295
"F28D","D",.4284907
"F28D","E",.3942798
"F28F","C",.3916105
"F28F","D",.1566042
"F28F","E",.4517853
"F28G","C",.1749835
"F28G","D",.2938444
"F28G","E",.531172
"F41A","C",1
"F41B","C",1
"F41C","C",1
"F41F","C",1
"F41G","C",1
"F41H","C",1
"F41J","C",1
"F42B","C",1
"F42C","C",1
"F42D","C",.8063824
"F42D","F",.1936176
"G01B","C",1
"G01C","C",1
"G01D","C",.9434249
"G01D","E",.056575
"G01F","C",.4259236
"G01F","D",.0296141
"G01F","E",.5444623
"G01G","C",1
"G01H","C",.9703096
"G01H","E",.0296904
"G01J","C",1
"G01K","C",.8733235
"G01K","D",.0257202
"G01K","E",.1009564
"G01L","C",.9774817
"G01L","E",.0225183
"G01M","C",.8852711
"G01M","E",.1147288
"G01N","B",.0363232
"G01N","C",.7796936
"G01N","E",.1839832
"G01P","C",.9704822
"G01P","E",.0295178
"G01Q","C",1
"G01R","C",1
"G01S","C",1
"G01T","C",1
"G01V","A",.7865922
"G01V","C",.1599891
"G01V","E",.0534186
"G01W","C",.5324773
"G01W","E",.4675228
"G02B","C",1
"G02C","C",1
"G02F","C",1
"G03B","C",1
"G03C","C",1
"G03D","C",1
"G03F","C",1
"G03G","C",1
"G03H","C",1
"G04B","C",1
"G04C","C",1
"G04D","C",1
"G04F","C",1
"G04G","C",1
"G04R","C",1
"G05B","C",.9579803
"G05B","E",.0420197
"G05D","C",.6006088
"G05D","D",.1007929
"G05D","E",.2985982
"G05F","C",1
"G05G","C",1
"G06C","C",1
"G06D","C",.9484026
"G06D","E",.0515974
"G06E","A",.057444
"G06E","C",.942556
"G06F","C",1
"G06G","C",1
"G06J","C",.9597214
"G06J","D",.0402786
"G06K","C",1
"G06M","A",.0472462
"G06M","C",.9527538
"G06N","A",.02403
"G06N","C",.97597
"G06Q","C",1
"G06T","C",1
"G07B","C",1
"G07C","C",1
"G07D","C",1
"G07F","C",.9736954
"G07F","E",.0263046
"G07G","C",1
"G08B","C",1
"G08C","C",.9055715
"G08C","D",.0639297
"G08C","E",.0304988
"G08G","C",1
"G09B","C",1
"G09C","C",1
"G09D","C",1
"G09F","C",1
"G09G","C",1
"G10B","C",1
"G10C","C",1
"G10D","C",1
"G10F","C",1
"G10G","C",1
"G10H","C",1
"G10K","C",1
"G10L","C",1
"G11B","C",1
"G11C","C",1
"G12B","C",.8935311
"G12B","E",.1064689
"G21B","C",.7714391
"G21B","D",.0502539
"G21B","E",.1783071
"G21C","C",.1356644
"G21C","D",.3023664
"G21C","E",.5619692
"G21D","C",.0580391
"G21D","D",.7418394
"G21D","E",.2001215
"G21F","C",.5682468
"G21F","D",.0435269
"G21F","E",.3882263
"G21G","C",.6976562
"G21G","E",.3023438
"G21H","C",.9582797
"G21H","E",.0417202
"G21J","C",.6581953
"G21J","D",.1893223
"G21J","E",.1524825
"G21K","C",1
"H01B","C",.9729639
"H01B","D",.0270361
"H01C","C",1
"H01F","C",1
"H01G","C",1
"H01H","C",1
"H01J","C",1
"H01K","C",1
"H01L","C",.2200514
"H01L","F",.7799486
"H01M","C",1
"H01P","C",1
"H01Q","C",1
"H01R","C",1
"H01S","A",.2187426
"H01S","C",.7532557
"H01S","F",.0280017
"H01T","C",1
"H02B","C",1
"H02G","C",.8968559
"H02G","E",.033819
"H02G","F",.0693251
"H02H","C",1
"H02J","C",.9661037
"H02J","D",.0338963
"H02K","C",.9744257
"H02K","E",.0255744
"H02M","C",1
"H02N","C",.8993081
"H02N","D",.0600536
"H02N","E",.0406383
"H02P","C",1
"H02S","C",.7898413
"H02S","D",.0829035
"H02S","E",.1272552
"H03B","C",1
"H03C","C",1
"H03D","C",1
"H03F","C",1
"H03G","C",1
"H03H","C",1
"H03J","C",1
"H03K","C",1
"H03L","C",1
"H03M","C",1
"H04B","C",1
"H04H","C",1
"H04J","C",1
"H04K","C",1
"H04L","C",1
"H04M","C",1
"H04N","C",1
"H04Q","C",1
"H04R","C",1
"H04S","C",1
"H04W","C",1
"H05B","C",1
"H05C","C",1
"H05F","C",.976244
"H05F","D",.023756
"H05G","C",1
"H05H","C",.9744161
"H05H","D",.0255839
"H05K","C",1
