ipc4,isic_rev4_4,probability_weight
"B21K","2811",.0604218
"B21K","2814",.2709075
"B21K","2822",.0547674
"B21K","2910",.0287112
"B21L","2410",.1146067
"B21L","2420",.0236696
"B21L","2591",.0314009
"B21L","2599",.0484273
"B21L","2812",.1219575
"B21L","2814",.1934808
"B21L","2816",.0345451
"B21L","2822",.0287445
"B21L","3092",.0762943
"B21L","3211",.2988251
"B21L","3312",.0280481
"B22C","2011",.0350434
"B22C","2391",.0017442
"B22C","2392",.0509656
"B22C","2393",.0983578
"B22C","2410",.1045802
"B22C","2420",.0531964
"B22C","2431",.4072119
"B22C","2432",.0955038
"B22C","2591",.0759812
"B22C","2592",.0401138
"B22C","2811",.0373018
"B22D","2410",.1549738
"B22D","2420",.036332
"B22D","2431",.2718919
"B22D","2432",.0789414
"B22D","2591",.0313918
"B22D","2815",.0353582
"B22D","2823",.3911109
"B22F","2011",.0237547
"B22F","2393",.0547108
"B22F","2410",.1491211
"B22F","2420",.4799115
"B22F","2591",.128089
"B22F","2592",.0651813
"B22F","2815",.0672747
"B22F","3211",.0319568
"B23B","2593",.0306958
"B23B","2814",.0488887
"B23B","2818",.0899903
"B23B","2822",.3497641
"B23B","2824",.0704028
"B23B","2826",.4102581
"B23C","2410",.0258431
"B23C","2592",.0580497
"B23C","2593",.0464463
"B23C","2814",.057667
"B23C","2822",.4770524
"B23C","2826",.3116065
"B23C","3211",.023335
"B23D","2410",.0407953
"B23D","2593",.550157
"B23D","2814",.0225659
"B23D","2818",.3864818
"B23F","2814",.704536
"B23F","2822",.2128441
"B23F","2826",.0826199
"B23G","2410",.0641958
"B23G","2593",.0462054
"B23G","2814",.1709308
"B23G","2822",.3679165
"B23G","2826",.3507515
"B23H","2420",.0309216
"B23H","2592",.0430831
"B23H","2814",.0301365
"B23H","2822",.7947201
"B23H","2826",.0793819
"B23H","3211",.0217569
"B23K","2410",.3079998
"B23K","2420",.1597448
"B23K","2591",.0257665
"B23K","2592",.5064889
"B23P","2410",.1255771
"B23P","2592",.0258746
"B23P","2593",.0396648
"B23P","2811",.196834
"B23P","2812",.0914716
"B23P","2814",.1017171
"B23P","2816",.0284905
"B23P","2822",.2970908
"B23P","2826",.0444353
"B23P","2910",.0488444
"B23Q","2814",.0211114
"B23Q","2822",.8252605
"B23Q","2826",.1536281
"B24B","2310",.0356471
"B24B","2410",.0389833
"B24B","2592",.0289968
"B24B","2593",.041528
"B24B","2670",.0253859
"B24B","2750",.1947931
"B24B","2814",.0905298
"B24B","2822",.0963367
"B24B","2826",.2071097
"B24B","2829",.0562578
"B24B","3211",.1844318
"B24C","2410",.0663594
"B24C","4390",.9336406
"B24D","2029",.0307565
"B24D","2399",.0544098
"B24D","2420",.0230634
"B24D","2592",.1183789
"B24D","2593",.0307378
"B24D","3211",.7426535
"B25B","2410",.065092
"B25B","2593",.6983389
"B25B","2811",.0497526
"B25B","2814",.1529726
"B25B","2826",.03279
"B25B","9512",.0010538
"B25C","2811",.0690362
"B25C","2817",.8717555
"B25C","2818",.0592083
"B25D","2811",.1735563
"B25D","2814",.0349683
"B25D","2818",.7395156
"B25D","2826",.0233437
"B25D","4311",.0286161
"B25F","2593",.344853
"B25F","2610",.0415653
"B25F","2720",.0382824
"B25F","2814",.0418242
"B25F","2818",.533475
"B25G","1629",.0391953
"B25G","2593",.8955484
"B25G","3290",.0652562
"B25H","1629",.0316071
"B25H","2220",.0251817
"B25H","2410",.1304914
"B25H","2593",.1626596
"B25H","2818",.0392168
"B25H","2910",.0785812
"B25H","4520",.1703107
"B25H","4540",.0187108
"B25H","9521",.0012498
"B25H","9522",.0125564
"B25H","9523",.0199972
"B25H","9529",.3094373
"B25J","2410",.0335805
"B25J","2620",.0582779
"B25J","2651",.1787335
"B25J","2670",.1100888
"B25J","2811",.1140769
"B25J","2812",.0494463
"B25J","2814",.4048703
"B25J","2822",.0274717
"B25J","8110",.0234541
"B26B","2593",1
"B26D","1701",.1769154
"B26D","2593",.6426551
"B26D","2825",.039419
"B26D","2829",.1410105
"B26F","1701",.3887042
"B26F","2219",.0376305
"B26F","2220",.0700456
"B26F","2593",.2839978
"B26F","2817",.0292152
"B26F","2822",.0246141
"B26F","2829",.1657925
"B27B","1610",.6702084
"B27B","1629",.0364666
"B27B","2593",.0705572
"B27B","2818",.2227679
"B27C","1610",.1754855
"B27C","1622",.0674058
"B27C","1623",.0700952
"B27C","1629",.5436352
"B27C","2593",.0425467
"B27C","2818",.0211739
"B27C","2822",.0487978
"B27C","2826",.03086
"B27D","1621",.9252709
"B27D","1629",.0405609
"B27D","2029",.0341682
"B27F","1610",.1518837
"B27F","1623",.0233311
"B27F","1629",.1440995
"B27F","2817",.653714
"B27F","2818",.0269717
"B27G","1610",.3792137
"B27G","1621",.023619
"B27G","1623",.0224852
"B27G","1629",.1560743
"B27G","2593",.1784769
"B27G","2818",.240131
"B27H","1623",.9579521
"B27H","1629",.0420479
"B27J","1610",.0462817
"B27J","1622",.0302574
"B27J","1623",.0323357
"B27J","1629",.0727032
"B27J","2220",.0687852
"B27J","2593",.1139894
"B27J","2814",.0912843
"B27J","2826",.4315223
"B27J","2829",.1128407
"B27K","1610",.0916851
"B27K","1621",.1812165
"B27K","1623",.2607857
"B27K","1629",.0930951
"B27K","2011",.079204
"B27K","2012",.0602915
"B27K","2013",.0511471
"B27K","2021",.0964211
"B27K","2022",.0257435
"B27K","3530",.0604104
"B27L","1610",.3396945
"B27L","1621",.0210982
"B27L","1622",.0380544
"B27L","1623",.0922546
"B27L","1629",.3366971
"B27L","2593",.1722011
"B27M","1610",.2008563
"B27M","1621",.1248306
"B27M","1622",.1425588
"B27M","1623",.0508233
"B27M","1629",.4119109
"B27M","2029",.0380315
"B27M","3100",.0309886
"B27N","0230",.024636
"B27N","1610",.22068
"B27N","1621",.668447
"B27N","1629",.0253484
"B27N","2029",.0608887
"B28B","2392",.0496668
"B28B","2393",.2184893
"B28B","2394",.1509783
"B28B","2395",.5808656
"B28C","2394",.305478
"B28C","2395",.694522
"B28D","2396",.6110083
"B28D","2593",.0519963
"B28D","2818",.0573327
"B28D","3211",.2796627
"B29B","2013",.1344066
"B29B","2219",.0665967
"B29B","2220",.5042536
"B29B","2816",.024822
"B29B","2829",.269921
"B29C","2013",.0882577
"B29C","2029",.047108
"B29C","2219",.0476353
"B29C","2220",.6544836
"B29C","2829",.1625153
"B29D","1391",.0607218
"B29D","2013",.0653433
"B29D","2029",.0340336
"B29D","2211",.5415743
"B29D","2219",.1288503
"B29D","2220",.0530278
"B29D","2670",.0857505
"B29D","2829",.0306986
"B29K","1391",.0256738
"B29K","2011",.0223034
"B29K","2013",.6870217
"B29K","2029",.0296789
"B29K","2219",.1754263
"B29K","2220",.059896
"B29L","2013",.2316971
"B29L","2029",.0526057
"B29L","2211",.0227246
"B29L","2219",.124959
"B29L","2220",.4815318
"B29L","2829",.0864817
"B30B","2811",.1328308
"B30B","2812",.1318911
"B30B","2814",.1409046
"B30B","2822",.5943735
"B31B","1701",.3742816
"B31B","1709",.0815543
"B31B","2029",.0589378
"B31B","2220",.1289375
"B31B","2816",.0232063
"B31B","2829",.3330826
"B31C","1701",.5495596
"B31C","1709",.1514173
"B31C","2029",.0301938
"B31C","2829",.2688293
"B31D","1701",.6006286
"B31D","1709",.1018881
"B31D","2029",.1307201
"B31D","2829",.1667632
"B31F","1701",.6767386
"B31F","1709",.0957856
"B31F","2029",.06915
"B31F","2829",.1583258
"B32B","1391",.1889076
"B32B","1621",.0247284
"B32B","1701",.0884483
"B32B","2013",.2652133
"B32B","2029",.292786
"B32B","2220",.0335763
"B32B","2310",.0659859
"B32B","2420",.0403544
"B33Y","2814",1
"B41B","1701",.0896283
"B41B","1812",.3518721
"B41B","2620",.1112938
"B41B","2670",.3937442
"B41B","2829",.0534615
"B41C","1812",1
"B41D","1391",.0431187
"B41D","1392",.025124
"B41D","1399",.2431817
"B41D","1812",.4236874
"B41D","2013",.0308267
"B41D","2029",.1580433
"B41D","2393",.036962
"B41D","9000",.0390562
"B41F","1392",.1764101
"B41F","1701",.0521179
"B41F","1709",.1191214
"B41F","1812",.300958
"B41F","2829",.3513926
"B41G","1392",.0494951
"B41G","1701",.1891203
"B41G","1709",.1864489
"B41G","1812",.0462102
"B41G","2822",.237561
"B41G","2829",.2911645
"B41J","1701",.5313272
"B41J","1709",.4686728
"B41K","1701",.2344227
"B41K","1709",.1556983
"B41K","1812",.1021709
"B41K","2219",.031195
"B41K","2814",.0297989
"B41K","2822",.1502601
"B41K","2829",.2197587
"B41K","6920",.0766956
"B41L","1701",.3432056
"B41L","1709",.4939189
"B41L","1812",.0286259
"B41L","2829",.1342496
"B41M","1701",.3913361
"B41M","1709",.242771
"B41M","1812",.0420812
"B41M","2013",.2274415
"B41M","2022",.0483467
"B41M","2029",.0480234
"B41N","1392",.1599758
"B41N","1812",.8400242
"B42B","1701",.1392811
"B42B","1709",.0214731
"B42B","1812",.2708655
"B42B","2817",.345878
"B42B","2829",.144927
"B42B","6920",.0775753
"B42C","1701",.1362191
"B42C","1709",.0304907
"B42C","1811",.0280744
"B42C","1812",.6139971
"B42C","2029",.1614536
"B42C","2829",.029765
"B42D","1701",.5379701
"B42D","1709",.1813514
"B42D","1812",.0956351
"B42D","2029",.1850435
"B42F","1701",.5944808
"B42F","1709",.2325571
"B42F","1812",.0400121
"B42F","2029",.0373662
"B42F","2220",.0602752
"B42F","6920",.02227
"B42F","7020",.0130386
"B43K","1701",.0219788
"B43K","1709",.0228683
"B43K","2720",.0256231
"B43K","3290",.9295297
"B43L","2817",.9389876
"B43L","3290",.0610125
"B43M","1701",.2879798
"B43M","1709",.1349874
"B43M","2029",.202273
"B43M","2652",.0447651
"B43M","2817",.0434131
"B43M","3290",.2865816
"B44B","1622",.0489173
"B44B","1629",.2537559
"B44B","2593",.2742724
"B44B","2822",.067401
"B44B","2826",.0904058
"B44B","2829",.0716406
"B44B","3211",.0625438
"B44B","9000",.1310633
"B44C","1391",.0257851
"B44C","1701",.1844533
"B44C","1709",.0614108
"B44C","2022",.2454423
"B44C","2029",.2795903
"B44C","2220",.0352264
"B44C","2310",.1042798
"B44C","2393",.0357532
"B44C","3211",.0280588
"B44D","1701",.0314747
"B44D","2022",.7857167
"B44D","3290",.0363528
"B44D","9000",.1464557
"B44F","1701",.1534648
"B44F","1709",.0399724
"B44F","2022",.2710309
"B44F","2029",.101173
"B44F","2220",.0540226
"B44F","2310",.1950789
"B44F","2396",.0426071
"B44F","2640",.0418325
"B44F","3212",.1008179
"B60B","2211",.0551869
"B60B","2410",.0695248
"B60B","2814",.054573
"B60B","2910",.1579252
"B60B","2920",.0631889
"B60B","2930",.077389
"B60B","3092",.5222121
"B60C","2211",1
"B60D","2821",.0512009
"B60D","2920",.9487991
"B60F","2812",.0498557
"B60F","2814",.0535372
"B60F","2920",.0439837
"B60F","3011",.1067948
"B60F","3012",.3219718
"B60F","3020",.1555382
"B60F","3030",.0660945
"B60F","3092",.0891869
"B60F","3600",.1130371
"B60G","2811",.0233643
"B60G","2812",.0259596
"B60G","2910",.1565454
"B60G","2920",.2191394
"B60G","2930",.5749913
"B60H","2651",.0336316
"B60H","2819",.0500363
"B60H","2910",.6583765
"B60H","2920",.0740735
"B60H","2930",.0887904
"B60H","3530",.0430719
"B60H","3600",.0520198
"B60J","2310",.2101678
"B60J","2910",.3706495
"B60J","2920",.2350408
"B60J","2930",.1841419
"B60K","2710",.0335378
"B60K","2720",.0427212
"B60K","2812",.0296218
"B60K","2814",.4807244
"B60K","2821",.0265677
"B60K","2910",.1873899
"B60K","2920",.0391647
"B60K","2930",.1602726
"B60L","2610",.0974085
"B60L","2651",.0366513
"B60L","2710",.1256598
"B60L","2720",.4146064
"B60L","2790",.0635761
"B60L","2910",.0809908
"B60L","2930",.0335861
"B60L","3020",.123717
"B60L","3510",.023804
"B60M","2910",.0483617
"B60M","3020",.9189846
"B60M","4921",.0326537
"B60N","1512",.0411639
"B60N","2814",.0255035
"B60N","2910",.6723963
"B60N","2920",.1679167
"B60N","2930",.0256546
"B60N","3100",.0673649
"B60P","2812",.0510098
"B60P","2816",.0573903
"B60P","2910",.0394726
"B60P","2920",.7975224
"B60P","3012",.054605
"B60Q","2610",.0269314
"B60Q","2670",.0839266
"B60Q","2910",.4151956
"B60Q","2920",.2049292
"B60Q","2930",.2690171
"B60R","1512",.1149667
"B60R","2910",.418162
"B60R","2920",.1893278
"B60R","2930",.2505889
"B60R","3290",.0269545
"B60S","2219",.0397001
"B60S","2310",.0513079
"B60S","2720",.0258941
"B60S","2814",.02303
"B60S","2910",.4006786
"B60S","2920",.1689233
"B60S","3290",.1145457
"B60S","3600",.0996665
"B60S","4520",.0762538
"B60T","2651",.0679041
"B60T","2811",.1478194
"B60T","2812",.027398
"B60T","2822",.1012728
"B60T","2910",.1197133
"B60T","2920",.1019794
"B60T","2930",.4050285
"B60T","3020",.0288845
"B60V","3011",.0330272
"B60V","3012",.893468
"B60V","3030",.0525759
"B60V","3600",.0209289
"B60W","2651",.1563259
"B60W","2710",.0980781
"B60W","2720",.0401655
"B60W","2814",.4983458
"B60W","2910",.1185738
"B60W","2930",.088511
"B61B","2814",.0487599
"B61B","2816",.1311638
