ipc4,isic_rev4_3,probability_weight
"G09D","841",.1230372
"G09F","170",.2428478
"G09F","202",.3663398
"G09F","267",.0280352
"G09F","272",.0336291
"G09F","591",.0430975
"G09F","731",.2860505
"G09G","262",.074621
"G09G","265",.1188699
"G09G","581",.0014206
"G09G","591",.8048074
"G09G","873",.0002811
"G10B","322",1
"G10C","322",1
"G10D","322",1
"G10F","322",1
"G10G","322",1
"G10H","322",1
"G10K","264",.2673168
"G10K","266",.3029988
"G10K","322",.4296844
"G10L","262",.1956801
"G10L","263",.0714506
"G10L","264",.7328693
"G11B","262",.0377656
"G11B","268",.9158528
"G11B","591",.0463816
"G11C","262",.1427138
"G11C","265",.8572862
"G12B","202",.0268645
"G12B","222",.0475585
"G12B","231",.0437454
"G12B","239",.0311704
"G12B","259",.0292565
"G12B","261",.0297501
"G12B","262",.0983194
"G12B","264",.0736431
"G12B","265",.0788622
"G12B","266",.0300421
"G12B","267",.0979026
"G12B","281",.0525073
"G12B","292",.0594527
"G12B","310",.1706053
"G12B","329",.0234546
"G12B","360",.0673701
"G12B","749",.0394951
"G21B","139",.7117715
"G21B","239",.0435443
"G21B","241",.0589868
"G21B","242",.080285
"G21B","271",.0259913
"G21B","281",.0269189
"G21B","360",.0525021
"G21C","239",.0520127
"G21C","241",.047341
"G21C","281",.0353832
"G21C","331",.0387376
"G21C","353",.3114024
"G21C","360",.515123
"G21D","281",.026977
"G21D","331",.0254115
"G21D","353",.7636594
"G21D","360",.1839521
"G21F","201",.1599501
"G21F","231",.0531232
"G21F","239",.1889911
"G21F","241",.0655731
"G21F","242",.077287
"G21F","243",.0291596
"G21F","353",.0237953
"G21F","360",.1744281
"G21F","382",.2276924
"G21G","201",.3244671
"G21G","241",.039823
"G21G","242",.256896
"G21G","266",.055438
"G21G","267",.0352544
"G21G","279",.0600578
"G21G","360",.1288888
"G21G","382",.099175
"G21H","201",.0220307
"G21H","242",.0377296
"G21H","261",.0229915
"G21H","266",.134159
"G21H","272",.7830892
"G21J","202",.6868052
"G21J","261",.0665616
"G21J","331",.1669477
"G21J","353",.0478337
"G21J","360",.0318518
"G21K","201",.0315
"G21K","231",.0300059
"G21K","242",.0310307
"G21K","266",.0318243
"G21K","267",.7624928
"G21K","279",.1131464
"H01B","201",.2167858
"H01B","202",.0721093
"H01B","231",.0967453
"H01B","239",.0953646
"H01B","259",.0690609
"H01B","261",.1231077
"H01B","273",.2458972
"H01B","351",.0809292
"H01C","201",.0516247
"H01C","231",.164295
"H01C","239",.4758711
"H01C","259",.0995579
"H01C","261",.2086512
"H01F","271",1
"H01G","201",.2372285
"H01G","231",.0299608
"H01G","239",.6042103
"H01G","259",.1286003
"H01H","259",.0267292
"H01H","261",.4083459
"H01H","271",.0251293
"H01H","273",.2870708
"H01H","279",.0394124
"H01H","329",.2133124
"H01J","231",.6412651
"H01J","239",.029991
"H01J","259",.0496839
"H01J","265",.0479166
"H01J","267",.2311435
"H01K","231",.3301994
"H01K","273",.1017709
"H01K","274",.5680296
"H01L","201",.064497
"H01L","202",.0349708
"H01L","231",.0392842
"H01L","259",.113775
"H01L","431",.747473
"H01M","272",.6035131
"H01M","279",.3964869
"H01P","239",.0737558
"H01P","259",.0486278
"H01P","261",.0508897
"H01P","263",.3184178
"H01P","592",.5083089
"H01Q","263",.945819
"H01Q","592",.054181
"H01R","259",.0362514
"H01R","261",.8383338
"H01R","273",.1254148
"H01S","016",.1669939
"H01S","201",.0262666
"H01S","231",.1095656
"H01S","239",.0265246
"H01S","259",.0232269
"H01S","261",.0301128
"H01S","267",.6173096
"H01T","231",.100893
"H01T","239",.3405176
"H01T","259",.2924251
"H01T","261",.0608045
"H01T","271",.0626833
"H01T","281",.0483686
"H01T","321",.0943078
"H02B","261",.1097786
"H02B","271",.2832083
"H02B","273",.5605693
"H02B","309",.0464437
"H02G","239",.1370721
"H02G","241",.1492091
"H02G","259",.0429686
"H02G","261",.0697404
"H02G","273",.5095959
"H02G","281",.0300928
"H02G","351",.061321
"H02H","261",.3693632
"H02H","271",.5279895
"H02H","272",.0736722
"H02H","273",.0289751
"H02J","261",.0477431
"H02J","271",.0870605
"H02J","272",.8252911
"H02J","351",.0399053
"H02K","241",.4430743
"H02K","261",.0517452
"H02K","271",.3301921
"H02K","281",.0836153
"H02K","282",.0256558
"H02K","329",.0657173
"H02M","261",.0525788
"H02M","271",.9474212
"H02N","201",.0265156
"H02N","239",.2267094
"H02N","241",.0320677
"H02N","261",.1183146
"H02N","266",.0234581
"H02N","267",.0479037
"H02N","271",.2069418
"H02N","272",.1356644
"H02N","279",.0452729
"H02N","281",.0492179
"H02N","351",.0879339
"H02P","261",.1806326
"H02P","265",.2041098
"H02P","271",.5880281
"H02P","272",.0272295
"H02S","231",.0477718
"H02S","261",.0310951
"H02S","272",.8615057
"H02S","351",.0274092
"H02S","360",.0322183
"H03B","261",.0254693
"H03B","264",.0215622
"H03B","265",.6076131
"H03B","271",.0400545
"H03B","592",.3053008
"H03C","263",.0712578
"H03C","265",.0307285
"H03C","592",.8669873
"H03C","601",.0310264
"H03D","263",.0213029
"H03D","264",.0855126
"H03D","265",.2026364
"H03D","592",.6905481
"H03F","261",.0207087
"H03F","263",.023349
"H03F","264",.0320261
"H03F","271",.1094231
"H03F","592",.8144932
"H03G","263",.0472232
"H03G","264",.3806735
"H03G","265",.022853
"H03G","266",.0229155
"H03G","592",.5263348
"H03H","239",.0827713
"H03H","259",.0446267
"H03H","261",.0461529
"H03H","263",.1279942
"H03H","264",.0717097
"H03H","265",.1488132
"H03H","271",.0704937
"H03H","273",.031372
"H03H","321",.0253606
"H03H","592",.3507057
"H03J","263",.0551878
"H03J","264",.5349542
"H03J","592",.409858
"H03K","261",.1269202
"H03K","265",.836596
"H03K","271",.0364839
"H03L","265",1
"H03M","262",.0830663
"H03M","265",.7627317
"H03M","591",.1126199
"H03M","592",.0415821
"H04B","182",.0001731
"H04B","263",.3383969
"H04B","264",.0246814
"H04B","592",.629252
"H04B","613",.0074966
"H04H","263",.0438838
"H04H","264",.3231548
"H04H","591",.1130797
"H04H","592",.2249102
"H04H","601",.2400965
"H04H","602",.0548749
"H04J","263",.1642731
"H04J","265",.2828542
"H04J","592",.5528728
"H04K","262",.0709952
"H04K","263",.2629074
"H04K","264",.0302229
"H04K","591",.0412718
"H04K","592",.5920722
"H04K","611",.0025303
"H04L","262",.2243514
"H04L","263",.3141552
"H04L","265",.1055245
"H04L","591",.0272371
"H04L","592",.2253476
"H04L","612",.022182
"H04L","619",.0172588
"H04L","749",.022479
"H04L","823",.0414643
"H04M","263",.9187299
"H04M","264",.0246788
"H04M","822",.0307274
"H04M","823",.0258639
"H04N","264",.1944421
"H04N","267",.0841976
"H04N","591",.7213603
"H04Q","263",.8047287
"H04Q","265",.0323318
"H04Q","592",.1629395
"H04R","264",.7133562
"H04R","266",.2866438
"H04S","264",1
"H04W","263",.1291594
"H04W","592",.7396685
"H04W","612",.1311721
"H05B","231",.0562824
"H05B","239",.0432704
"H05B","261",.281516
"H05B","265",.0564058
"H05B","271",.2737418
"H05B","272",.0337857
"H05B","274",.0893866
"H05B","275",.1656114
"H05C","252",.0588069
"H05C","261",.5688618
"H05C","271",.2648307
"H05C","272",.1075007
"H05F","222",.1051165
"H05F","231",.0507133
"H05F","239",.0240493
"H05F","259",.1009581
"H05F","261",.2367062
"H05F","271",.1137577
"H05F","273",.0590546
"H05F","303",.0947544
"H05F","329",.1573468
"H05F","351",.0575431
"H05G","262",.0285774
"H05G","264",.0474539
"H05G","266",.5872721
"H05G","267",.0369551
"H05G","271",.2193646
"H05G","325",.0498698
"H05G","591",.0305072
"H05H","239",.028544
"H05H","259",.0340862
"H05H","261",.0551753
"H05H","263",.12361
"H05H","271",.0421585
"H05H","279",.5607838
"H05H","592",.1556422
"H05K","231",.0698065
"H05K","239",.0989406
"H05K","259",.3075418
"H05K","261",.2482633
"H05K","262",.1098959
"H05K","263",.0258564
"H05K","267",.03435
"H05K","273",.0461879
"H05K","281",.0233621
"H05K","332",.0077368
"H05K","592",.0280588
